construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4
1909	cut	cap	first	Complete.1000.20.41.gexf	1000	999000	10	4	[999, 999, 999, 999]	10023	9833	9833	inf	1	0	0	0	0	[10023, 9833]	Complete	1000	20	41	gexf
1910	cut	cap	first	Complete.1000.20.41.gexf	1000	999000	50	5	[999, 999, 999, 999]	10023	9073	9073	inf	1	0	0	0	0	[10023, 9073]	Complete	1000	20	41	gexf
1911	cut	cap	first	Complete.1000.1.42.gexf	1000	999000	2	1	[999, 999, 999, 999]	490.459158158757	488.46042899741	488.46042899741	inf	1	0	0	0	0	[490.459158158757, 488.46042899741]	Complete	1000	1	42	gexf
1912	cut	cap	first	Complete.1000.1.42.gexf	1000	999000	3	2	[999, 999, 999, 999]	490.459158158757	487.461528651036	487.4615286510356	inf	1	0	0	0	0	[490.459158158757, 487.4615286510356]	Complete	1000	1	42	gexf
1913	cut	cap	first	Complete.1000.1.42.gexf	1000	999000	5	3	[999, 999, 999, 999]	490.459158158757	485.465564307918	485.4655643079185	inf	1	0	0	0	0	[490.459158158757, 485.4655643079185]	Complete	1000	1	42	gexf
1914	cut	cap	first	Complete.1000.1.42.gexf	1000	999000	10	4	[999, 999, 999, 999]	490.459158158757	480.497394666315	480.49739466631496	inf	1	0	0	0	0	[490.459158158757, 480.49739466631496]	Complete	1000	1	42	gexf
1915	cut	cap	first	Complete.1000.1.42.gexf	1000	999000	50	5	[999, 999, 999, 999]	490.459158158757	441.781586941509	441.78158694150915	inf	1	0	0	0	0	[490.459158158757, 441.78158694150915]	Complete	1000	1	42	gexf
1916	cut	cap	first	Complete.1000.20.42.gexf	1000	999000	2	1	[999, 999, 999, 999]	9928	9890	9890	inf	1	0	0	0	0	[9928, 9890]	Complete	1000	20	42	gexf
1917	cut	cap	first	Complete.1000.20.42.gexf	1000	999000	3	2	[999, 999, 999, 999]	9928	9871	9871	inf	1	0	0	0	0	[9928, 9871]	Complete	1000	20	42	gexf
1918	cut	cap	first	Complete.1000.20.42.gexf	1000	999000	5	3	[999, 999, 999, 999]	9928	9833	9833	inf	1	0	0	0	0	[9928, 9833]	Complete	1000	20	42	gexf
1919	cut	cap	first	Complete.1000.20.42.gexf	1000	999000	10	4	[999, 999, 999, 999]	9928	9738	9738	inf	1	0	0	0	0	[9928, 9738]	Complete	1000	20	42	gexf
1920	cut	cap	first	Complete.1000.20.42.gexf	1000	999000	50	5	[999, 999, 999, 999]	9928	8978	8978	inf	1	0	0	0	0	[9928, 8978]	Complete	1000	20	42	gexf
1921	cut	cap	first	Complete.1000.1.43.gexf	1000	999000	2	1	[999, 999, 999, 999]	496.18374934709	494.186151781749	494.1861517817491	inf	1	0	0	0	0	[496.18374934708953, 494.1861517817491]	Complete	1000	1	43	gexf
1922	cut	cap	first	Complete.1000.1.43.gexf	1000	999000	3	2	[999, 999, 999, 999]	496.18374934709	493.187958780282	493.18795878028175	inf	1	0	0	0	0	[496.18374934708953, 493.18795878028175]	Complete	1000	1	43	gexf
1923	cut	cap	first	Complete.1000.1.43.gexf	1000	999000	5	3	[999, 999, 999, 999]	496.18374934709	491.192875262475	491.1928752624747	inf	1	0	0	0	0	[496.18374934708953, 491.1928752624747]	Complete	1000	1	43	gexf
1924	cut	cap	first	Complete.1000.1.43.gexf	1000	999000	10	4	[999, 999, 999, 999]	496.18374934709	486.211811251122	486.2118112511222	inf	1	0	0	0	0	[496.18374934708953, 486.2118112511222]	Complete	1000	1	43	gexf
1925	cut	cap	first	Complete.1000.1.43.gexf	1000	999000	50	5	[999, 999, 999, 999]	496.18374934709	447.444146158413	447.44414615841345	inf	1	0	0	0	0	[496.18374934708953, 447.44414615841345]	Complete	1000	1	43	gexf
1926	cut	cap	first	Complete.1000.20.43.gexf	1000	999000	2	1	[999, 999, 999, 999]	9795	9757	9757	inf	1	0	0	0	0	[9795, 9757]	Complete	1000	20	43	gexf
1927	cut	cap	first	Complete.1000.20.43.gexf	1000	999000	3	2	[999, 999, 999, 999]	9795	9738	9738	inf	1	0	0	0	0	[9795, 9738]	Complete	1000	20	43	gexf
1928	cut	cap	first	Complete.1000.20.43.gexf	1000	999000	5	3	[999, 999, 999, 999]	9795	9700	9700	inf	1	0	0	0	0	[9795, 9700]	Complete	1000	20	43	gexf
1929	cut	cap	first	Complete.1000.20.43.gexf	1000	999000	10	4	[999, 999, 999, 999]	9795	9605	9605	inf	1	0	0	0	0	[9795, 9605]	Complete	1000	20	43	gexf
1930	cut	cap	first	Complete.1000.20.43.gexf	1000	999000	50	5	[999, 999, 999, 999]	9795	8849	8849	inf	1	0	0	0	0	[9795, 8849]	Complete	1000	20	43	gexf
1931	cut	cap	first	Complete.1000.1.44.gexf	1000	999000	2	1	[999, 999, 999, 999]	488.633664092198	486.635177547043	486.6351775470434	inf	1	0	0	0	0	[488.6336640921982, 486.6351775470434]	Complete	1000	1	44	gexf
1932	cut	cap	first	Complete.1000.1.44.gexf	1000	999000	3	2	[999, 999, 999, 999]	488.633664092198	485.636723495773	485.6367234957732	inf	1	0	0	0	0	[488.6336640921982, 485.6367234957732]	Complete	1000	1	44	gexf
1933	cut	cap	first	Complete.1000.1.44.gexf	1000	999000	5	3	[999, 999, 999, 999]	488.633664092198	483.643920304959	483.64392030495895	inf	1	0	0	0	0	[488.6336640921982, 483.64392030495895]	Complete	1000	1	44	gexf
1934	cut	cap	first	Complete.1000.1.44.gexf	1000	999000	10	4	[999, 999, 999, 999]	488.633664092198	478.682288962047	478.6822889620468	inf	1	0	0	0	0	[488.6336640921982, 478.6822889620468]	Complete	1000	1	44	gexf
1935	cut	cap	first	Complete.1000.1.44.gexf	1000	999000	50	5	[999, 999, 999, 999]	488.633664092198	439.946363599895	439.94636359989477	inf	1	0	0	0	0	[488.6336640921982, 439.94636359989477]	Complete	1000	1	44	gexf
1936	cut	cap	first	Complete.1000.20.44.gexf	1000	999000	2	1	[999, 999, 999, 999]	9833	9795	9795	inf	1	0	0	0	0	[9833, 9795]	Complete	1000	20	44	gexf
1937	cut	cap	first	Complete.1000.20.44.gexf	1000	999000	3	2	[999, 999, 999, 999]	9833	9776	9776	inf	1	0	0	0	0	[9833, 9776]	Complete	1000	20	44	gexf
1938	cut	cap	first	Complete.1000.20.44.gexf	1000	999000	5	3	[999, 999, 999, 999]	9833	9738	9738	inf	1	0	0	0	0	[9833, 9738]	Complete	1000	20	44	gexf
1939	cut	cap	first	Complete.1000.20.44.gexf	1000	999000	10	4	[999, 999, 999, 999]	9833	9643	9643	inf	1	0	0	0	0	[9833, 9643]	Complete	1000	20	44	gexf
1940	cut	cap	first	Complete.1000.20.44.gexf	1000	999000	50	5	[999, 999, 999, 999]	9833	8883	8883	inf	1	0	0	0	0	[9833, 8883]	Complete	1000	20	44	gexf
1941	cut	cap	first	Complete.1000.1.45.gexf	1000	999000	2	1	[999, 999, 999, 999]	494.935728443703	492.93758535273	492.9375853527304	inf	1	0	0	0	0	[494.9357284437027, 492.9375853527304]	Complete	1000	1	45	gexf
1942	cut	cap	first	Complete.1000.1.45.gexf	1000	999000	3	2	[999, 999, 999, 999]	494.935728443703	491.938972866546	491.9389728665456	inf	1	0	0	0	0	[494.9357284437027, 491.9389728665456]	Complete	1000	1	45	gexf
1943	cut	cap	first	Complete.1000.1.45.gexf	1000	999000	5	3	[999, 999, 999, 999]	494.935728443703	489.942809181418	489.94280918141794	inf	1	0	0	0	0	[494.9357284437027, 489.94280918141794]	Complete	1000	1	45	gexf
1944	cut	cap	first	Complete.1000.1.45.gexf	1000	999000	10	4	[999, 999, 999, 999]	494.935728443703	484.973319073022	484.9733190730219	inf	1	0	0	0	0	[494.9357284437027, 484.9733190730219]	Complete	1000	1	45	gexf
1945	cut	cap	first	Complete.1000.1.45.gexf	1000	999000	50	5	[999, 999, 999, 999]	494.935728443703	446.030135276305	446.0301352763054	inf	1	0	0	0	0	[494.9357284437027, 446.0301352763054]	Complete	1000	1	45	gexf
1946	cut	cap	first	Complete.1000.20.45.gexf	1000	999000	2	1	[999, 999, 999, 999]	9773	9735	9735	inf	1	0	0	0	0	[9773, 9735]	Complete	1000	20	45	gexf
1947	cut	cap	first	Complete.1000.20.45.gexf	1000	999000	3	2	[999, 999, 999, 999]	9773	9716	9716	inf	1	0	0	0	0	[9773, 9716]	Complete	1000	20	45	gexf
1948	cut	cap	first	Complete.1000.20.45.gexf	1000	999000	5	3	[999, 999, 999, 999]	9773	9678	9678	inf	1	0	0	0	0	[9773, 9678]	Complete	1000	20	45	gexf
1949	cut	cap	first	Complete.1000.20.45.gexf	1000	999000	10	4	[999, 999, 999, 999]	9773	9583	9583	inf	1	0	0	0	0	[9773, 9583]	Complete	1000	20	45	gexf
1950	cut	cap	first	Complete.1000.20.45.gexf	1000	999000	50	5	[999, 999, 999, 999]	9773	8823	8823	inf	1	0	0	0	0	[9773, 8823]	Complete	1000	20	45	gexf
1951	cut	cap	first	Complete.1000.1.46.gexf	1000	999000	2	1	[999, 999, 999, 999]	489.262809812263	487.268563604244	487.26856360424415	inf	1	0	0	0	0	[489.26280981226324, 487.26856360424415]	Complete	1000	1	46	gexf
1952	cut	cap	first	Complete.1000.1.46.gexf	1000	999000	3	2	[999, 999, 999, 999]	489.262809812263	486.274145961096	486.2741459610962	inf	1	0	0	0	0	[489.26280981226324, 486.2741459610962]	Complete	1000	1	46	gexf
1953	cut	cap	first	Complete.1000.1.46.gexf	1000	999000	5	3	[999, 999, 999, 999]	489.262809812263	484.28870848107	484.28870848106976	inf	1	0	0	0	0	[489.26280981226324, 484.28870848106976]	Complete	1000	1	46	gexf
1954	cut	cap	first	Complete.1000.1.46.gexf	1000	999000	10	4	[999, 999, 999, 999]	489.262809812263	479.361268078166	479.36126807816595	inf	1	0	0	0	0	[489.26280981226324, 479.36126807816595]	Complete	1000	1	46	gexf
1955	cut	cap	first	Complete.1000.1.46.gexf	1000	999000	50	5	[999, 999, 999, 999]	489.262809812263	441.123575724804	441.12357572480437	inf	1	0	0	0	0	[489.26280981226324, 441.12357572480437]	Complete	1000	1	46	gexf
1956	cut	cap	first	Complete.1000.20.46.gexf	1000	999000	2	1	[999, 999, 999, 999]	9974	9936	9936	inf	1	0	0	0	0	[9974, 9936]	Complete	1000	20	46	gexf
1957	cut	cap	first	Complete.1000.20.46.gexf	1000	999000	3	2	[999, 999, 999, 999]	9974	9917	9917	inf	1	0	0	0	0	[9974, 9917]	Complete	1000	20	46	gexf
1958	cut	cap	first	Complete.1000.20.46.gexf	1000	999000	5	3	[999, 999, 999, 999]	9974	9879	9879	inf	1	0	0	0	0	[9974, 9879]	Complete	1000	20	46	gexf
1959	cut	cap	first	Complete.1000.20.46.gexf	1000	999000	10	4	[999, 999, 999, 999]	9974	9784	9784	inf	1	0	0	0	0	[9974, 9784]	Complete	1000	20	46	gexf
1960	cut	cap	first	Complete.1000.20.46.gexf	1000	999000	50	5	[999, 999, 999, 999]	9974	9030	9030	inf	1	0	0	0	0	[9974, 9030]	Complete	1000	20	46	gexf
1961	cut	cap	first	Complete.1000.1.47.gexf	1000	999000	2	1	[999, 999, 999, 999]	504.821608262408	502.823761599791	502.82376159979134	inf	1	0	0	0	0	[504.8216082624078, 502.82376159979134]	Complete	1000	1	47	gexf
1962	cut	cap	first	Complete.1000.1.47.gexf	1000	999000	3	2	[999, 999, 999, 999]	504.821608262408	501.828514885177	501.8285148851771	inf	1	0	0	0	0	[504.8216082624078, 501.8285148851771]	Complete	1000	1	47	gexf
1963	cut	cap	first	Complete.1000.1.47.gexf	1000	999000	5	3	[999, 999, 999, 999]	504.821608262408	499.838891752234	499.8388917522335	inf	1	0	0	0	0	[504.8216082624078, 499.8388917522335]	Complete	1000	1	47	gexf
1964	cut	cap	first	Complete.1000.1.47.gexf	1000	999000	10	4	[999, 999, 999, 999]	504.821608262408	494.882186287584	494.88218628758426	inf	1	0	0	0	0	[504.8216082624078, 494.88218628758426]	Complete	1000	1	47	gexf
1965	cut	cap	first	Complete.1000.1.47.gexf	1000	999000	50	5	[999, 999, 999, 999]	504.821608262408	456.121814809369	456.1218148093692	inf	1	0	0	0	0	[504.8216082624078, 456.1218148093692]	Complete	1000	1	47	gexf
1966	cut	cap	first	Complete.1000.20.47.gexf	1000	999000	2	1	[999, 999, 999, 999]	9810	9772	9772	inf	1	0	0	0	0	[9810, 9772]	Complete	1000	20	47	gexf
1967	cut	cap	first	Complete.1000.20.47.gexf	1000	999000	3	2	[999, 999, 999, 999]	9810	9753	9753	inf	1	0	0	0	0	[9810, 9753]	Complete	1000	20	47	gexf
1968	cut	cap	first	Complete.1000.20.47.gexf	1000	999000	5	3	[999, 999, 999, 999]	9810	9715	9715	inf	1	0	0	0	0	[9810, 9715]	Complete	1000	20	47	gexf
1969	cut	cap	first	Complete.1000.20.47.gexf	1000	999000	10	4	[999, 999, 999, 999]	9810	9620	9620	inf	1	0	0	0	0	[9810, 9620]	Complete	1000	20	47	gexf
1970	cut	cap	first	Complete.1000.20.47.gexf	1000	999000	50	5	[999, 999, 999, 999]	9810	8861	8861	inf	1	0	0	0	0	[9810, 8861]	Complete	1000	20	47	gexf
1971	cut	cap	first	Complete.1000.1.48.gexf	1000	999000	2	1	[999, 999, 999, 999]	493.804660983705	491.809504708268	491.8095047082678	inf	1	0	0	0	0	[493.80466098370493, 491.8095047082678]	Complete	1000	1	48	gexf
1972	cut	cap	first	Complete.1000.1.48.gexf	1000	999000	3	2	[999, 999, 999, 999]	493.804660983705	490.814600715007	490.81460071500686	inf	1	0	0	0	0	[493.80466098370493, 490.81460071500686]	Complete	1000	1	48	gexf
1973	cut	cap	first	Complete.1000.1.48.gexf	1000	999000	5	3	[999, 999, 999, 999]	493.804660983705	488.825487399009	488.8254873990094	inf	1	0	0	0	0	[493.80466098370493, 488.8254873990094]	Complete	1000	1	48	gexf
1974	cut	cap	first	Complete.1000.1.48.gexf	1000	999000	10	4	[999, 999, 999, 999]	493.804660983705	483.877980064653	483.8779800646534	inf	1	0	0	0	0	[493.80466098370493, 483.8779800646534]	Complete	1000	1	48	gexf
1975	cut	cap	first	Complete.1000.1.48.gexf	1000	999000	50	5	[999, 999, 999, 999]	493.804660983705	445.172980775554	445.1729807755545	inf	1	0	0	0	0	[493.80466098370493, 445.1729807755545]	Complete	1000	1	48	gexf
1976	cut	cap	first	Complete.1000.20.48.gexf	1000	999000	2	1	[999, 999, 999, 999]	9945	9907	9907	inf	1	0	0	0	0	[9945, 9907]	Complete	1000	20	48	gexf
1977	cut	cap	first	Complete.1000.20.48.gexf	1000	999000	3	2	[999, 999, 999, 999]	9945	9888	9888	inf	1	0	0	0	0	[9945, 9888]	Complete	1000	20	48	gexf
1978	cut	cap	first	Complete.1000.20.48.gexf	1000	999000	5	3	[999, 999, 999, 999]	9945	9850	9850	inf	1	0	0	0	0	[9945, 9850]	Complete	1000	20	48	gexf
1979	cut	cap	first	Complete.1000.20.48.gexf	1000	999000	10	4	[999, 999, 999, 999]	9945	9755	9755	inf	1	0	0	0	0	[9945, 9755]	Complete	1000	20	48	gexf
1980	cut	cap	first	Complete.1000.20.48.gexf	1000	999000	50	5	[999, 999, 999, 999]	9945	8995	8995	inf	1	0	0	0	0	[9945, 8995]	Complete	1000	20	48	gexf
1981	cut	cap	first	Complete.1000.1.49.gexf	1000	999000	2	1	[999, 999, 999, 999]	502.138505594613	500.141925642319	500.1419256423186	inf	1	0	0	0	0	[502.13850559461275, 500.1419256423186]	Complete	1000	1	49	gexf
1982	cut	cap	first	Complete.1000.1.49.gexf	1000	999000	3	2	[999, 999, 999, 999]	502.138505594613	499.144185356307	499.14418535630676	inf	1	0	0	0	0	[502.13850559461275, 499.14418535630676]	Complete	1000	1	49	gexf
1983	cut	cap	first	Complete.1000.1.49.gexf	1000	999000	5	3	[999, 999, 999, 999]	502.138505594613	497.149815665226	497.14981566522613	inf	1	0	0	0	0	[502.13850559461275, 497.14981566522613]	Complete	1000	1	49	gexf
1984	cut	cap	first	Complete.1000.1.49.gexf	1000	999000	10	4	[999, 999, 999, 999]	502.138505594613	492.195621751892	492.1956217518925	inf	1	0	0	0	0	[502.13850559461275, 492.1956217518925]	Complete	1000	1	49	gexf
1985	cut	cap	first	Complete.1000.1.49.gexf	1000	999000	50	5	[999, 999, 999, 999]	502.138505594613	453.409484838453	453.4094848384533	inf	1	0	0	0	0	[502.13850559461275, 453.4094848384533]	Complete	1000	1	49	gexf
1986	cut	cap	first	Complete.1000.20.49.gexf	1000	999000	2	1	[999, 999, 999, 999]	9710	9672	9672	inf	1	0	0	0	0	[9710, 9672]	Complete	1000	20	49	gexf
1987	cut	cap	first	Complete.1000.20.49.gexf	1000	999000	3	2	[999, 999, 999, 999]	9710	9653	9653	inf	1	0	0	0	0	[9710, 9653]	Complete	1000	20	49	gexf
1988	cut	cap	first	Complete.1000.20.49.gexf	1000	999000	5	3	[999, 999, 999, 999]	9710	9615	9615	inf	1	0	0	0	0	[9710, 9615]	Complete	1000	20	49	gexf
1989	cut	cap	first	Complete.1000.20.49.gexf	1000	999000	10	4	[999, 999, 999, 999]	9710	9520	9520	inf	1	0	0	0	0	[9710, 9520]	Complete	1000	20	49	gexf
1990	cut	cap	first	Complete.1000.20.49.gexf	1000	999000	50	5	[999, 999, 999, 999]	9710	8763	8763	inf	1	0	0	0	0	[9710, 8763]	Complete	1000	20	49	gexf
1991	cut	cap	first	Complete.1000.1.50.gexf	1000	999000	2	1	[999, 999, 999, 999]	498.076983092821	496.079293854619	496.0792938546186	inf	1	0	0	0	0	[498.0769830928215, 496.0792938546186]	Complete	1000	1	50	gexf
1992	cut	cap	first	Complete.1000.1.50.gexf	1000	999000	3	2	[999, 999, 999, 999]	498.076983092821	495.081166834808	495.081166834808	inf	1	0	0	0	0	[498.0769830928215, 495.081166834808]	Complete	1000	1	50	gexf
1993	cut	cap	first	Complete.1000.1.50.gexf	1000	999000	5	3	[999, 999, 999, 999]	498.076983092821	493.087360877198	493.0873608771985	inf	1	0	0	0	0	[498.0769830928215, 493.0873608771985]	Complete	1000	1	50	gexf
1994	cut	cap	first	Complete.1000.1.50.gexf	1000	999000	10	4	[999, 999, 999, 999]	498.076983092821	488.126157342329	488.1261573423286	inf	1	0	0	0	0	[498.0769830928215, 488.1261573423286]	Complete	1000	1	50	gexf
1995	cut	cap	first	Complete.1000.1.50.gexf	1000	999000	50	5	[999, 999, 999, 999]	498.076983092821	449.210449814376	449.2104498143764	inf	1	0	0	0	0	[498.0769830928215, 449.2104498143764]	Complete	1000	1	50	gexf
1996	cut	cap	first	Complete.1000.20.50.gexf	1000	999000	2	1	[999, 999, 999, 999]	9954	9916	9916	inf	1	0	0	0	0	[9954, 9916]	Complete	1000	20	50	gexf
1997	cut	cap	first	Complete.1000.20.50.gexf	1000	999000	3	2	[999, 999, 999, 999]	9954	9897	9897	inf	1	0	0	0	0	[9954, 9897]	Complete	1000	20	50	gexf
1998	cut	cap	first	Complete.1000.20.50.gexf	1000	999000	5	3	[999, 999, 999, 999]	9954	9859	9859	inf	1	0	0	0	0	[9954, 9859]	Complete	1000	20	50	gexf
1999	cut	cap	first	Complete.1000.20.50.gexf	1000	999000	10	4	[999, 999, 999, 999]	9954	9764	9764	inf	1	0	0	0	0	[9954, 9764]	Complete	1000	20	50	gexf
2000	cut	cap	first	Complete.1000.20.50.gexf	1000	999000	50	5	[999, 999, 999, 999]	9954	9005	9005	inf	1	0	0	0	0	[9954, 9005]	Complete	1000	20	50	gexf
2001	cut	cap	first	Complete.50.1.51.gexf	50	2450	2	1	[49, 49, 49, 49]	26.605423981272	24.6278796212639	24.627879621263876	inf	123	0	0	0	0	[26.605423981271993, 24.627879621263876]	Complete	50	1	51	gexf
2002	cut	cap	first	Complete.50.1.51.gexf	50	2450	3	2	[49, 49, 49, 49]	26.605423981272	23.6548787524574	23.65487875245736	inf	122	0	0	0	0	[26.605423981271993, 23.65487875245736]	Complete	50	1	51	gexf
2003	cut	cap	first	Complete.50.1.51.gexf	50	2450	5	3	[49, 49, 49, 49]	26.605423981272	21.7654007577714	21.765400757771417	inf	145	0	0	0	0	[26.605423981271993, 21.765400757771417]	Complete	50	1	51	gexf
2004	cut	cap	first	Complete.50.1.51.gexf	50	2450	10	4	[49, 49, 49, 49]	26.605423981272	17.4187288878349	17.418728887834916	inf	314	0	0	0	0	[26.605423981271993, 17.418728887834916]	Complete	50	1	51	gexf
2006	cut	cap	first	Complete.50.20.51.gexf	50	2450	2	1	[49, 49, 49, 49]	457	419	419	inf	201	0	0	0	0	[457, 419]	Complete	50	20	51	gexf
2007	cut	cap	first	Complete.50.20.51.gexf	50	2450	3	2	[49, 49, 49, 49]	457	400	400	inf	210	0	0	0	0	[457, 400]	Complete	50	20	51	gexf
2008	cut	cap	first	Complete.50.20.51.gexf	50	2450	5	3	[49, 49, 49, 49]	457	363	363	inf	182	0	0	0	0	[457, 363]	Complete	50	20	51	gexf
2009	cut	cap	first	Complete.50.20.51.gexf	50	2450	10	4	[49, 49, 49, 49]	457	281	281	inf	529	0	0	0	0	[457, 281]	Complete	50	20	51	gexf
2011	cut	cap	first	Complete.50.1.52.gexf	50	2450	2	1	[49, 49, 49, 49]	25.5434789027921	23.6169275556207	23.616927555620663	inf	146	0	0	0	0	[25.54347890279209, 23.616927555620663]	Complete	50	1	52	gexf
2012	cut	cap	first	Complete.50.1.52.gexf	50	2450	3	2	[49, 49, 49, 49]	25.5434789027921	22.6613141616125	22.661314161612538	inf	478	0	0	0	0	[25.54347890279209, 22.661314161612538]	Complete	50	1	52	gexf
2013	cut	cap	first	Complete.50.1.52.gexf	50	2450	5	3	[49, 49, 49, 49]	25.5434789027921	20.7792643733922	20.779264373392184	inf	110	0	0	0	0	[25.54347890279209, 20.779264373392184]	Complete	50	1	52	gexf
2014	cut	cap	first	Complete.50.1.52.gexf	50	2450	10	4	[49, 49, 49, 49]	25.5434789027921	16.2676053748012	16.26760537480125	inf	518	0	0	0	0	[25.54347890279209, 16.26760537480125]	Complete	50	1	52	gexf
2016	cut	cap	first	Complete.50.20.52.gexf	50	2450	2	1	[49, 49, 49, 49]	446	410	410	inf	203	0	0	0	0	[446, 410]	Complete	50	20	52	gexf
2017	cut	cap	first	Complete.50.20.52.gexf	50	2450	3	2	[49, 49, 49, 49]	446	392	392	inf	197	0	0	0	0	[446, 392]	Complete	50	20	52	gexf
2018	cut	cap	first	Complete.50.20.52.gexf	50	2450	5	3	[49, 49, 49, 49]	446	356	356	inf	283	0	0	0	0	[446, 356]	Complete	50	20	52	gexf
2019	cut	cap	first	Complete.50.20.52.gexf	50	2450	10	4	[49, 49, 49, 49]	446	277	277	inf	269	0	0	0	0	[446, 277]	Complete	50	20	52	gexf
2021	cut	cap	first	Complete.50.1.53.gexf	50	2450	2	1	[49, 49, 49, 49]	23.9986650543531	22.0289572616858	22.028957261685754	inf	149	0	0	0	0	[23.998665054353125, 22.028957261685754]	Complete	50	1	53	gexf
2022	cut	cap	first	Complete.50.1.53.gexf	50	2450	3	2	[49, 49, 49, 49]	23.9986650543531	21.0840310276623	21.08403102766232	inf	181	0	0	0	0	[23.998665054353125, 21.08403102766232]	Complete	50	1	53	gexf
2023	cut	cap	first	Complete.50.1.53.gexf	50	2450	5	3	[49, 49, 49, 49]	23.9986650543531	19.2266469134057	19.226646913405737	inf	183	0	0	0	0	[23.998665054353125, 19.226646913405737]	Complete	50	1	53	gexf
2024	cut	cap	first	Complete.50.1.53.gexf	50	2450	10	4	[49, 49, 49, 49]	23.9986650543531	14.9501498578351	14.950149857835118	inf	110	0	0	0	0	[23.998665054353125, 14.950149857835118]	Complete	50	1	53	gexf
2026	cut	cap	first	Complete.50.20.53.gexf	50	2450	2	1	[49, 49, 49, 49]	432	394	394	inf	236	0	0	0	0	[432, 394]	Complete	50	20	53	gexf
2027	cut	cap	first	Complete.50.20.53.gexf	50	2450	3	2	[49, 49, 49, 49]	432	375	375	inf	252	0	0	0	0	[432, 375]	Complete	50	20	53	gexf
2028	cut	cap	first	Complete.50.20.53.gexf	50	2450	5	3	[49, 49, 49, 49]	432	339	339	inf	267	0	0	0	0	[432, 339]	Complete	50	20	53	gexf
2029	cut	cap	first	Complete.50.20.53.gexf	50	2450	10	4	[49, 49, 49, 49]	432	260	260	inf	237	0	0	0	0	[432, 260]	Complete	50	20	53	gexf
2031	cut	cap	first	Complete.50.1.54.gexf	50	2450	2	1	[49, 49, 49, 49]	24.1101552318643	22.2051801482218	22.205180148221775	inf	178	0	0	0	0	[24.110155231864276, 22.205180148221775]	Complete	50	1	54	gexf
2032	cut	cap	first	Complete.50.1.54.gexf	50	2450	3	2	[49, 49, 49, 49]	24.1101552318643	21.2940739062391	21.294073906239063	inf	148	0	0	0	0	[24.110155231864276, 21.294073906239063]	Complete	50	1	54	gexf
2033	cut	cap	first	Complete.50.1.54.gexf	50	2450	5	3	[49, 49, 49, 49]	24.1101552318643	19.582456764582	19.58245676458204	inf	507	0	0	0	0	[24.110155231864276, 19.58245676458204]	Complete	50	1	54	gexf
2034	cut	cap	first	Complete.50.1.54.gexf	50	2450	10	4	[49, 49, 49, 49]	24.1101552318643	15.40851329117	15.408513291170049	inf	508	0	0	0	0	[24.110155231864276, 15.408513291170049]	Complete	50	1	54	gexf
2036	cut	cap	first	Complete.50.20.54.gexf	50	2450	2	1	[49, 49, 49, 49]	489	451	451	inf	150	0	0	0	0	[489, 451]	Complete	50	20	54	gexf
2037	cut	cap	first	Complete.50.20.54.gexf	50	2450	3	2	[49, 49, 49, 49]	489	432	432	inf	195	0	0	0	0	[489, 432]	Complete	50	20	54	gexf
2038	cut	cap	first	Complete.50.20.54.gexf	50	2450	5	3	[49, 49, 49, 49]	489	395	395	inf	232	0	0	0	0	[489, 395]	Complete	50	20	54	gexf
2039	cut	cap	first	Complete.50.20.54.gexf	50	2450	10	4	[49, 49, 49, 49]	489	310	310	inf	140	0	0	0	0	[489, 310]	Complete	50	20	54	gexf
