construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
2213	cut	cap	first	Complete.50.1.72.gexf	50	2450	5	3	[49, 49, 49, 49]	22.1076134604919	17.544303555311	17.54430355531097	inf	500	0	0	0	0	[22.107613460491937, 17.54430355531097]	Complete	50	1	72	gexf	22.1076134604919	1.26010208332263	0
2214	cut	cap	first	Complete.50.1.72.gexf	50	2450	10	4	[49, 49, 49, 49]	22.1076134604919	13.853102159246	13.853102159246038	inf	509	0	0	0	0	[22.107613460491937, 13.853102159246038]	Complete	50	1	72	gexf	22.1076134604919	1.59586013344575	0.5
2216	cut	cap	first	Complete.50.20.72.gexf	50	2450	2	1	[49, 49, 49, 49]	443	405	405	inf	267	0	0	0	0	[443, 405]	Complete	50	20	72	gexf	443	1.09382716049383	0.5
2217	cut	cap	first	Complete.50.20.72.gexf	50	2450	3	2	[49, 49, 49, 49]	443	387	387	inf	229	0	0	0	0	[443, 387]	Complete	50	20	72	gexf	443	1.14470284237726	0.5
2218	cut	cap	first	Complete.50.20.72.gexf	50	2450	5	3	[49, 49, 49, 49]	443	351	351	inf	284	0	0	0	0	[443, 351]	Complete	50	20	72	gexf	443	1.26210826210826	0.5
2219	cut	cap	first	Complete.50.20.72.gexf	50	2450	10	4	[49, 49, 49, 49]	443	271	271	inf	320	0	0	0	0	[443, 271]	Complete	50	20	72	gexf	443	1.63468634686347	0.5
2221	cut	cap	first	Complete.50.1.73.gexf	50	2450	2	1	[49, 49, 49, 49]	26.9037577819806	24.9325390213115	24.93253902131155	inf	147	0	0	0	0	[26.90375778198063, 24.93253902131155]	Complete	50	1	73	gexf	26.9037577819806	1.07906209467813	0.5
2222	cut	cap	first	Complete.50.1.73.gexf	50	2450	3	2	[49, 49, 49, 49]	26.9037577819806	23.9704224601409	23.970422460140863	inf	149	0	0	0	0	[26.90375778198063, 23.970422460140863]	Complete	50	1	73	gexf	26.9037577819806	1.12237311739989	0.5
2223	cut	cap	first	Complete.50.1.73.gexf	50	2450	5	3	[49, 49, 49, 49]	26.9037577819806	22.0501826444196	22.050182644419586	inf	223	0	0	0	0	[26.90375778198063, 22.050182644419586]	Complete	50	1	73	gexf	26.9037577819806	1.22011496302909	0.5
2224	cut	cap	first	Complete.50.1.73.gexf	50	2450	10	4	[49, 49, 49, 49]	26.9037577819806	17.505871894101	17.505871894100952	inf	225	0	0	0	0	[26.90375778198063, 17.505871894100952]	Complete	50	1	73	gexf	26.9037577819806	1.53684192051277	0.5
2226	cut	cap	first	Complete.50.20.73.gexf	50	2450	2	1	[49, 49, 49, 49]	496	458	458	inf	195	0	0	0	0	[496, 458]	Complete	50	20	73	gexf	496	1.08296943231441	0.5
2227	cut	cap	first	Complete.50.20.73.gexf	50	2450	3	2	[49, 49, 49, 49]	496	439	439	inf	248	0	0	0	0	[496, 439]	Complete	50	20	73	gexf	496	1.12984054669704	0.5
2228	cut	cap	first	Complete.50.20.73.gexf	50	2450	5	3	[49, 49, 49, 49]	496	403	403	inf	227	0	0	0	0	[496, 403]	Complete	50	20	73	gexf	496	1.23076923076923	0.5
2229	cut	cap	first	Complete.50.20.73.gexf	50	2450	10	4	[49, 49, 49, 49]	496	318	318	inf	234	0	0	0	0	[496, 318]	Complete	50	20	73	gexf	496	1.55974842767296	0.5
2231	cut	cap	first	Complete.50.1.74.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1255122780003	21.1468088245897	21.14680882458966	inf	111	0	0	0	0	[23.125512278000265, 21.14680882458966]	Complete	50	1	74	gexf	23.1255122780003	1.09356983693491	0.5
2232	cut	cap	first	Complete.50.1.74.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1255122780003	20.1620073952376	20.162007395237644	inf	308	0	0	0	0	[23.125512278000265, 20.162007395237644]	Complete	50	1	74	gexf	23.1255122780003	1.14698461441209	0.5
2233	cut	cap	first	Complete.50.1.74.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1255122780003	18.2567031470053	18.256703147005275	inf	149	0	0	0	0	[23.125512278000265, 18.256703147005275]	Complete	50	1	74	gexf	23.1255122780003	1.26668610930411	0.5
2234	cut	cap	first	Complete.50.1.74.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1255122780003	13.985917791098	13.985917791098004	inf	232	0	0	0	0	[23.125512278000265, 13.985917791098004]	Complete	50	1	74	gexf	23.1255122780003	1.65348550044528	0
2236	cut	cap	first	Complete.50.20.74.gexf	50	2450	2	1	[49, 49, 49, 49]	423	388	388	inf	183	0	0	0	0	[423, 388]	Complete	50	20	74	gexf	423	1.09020618556701	0.5
2237	cut	cap	first	Complete.50.20.74.gexf	50	2450	3	2	[49, 49, 49, 49]	423	371	371	inf	152	0	0	0	0	[423, 371]	Complete	50	20	74	gexf	423	1.14016172506739	0.5
2238	cut	cap	first	Complete.50.20.74.gexf	50	2450	5	3	[49, 49, 49, 49]	423	337	337	inf	191	0	0	0	0	[423, 337]	Complete	50	20	74	gexf	423	1.25519287833828	0.5
2239	cut	cap	first	Complete.50.20.74.gexf	50	2450	10	4	[49, 49, 49, 49]	423	260	260	inf	162	0	0	0	0	[423, 260]	Complete	50	20	74	gexf	423	1.62692307692308	0.5
2241	cut	cap	first	Complete.50.1.75.gexf	50	2450	2	1	[49, 49, 49, 49]	25.3310376054348	23.4167427496107	23.416742749610684	inf	178	0	0	0	0	[25.331037605434766, 23.416742749610684]	Complete	50	1	75	gexf	25.3310376054348	1.08174898090196	0.5
2242	cut	cap	first	Complete.50.1.75.gexf	50	2450	3	2	[49, 49, 49, 49]	25.3310376054348	22.5410914879528	22.541091487952755	inf	181	0	0	0	0	[25.331037605434766, 22.541091487952755]	Complete	50	1	75	gexf	25.3310376054348	1.12377156265805	0.5
2243	cut	cap	first	Complete.50.1.75.gexf	50	2450	5	3	[49, 49, 49, 49]	25.3310376054348	20.8091226280301	20.80912262803008	inf	178	0	0	0	0	[25.331037605434766, 20.80912262803008]	Complete	50	1	75	gexf	25.3310376054348	1.21730445142909	0.5
2244	cut	cap	first	Complete.50.1.75.gexf	50	2450	10	4	[49, 49, 49, 49]	25.3310376054348	16.6176767238137	16.61767672381367	inf	150	0	0	0	0	[25.331037605434766, 16.61767672381367]	Complete	50	1	75	gexf	25.3310376054348	1.52434290463327	0
2246	cut	cap	first	Complete.50.20.75.gexf	50	2450	2	1	[49, 49, 49, 49]	508	470	470	inf	148	0	0	0	0	[508, 470]	Complete	50	20	75	gexf	508	1.08085106382979	0.5
2247	cut	cap	first	Complete.50.20.75.gexf	50	2450	3	2	[49, 49, 49, 49]	508	451	451	inf	196	0	0	0	0	[508, 451]	Complete	50	20	75	gexf	508	1.12638580931264	0.5
2248	cut	cap	first	Complete.50.20.75.gexf	50	2450	5	3	[49, 49, 49, 49]	508	414	414	inf	233	0	0	0	0	[508, 414]	Complete	50	20	75	gexf	508	1.22705314009662	0.5
2249	cut	cap	first	Complete.50.20.75.gexf	50	2450	10	4	[49, 49, 49, 49]	508	327	327	inf	325	0	0	0	0	[508, 327]	Complete	50	20	75	gexf	508	1.55351681957187	0.5
2251	cut	cap	first	Complete.50.1.76.gexf	50	2450	2	1	[49, 49, 49, 49]	22.1184241785762	20.2019967452493	20.201996745249325	inf	126	0	0	0	0	[22.11842417857619, 20.201996745249325]	Complete	50	1	76	gexf	22.1184241785762	1.09486326809638	0
2252	cut	cap	first	Complete.50.1.76.gexf	50	2450	3	2	[49, 49, 49, 49]	22.1184241785762	19.3023022524315	19.30230225243154	inf	145	0	0	0	0	[22.11842417857619, 19.30230225243154]	Complete	50	1	76	gexf	22.1184241785762	1.14589564961298	0
2253	cut	cap	first	Complete.50.1.76.gexf	50	2450	5	3	[49, 49, 49, 49]	22.1184241785762	17.6019964506199	17.60199645061987	inf	178	0	0	0	0	[22.11842417857619, 17.60199645061987]	Complete	50	1	76	gexf	22.1184241785762	1.2565861060492	0
2254	cut	cap	first	Complete.50.1.76.gexf	50	2450	10	4	[49, 49, 49, 49]	22.1184241785762	13.7549554642893	13.754955464289269	inf	503	0	0	0	0	[22.11842417857619, 13.754955464289269]	Complete	50	1	76	gexf	22.1184241785762	1.60803313656669	0
2256	cut	cap	first	Complete.50.20.76.gexf	50	2450	2	1	[49, 49, 49, 49]	448	410	410	inf	235	0	0	0	0	[448, 410]	Complete	50	20	76	gexf	448	1.09268292682927	0.5
2257	cut	cap	first	Complete.50.20.76.gexf	50	2450	3	2	[49, 49, 49, 49]	448	392	392	inf	128	0	0	0	0	[448, 392]	Complete	50	20	76	gexf	448	1.14285714285714	0.5
2258	cut	cap	first	Complete.50.20.76.gexf	50	2450	5	3	[49, 49, 49, 49]	448	356	356	inf	232	0	0	0	0	[448, 356]	Complete	50	20	76	gexf	448	1.25842696629213	0.5
2259	cut	cap	first	Complete.50.20.76.gexf	50	2450	10	4	[49, 49, 49, 49]	448	270	270	inf	270	0	0	0	0	[448, 270]	Complete	50	20	76	gexf	448	1.65925925925926	0.5
2261	cut	cap	first	Complete.50.1.77.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1557395366656	21.1670012335298	21.167001233529785	inf	314	0	0	0	0	[23.15573953666564, 21.167001233529785]	Complete	50	1	77	gexf	23.1557395366656	1.09395465522937	0.5
2262	cut	cap	first	Complete.50.1.77.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1557395366656	20.1783246366894	20.178324636689364	inf	180	0	0	0	0	[23.15573953666564, 20.178324636689364]	Complete	50	1	77	gexf	23.1557395366656	1.14755510943473	0.5
2263	cut	cap	first	Complete.50.1.77.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1557395366656	18.254997632266	18.25499763226602	inf	148	0	0	0	0	[23.15573953666564, 18.25499763226602]	Complete	50	1	77	gexf	23.1557395366656	1.26846028704696	0.5
2264	cut	cap	first	Complete.50.1.77.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1557395366656	14.1523755634917	14.15237556349166	inf	231	0	0	0	0	[23.15573953666564, 14.15237556349166]	Complete	50	1	77	gexf	23.1557395366656	1.63617333590267	0.5
2266	cut	cap	first	Complete.50.20.77.gexf	50	2450	2	1	[49, 49, 49, 49]	450	412	412	inf	258	0	0	0	0	[450, 412]	Complete	50	20	77	gexf	450	1.09223300970874	0.5
2267	cut	cap	first	Complete.50.20.77.gexf	50	2450	3	2	[49, 49, 49, 49]	450	395	395	inf	128	0	0	0	0	[450, 395]	Complete	50	20	77	gexf	450	1.13924050632911	0.5
2268	cut	cap	first	Complete.50.20.77.gexf	50	2450	5	3	[49, 49, 49, 49]	450	361	361	inf	183	0	0	0	0	[450, 361]	Complete	50	20	77	gexf	450	1.24653739612188	0.5
2269	cut	cap	first	Complete.50.20.77.gexf	50	2450	10	4	[49, 49, 49, 49]	450	284	284	inf	321	0	0	0	0	[450, 284]	Complete	50	20	77	gexf	450	1.58450704225352	0.5
2271	cut	cap	first	Complete.50.1.78.gexf	50	2450	2	1	[49, 49, 49, 49]	23.3907650956079	21.459674634805	21.45967463480504	inf	228	0	0	0	0	[23.390765095607865, 21.45967463480504]	Complete	50	1	78	gexf	23.3907650956079	1.08998694032718	0
2272	cut	cap	first	Complete.50.1.78.gexf	50	2450	3	2	[49, 49, 49, 49]	23.3907650956079	20.5328697178024	20.532869717802413	inf	231	0	0	0	0	[23.390765095607865, 20.532869717802413]	Complete	50	1	78	gexf	23.3907650956079	1.13918635909561	0
2273	cut	cap	first	Complete.50.1.78.gexf	50	2450	5	3	[49, 49, 49, 49]	23.3907650956079	18.6922792503832	18.69227925038318	inf	109	0	0	0	0	[23.390765095607865, 18.69227925038318]	Complete	50	1	78	gexf	23.3907650956079	1.25135970751819	0
2274	cut	cap	first	Complete.50.1.78.gexf	50	2450	10	4	[49, 49, 49, 49]	23.3907650956079	14.5137554141876	14.513755414187637	inf	317	0	0	0	0	[23.390765095607865, 14.513755414187637]	Complete	50	1	78	gexf	23.3907650956079	1.61162734441168	0
2276	cut	cap	first	Complete.50.20.78.gexf	50	2450	2	1	[49, 49, 49, 49]	485	447	447	inf	179	0	0	0	0	[485, 447]	Complete	50	20	78	gexf	485	1.08501118568233	0.5
2277	cut	cap	first	Complete.50.20.78.gexf	50	2450	3	2	[49, 49, 49, 49]	485	428	428	inf	211	0	0	0	0	[485, 428]	Complete	50	20	78	gexf	485	1.13317757009346	0.5
2278	cut	cap	first	Complete.50.20.78.gexf	50	2450	5	3	[49, 49, 49, 49]	485	392	392	inf	106	0	0	0	0	[485, 392]	Complete	50	20	78	gexf	485	1.23724489795918	0.5
2279	cut	cap	first	Complete.50.20.78.gexf	50	2450	10	4	[49, 49, 49, 49]	485	303	303	inf	152	0	0	0	0	[485, 303]	Complete	50	20	78	gexf	485	1.6006600660066	0.5
2281	cut	cap	first	Complete.50.1.79.gexf	50	2450	2	1	[49, 49, 49, 49]	17.0717057032482	15.2021514270341	15.20215142703407	inf	525	0	0	0	0	[17.07170570324821, 15.20215142703407]	Complete	50	1	79	gexf	17.0717057032482	1.12297958517171	0.5
2282	cut	cap	first	Complete.50.1.79.gexf	50	2450	3	2	[49, 49, 49, 49]	17.0717057032482	14.3312176213039	14.331217621303946	inf	322	0	0	0	0	[17.07170570324821, 14.331217621303946]	Complete	50	1	79	gexf	17.0717057032482	1.19122506924118	0.5
2283	cut	cap	first	Complete.50.1.79.gexf	50	2450	5	3	[49, 49, 49, 49]	17.0717057032482	12.6922611601148	12.692261160114805	inf	153	0	0	0	0	[17.07170570324821, 12.692261160114805]	Complete	50	1	79	gexf	17.0717057032482	1.34504841082972	0.5
2284	cut	cap	first	Complete.50.1.79.gexf	50	2450	10	4	[49, 49, 49, 49]	17.0717057032482	9.40844925116349	9.408449251163495	inf	153	0	0	0	0	[17.07170570324821, 9.408449251163495]	Complete	50	1	79	gexf	17.0717057032482	1.81450792234831	0.5
2286	cut	cap	first	Complete.50.20.79.gexf	50	2450	2	1	[49, 49, 49, 49]	451	413	413	inf	203	0	0	0	0	[451, 413]	Complete	50	20	79	gexf	451	1.09200968523002	0.5
2287	cut	cap	first	Complete.50.20.79.gexf	50	2450	3	2	[49, 49, 49, 49]	451	394	394	inf	196	0	0	0	0	[451, 394]	Complete	50	20	79	gexf	451	1.14467005076142	0.5
2288	cut	cap	first	Complete.50.20.79.gexf	50	2450	5	3	[49, 49, 49, 49]	451	358	358	inf	137	0	0	0	0	[451, 358]	Complete	50	20	79	gexf	451	1.25977653631285	0.5
2289	cut	cap	first	Complete.50.20.79.gexf	50	2450	10	4	[49, 49, 49, 49]	451	280	280	inf	206	0	0	0	0	[451, 280]	Complete	50	20	79	gexf	451	1.61071428571429	0.5
2291	cut	cap	first	Complete.50.1.80.gexf	50	2450	2	1	[49, 49, 49, 49]	21.4415187588815	19.5272266960884	19.527226696088423	inf	149	0	0	0	0	[21.441518758881454, 19.527226696088423]	Complete	50	1	80	gexf	21.4415187588815	1.09803194752568	0.5
2292	cut	cap	first	Complete.50.1.80.gexf	50	2450	3	2	[49, 49, 49, 49]	21.4415187588815	18.6079607348095	18.60796073480954	inf	181	0	0	0	0	[21.441518758881454, 18.60796073480954]	Complete	50	1	80	gexf	21.4415187588815	1.15227665537639	0.5
2293	cut	cap	first	Complete.50.1.80.gexf	50	2450	5	3	[49, 49, 49, 49]	21.4415187588815	16.7989885916564	16.79898859165636	inf	179	0	0	0	0	[21.441518758881454, 16.79898859165636]	Complete	50	1	80	gexf	21.4415187588815	1.27635771891237	0
2294	cut	cap	first	Complete.50.1.80.gexf	50	2450	10	4	[49, 49, 49, 49]	21.4415187588815	12.6439768249433	12.643976824943312	inf	230	0	0	0	0	[21.441518758881454, 12.643976824943312]	Complete	50	1	80	gexf	21.4415187588815	1.69578915366112	0.5
2296	cut	cap	first	Complete.50.20.80.gexf	50	2450	2	1	[49, 49, 49, 49]	475	437	437	inf	119	0	0	0	0	[475, 437]	Complete	50	20	80	gexf	475	1.08695652173913	0.5
2297	cut	cap	first	Complete.50.20.80.gexf	50	2450	3	2	[49, 49, 49, 49]	475	419	419	inf	179	0	0	0	0	[475, 419]	Complete	50	20	80	gexf	475	1.13365155131265	0.5
2298	cut	cap	first	Complete.50.20.80.gexf	50	2450	5	3	[49, 49, 49, 49]	475	384	384	inf	153	0	0	0	0	[475, 384]	Complete	50	20	80	gexf	475	1.23697916666667	0.5
2299	cut	cap	first	Complete.50.20.80.gexf	50	2450	10	4	[49, 49, 49, 49]	475	301	301	inf	523	0	0	0	0	[475, 301]	Complete	50	20	80	gexf	475	1.578073089701	0.5
2301	cut	cap	first	Complete.50.1.81.gexf	50	2450	2	1	[49, 49, 49, 49]	24.8973825484739	22.9740249435986	22.974024943598604	inf	227	0	0	0	0	[24.897382548473896, 22.974024943598604]	Complete	50	1	81	gexf	24.8973825484739	1.08371879153075	0.5
2302	cut	cap	first	Complete.50.1.81.gexf	50	2450	3	2	[49, 49, 49, 49]	24.8973825484739	22.0306519195594	22.030651919559403	inf	177	0	0	0	0	[24.897382548473896, 22.030651919559403]	Complete	50	1	81	gexf	24.8973825484739	1.13012463904299	0.5
2303	cut	cap	first	Complete.50.1.81.gexf	50	2450	5	3	[49, 49, 49, 49]	24.8973825484739	20.1671624826526	20.167162482652643	inf	181	0	0	0	0	[24.897382548473896, 20.167162482652643]	Complete	50	1	81	gexf	24.8973825484739	1.23455060025872	0.5
2304	cut	cap	first	Complete.50.1.81.gexf	50	2450	10	4	[49, 49, 49, 49]	24.8973825484739	15.8765485186736	15.876548518673616	inf	149	0	0	0	0	[24.897382548473896, 15.876548518673616]	Complete	50	1	81	gexf	24.8973825484739	1.56818609026957	0.5
2306	cut	cap	first	Complete.50.20.81.gexf	50	2450	2	1	[49, 49, 49, 49]	492	454	454	inf	229	0	0	0	0	[492, 454]	Complete	50	20	81	gexf	492	1.08370044052863	0.5
2307	cut	cap	first	Complete.50.20.81.gexf	50	2450	3	2	[49, 49, 49, 49]	492	436	436	inf	179	0	0	0	0	[492, 436]	Complete	50	20	81	gexf	492	1.12844036697248	0.5
2308	cut	cap	first	Complete.50.20.81.gexf	50	2450	5	3	[49, 49, 49, 49]	492	400	400	inf	168	0	0	0	0	[492, 400]	Complete	50	20	81	gexf	492	1.23	0.5
2309	cut	cap	first	Complete.50.20.81.gexf	50	2450	10	4	[49, 49, 49, 49]	492	313	313	inf	212	0	0	0	0	[492, 313]	Complete	50	20	81	gexf	492	1.57188498402556	0.5
2311	cut	cap	first	Complete.50.1.82.gexf	50	2450	2	1	[49, 49, 49, 49]	22.4386253574708	20.4863017793495	20.48630177934951	inf	226	0	0	0	0	[22.438625357470762, 20.48630177934951]	Complete	50	1	82	gexf	22.4386253574708	1.09529897583024	0.5
2312	cut	cap	first	Complete.50.1.82.gexf	50	2450	3	2	[49, 49, 49, 49]	22.4386253574708	19.5286615188451	19.528661518845077	inf	109	0	0	0	0	[22.438625357470762, 19.528661518845077]	Complete	50	1	82	gexf	22.4386253574708	1.1490098968543	0.5
2313	cut	cap	first	Complete.50.1.82.gexf	50	2450	5	3	[49, 49, 49, 49]	22.4386253574708	17.6695242356772	17.669524235677244	inf	146	0	0	0	0	[22.438625357470762, 17.669524235677244]	Complete	50	1	82	gexf	22.4386253574708	1.26990546311168	0.5
2314	cut	cap	first	Complete.50.1.82.gexf	50	2450	10	4	[49, 49, 49, 49]	22.4386253574708	13.5883616435866	13.588361643586614	inf	180	0	0	0	0	[22.438625357470762, 13.588361643586614]	Complete	50	1	82	gexf	22.4386253574708	1.65131205262419	0
2316	cut	cap	first	Complete.50.20.82.gexf	50	2450	2	1	[49, 49, 49, 49]	473	436	436	inf	150	0	0	0	0	[473, 436]	Complete	50	20	82	gexf	473	1.0848623853211	0.5
2317	cut	cap	first	Complete.50.20.82.gexf	50	2450	3	2	[49, 49, 49, 49]	473	418	418	inf	181	0	0	0	0	[473, 418]	Complete	50	20	82	gexf	473	1.13157894736842	0.5
2318	cut	cap	first	Complete.50.20.82.gexf	50	2450	5	3	[49, 49, 49, 49]	473	384	384	inf	151	0	0	0	0	[473, 384]	Complete	50	20	82	gexf	473	1.23177083333333	0.5
2319	cut	cap	first	Complete.50.20.82.gexf	50	2450	10	4	[49, 49, 49, 49]	473	301	301	inf	187	0	0	0	0	[473, 301]	Complete	50	20	82	gexf	473	1.57142857142857	0.5
2321	cut	cap	first	Complete.50.1.83.gexf	50	2450	2	1	[49, 49, 49, 49]	23.021674183755	21.0546882608372	21.054688260837203	inf	97	0	0	0	0	[23.021674183754968, 21.054688260837203]	Complete	50	1	83	gexf	23.021674183755	1.09342270465132	0.5
2322	cut	cap	first	Complete.50.1.83.gexf	50	2450	3	2	[49, 49, 49, 49]	23.021674183755	20.097895278782	20.09789527878199	inf	176	0	0	0	0	[23.021674183754968, 20.09789527878199]	Complete	50	1	83	gexf	23.021674183755	1.14547687030988	0.5
2323	cut	cap	first	Complete.50.1.83.gexf	50	2450	5	3	[49, 49, 49, 49]	23.021674183755	18.2151291239705	18.215129123970534	inf	150	0	0	0	0	[23.021674183754968, 18.215129123970534]	Complete	50	1	83	gexf	23.021674183755	1.2638765296184	0.5
2324	cut	cap	first	Complete.50.1.83.gexf	50	2450	10	4	[49, 49, 49, 49]	23.021674183755	14.1845780315823	14.184578031582333	inf	317	0	0	0	0	[23.021674183754968, 14.184578031582333]	Complete	50	1	83	gexf	23.021674183755	1.6230073346205	0.5
2326	cut	cap	first	Complete.50.20.83.gexf	50	2450	2	1	[49, 49, 49, 49]	450	412	412	inf	149	0	0	0	0	[450, 412]	Complete	50	20	83	gexf	450	1.09223300970874	0.5
2327	cut	cap	first	Complete.50.20.83.gexf	50	2450	3	2	[49, 49, 49, 49]	450	394	394	inf	148	0	0	0	0	[450, 394]	Complete	50	20	83	gexf	450	1.14213197969543	0.5
2328	cut	cap	first	Complete.50.20.83.gexf	50	2450	5	3	[49, 49, 49, 49]	450	359	359	inf	182	0	0	0	0	[450, 359]	Complete	50	20	83	gexf	450	1.25348189415042	0.5
2329	cut	cap	first	Complete.50.20.83.gexf	50	2450	10	4	[49, 49, 49, 49]	450	280	280	inf	275	0	0	0	0	[450, 280]	Complete	50	20	83	gexf	450	1.60714285714286	0.5
2331	cut	cap	first	Complete.50.1.84.gexf	50	2450	2	1	[49, 49, 49, 49]	23.8550479192034	21.91439990989	21.91439990988999	inf	173	0	0	0	0	[23.855047919203365, 21.91439990988999]	Complete	50	1	84	gexf	23.8550479192034	1.08855583622153	0
2332	cut	cap	first	Complete.50.1.84.gexf	50	2450	3	2	[49, 49, 49, 49]	23.8550479192034	20.9967681763786	20.996768176378623	inf	147	0	0	0	0	[23.855047919203365, 20.996768176378623]	Complete	50	1	84	gexf	23.8550479192034	1.13612950901845	0
2333	cut	cap	first	Complete.50.1.84.gexf	50	2450	5	3	[49, 49, 49, 49]	23.8550479192034	19.2336295788805	19.23362957888048	inf	176	0	0	0	0	[23.855047919203365, 19.23362957888048]	Complete	50	1	84	gexf	23.8550479192034	1.24027801520091	0
2334	cut	cap	first	Complete.50.1.84.gexf	50	2450	10	4	[49, 49, 49, 49]	23.8550479192034	15.1801378007755	15.18013780077548	inf	308	0	0	0	0	[23.855047919203365, 15.18013780077548]	Complete	50	1	84	gexf	23.8550479192034	1.57146451713928	0.5
2336	cut	cap	first	Complete.50.20.84.gexf	50	2450	2	1	[49, 49, 49, 49]	517	479	479	inf	164	0	0	0	0	[517, 479]	Complete	50	20	84	gexf	517	1.07933194154489	0.5
2337	cut	cap	first	Complete.50.20.84.gexf	50	2450	3	2	[49, 49, 49, 49]	517	460	460	inf	181	0	0	0	0	[517, 460]	Complete	50	20	84	gexf	517	1.12391304347826	0.5
2338	cut	cap	first	Complete.50.20.84.gexf	50	2450	5	3	[49, 49, 49, 49]	517	422	422	inf	273	0	0	0	0	[517, 422]	Complete	50	20	84	gexf	517	1.22511848341232	0.5
2339	cut	cap	first	Complete.50.20.84.gexf	50	2450	10	4	[49, 49, 49, 49]	517	332	332	inf	202	0	0	0	0	[517, 332]	Complete	50	20	84	gexf	517	1.55722891566265	0.5
2341	cut	cap	first	Complete.50.1.85.gexf	50	2450	2	1	[49, 49, 49, 49]	22.9999049351943	21.0622990600346	21.062299060034636	inf	220	0	0	0	0	[22.9999049351943, 21.062299060034636]	Complete	50	1	85	gexf	22.9999049351943	1.09199403491693	0
2342	cut	cap	first	Complete.50.1.85.gexf	50	2450	3	2	[49, 49, 49, 49]	22.9999049351943	20.1218757117971	20.121875711797127	inf	146	0	0	0	0	[22.9999049351943, 20.121875711797127]	Complete	50	1	85	gexf	22.9999049351943	1.1430298678224	0.5
2343	cut	cap	first	Complete.50.1.85.gexf	50	2450	5	3	[49, 49, 49, 49]	22.9999049351943	18.2682029199576	18.268202919957574	inf	108	0	0	0	0	[22.9999049351943, 18.268202919957574]	Complete	50	1	85	gexf	22.9999049351943	1.25901299848533	0.5
2344	cut	cap	first	Complete.50.1.85.gexf	50	2450	10	4	[49, 49, 49, 49]	22.9999049351943	13.9869091772959	13.986909177295923	inf	520	0	0	0	0	[22.9999049351943, 13.986909177295923]	Complete	50	1	85	gexf	22.9999049351943	1.64438795188065	0.5
2346	cut	cap	first	Complete.50.20.85.gexf	50	2450	2	1	[49, 49, 49, 49]	510	472	472	inf	201	0	0	0	0	[510, 472]	Complete	50	20	85	gexf	510	1.08050847457627	0.5
2347	cut	cap	first	Complete.50.20.85.gexf	50	2450	3	2	[49, 49, 49, 49]	510	453	453	inf	210	0	0	0	0	[510, 453]	Complete	50	20	85	gexf	510	1.12582781456954	0.5
2348	cut	cap	first	Complete.50.20.85.gexf	50	2450	5	3	[49, 49, 49, 49]	510	417	417	inf	176	0	0	0	0	[510, 417]	Complete	50	20	85	gexf	510	1.22302158273381	0.5
2349	cut	cap	first	Complete.50.20.85.gexf	50	2450	10	4	[49, 49, 49, 49]	510	327	327	inf	238	0	0	0	0	[510, 327]	Complete	50	20	85	gexf	510	1.55963302752294	0.5
2351	cut	cap	first	Complete.50.1.86.gexf	50	2450	2	1	[49, 49, 49, 49]	27.6942818531275	25.7366009002335	25.736600900233487	inf	310	0	0	0	0	[27.694281853127492, 25.736600900233487]	Complete	50	1	86	gexf	27.6942818531275	1.07606602598699	0.5
2352	cut	cap	first	Complete.50.1.86.gexf	50	2450	3	2	[49, 49, 49, 49]	27.6942818531275	24.7832639547586	24.783263954758645	inf	179	0	0	0	0	[27.694281853127492, 24.783263954758645]	Complete	50	1	86	gexf	27.6942818531275	1.11745902007431	0.5
2353	cut	cap	first	Complete.50.1.86.gexf	50	2450	5	3	[49, 49, 49, 49]	27.6942818531275	22.900842696183	22.900842696182988	inf	148	0	0	0	0	[27.694281853127492, 22.900842696182988]	Complete	50	1	86	gexf	27.6942818531275	1.20931278471003	0.5
2354	cut	cap	first	Complete.50.1.86.gexf	50	2450	10	4	[49, 49, 49, 49]	27.6942818531275	18.520371881114	18.52037188111404	inf	298	0	0	0	0	[27.694281853127492, 18.52037188111404]	Complete	50	1	86	gexf	27.6942818531275	1.49534156392229	0.5
2356	cut	cap	first	Complete.50.20.86.gexf	50	2450	2	1	[49, 49, 49, 49]	459	421	421	inf	265	0	0	0	0	[459, 421]	Complete	50	20	86	gexf	459	1.09026128266033	0.5
2357	cut	cap	first	Complete.50.20.86.gexf	50	2450	3	2	[49, 49, 49, 49]	459	403	403	inf	233	0	0	0	0	[459, 403]	Complete	50	20	86	gexf	459	1.13895781637717	0.5
