construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
641	cut	cap	first	Complete.100.1.15.gexf	100	9900	2	1	[99, 99, 99, 99]	44.7862826436987	42.8207699720851	42.820769972085145	inf	46	0	0	0	0	[44.78628264369868, 42.820769972085145]	Complete	100	1	15	gexf	44.7862826436987	1.04590091847706	0.5
642	cut	cap	first	Complete.100.1.15.gexf	100	9900	3	2	[99, 99, 99, 99]	44.7862826436987	41.8442993462455	41.8442993462455	inf	49	0	0	0	0	[44.78628264369868, 41.8442993462455]	Complete	100	1	15	gexf	44.7862826436987	1.07030786375724	0.5
643	cut	cap	first	Complete.100.1.15.gexf	100	9900	5	3	[99, 99, 99, 99]	44.7862826436987	39.9235291369742	39.923529136974174	inf	59	0	0	0	0	[44.78628264369868, 39.923529136974174]	Complete	100	1	15	gexf	44.7862826436987	1.12180169468588	0
644	cut	cap	first	Complete.100.1.15.gexf	100	9900	10	4	[99, 99, 99, 99]	44.7862826436987	35.4284152546013	35.42841525460128	inf	48	0	0	0	0	[44.78628264369868, 35.42841525460128]	Complete	100	1	15	gexf	44.7862826436987	1.26413451806547	0
645	cut	cap	first	Complete.100.1.15.gexf	100	9900	50	5	[99, 99, 99, 99]	44.7862826436987	10.0184943881923	10.018494388192288	inf	86	0	0	0	0	[44.78628264369868, 10.018494388192288]	Complete	100	1	15	gexf	44.0691389504869	4.39877862310593	0.5
646	cut	cap	first	Complete.100.20.15.gexf	100	9900	2	1	[99, 99, 99, 99]	915	877	877	inf	63	0	0	0	0	[915, 877]	Complete	100	20	15	gexf	915	1.04332953249715	0.5
647	cut	cap	first	Complete.100.20.15.gexf	100	9900	3	2	[99, 99, 99, 99]	915	858	858	inf	60	0	0	0	0	[915, 858]	Complete	100	20	15	gexf	915	1.06643356643357	0.5
648	cut	cap	first	Complete.100.20.15.gexf	100	9900	5	3	[99, 99, 99, 99]	915	820	820	inf	85	0	0	0	0	[915, 820]	Complete	100	20	15	gexf	915	1.11585365853659	0.5
649	cut	cap	first	Complete.100.20.15.gexf	100	9900	10	4	[99, 99, 99, 99]	915	730	730	inf	81	0	0	0	0	[915, 730]	Complete	100	20	15	gexf	915	1.25342465753425	0.5
650	cut	cap	first	Complete.100.20.15.gexf	100	9900	50	5	[99, 99, 99, 99]	915	211	211	inf	72	0	0	0	0	[915, 211]	Complete	100	20	15	gexf	908.048780487805	4.30354872269102	0.5
651	cut	cap	first	Complete.100.1.16.gexf	100	9900	2	1	[99, 99, 99, 99]	47.4757096381414	45.4999440170413	45.4999440170413	inf	33	0	0	0	0	[47.47570963814136, 45.4999440170413]	Complete	100	1	16	gexf	47.4757096381414	1.04342347367197	0.5
652	cut	cap	first	Complete.100.1.16.gexf	100	9900	3	2	[99, 99, 99, 99]	47.4757096381414	44.5564335092181	44.556433509218095	inf	26	0	0	0	0	[47.47570963814136, 44.556433509218095]	Complete	100	1	16	gexf	47.4757096381414	1.06551862209347	0.5
653	cut	cap	first	Complete.100.1.16.gexf	100	9900	5	3	[99, 99, 99, 99]	47.4757096381414	42.6937047105391	42.6937047105391	inf	49	0	0	0	0	[47.47570963814136, 42.6937047105391]	Complete	100	1	16	gexf	47.4757096381414	1.11200726102417	0.5
654	cut	cap	first	Complete.100.1.16.gexf	100	9900	10	4	[99, 99, 99, 99]	47.4757096381414	38.3035183127297	38.303518312729686	inf	61	0	0	0	0	[47.47570963814136, 38.303518312729686]	Complete	100	1	16	gexf	47.4757096381414	1.2394608048933	0
655	cut	cap	first	Complete.100.1.16.gexf	100	9900	50	5	[99, 99, 99, 99]	47.4757096381414	10.425153136201	10.425153136200969	inf	140	0	0	0	0	[47.47570963814136, 10.425153136200969]	Complete	100	1	16	gexf	47.3343247877716	4.54039611402972	0
656	cut	cap	first	Complete.100.20.16.gexf	100	9900	2	1	[99, 99, 99, 99]	877	839	839	inf	43	0	0	0	0	[877, 839]	Complete	100	20	16	gexf	877	1.04529201430274	0.5
657	cut	cap	first	Complete.100.20.16.gexf	100	9900	3	2	[99, 99, 99, 99]	877	820	820	inf	45	0	0	0	0	[877, 820]	Complete	100	20	16	gexf	877	1.06951219512195	0.5
658	cut	cap	first	Complete.100.20.16.gexf	100	9900	5	3	[99, 99, 99, 99]	877	782	782	inf	48	0	0	0	0	[877, 782]	Complete	100	20	16	gexf	877	1.12148337595908	0.5
659	cut	cap	first	Complete.100.20.16.gexf	100	9900	10	4	[99, 99, 99, 99]	877	689	689	inf	72	0	0	0	0	[877, 689]	Complete	100	20	16	gexf	877	1.27285921625544	0.5
660	cut	cap	first	Complete.100.20.16.gexf	100	9900	50	5	[99, 99, 99, 99]	877	206	206	inf	143	0	0	0	0	[877, 206]	Complete	100	20	16	gexf	856.8	4.15922330097087	0.5
661	cut	cap	first	Complete.100.1.17.gexf	100	9900	2	1	[99, 99, 99, 99]	46.1235235728898	44.1524523233657	44.15245232336573	inf	29	0	0	0	0	[46.123523572889766, 44.15245232336573]	Complete	100	1	17	gexf	46.1235235728898	1.04464239574029	0.5
662	cut	cap	first	Complete.100.1.17.gexf	100	9900	3	2	[99, 99, 99, 99]	46.1235235728898	43.1874453735518	43.187445373551846	inf	39	0	0	0	0	[46.123523572889766, 43.187445373551846]	Complete	100	1	17	gexf	46.1235235728898	1.06798453054915	0.5
663	cut	cap	first	Complete.100.1.17.gexf	100	9900	5	3	[99, 99, 99, 99]	46.1235235728898	41.2855541155176	41.28555411551759	inf	62	0	0	0	0	[46.123523572889766, 41.28555411551759]	Complete	100	1	17	gexf	46.1235235728898	1.11718310583492	0.5
664	cut	cap	first	Complete.100.1.17.gexf	100	9900	10	4	[99, 99, 99, 99]	46.1235235728898	36.7655527438803	36.7655527438803	inf	86	0	0	0	0	[46.123523572889766, 36.7655527438803]	Complete	100	1	17	gexf	46.1235235728898	1.25453094352205	0.5
665	cut	cap	first	Complete.100.1.17.gexf	100	9900	50	5	[99, 99, 99, 99]	46.1235235728898	11.4213282953623	11.421328295362251	inf	141	0	0	0	0	[46.123523572889766, 11.421328295362251]	Complete	100	1	17	gexf	45.6818574111725	3.99969742833871	0
666	cut	cap	first	Complete.100.20.17.gexf	100	9900	2	1	[99, 99, 99, 99]	1002	964	964	inf	48	0	0	0	0	[1002, 964]	Complete	100	20	17	gexf	1002	1.03941908713693	0.5
667	cut	cap	first	Complete.100.20.17.gexf	100	9900	3	2	[99, 99, 99, 99]	1002	945	945	inf	40	0	0	0	0	[1002, 945]	Complete	100	20	17	gexf	1002	1.06031746031746	0.5
668	cut	cap	first	Complete.100.20.17.gexf	100	9900	5	3	[99, 99, 99, 99]	1002	907	907	inf	51	0	0	0	0	[1002, 907]	Complete	100	20	17	gexf	1002	1.10474090407938	0.5
669	cut	cap	first	Complete.100.20.17.gexf	100	9900	10	4	[99, 99, 99, 99]	1002	814	814	inf	72	0	0	0	0	[1002, 814]	Complete	100	20	17	gexf	1002	1.23095823095823	0.5
670	cut	cap	first	Complete.100.20.17.gexf	100	9900	50	5	[99, 99, 99, 99]	1002	274	274	inf	79	0	0	0	0	[1002, 274]	Complete	100	20	17	gexf	1002	3.65693430656934	0
671	cut	cap	first	Complete.100.1.18.gexf	100	9900	2	1	[99, 99, 99, 99]	50.3577591542406	48.3791182894675	48.3791182894675	inf	36	0	0	0	0	[50.3577591542406, 48.3791182894675]	Complete	100	1	18	gexf	50.3577591542406	1.04089865493071	0.5
672	cut	cap	first	Complete.100.1.18.gexf	100	9900	3	2	[99, 99, 99, 99]	50.3577591542406	47.4276499255844	47.42764992558437	inf	61	0	0	0	0	[50.3577591542406, 47.42764992558437]	Complete	100	1	18	gexf	50.3577591542406	1.06178061180037	0.5
673	cut	cap	first	Complete.100.1.18.gexf	100	9900	5	3	[99, 99, 99, 99]	50.3577591542406	45.541689338475	45.541689338475045	inf	34	0	0	0	0	[50.3577591542406, 45.541689338475045]	Complete	100	1	18	gexf	50.3577591542406	1.10575079417831	0.5
674	cut	cap	first	Complete.100.1.18.gexf	100	9900	10	4	[99, 99, 99, 99]	50.3577591542406	40.950120312688	40.95012031268798	inf	49	0	0	0	0	[50.3577591542406, 40.95012031268798]	Complete	100	1	18	gexf	50.3577591542406	1.2297340952778	0.5
675	cut	cap	first	Complete.100.1.18.gexf	100	9900	50	5	[99, 99, 99, 99]	50.3577591542406	12.8457686379493	12.84576863794934	inf	63	0	0	0	0	[50.3577591542406, 12.84576863794934]	Complete	100	1	18	gexf	50.3497946229054	3.9195626234588	0
676	cut	cap	first	Complete.100.20.18.gexf	100	9900	2	1	[99, 99, 99, 99]	882	844	844	inf	55	0	0	0	0	[882, 844]	Complete	100	20	18	gexf	882	1.04502369668246	0.5
677	cut	cap	first	Complete.100.20.18.gexf	100	9900	3	2	[99, 99, 99, 99]	882	825	825	inf	63	0	0	0	0	[882, 825]	Complete	100	20	18	gexf	882	1.06909090909091	0.5
678	cut	cap	first	Complete.100.20.18.gexf	100	9900	5	3	[99, 99, 99, 99]	882	787	787	inf	58	0	0	0	0	[882, 787]	Complete	100	20	18	gexf	882	1.12071156289708	0.5
679	cut	cap	first	Complete.100.20.18.gexf	100	9900	10	4	[99, 99, 99, 99]	882	698	698	inf	40	0	0	0	0	[882, 698]	Complete	100	20	18	gexf	882	1.26361031518625	0.5
680	cut	cap	first	Complete.100.20.18.gexf	100	9900	50	5	[99, 99, 99, 99]	882	207	207	inf	96	0	0	0	0	[882, 207]	Complete	100	20	18	gexf	868.214285714286	4.19427191166322	0.5
681	cut	cap	first	Complete.100.1.19.gexf	100	9900	2	1	[99, 99, 99, 99]	47.6316252045625	45.6585892151423	45.65858921514226	inf	40	0	0	0	0	[47.63162520456246, 45.65858921514226]	Complete	100	1	19	gexf	47.6316252045625	1.04321281106876	0
682	cut	cap	first	Complete.100.1.19.gexf	100	9900	3	2	[99, 99, 99, 99]	47.6316252045625	44.6729293767627	44.67292937676266	inf	48	0	0	0	0	[47.63162520456246, 44.67292937676266]	Complete	100	1	19	gexf	47.6316252045625	1.06623017270363	0.5
683	cut	cap	first	Complete.100.1.19.gexf	100	9900	5	3	[99, 99, 99, 99]	47.6316252045625	42.7351936070919	42.735193607091865	inf	37	0	0	0	0	[47.63162520456246, 42.735193607091865]	Complete	100	1	19	gexf	47.6316252045625	1.11457609488069	0.5
684	cut	cap	first	Complete.100.1.19.gexf	100	9900	10	4	[99, 99, 99, 99]	47.6316252045625	37.9696097490435	37.96960974904352	inf	26	0	0	0	0	[47.63162520456246, 37.96960974904352]	Complete	100	1	19	gexf	47.6316252045625	1.25446707299283	0.5
685	cut	cap	first	Complete.100.1.19.gexf	100	9900	50	5	[99, 99, 99, 99]	47.6316252045625	9.82304495436051	9.823044954360514	inf	135	0	0	0	0	[47.63162520456246, 9.823044954360514]	Complete	100	1	19	gexf	47.2188079217141	4.80694205728473	0.5
686	cut	cap	first	Complete.100.20.19.gexf	100	9900	2	1	[99, 99, 99, 99]	980	942	942	inf	85	0	0	0	0	[980, 942]	Complete	100	20	19	gexf	980	1.04033970276008	0.5
687	cut	cap	first	Complete.100.20.19.gexf	100	9900	3	2	[99, 99, 99, 99]	980	923	923	inf	61	0	0	0	0	[980, 923]	Complete	100	20	19	gexf	980	1.06175514626219	0.5
688	cut	cap	first	Complete.100.20.19.gexf	100	9900	5	3	[99, 99, 99, 99]	980	885	885	inf	47	0	0	0	0	[980, 885]	Complete	100	20	19	gexf	980	1.10734463276836	0.5
689	cut	cap	first	Complete.100.20.19.gexf	100	9900	10	4	[99, 99, 99, 99]	980	795	795	inf	48	0	0	0	0	[980, 795]	Complete	100	20	19	gexf	980	1.23270440251572	0.5
690	cut	cap	first	Complete.100.20.19.gexf	100	9900	50	5	[99, 99, 99, 99]	980	264	264	inf	64	0	0	0	0	[980, 264]	Complete	100	20	19	gexf	980	3.71212121212121	0
691	cut	cap	first	Complete.100.1.20.gexf	100	9900	2	1	[99, 99, 99, 99]	43.6029206576042	41.6302206709345	41.63022067093446	inf	30	0	0	0	0	[43.602920657604194, 41.63022067093446]	Complete	100	1	20	gexf	43.6029206576042	1.04738624861643	0.5
692	cut	cap	first	Complete.100.1.20.gexf	100	9900	3	2	[99, 99, 99, 99]	43.6029206576042	40.6633912171568	40.66339121715684	inf	40	0	0	0	0	[43.602920657604194, 40.66339121715684]	Complete	100	1	20	gexf	43.6029206576042	1.0722893332912	0.5
693	cut	cap	first	Complete.100.1.20.gexf	100	9900	5	3	[99, 99, 99, 99]	43.6029206576042	38.8344361991839	38.8344361991839	inf	48	0	0	0	0	[43.602920657604194, 38.8344361991839]	Complete	100	1	20	gexf	43.6029206576042	1.12279010396758	0.5
694	cut	cap	first	Complete.100.1.20.gexf	100	9900	10	4	[99, 99, 99, 99]	43.6029206576042	34.530086335574	34.53008633557396	inf	40	0	0	0	0	[43.602920657604194, 34.53008633557396]	Complete	100	1	20	gexf	43.6029206576042	1.26275156783153	0.5
695	cut	cap	first	Complete.100.1.20.gexf	100	9900	50	5	[99, 99, 99, 99]	43.6029206576042	10.2723977670582	10.272397767058179	inf	141	0	0	0	0	[43.602920657604194, 10.272397767058179]	Complete	100	1	20	gexf	42.9499487543269	4.18110257490808	0.5
696	cut	cap	first	Complete.100.20.20.gexf	100	9900	2	1	[99, 99, 99, 99]	945	907	907	inf	47	0	0	0	0	[945, 907]	Complete	100	20	20	gexf	945	1.04189636163175	0.5
697	cut	cap	first	Complete.100.20.20.gexf	100	9900	3	2	[99, 99, 99, 99]	945	888	888	inf	49	0	0	0	0	[945, 888]	Complete	100	20	20	gexf	945	1.06418918918919	0.5
698	cut	cap	first	Complete.100.20.20.gexf	100	9900	5	3	[99, 99, 99, 99]	945	850	850	inf	66	0	0	0	0	[945, 850]	Complete	100	20	20	gexf	945	1.11176470588235	0.5
699	cut	cap	first	Complete.100.20.20.gexf	100	9900	10	4	[99, 99, 99, 99]	945	757	757	inf	44	0	0	0	0	[945, 757]	Complete	100	20	20	gexf	945	1.24834874504624	0.5
700	cut	cap	first	Complete.100.20.20.gexf	100	9900	50	5	[99, 99, 99, 99]	945	238	238	inf	114	0	0	0	0	[945, 238]	Complete	100	20	20	gexf	940.53488372093	3.95182724252492	0.5
701	cut	cap	first	Complete.100.1.21.gexf	100	9900	2	1	[99, 99, 99, 99]	47.5313085906364	45.5482574882125	45.548257488212464	inf	81	0	0	0	0	[47.531308590636364, 45.548257488212464]	Complete	100	1	21	gexf	47.5313085906363	1.04353736480341	0.5
702	cut	cap	first	Complete.100.1.21.gexf	100	9900	3	2	[99, 99, 99, 99]	47.5313085906364	44.5917840465584	44.5917840465584	inf	48	0	0	0	0	[47.531308590636364, 44.5917840465584]	Complete	100	1	21	gexf	47.5313085906363	1.06592076560581	0.5
703	cut	cap	first	Complete.100.1.21.gexf	100	9900	5	3	[99, 99, 99, 99]	47.5313085906364	42.6965863313701	42.696586331370135	inf	33	0	0	0	0	[47.531308590636364, 42.696586331370135]	Complete	100	1	21	gexf	47.5313085906363	1.11323439821965	0.5
704	cut	cap	first	Complete.100.1.21.gexf	100	9900	10	4	[99, 99, 99, 99]	47.5313085906364	38.3157702708916	38.3157702708916	inf	62	0	0	0	0	[47.531308590636364, 38.3157702708916]	Complete	100	1	21	gexf	47.5313085906363	1.24051554371976	0.5
705	cut	cap	first	Complete.100.1.21.gexf	100	9900	50	5	[99, 99, 99, 99]	47.5313085906364	11.6796487165011	11.679648716501095	inf	141	0	0	0	0	[47.531308590636364, 11.679648716501095]	Complete	100	1	21	gexf	47.3375196282582	4.05299172751483	0.5
706	cut	cap	first	Complete.100.20.21.gexf	100	9900	2	1	[99, 99, 99, 99]	951	913	913	inf	55	0	0	0	0	[951, 913]	Complete	100	20	21	gexf	951	1.04162102957284	0.5
707	cut	cap	first	Complete.100.20.21.gexf	100	9900	3	2	[99, 99, 99, 99]	951	894	894	inf	40	0	0	0	0	[951, 894]	Complete	100	20	21	gexf	951	1.06375838926175	0.5
708	cut	cap	first	Complete.100.20.21.gexf	100	9900	5	3	[99, 99, 99, 99]	951	856	856	inf	54	0	0	0	0	[951, 856]	Complete	100	20	21	gexf	951	1.11098130841122	0.5
709	cut	cap	first	Complete.100.20.21.gexf	100	9900	10	4	[99, 99, 99, 99]	951	766	766	inf	54	0	0	0	0	[951, 766]	Complete	100	20	21	gexf	951	1.24151436031332	0.5
710	cut	cap	first	Complete.100.20.21.gexf	100	9900	50	5	[99, 99, 99, 99]	951	233	233	inf	143	0	0	0	0	[951, 233]	Complete	100	20	21	gexf	949.04347826087	4.07314797536854	0.5
711	cut	cap	first	Complete.100.1.22.gexf	100	9900	2	1	[99, 99, 99, 99]	42.8172719511832	40.8860774656052	40.886077465605204	inf	39	0	0	0	0	[42.817271951183166, 40.886077465605204]	Complete	100	1	22	gexf	42.8172719511832	1.04723354758604	0
712	cut	cap	first	Complete.100.1.22.gexf	100	9900	3	2	[99, 99, 99, 99]	42.8172719511832	39.9408180442064	39.940818044206424	inf	49	0	0	0	0	[42.817271951183166, 39.940818044206424]	Complete	100	1	22	gexf	42.8172719511832	1.07201790168126	0
713	cut	cap	first	Complete.100.1.22.gexf	100	9900	5	3	[99, 99, 99, 99]	42.8172719511832	38.0876710678898	38.08767106788984	inf	83	0	0	0	0	[42.817271951183166, 38.08767106788984]	Complete	100	1	22	gexf	42.8172719511832	1.12417668895699	0
714	cut	cap	first	Complete.100.1.22.gexf	100	9900	10	4	[99, 99, 99, 99]	42.8172719511832	33.8719599131105	33.871959913110516	inf	49	0	0	0	0	[42.817271951183166, 33.871959913110516]	Complete	100	1	22	gexf	42.8172719511832	1.26409195278394	0.5
715	cut	cap	first	Complete.100.1.22.gexf	100	9900	50	5	[99, 99, 99, 99]	42.8172719511832	10.4737336145813	10.47373361458129	inf	87	0	0	0	0	[42.817271951183166, 10.47373361458129]	Complete	100	1	22	gexf	42.1322665658558	4.0226597425774	0.5
716	cut	cap	first	Complete.100.20.22.gexf	100	9900	2	1	[99, 99, 99, 99]	922	884	884	inf	37	0	0	0	0	[922, 884]	Complete	100	20	22	gexf	922	1.04298642533937	0.5
717	cut	cap	first	Complete.100.20.22.gexf	100	9900	3	2	[99, 99, 99, 99]	922	866	866	inf	87	0	0	0	0	[922, 866]	Complete	100	20	22	gexf	922	1.06466512702079	0.5
718	cut	cap	first	Complete.100.20.22.gexf	100	9900	5	3	[99, 99, 99, 99]	922	830	830	inf	63	0	0	0	0	[922, 830]	Complete	100	20	22	gexf	922	1.11084337349398	0.5
719	cut	cap	first	Complete.100.20.22.gexf	100	9900	10	4	[99, 99, 99, 99]	922	743	743	inf	85	0	0	0	0	[922, 743]	Complete	100	20	22	gexf	922	1.24091520861373	0.5
720	cut	cap	first	Complete.100.20.22.gexf	100	9900	50	5	[99, 99, 99, 99]	922	227	227	inf	141	0	0	0	0	[922, 227]	Complete	100	20	22	gexf	920.081632653061	4.05322305133507	0.5
721	cut	cap	first	Complete.100.1.23.gexf	100	9900	2	1	[99, 99, 99, 99]	45.0886703320049	43.1058307651559	43.10583076515585	inf	86	0	0	0	0	[45.08867033200488, 43.10583076515585]	Complete	100	1	23	gexf	45.0886703320049	1.04599933539506	0.5
722	cut	cap	first	Complete.100.1.23.gexf	100	9900	3	2	[99, 99, 99, 99]	45.0886703320049	42.1283813524831	42.128381352483075	inf	60	0	0	0	0	[45.08867033200488, 42.128381352483075]	Complete	100	1	23	gexf	45.0886703320049	1.07026828196302	0.5
723	cut	cap	first	Complete.100.1.23.gexf	100	9900	5	3	[99, 99, 99, 99]	45.0886703320049	40.1793343051975	40.179334305197514	inf	62	0	0	0	0	[45.08867033200488, 40.179334305197514]	Complete	100	1	23	gexf	45.0886703320049	1.12218559893294	0.5
724	cut	cap	first	Complete.100.1.23.gexf	100	9900	10	4	[99, 99, 99, 99]	45.0886703320049	35.5924561728829	35.59245617288293	inf	136	0	0	0	0	[45.08867033200488, 35.59245617288293]	Complete	100	1	23	gexf	45.0886703320049	1.26680412593601	0.5
725	cut	cap	first	Complete.100.1.23.gexf	100	9900	50	5	[99, 99, 99, 99]	45.0886703320049	10.5930173781102	10.593017378110218	inf	63	0	0	0	0	[45.08867033200488, 10.593017378110218]	Complete	100	1	23	gexf	44.2662486213953	4.17881393387201	0.5
726	cut	cap	first	Complete.100.20.23.gexf	100	9900	2	1	[99, 99, 99, 99]	1055	1017	1017	inf	62	0	0	0	0	[1055, 1017]	Complete	100	20	23	gexf	1055	1.03736479842675	0.5
727	cut	cap	first	Complete.100.20.23.gexf	100	9900	3	2	[99, 99, 99, 99]	1055	998	998	inf	45	0	0	0	0	[1055, 998]	Complete	100	20	23	gexf	1055	1.05711422845691	0.5
728	cut	cap	first	Complete.100.20.23.gexf	100	9900	5	3	[99, 99, 99, 99]	1055	960	960	inf	49	0	0	0	0	[1055, 960]	Complete	100	20	23	gexf	1055	1.09895833333333	0.5
729	cut	cap	first	Complete.100.20.23.gexf	100	9900	10	4	[99, 99, 99, 99]	1055	867	867	inf	55	0	0	0	0	[1055, 867]	Complete	100	20	23	gexf	1055	1.21683967704729	0.5
730	cut	cap	first	Complete.100.20.23.gexf	100	9900	50	5	[99, 99, 99, 99]	1055	302	302	inf	88	0	0	0	0	[1055, 302]	Complete	100	20	23	gexf	1055	3.49337748344371	0
731	cut	cap	first	Complete.100.1.24.gexf	100	9900	2	1	[99, 99, 99, 99]	47.314510567559	45.3589818921185	45.35898189211849	inf	60	0	0	0	0	[47.31451056755896, 45.35898189211849]	Complete	100	1	24	gexf	47.3145105675589	1.04311227002607	0.5
732	cut	cap	first	Complete.100.1.24.gexf	100	9900	3	2	[99, 99, 99, 99]	47.314510567559	44.4084019221846	44.40840192218458	inf	60	0	0	0	0	[47.31451056755896, 44.40840192218458]	Complete	100	1	24	gexf	47.3145105675589	1.06544051394749	0.5
733	cut	cap	first	Complete.100.1.24.gexf	100	9900	5	3	[99, 99, 99, 99]	47.314510567559	42.5394803156995	42.53948031569949	inf	48	0	0	0	0	[47.31451056755896, 42.53948031569949]	Complete	100	1	24	gexf	47.3145105675589	1.11224937908085	0.5
734	cut	cap	first	Complete.100.1.24.gexf	100	9900	10	4	[99, 99, 99, 99]	47.314510567559	37.9075278857964	37.90752788579639	inf	39	0	0	0	0	[47.31451056755896, 37.90752788579639]	Complete	100	1	24	gexf	47.3145105675589	1.24815605781793	0.5
735	cut	cap	first	Complete.100.1.24.gexf	100	9900	50	5	[99, 99, 99, 99]	47.314510567559	11.2117311106986	11.211731110698627	inf	85	0	0	0	0	[47.31451056755896, 11.211731110698627]	Complete	100	1	24	gexf	47.1419286401077	4.20469668552104	0
736	cut	cap	first	Complete.100.20.24.gexf	100	9900	2	1	[99, 99, 99, 99]	976	938	938	inf	54	0	0	0	0	[976, 938]	Complete	100	20	24	gexf	976	1.04051172707889	0.5
737	cut	cap	first	Complete.100.20.24.gexf	100	9900	3	2	[99, 99, 99, 99]	976	919	919	inf	46	0	0	0	0	[976, 919]	Complete	100	20	24	gexf	976	1.0620239390642	0.5
738	cut	cap	first	Complete.100.20.24.gexf	100	9900	5	3	[99, 99, 99, 99]	976	882	882	inf	49	0	0	0	0	[976, 882]	Complete	100	20	24	gexf	976	1.10657596371882	0.5
739	cut	cap	first	Complete.100.20.24.gexf	100	9900	10	4	[99, 99, 99, 99]	976	796	796	inf	63	0	0	0	0	[976, 796]	Complete	100	20	24	gexf	976	1.22613065326633	0.5
740	cut	cap	first	Complete.100.20.24.gexf	100	9900	50	5	[99, 99, 99, 99]	976	268	268	inf	125	0	0	0	0	[976, 268]	Complete	100	20	24	gexf	976	3.64179104477612	0
741	cut	cap	first	Complete.100.1.25.gexf	100	9900	2	1	[99, 99, 99, 99]	51.7428408400146	49.772934605069	49.77293460506902	inf	39	0	0	0	0	[51.74284084001462, 49.77293460506902]	Complete	100	1	25	gexf	51.7428408400146	1.0395778599469	0.5
742	cut	cap	first	Complete.100.1.25.gexf	100	9900	3	2	[99, 99, 99, 99]	51.7428408400146	48.8038219775595	48.803821977559544	inf	40	0	0	0	0	[51.74284084001462, 48.803821977559544]	Complete	100	1	25	gexf	51.7428408400146	1.06022107989424	0
743	cut	cap	first	Complete.100.1.25.gexf	100	9900	5	3	[99, 99, 99, 99]	51.7428408400146	46.8698663371436	46.86986633714362	inf	60	0	0	0	0	[51.74284084001462, 46.86986633714362]	Complete	100	1	25	gexf	51.7428408400146	1.10396817579591	0.5
744	cut	cap	first	Complete.100.1.25.gexf	100	9900	10	4	[99, 99, 99, 99]	51.7428408400146	42.2201897287665	42.22018972876647	inf	40	0	0	0	0	[51.74284084001462, 42.22018972876647]	Complete	100	1	25	gexf	51.7428408400146	1.22554733108553	0
745	cut	cap	first	Complete.100.1.25.gexf	100	9900	50	5	[99, 99, 99, 99]	51.7428408400146	13.5234982817986	13.523498281798604	inf	140	0	0	0	0	[51.74284084001462, 13.523498281798604]	Complete	100	1	25	gexf	51.7428408400146	3.82614318882679	0.5
746	cut	cap	first	Complete.100.20.25.gexf	100	9900	2	1	[99, 99, 99, 99]	995	957	957	inf	79	0	0	0	0	[995, 957]	Complete	100	20	25	gexf	995	1.03970741901776	0.5
747	cut	cap	first	Complete.100.20.25.gexf	100	9900	3	2	[99, 99, 99, 99]	995	938	938	inf	48	0	0	0	0	[995, 938]	Complete	100	20	25	gexf	995	1.06076759061834	0.5
748	cut	cap	first	Complete.100.20.25.gexf	100	9900	5	3	[99, 99, 99, 99]	995	900	900	inf	26	0	0	0	0	[995, 900]	Complete	100	20	25	gexf	995	1.10555555555556	0.5
749	cut	cap	first	Complete.100.20.25.gexf	100	9900	10	4	[99, 99, 99, 99]	995	809	809	inf	42	0	0	0	0	[995, 809]	Complete	100	20	25	gexf	995	1.22991347342398	0.5
750	cut	cap	first	Complete.100.20.25.gexf	100	9900	50	5	[99, 99, 99, 99]	995	250	250	inf	90	0	0	0	0	[995, 250]	Complete	100	20	25	gexf	995	3.98	0.5
