path	k	max.multirute.flow	iterations	k.0	n	max.c	ex	k.4	small_1	constant1	uni_2	constant2	best.constant	best.alg
956	Complete.1000.20.24.gexf	2	10001	1	Complete	1000	20	24	gexf	9963	1.0038141122152	9963	1.0038141122152	1.0038141122152	NA
957	Complete.1000.20.24.gexf	3	10001	1	Complete	1000	20	24	gexf	9944	1.00573209975865	9944	1.00573209975865	1.00573209975865	NA
958	Complete.1000.20.24.gexf	5	10001	1	Complete	1000	20	24	gexf	9906	1.00959014738542	9906	1.00959014738542	1.00959014738542	NA
959	Complete.1000.20.24.gexf	10	10001	1	Complete	1000	20	24	gexf	9811	1.0193660177352	9811	1.0193660177352	1.0193660177352	NA
960	Complete.1000.20.24.gexf	50	10001	1	Complete	1000	20	24	gexf	9051	1.10496077781461	9051	1.10496077781461	1.10496077781461	NA
961	Complete.50.1.25.gexf	2	22.8993713101668	1	Complete	50	1	25	gexf	21.0671439835688	1.08697084559858	21.0671439835689	1.08697084559858	1.08697084559858	NA
962	Complete.50.1.25.gexf	3	22.8993713101668	1	Complete	50	1	25	gexf	20.1827495975664	1.13460117014621	20.1827495975664	1.13460117014621	1.13460117014621	NA
963	Complete.50.1.25.gexf	5	22.8993713101668	1	Complete	50	1	25	gexf	18.5105137936888	1.23710079392687	18.5105137936888	1.23710079392688	1.23710079392688	2
964	Complete.50.1.25.gexf	10	22.8993713101668	1	Complete	50	1	25	gexf	14.6412782722673	1.56402814592641	14.6412782722673	1.56402814592641	1.56402814592641	2
966	Complete.50.20.25.gexf	2	471	1	Complete	50	20	25	gexf	433	1.08775981524249	440	1.07045454545455	1.08775981524249	NA
967	Complete.50.20.25.gexf	3	471	1	Complete	50	20	25	gexf	414	1.13768115942029	421	1.1187648456057	1.13768115942029	NA
968	Complete.50.20.25.gexf	5	471	1	Complete	50	20	25	gexf	377	1.24933687002653	418	1.12679425837321	1.24933687002653	NA
969	Complete.50.20.25.gexf	10	471	1	Complete	50	20	25	gexf	292	1.61301369863014	335	1.40597014925373	1.61301369863014	NA
971	Complete.100.1.25.gexf	2	51.7428408400146	1	Complete	100	1	25	gexf	49.772934605069	1.0395778599469	49.772934605069	1.0395778599469	1.0395778599469	NA
972	Complete.100.1.25.gexf	3	51.7428408400146	1	Complete	100	1	25	gexf	48.8038219775595	1.06022107989424	48.8038219775595	1.06022107989424	1.06022107989424	2
973	Complete.100.1.25.gexf	5	51.7428408400146	1	Complete	100	1	25	gexf	46.8698663371436	1.10396817579591	46.8698663371436	1.10396817579591	1.10396817579591	NA
974	Complete.100.1.25.gexf	10	51.7428408400146	1	Complete	100	1	25	gexf	42.2201897287665	1.22554733108553	42.2201897287665	1.22554733108553	1.22554733108553	2
975	Complete.100.1.25.gexf	50	51.7428408400146	2	Complete	100	1	25	gexf	13.5234982817986	3.82614318882679	13.5234982817986	3.82614318882679	3.82614318882679	NA
976	Complete.100.20.25.gexf	2	995	1	Complete	100	20	25	gexf	957	1.03970741901776	973	1.02261048304214	1.03970741901776	NA
977	Complete.100.20.25.gexf	3	995	1	Complete	100	20	25	gexf	938	1.06076759061834	954	1.04297693920335	1.06076759061834	NA
978	Complete.100.20.25.gexf	5	995	1	Complete	100	20	25	gexf	900	1.10555555555556	916	1.08624454148472	1.10555555555556	NA
979	Complete.100.20.25.gexf	10	995	1	Complete	100	20	25	gexf	809	1.22991347342398	829	1.20024125452352	1.22991347342398	NA
980	Complete.100.20.25.gexf	50	995	8	Complete	100	20	25	gexf	250	3.98	302	3.29470198675497	3.98	NA
981	Complete.500.1.25.gexf	2	248.584577304875	1	Complete	500	1	25	gexf	246.60358221596	1.00803311562271	246.60358221596	1.00803311562271	1.00803311562271	NA
982	Complete.500.1.25.gexf	3	248.584577304875	1	Complete	500	1	25	gexf	245.613549494875	1.01209635142731	245.613549494875	1.01209635142731	1.01209635142731	NA
983	Complete.500.1.25.gexf	5	248.584577304875	1	Complete	500	1	25	gexf	243.635155632289	1.02031489117299	243.635155632289	1.02031489117299	1.02031489117299	NA
984	Complete.500.1.25.gexf	10	248.584577304875	1	Complete	500	1	25	gexf	238.736472424255	1.04125094410844	238.736472424255	1.04125094410844	1.04125094410844	NA
985	Complete.500.1.25.gexf	50	248.584577304875	1	Complete	500	1	25	gexf	201.267739866812	1.23509399702791	201.267739866812	1.23509399702791	1.23509399702791	2
986	Complete.500.20.25.gexf	2	4938	1	Complete	500	20	25	gexf	4900	1.00775510204082	4900	1.00775510204082	1.00775510204082	NA
987	Complete.500.20.25.gexf	3	4938	1	Complete	500	20	25	gexf	4881	1.01167793484942	4881	1.01167793484942	1.01167793484942	NA
988	Complete.500.20.25.gexf	5	4938	1	Complete	500	20	25	gexf	4843	1.01961594053273	4843	1.01961594053273	1.01961594053273	NA
989	Complete.500.20.25.gexf	10	4938	1	Complete	500	20	25	gexf	4748	1.04001684919966	4748	1.04001684919966	1.04001684919966	NA
990	Complete.500.20.25.gexf	50	4938	1	Complete	500	20	25	gexf	4015	1.22988792029888	4015	1.22988792029888	1.22988792029888	NA
991	Complete.1000.1.25.gexf	2	492.297265823218	2	Complete	1000	1	25	gexf	490.300481358197	1.00407257292404	490.300481358197	1.00407257292404	1.00407257292404	2
992	Complete.1000.1.25.gexf	3	492.297265823218	1	Complete	1000	1	25	gexf	489.30317685908	1.0061190875223	489.303176859081	1.00611908752229	1.0061190875223	NA
993	Complete.1000.1.25.gexf	5	492.297265823218	3	Complete	1000	1	25	gexf	487.311079556601	1.01023203960631	487.311079556601	1.01023203960631	1.01023203960631	2
994	Complete.1000.1.25.gexf	10	492.297265823218	1	Complete	1000	1	25	gexf	482.356380003663	1.02060900660105	482.356380003663	1.02060900660105	1.02060900660105	NA
995	Complete.1000.1.25.gexf	50	492.297265823218	1	Complete	1000	1	25	gexf	443.676895931629	1.10958508395957	443.67689593163	1.10958508395957	1.10958508395957	NA
996	Complete.1000.20.25.gexf	2	10034	1	Complete	1000	20	25	gexf	9996	1.00380152060824	10034	1	1.00380152060824	NA
997	Complete.1000.20.25.gexf	3	10034	1	Complete	1000	20	25	gexf	9977	1.00571314022251	10034	1	1.00571314022251	NA
998	Complete.1000.20.25.gexf	5	10034	1	Complete	1000	20	25	gexf	9939	1.00955830566455	10023	1.00109747580565	1.00955830566455	NA
999	Complete.1000.20.25.gexf	10	10034	1	Complete	1000	20	25	gexf	9844	1.01930109711499	9928	1.01067687348912	1.01930109711499	NA
1000	Complete.1000.20.25.gexf	50	10034	1	Complete	1000	20	25	gexf	9084	1.10457948040511	9168	1.0944589877836	1.10457948040511	NA
1001	Complete.50.1.26.gexf	2	21.9879490718132	1	Complete	50	1	26	gexf	20.0993568736088	1.09396281732199	20.0993568736088	1.09396281732199	1.09396281732199	2
1002	Complete.50.1.26.gexf	3	21.9879490718132	1	Complete	50	1	26	gexf	19.1713813192689	1.14691522252043	19.1713813192689	1.14691522252043	1.14691522252043	NA
1003	Complete.50.1.26.gexf	5	21.9879490718132	1	Complete	50	1	26	gexf	17.3790182326463	1.26520087484051	17.3790182326463	1.26520087484051	1.26520087484051	2
1004	Complete.50.1.26.gexf	10	21.9879490718132	1	Complete	50	1	26	gexf	13.1722751876613	1.66925977164596	13.1722751876613	1.66925977164596	1.66925977164596	2
1006	Complete.50.20.26.gexf	2	516	1	Complete	50	20	26	gexf	478	1.07949790794979	483	1.06832298136646	1.07949790794979	NA
1007	Complete.50.20.26.gexf	3	516	1	Complete	50	20	26	gexf	459	1.12418300653595	464	1.11206896551724	1.12418300653595	NA
1008	Complete.50.20.26.gexf	5	516	1	Complete	50	20	26	gexf	422	1.22274881516588	427	1.20843091334895	1.22274881516588	NA
1009	Complete.50.20.26.gexf	10	516	1	Complete	50	20	26	gexf	338	1.52662721893491	343	1.50437317784257	1.52662721893491	NA
1011	Complete.100.1.26.gexf	2	45.4927274788922	1	Complete	100	1	26	gexf	43.5238899672753	1.04523578919755	43.5238899672753	1.04523578919755	1.04523578919755	2
1012	Complete.100.1.26.gexf	3	45.4927274788922	1	Complete	100	1	26	gexf	42.5690716254796	1.06868028222778	42.5690716254795	1.06868028222778	1.06868028222778	2
1013	Complete.100.1.26.gexf	5	45.4927274788922	1	Complete	100	1	26	gexf	40.6777338548159	1.11836926907634	40.6777338548159	1.11836926907634	1.11836926907634	NA
1014	Complete.100.1.26.gexf	10	45.4927274788922	1	Complete	100	1	26	gexf	36.3581654245842	1.25123825549601	36.3581654245842	1.25123825549601	1.25123825549601	NA
1015	Complete.100.1.26.gexf	50	45.099226665122	7	Complete	100	1	26	gexf	10.2598949977085	4.39568111322725	10.2598949977085	4.39568111322725	4.39568111322725	NA
1016	Complete.100.20.26.gexf	2	886	1	Complete	100	20	26	gexf	848	1.04481132075472	855	1.03625730994152	1.04481132075472	NA
1017	Complete.100.20.26.gexf	3	886	1	Complete	100	20	26	gexf	830	1.06746987951807	863	1.02665121668598	1.06746987951807	NA
1018	Complete.100.20.26.gexf	5	886	1	Complete	100	20	26	gexf	794	1.11586901763224	863	1.02665121668598	1.11586901763224	NA
1019	Complete.100.20.26.gexf	10	886	1	Complete	100	20	26	gexf	710	1.24788732394366	775	1.14322580645161	1.24788732394366	NA
1020	Complete.100.20.26.gexf	50	880.304347826087	6	Complete	100	20	26	gexf	211	4.17205852050278	232	3.79441529235382	4.17205852050278	NA
1021	Complete.500.1.26.gexf	2	248.970077191261	1	Complete	500	1	26	gexf	246.973238797987	1.00808524195979	248.785701107273	1.00074110402313	1.00808524195979	NA
1022	Complete.500.1.26.gexf	3	248.970077191261	1	Complete	500	1	26	gexf	245.976095109611	1.01217184165931	247.790680966577	1.00475964721548	1.01217184165931	NA
1023	Complete.500.1.26.gexf	5	248.970077191261	1	Complete	500	1	26	gexf	243.98426462136	1.02043497590977	245.805020063209	1.01287629165278	1.02043497590977	NA
1024	Complete.500.1.26.gexf	10	248.970077191261	2	Complete	500	1	26	gexf	239.049658005618	1.04149940756414	240.874841950453	1.03360764111045	1.04149940756414	NA
1025	Complete.500.1.26.gexf	50	248.970077191261	1	Complete	500	1	26	gexf	201.409697525295	1.23613748618034	203.569856553975	1.22302034989767	1.23613748618034	NA
1026	Complete.500.20.26.gexf	2	4661	1	Complete	500	20	26	gexf	4623	1.00821977071166	4661	1	1.00821977071166	NA
1027	Complete.500.20.26.gexf	3	4661	1	Complete	500	20	26	gexf	4604	1.01238053866203	4661	1	1.01238053866203	NA
1028	Complete.500.20.26.gexf	5	4661	1	Complete	500	20	26	gexf	4566	1.02080595707403	4661	1	1.02080595707403	NA
1029	Complete.500.20.26.gexf	10	4661	1	Complete	500	20	26	gexf	4471	1.04249608588683	4661	1	1.04249608588683	NA
1030	Complete.500.20.26.gexf	50	4661	1	Complete	500	20	26	gexf	3740	1.24625668449198	4262	1.09361801970906	1.24625668449198	NA
1031	Complete.1000.1.26.gexf	2	489.401251205835	1	Complete	1000	1	26	gexf	487.402050010436	1.0041017496651	489.401251205833	1	1.0041017496651	NA
1032	Complete.1000.1.26.gexf	3	489.401251205835	1	Complete	1000	1	26	gexf	486.402586041685	1.0061649860634	489.401251205835	0.999999999999999	1.0061649860634	NA
1033	Complete.1000.1.26.gexf	5	489.401251205835	1	Complete	1000	1	26	gexf	484.406851451341	1.01031034086229	489.401251205834	1	1.01031034086229	NA
1034	Complete.1000.1.26.gexf	10	489.401251205835	1	Complete	1000	1	26	gexf	479.462731445848	1.0207284510519	489.401251205833	1	1.0207284510519	NA
1035	Complete.1000.1.26.gexf	50	489.401251205835	1	Complete	1000	1	26	gexf	440.870476402047	1.11007943920366	453.532353238263	1.07908784833422	1.11007943920366	NA
1036	Complete.1000.20.26.gexf	2	10030	1	Complete	1000	20	26	gexf	9992	1.00380304243395	9992	1.00380304243395	1.00380304243395	NA
1037	Complete.1000.20.26.gexf	3	10030	1	Complete	1000	20	26	gexf	9973	1.0057154316655	9973	1.0057154316655	1.0057154316655	NA
1038	Complete.1000.20.26.gexf	5	10030	1	Complete	1000	20	26	gexf	9935	1.00956215400101	9935	1.00956215400101	1.00956215400101	NA
1039	Complete.1000.20.26.gexf	10	10030	1	Complete	1000	20	26	gexf	9840	1.01930894308943	9840	1.01930894308943	1.01930894308943	NA
1040	Complete.1000.20.26.gexf	50	10030	1	Complete	1000	20	26	gexf	9083	1.10426070681493	9083	1.10426070681493	1.10426070681493	NA
1041	Complete.50.1.27.gexf	2	23.0437931285394	1	Complete	50	1	27	gexf	21.1024795407338	1.09199457267845	21.5217752558103	1.07071990366214	1.09199457267845	NA
1042	Complete.50.1.27.gexf	3	23.0437931285394	1	Complete	50	1	27	gexf	20.1551536970001	1.14332013910513	20.6239696882015	1.11733063405937	1.14332013910513	NA
1043	Complete.50.1.27.gexf	5	23.0437931285394	1	Complete	50	1	27	gexf	18.3394957030778	1.2565118202608	20.1987540901189	1.14085220433533	1.2565118202608	NA
1044	Complete.50.1.27.gexf	10	23.0437931285394	1	Complete	50	1	27	gexf	14.1418294023187	1.62947752182339	15.864751215674	1.45251525317162	1.62947752182339	NA
1046	Complete.50.20.27.gexf	2	461	1	Complete	50	20	27	gexf	423	1.08983451536643	423	1.08983451536643	1.08983451536643	NA
1047	Complete.50.20.27.gexf	3	461	1	Complete	50	20	27	gexf	404	1.14108910891089	404	1.14108910891089	1.14108910891089	NA
1048	Complete.50.20.27.gexf	5	461	1	Complete	50	20	27	gexf	368	1.25271739130435	368	1.25271739130435	1.25271739130435	NA
1049	Complete.50.20.27.gexf	10	461	1	Complete	50	20	27	gexf	286	1.61188811188811	286	1.61188811188811	1.61188811188811	NA
1051	Complete.100.1.27.gexf	2	48.8467289955489	2	Complete	100	1	27	gexf	46.8568796358097	1.04246653586848	48.8467289955489	1	1.04246653586848	NA
1052	Complete.100.1.27.gexf	3	48.8467289955489	1	Complete	100	1	27	gexf	45.8675569398405	1.06495161840897	48.3155971322097	1.01099296903825	1.06495161840897	NA
1053	Complete.100.1.27.gexf	5	48.8467289955489	3	Complete	100	1	27	gexf	43.9200922235548	1.11217273285578	47.1436439333207	1.03612544385913	1.11217273285578	NA
1054	Complete.100.1.27.gexf	10	48.8467289955489	1	Complete	100	1	27	gexf	39.3583136098172	1.2410777931137	42.3678422222152	1.15291991363054	1.2410777931137	NA
1055	Complete.100.1.27.gexf	50	48.6940152913325	7	Complete	100	1	27	gexf	11.4591326143863	4.24936310015297	12.4198836033468	3.92064989064882	4.24936310015297	NA
1056	Complete.100.20.27.gexf	2	1017	1	Complete	100	20	27	gexf	979	1.0388151174668	986	1.03144016227181	1.0388151174668	NA
1057	Complete.100.20.27.gexf	3	1017	1	Complete	100	20	27	gexf	960	1.059375	967	1.0517063081696	1.059375	NA
1058	Complete.100.20.27.gexf	5	1017	1	Complete	100	20	27	gexf	922	1.10303687635575	929	1.09472551130248	1.10303687635575	NA
1059	Complete.100.20.27.gexf	10	1017	1	Complete	100	20	27	gexf	829	1.22677925211098	837	1.21505376344086	1.22677925211098	NA
1060	Complete.100.20.27.gexf	50	1017	1	Complete	100	20	27	gexf	261	3.89655172413793	264	3.85227272727273	3.89655172413793	NA
1061	Complete.500.1.27.gexf	2	247.577919073926	1	Complete	500	1	27	gexf	245.585944164934	1.00811111122733	245.585944164934	1.00811111122733	1.00811111122733	2
1062	Complete.500.1.27.gexf	3	247.577919073926	1	Complete	500	1	27	gexf	244.59141559611	1.01221017291444	244.59141559611	1.01221017291444	1.01221017291444	NA
1063	Complete.500.1.27.gexf	5	247.577919073926	1	Complete	500	1	27	gexf	242.608273608395	1.02048423737417	242.608273608395	1.02048423737417	1.02048423737417	2
1064	Complete.500.1.27.gexf	10	247.577919073926	1	Complete	500	1	27	gexf	237.681387776408	1.041637805089	237.681387776408	1.041637805089	1.041637805089	NA
1065	Complete.500.1.27.gexf	50	247.577919073926	3	Complete	500	1	27	gexf	199.998257409038	1.23790038113971	199.998257409038	1.23790038113971	1.23790038113971	NA
1066	Complete.500.20.27.gexf	2	4960	1	Complete	500	20	27	gexf	4922	1.007720438846	4922	1.007720438846	1.007720438846	NA
1067	Complete.500.20.27.gexf	3	4960	1	Complete	500	20	27	gexf	4903	1.0116255353865	4903	1.0116255353865	1.0116255353865	NA
1068	Complete.500.20.27.gexf	5	4960	1	Complete	500	20	27	gexf	4865	1.01952723535457	4865	1.01952723535457	1.01952723535457	NA
1069	Complete.500.20.27.gexf	10	4960	1	Complete	500	20	27	gexf	4770	1.0398322851153	4770	1.0398322851153	1.0398322851153	NA
1070	Complete.500.20.27.gexf	50	4960	1	Complete	500	20	27	gexf	4034	1.22954883490332	4034	1.22954883490332	1.22954883490332	NA
1071	Complete.1000.1.27.gexf	2	470.219972222325	1	Complete	1000	1	27	gexf	468.220280965405	1.00427083434489	470.219972222325	1	1.00427083434489	NA
1072	Complete.1000.1.27.gexf	3	470.219972222325	1	Complete	1000	1	27	gexf	467.221591694509	1.00641746995669	470.219972222325	1	1.00641746995669	NA
1073	Complete.1000.1.27.gexf	5	470.219972222325	1	Complete	1000	1	27	gexf	465.23135669401	1.01072287036662	470.219972222326	0.999999999999998	1.01072287036662	NA
1074	Complete.1000.1.27.gexf	10	470.219972222325	1	Complete	1000	1	27	gexf	460.292289302119	1.02156821469953	470.219972222325	1	1.02156821469953	NA
1075	Complete.1000.1.27.gexf	50	470.219972222325	1	Complete	1000	1	27	gexf	421.96634022231	1.11435422070536	438.878226244089	1.07141330807513	1.11435422070536	NA
1076	Complete.1000.20.27.gexf	2	9909	1	Complete	1000	20	27	gexf	9871	1.00384966062202	9909	1	1.00384966062202	NA
1077	Complete.1000.20.27.gexf	3	9909	1	Complete	1000	20	27	gexf	9852	1.0057856272838	9909	1	1.0057856272838	NA
1078	Complete.1000.20.27.gexf	5	9909	1	Complete	1000	20	27	gexf	9814	1.00968004890972	9895	1.00141485598787	1.00968004890972	NA
1079	Complete.1000.20.27.gexf	10	9909	1	Complete	1000	20	27	gexf	9719	1.01954933635148	9800	1.01112244897959	1.01954933635148	NA
1080	Complete.1000.20.27.gexf	50	9909	1	Complete	1000	20	27	gexf	8959	1.10603862038174	9044	1.09564352056612	1.10603862038174	NA
1081	Complete.50.1.28.gexf	2	20.4858278114443	1	Complete	50	1	28	gexf	18.5455783172099	1.1046205980233	18.5455783172099	1.1046205980233	1.1046205980233	NA
1082	Complete.50.1.28.gexf	3	20.4858278114443	1	Complete	50	1	28	gexf	17.6398976327107	1.16133484660683	17.6398976327107	1.16133484660683	1.16133484660683	NA
1083	Complete.50.1.28.gexf	5	20.4858278114443	1	Complete	50	1	28	gexf	15.9195644754938	1.2868334333505	15.9195644754938	1.2868334333505	1.2868334333505	NA
1084	Complete.50.1.28.gexf	10	20.4858278114443	1	Complete	50	1	28	gexf	12.0065292250961	1.70622395759674	12.0065292250961	1.70622395759674	1.70622395759674	NA
1086	Complete.50.20.28.gexf	2	514	1	Complete	50	20	28	gexf	477	1.07756813417191	489	1.05112474437628	1.07756813417191	NA
1087	Complete.50.20.28.gexf	3	514	1	Complete	50	20	28	gexf	459	1.119825708061	468	1.0982905982906	1.119825708061	NA
1088	Complete.50.20.28.gexf	5	514	1	Complete	50	20	28	gexf	426	1.20657276995305	443	1.16027088036117	1.20657276995305	NA
1089	Complete.50.20.28.gexf	10	514	1	Complete	50	20	28	gexf	346	1.48554913294798	359	1.43175487465181	1.48554913294798	NA
1091	Complete.100.1.28.gexf	2	45.1417910518444	1	Complete	100	1	28	gexf	43.1798686795652	1.04543604305142	44.9590409607453	1.00406481293181	1.04543604305142	NA
1092	Complete.100.1.28.gexf	3	45.1417910518444	1	Complete	100	1	28	gexf	42.2157550047168	1.06931147025087	45.1417910518444	1	1.06931147025087	NA
1093	Complete.100.1.28.gexf	5	45.1417910518444	1	Complete	100	1	28	gexf	40.2893047389529	1.12044105363277	44.6678004001802	1.01061146166629	1.12044105363277	NA
1094	Complete.100.1.28.gexf	10	45.1417910518444	1	Complete	100	1	28	gexf	35.6719564286553	1.2654700098137	43.6690715227241	1.03372454411708	1.2654700098137	NA
1095	Complete.100.1.28.gexf	50	44.3345491394897	16	Complete	100	1	28	gexf	9.28855589969069	4.77302926507296	14.2664071727601	3.10761837949929	4.77302926507296	NA
1096	Complete.100.20.28.gexf	2	1018	1	Complete	100	20	28	gexf	980	1.03877551020408	980	1.03877551020408	1.03877551020408	NA
1097	Complete.100.20.28.gexf	3	1018	1	Complete	100	20	28	gexf	961	1.05931321540062	961	1.05931321540062	1.05931321540062	NA
1098	Complete.100.20.28.gexf	5	1018	1	Complete	100	20	28	gexf	923	1.10292524377031	923	1.10292524377031	1.10292524377031	NA
1099	Complete.100.20.28.gexf	10	1018	1	Complete	100	20	28	gexf	829	1.22798552472859	829	1.22798552472859	1.22798552472859	NA
1100	Complete.100.20.28.gexf	50	1018	1	Complete	100	20	28	gexf	265	3.84150943396226	265	3.84150943396226	3.84150943396226	NA
1101	Complete.500.1.28.gexf	2	247.042211182437	2	Complete	500	1	28	gexf	245.043645084746	1.00815595971485	245.043645084746	1.00815595971485	1.00815595971485	NA
1102	Complete.500.1.28.gexf	3	247.042211182437	1	Complete	500	1	28	gexf	244.046406390276	1.01227555380336	244.046406390276	1.01227555380336	1.01227555380336	NA
1103	Complete.500.1.28.gexf	5	247.042211182437	3	Complete	500	1	28	gexf	242.070791606852	1.0205370484501	242.070791606852	1.0205370484501	1.0205370484501	2
1104	Complete.500.1.28.gexf	10	247.042211182437	1	Complete	500	1	28	gexf	237.176283194892	1.0415974474962	237.176283194893	1.0415974474962	1.0415974474962	NA
1105	Complete.500.1.28.gexf	50	247.042211182437	1	Complete	500	1	28	gexf	199.875902253013	1.23597796631691	199.875902253014	1.23597796631691	1.23597796631691	NA
1106	Complete.500.20.28.gexf	2	4892	1	Complete	500	20	28	gexf	4854	1.00782859497322	4892	1	1.00782859497322	NA
1107	Complete.500.20.28.gexf	3	4892	1	Complete	500	20	28	gexf	4835	1.01178903826267	4892	1	1.01178903826267	NA
1108	Complete.500.20.28.gexf	5	4892	1	Complete	500	20	28	gexf	4797	1.01980404419429	4892	1	1.01980404419429	NA
1109	Complete.500.20.28.gexf	10	4892	1	Complete	500	20	28	gexf	4702	1.04040833687792	4842	1.01032631144155	1.04040833687792	NA
1110	Complete.500.20.28.gexf	50	4892	1	Complete	500	20	28	gexf	3969	1.23255228017133	4103	1.19229831830368	1.23255228017133	NA
1111	Complete.1000.1.28.gexf	2	501.415355777233	1	Complete	1000	1	28	gexf	499.417118312946	1.00400113931024	499.417118312945	1.00400113931024	1.00400113931024	2
1112	Complete.1000.1.28.gexf	3	501.415355777233	1	Complete	1000	1	28	gexf	498.418860356232	1.0060120024729	498.418860356232	1.0060120024729	1.0060120024729	2
1113	Complete.1000.1.28.gexf	5	501.415355777233	1	Complete	1000	1	28	gexf	496.424062572077	1.01005449489957	496.424062572076	1.01005449489957	1.01005449489957	2
1114	Complete.1000.1.28.gexf	10	501.415355777233	2	Complete	1000	1	28	gexf	491.470215209295	1.02023548988356	491.470215209294	1.02023548988356	1.02023548988356	2
1115	Complete.1000.1.28.gexf	50	501.415355777233	1	Complete	1000	1	28	gexf	452.732250276105	1.10753178169092	452.732250276106	1.10753178169092	1.10753178169092	NA
1116	Complete.1000.20.28.gexf	2	9969	1	Complete	1000	20	28	gexf	9931	1.00382640217501	9969	1	1.00382640217501	NA
1117	Complete.1000.20.28.gexf	3	9969	1	Complete	1000	20	28	gexf	9912	1.00575060532688	9969	1	1.00575060532688	NA
1118	Complete.1000.20.28.gexf	5	9969	1	Complete	1000	20	28	gexf	9874	1.00962122746607	9969	1	1.00962122746607	NA
1119	Complete.1000.20.28.gexf	10	9969	1	Complete	1000	20	28	gexf	9779	1.01942938950813	9905	1.00646138313983	1.01942938950813	NA
1120	Complete.1000.20.28.gexf	50	9969	1	Complete	1000	20	28	gexf	9019	1.10533318549728	9145	1.09010388190268	1.10533318549728	NA
1121	Complete.50.1.29.gexf	2	22.0283428265803	1	Complete	50	1	29	gexf	20.0518524258701	1.09856896803011	20.4651240180331	1.07638452653254	1.09856896803011	NA
1122	Complete.50.1.29.gexf	3	22.0283428265803	1	Complete	50	1	29	gexf	19.0712725436764	1.15505364291406	20.9847343286406	1.04973179462726	1.15505364291406	NA
1123	Complete.50.1.29.gexf	5	22.0283428265803	1	Complete	50	1	29	gexf	17.2909776497313	1.27397902379005	19.3800279278485	1.13665175863479	1.27397902379005	NA
1124	Complete.50.1.29.gexf	10	22.0283428265803	1	Complete	50	1	29	gexf	13.6874209681894	1.60938593748054	15.2464021256047	1.4448223682613	1.60938593748054	NA
1126	Complete.50.20.29.gexf	2	438	1	Complete	50	20	29	gexf	401	1.09226932668329	401	1.09226932668329	1.09226932668329	NA
1127	Complete.50.20.29.gexf	3	438	1	Complete	50	20	29	gexf	384	1.140625	384	1.140625	1.140625	NA
1128	Complete.50.20.29.gexf	5	438	1	Complete	50	20	29	gexf	350	1.25142857142857	350	1.25142857142857	1.25142857142857	NA
1129	Complete.50.20.29.gexf	10	438	1	Complete	50	20	29	gexf	275	1.59272727272727	275	1.59272727272727	1.59272727272727	NA
1131	Complete.100.1.29.gexf	2	48.5626098719059	1	Complete	100	1	29	gexf	46.5861489848567	1.04242593410526	48.4131907086366	1.00308633166049	1.04242593410526	NA
1132	Complete.100.1.29.gexf	3	48.5626098719059	1	Complete	100	1	29	gexf	45.6172221106615	1.06456745117226	47.7493906937877	1.01703098544929	1.06456745117226	NA
1133	Complete.100.1.29.gexf	5	48.5626098719059	1	Complete	100	1	29	gexf	43.7389605225996	1.11028266999656	47.611847665138	1.01996902563948	1.11028266999656	NA
1134	Complete.100.1.29.gexf	10	48.5626098719059	1	Complete	100	1	29	gexf	39.2364496223024	1.23769123708641	43.2693955261263	1.12233159907638	1.23769123708641	NA
1135	Complete.100.1.29.gexf	50	48.4678607467781	6	Complete	100	1	29	gexf	11.6793861089916	4.14986372524017	15.2231477753923	3.18382646361253	4.14986372524017	NA
1136	Complete.100.20.29.gexf	2	1000	1	Complete	100	20	29	gexf	962	1.03950103950104	962	1.03950103950104	1.03950103950104	NA
1137	Complete.100.20.29.gexf	3	1000	1	Complete	100	20	29	gexf	943	1.06044538706257	943	1.06044538706257	1.06044538706257	NA
1138	Complete.100.20.29.gexf	5	1000	1	Complete	100	20	29	gexf	905	1.10497237569061	905	1.10497237569061	1.10497237569061	NA
1139	Complete.100.20.29.gexf	10	1000	1	Complete	100	20	29	gexf	816	1.22549019607843	816	1.22549019607843	1.22549019607843	NA
1140	Complete.100.20.29.gexf	50	1000	3	Complete	100	20	29	gexf	258	3.87596899224806	258	3.87596899224806	3.87596899224806	NA
1141	Complete.500.1.29.gexf	2	249.565250846522	1	Complete	500	1	29	gexf	247.568488937616	1.00806549297722	247.568488937616	1.00806549297722	1.00806549297722	2
1142	Complete.500.1.29.gexf	3	249.565250846522	1	Complete	500	1	29	gexf	246.577542251818	1.01211671009217	246.577542251818	1.01211671009217	1.01211671009217	2
1143	Complete.500.1.29.gexf	5	249.565250846522	1	Complete	500	1	29	gexf	244.598820409628	1.02030439242748	244.598820409628	1.02030439242748	1.02030439242748	2
1144	Complete.500.1.29.gexf	10	249.565250846522	1	Complete	500	1	29	gexf	239.688504232484	1.04120659288882	239.688504232484	1.04120659288882	1.04120659288882	2
1145	Complete.500.1.29.gexf	50	249.565250846522	1	Complete	500	1	29	gexf	202.012666421147	1.23539407339063	202.012666421147	1.23539407339063	1.23539407339063	2
1146	Complete.500.20.29.gexf	2	4904	1	Complete	500	20	29	gexf	4866	1.00780928894369	4866	1.00780928894369	1.00780928894369	NA
1147	Complete.500.20.29.gexf	3	4904	1	Complete	500	20	29	gexf	4847	1.01175985145451	4847	1.01175985145451	1.01175985145451	NA
