construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5	mem	constant	best
8437	cut	cap	first	Small.500.6.5.82.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	338	0	0	0	0	[5.0, 2.0]	Small	500	6	5	82	gexf	5	2.5	0.5
8441	cut	cap	first	Small.500.10.2.82.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	217	0	0	0	0	[9.0, 7.0]	Small	500	10	2	82	gexf	9	1.28571428571429	0.5
8442	cut	cap	first	Small.500.10.2.82.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	218	0	0	0	0	[9.0, 6.0]	Small	500	10	2	82	gexf	9	1.5	0.5
8443	cut	cap	first	Small.500.10.2.82.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	218	0	0	0	0	[9.0, 4.0]	Small	500	10	2	82	gexf	9	2.25	0.5
8446	cut	cap	first	Small.500.10.5.82.gexf	500	5000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	209	0	0	0	0	[11.0, 9.0]	Small	500	10	5	82	gexf	11	1.22222222222222	0.5
8447	cut	cap	first	Small.500.10.5.82.gexf	500	5000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	211	0	0	0	0	[11.0, 8.0]	Small	500	10	5	82	gexf	11	1.375	0.5
8448	cut	cap	first	Small.500.10.5.82.gexf	500	5000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	217	0	0	0	0	[11.0, 6.0]	Small	500	10	5	82	gexf	11	1.83333333333333	0.5
8449	cut	cap	first	Small.500.10.5.82.gexf	500	5000	10	4	[11, 11, 11, 11]	11	1	1.0	inf	216	0	0	0	0	[11.0, 1.0]	Small	500	10	5	82	gexf	11	11	0.5
8451	cut	cap	first	Small.500.24.2.82.gexf	500	12000	2	1	[20, 20, 20, 20]	20	18	18.0	inf	93	0	0	0	0	[20.0, 18.0]	Small	500	24	2	82	gexf	20	1.11111111111111	0.5
8452	cut	cap	first	Small.500.24.2.82.gexf	500	12000	3	2	[20, 20, 20, 20]	20	17	17.0	inf	92	0	0	0	0	[20.0, 17.0]	Small	500	24	2	82	gexf	20	1.17647058823529	0.5
8453	cut	cap	first	Small.500.24.2.82.gexf	500	12000	5	3	[20, 20, 20, 20]	20	15	15.0	inf	93	0	0	0	0	[20.0, 15.0]	Small	500	24	2	82	gexf	20	1.33333333333333	0.5
8454	cut	cap	first	Small.500.24.2.82.gexf	500	12000	10	4	[20, 20, 20, 20]	20	10	10.0	inf	92	0	0	0	0	[20.0, 10.0]	Small	500	24	2	82	gexf	20	2	0.5
8456	cut	cap	first	Small.500.24.5.82.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	92	0	0	0	0	[23.0, 21.0]	Small	500	24	5	82	gexf	23	1.0952380952381	0.5
8457	cut	cap	first	Small.500.24.5.82.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	92	0	0	0	0	[23.0, 20.0]	Small	500	24	5	82	gexf	23	1.15	0.5
8458	cut	cap	first	Small.500.24.5.82.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	92	0	0	0	0	[23.0, 18.0]	Small	500	24	5	82	gexf	23	1.27777777777778	0.5
8459	cut	cap	first	Small.500.24.5.82.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	90	0	0	0	0	[23.0, 13.0]	Small	500	24	5	82	gexf	23	1.76923076923077	0.5
8461	cut	cap	first	Small.500.6.2.83.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	339	0	0	0	0	[5.0, 3.0]	Small	500	6	2	83	gexf	5	1.66666666666667	0.5
8462	cut	cap	first	Small.500.6.2.83.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	339	0	0	0	0	[5.0, 2.0]	Small	500	6	2	83	gexf	5	2.5	0.5
8466	cut	cap	first	Small.500.6.5.83.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	346	0	0	0	0	[4.0, 2.0]	Small	500	6	5	83	gexf	4	2	0.5
8467	cut	cap	first	Small.500.6.5.83.gexf	500	3000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	339	0	0	0	0	[4.0, 1.0]	Small	500	6	5	83	gexf	4	4	0.5
8471	cut	cap	first	Small.500.10.2.83.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	213	0	0	0	0	[10.0, 8.0]	Small	500	10	2	83	gexf	10	1.25	0.5
8472	cut	cap	first	Small.500.10.2.83.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	214	0	0	0	0	[10.0, 7.0]	Small	500	10	2	83	gexf	10	1.42857142857143	0.5
8473	cut	cap	first	Small.500.10.2.83.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	219	0	0	0	0	[10.0, 5.0]	Small	500	10	2	83	gexf	10	2	0.5
8476	cut	cap	first	Small.500.10.5.83.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	222	0	0	0	0	[9.0, 7.0]	Small	500	10	5	83	gexf	9	1.28571428571429	0.5
8477	cut	cap	first	Small.500.10.5.83.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	216	0	0	0	0	[9.0, 6.0]	Small	500	10	5	83	gexf	9	1.5	0.5
8478	cut	cap	first	Small.500.10.5.83.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	219	0	0	0	0	[9.0, 4.0]	Small	500	10	5	83	gexf	9	2.25	0.5
8481	cut	cap	first	Small.500.24.2.83.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	90	0	0	0	0	[24.0, 22.0]	Small	500	24	2	83	gexf	24	1.09090909090909	0.5
8482	cut	cap	first	Small.500.24.2.83.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	90	0	0	0	0	[24.0, 21.0]	Small	500	24	2	83	gexf	24	1.14285714285714	0.5
8483	cut	cap	first	Small.500.24.2.83.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	91	0	0	0	0	[24.0, 19.0]	Small	500	24	2	83	gexf	24	1.26315789473684	0.5
8484	cut	cap	first	Small.500.24.2.83.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	92	0	0	0	0	[24.0, 14.0]	Small	500	24	2	83	gexf	24	1.71428571428571	0.5
8486	cut	cap	first	Small.500.24.5.83.gexf	500	12000	2	1	[16, 16, 16, 16]	16	14	14.0	inf	95	0	0	0	0	[16.0, 14.0]	Small	500	24	5	83	gexf	16	1.14285714285714	0.5
8487	cut	cap	first	Small.500.24.5.83.gexf	500	12000	3	2	[16, 16, 16, 16]	16	13	13.0	inf	95	0	0	0	0	[16.0, 13.0]	Small	500	24	5	83	gexf	16	1.23076923076923	0.5
8488	cut	cap	first	Small.500.24.5.83.gexf	500	12000	5	3	[16, 16, 16, 16]	16	11	11.0	inf	94	0	0	0	0	[16.0, 11.0]	Small	500	24	5	83	gexf	16	1.45454545454545	0.5
8489	cut	cap	first	Small.500.24.5.83.gexf	500	12000	10	4	[16, 16, 16, 16]	16	6	6.0	inf	93	0	0	0	0	[16.0, 6.0]	Small	500	24	5	83	gexf	16	2.66666666666667	0.5
8491	cut	cap	first	Small.500.6.2.84.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	337	0	0	0	0	[5.0, 3.0]	Small	500	6	2	84	gexf	5	1.66666666666667	0.5
8492	cut	cap	first	Small.500.6.2.84.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	345	0	0	0	0	[5.0, 2.0]	Small	500	6	2	84	gexf	5	2.5	0.5
8496	cut	cap	first	Small.500.6.5.84.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	332	0	0	0	0	[5.0, 3.0]	Small	500	6	5	84	gexf	5	1.66666666666667	0.5
8497	cut	cap	first	Small.500.6.5.84.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	340	0	0	0	0	[5.0, 2.0]	Small	500	6	5	84	gexf	5	2.5	0.5
8501	cut	cap	first	Small.500.10.2.84.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	219	0	0	0	0	[10.0, 8.0]	Small	500	10	2	84	gexf	10	1.25	0.5
8502	cut	cap	first	Small.500.10.2.84.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	218	0	0	0	0	[10.0, 7.0]	Small	500	10	2	84	gexf	10	1.42857142857143	0.5
8503	cut	cap	first	Small.500.10.2.84.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	217	0	0	0	0	[10.0, 5.0]	Small	500	10	2	84	gexf	10	2	0.5
8506	cut	cap	first	Small.500.10.5.84.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	214	0	0	0	0	[10.0, 8.0]	Small	500	10	5	84	gexf	10	1.25	0.5
8507	cut	cap	first	Small.500.10.5.84.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	215	0	0	0	0	[10.0, 7.0]	Small	500	10	5	84	gexf	10	1.42857142857143	0.5
8508	cut	cap	first	Small.500.10.5.84.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	216	0	0	0	0	[10.0, 5.0]	Small	500	10	5	84	gexf	10	2	0.5
8511	cut	cap	first	Small.500.24.2.84.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	92	0	0	0	0	[21.0, 19.0]	Small	500	24	2	84	gexf	21	1.10526315789474	0.5
8512	cut	cap	first	Small.500.24.2.84.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	92	0	0	0	0	[21.0, 18.0]	Small	500	24	2	84	gexf	21	1.16666666666667	0.5
8513	cut	cap	first	Small.500.24.2.84.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	92	0	0	0	0	[21.0, 16.0]	Small	500	24	2	84	gexf	21	1.3125	0.5
8514	cut	cap	first	Small.500.24.2.84.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	93	0	0	0	0	[21.0, 11.0]	Small	500	24	2	84	gexf	21	1.90909090909091	0.5
8516	cut	cap	first	Small.500.24.5.84.gexf	500	12000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	92	0	0	0	0	[22.0, 20.0]	Small	500	24	5	84	gexf	22	1.1	0.5
8517	cut	cap	first	Small.500.24.5.84.gexf	500	12000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	90	0	0	0	0	[22.0, 19.0]	Small	500	24	5	84	gexf	22	1.15789473684211	0.5
8518	cut	cap	first	Small.500.24.5.84.gexf	500	12000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	91	0	0	0	0	[22.0, 17.0]	Small	500	24	5	84	gexf	22	1.29411764705882	0.5
8519	cut	cap	first	Small.500.24.5.84.gexf	500	12000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	93	0	0	0	0	[22.0, 12.0]	Small	500	24	5	84	gexf	22	1.83333333333333	0.5
8521	cut	cap	first	Small.500.6.2.85.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	347	0	0	0	0	[5.0, 3.0]	Small	500	6	2	85	gexf	5	1.66666666666667	0.5
8522	cut	cap	first	Small.500.6.2.85.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	345	0	0	0	0	[5.0, 2.0]	Small	500	6	2	85	gexf	5	2.5	0.5
8526	cut	cap	first	Small.500.6.5.85.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	332	0	0	0	0	[4.0, 2.0]	Small	500	6	5	85	gexf	4	2	0.5
8527	cut	cap	first	Small.500.6.5.85.gexf	500	3000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	332	0	0	0	0	[4.0, 1.0]	Small	500	6	5	85	gexf	4	4	0.5
8531	cut	cap	first	Small.500.10.2.85.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	216	0	0	0	0	[9.0, 7.0]	Small	500	10	2	85	gexf	9	1.28571428571429	0.5
8532	cut	cap	first	Small.500.10.2.85.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	216	0	0	0	0	[9.0, 6.0]	Small	500	10	2	85	gexf	9	1.5	0.5
8533	cut	cap	first	Small.500.10.2.85.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	215	0	0	0	0	[9.0, 4.0]	Small	500	10	2	85	gexf	9	2.25	0.5
8536	cut	cap	first	Small.500.10.5.85.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	212	0	0	0	0	[10.0, 8.0]	Small	500	10	5	85	gexf	10	1.25	0.5
8537	cut	cap	first	Small.500.10.5.85.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	209	0	0	0	0	[10.0, 7.0]	Small	500	10	5	85	gexf	10	1.42857142857143	0.5
8538	cut	cap	first	Small.500.10.5.85.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	210	0	0	0	0	[10.0, 5.0]	Small	500	10	5	85	gexf	10	2	0.5
8541	cut	cap	first	Small.500.24.2.85.gexf	500	12000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	89	0	0	0	0	[22.0, 20.0]	Small	500	24	2	85	gexf	22	1.1	0.5
8542	cut	cap	first	Small.500.24.2.85.gexf	500	12000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	91	0	0	0	0	[22.0, 19.0]	Small	500	24	2	85	gexf	22	1.15789473684211	0.5
8543	cut	cap	first	Small.500.24.2.85.gexf	500	12000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	90	0	0	0	0	[22.0, 17.0]	Small	500	24	2	85	gexf	22	1.29411764705882	0.5
8544	cut	cap	first	Small.500.24.2.85.gexf	500	12000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	91	0	0	0	0	[22.0, 12.0]	Small	500	24	2	85	gexf	22	1.83333333333333	0.5
8546	cut	cap	first	Small.500.24.5.85.gexf	500	12000	2	1	[25, 25, 25, 25]	25	23	23.0	inf	91	0	0	0	0	[25.0, 23.0]	Small	500	24	5	85	gexf	25	1.08695652173913	0.5
8547	cut	cap	first	Small.500.24.5.85.gexf	500	12000	3	2	[25, 25, 25, 25]	25	22	22.0	inf	94	0	0	0	0	[25.0, 22.0]	Small	500	24	5	85	gexf	25	1.13636363636364	0.5
8548	cut	cap	first	Small.500.24.5.85.gexf	500	12000	5	3	[25, 25, 25, 25]	25	20	20.0	inf	94	0	0	0	0	[25.0, 20.0]	Small	500	24	5	85	gexf	25	1.25	0.5
8549	cut	cap	first	Small.500.24.5.85.gexf	500	12000	10	4	[25, 25, 25, 25]	25	15	15.0	inf	94	0	0	0	0	[25.0, 15.0]	Small	500	24	5	85	gexf	25	1.66666666666667	0.5
8551	cut	cap	first	Small.500.6.2.86.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	345	0	0	0	0	[5.0, 3.0]	Small	500	6	2	86	gexf	5	1.66666666666667	0.5
8552	cut	cap	first	Small.500.6.2.86.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	347	0	0	0	0	[5.0, 2.0]	Small	500	6	2	86	gexf	5	2.5	0.5
8556	cut	cap	first	Small.500.6.5.86.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	344	0	0	0	0	[6.0, 4.0]	Small	500	6	5	86	gexf	6	1.5	0.5
8557	cut	cap	first	Small.500.6.5.86.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	343	0	0	0	0	[6.0, 3.0]	Small	500	6	5	86	gexf	6	2	0.5
8558	cut	cap	first	Small.500.6.5.86.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	346	0	0	0	0	[6.0, 1.0]	Small	500	6	5	86	gexf	6	6	0.5
8561	cut	cap	first	Small.500.10.2.86.gexf	500	5000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	219	0	0	0	0	[8.0, 6.0]	Small	500	10	2	86	gexf	8	1.33333333333333	0.5
8562	cut	cap	first	Small.500.10.2.86.gexf	500	5000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	215	0	0	0	0	[8.0, 5.0]	Small	500	10	2	86	gexf	8	1.6	0.5
8563	cut	cap	first	Small.500.10.2.86.gexf	500	5000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	219	0	0	0	0	[8.0, 3.0]	Small	500	10	2	86	gexf	8	2.66666666666667	0.5
8566	cut	cap	first	Small.500.10.5.86.gexf	500	5000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	215	0	0	0	0	[8.0, 6.0]	Small	500	10	5	86	gexf	8	1.33333333333333	0.5
8567	cut	cap	first	Small.500.10.5.86.gexf	500	5000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	217	0	0	0	0	[8.0, 5.0]	Small	500	10	5	86	gexf	8	1.6	0.5
8568	cut	cap	first	Small.500.10.5.86.gexf	500	5000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	217	0	0	0	0	[8.0, 3.0]	Small	500	10	5	86	gexf	8	2.66666666666667	0.5
8571	cut	cap	first	Small.500.24.2.86.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	91	0	0	0	0	[24.0, 22.0]	Small	500	24	2	86	gexf	24	1.09090909090909	0.5
8572	cut	cap	first	Small.500.24.2.86.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	90	0	0	0	0	[24.0, 21.0]	Small	500	24	2	86	gexf	24	1.14285714285714	0.5
8573	cut	cap	first	Small.500.24.2.86.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	92	0	0	0	0	[24.0, 19.0]	Small	500	24	2	86	gexf	24	1.26315789473684	0.5
8574	cut	cap	first	Small.500.24.2.86.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	93	0	0	0	0	[24.0, 14.0]	Small	500	24	2	86	gexf	24	1.71428571428571	0.5
8576	cut	cap	first	Small.500.24.5.86.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	92	0	0	0	0	[21.0, 19.0]	Small	500	24	5	86	gexf	21	1.10526315789474	0.5
8577	cut	cap	first	Small.500.24.5.86.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	90	0	0	0	0	[21.0, 18.0]	Small	500	24	5	86	gexf	21	1.16666666666667	0.5
8578	cut	cap	first	Small.500.24.5.86.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	92	0	0	0	0	[21.0, 16.0]	Small	500	24	5	86	gexf	21	1.3125	0.5
8579	cut	cap	first	Small.500.24.5.86.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	92	0	0	0	0	[21.0, 11.0]	Small	500	24	5	86	gexf	21	1.90909090909091	0.5
8581	cut	cap	first	Small.500.6.2.87.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	343	0	0	0	0	[5.0, 3.0]	Small	500	6	2	87	gexf	5	1.66666666666667	0.5
8582	cut	cap	first	Small.500.6.2.87.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	346	0	0	0	0	[5.0, 2.0]	Small	500	6	2	87	gexf	5	2.5	0.5
8586	cut	cap	first	Small.500.6.5.87.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	339	0	0	0	0	[4.0, 2.0]	Small	500	6	5	87	gexf	4	2	0.5
8587	cut	cap	first	Small.500.6.5.87.gexf	500	3000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	342	0	0	0	0	[4.0, 1.0]	Small	500	6	5	87	gexf	4	4	0.5
8591	cut	cap	first	Small.500.10.2.87.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	218	0	0	0	0	[10.0, 8.0]	Small	500	10	2	87	gexf	10	1.25	0.5
8592	cut	cap	first	Small.500.10.2.87.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	217	0	0	0	0	[10.0, 7.0]	Small	500	10	2	87	gexf	10	1.42857142857143	0.5
8593	cut	cap	first	Small.500.10.2.87.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	215	0	0	0	0	[10.0, 5.0]	Small	500	10	2	87	gexf	10	2	0.5
8596	cut	cap	first	Small.500.10.5.87.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	213	0	0	0	0	[10.0, 8.0]	Small	500	10	5	87	gexf	10	1.25	0.5
8597	cut	cap	first	Small.500.10.5.87.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	215	0	0	0	0	[10.0, 7.0]	Small	500	10	5	87	gexf	10	1.42857142857143	0.5
8598	cut	cap	first	Small.500.10.5.87.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	212	0	0	0	0	[10.0, 5.0]	Small	500	10	5	87	gexf	10	2	0.5
8601	cut	cap	first	Small.500.24.2.87.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	91	0	0	0	0	[23.0, 21.0]	Small	500	24	2	87	gexf	23	1.0952380952381	0.5
8602	cut	cap	first	Small.500.24.2.87.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	92	0	0	0	0	[23.0, 20.0]	Small	500	24	2	87	gexf	23	1.15	0.5
8603	cut	cap	first	Small.500.24.2.87.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	92	0	0	0	0	[23.0, 18.0]	Small	500	24	2	87	gexf	23	1.27777777777778	0.5
8604	cut	cap	first	Small.500.24.2.87.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	91	0	0	0	0	[23.0, 13.0]	Small	500	24	2	87	gexf	23	1.76923076923077	0.5
8606	cut	cap	first	Small.500.24.5.87.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	90	0	0	0	0	[24.0, 22.0]	Small	500	24	5	87	gexf	24	1.09090909090909	0.5
8607	cut	cap	first	Small.500.24.5.87.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	94	0	0	0	0	[24.0, 21.0]	Small	500	24	5	87	gexf	24	1.14285714285714	0.5
8608	cut	cap	first	Small.500.24.5.87.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	92	0	0	0	0	[24.0, 19.0]	Small	500	24	5	87	gexf	24	1.26315789473684	0.5
8609	cut	cap	first	Small.500.24.5.87.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	93	0	0	0	0	[24.0, 14.0]	Small	500	24	5	87	gexf	24	1.71428571428571	0.5
8611	cut	cap	first	Small.500.6.2.88.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	341	0	0	0	0	[5.0, 3.0]	Small	500	6	2	88	gexf	5	1.66666666666667	0.5
8612	cut	cap	first	Small.500.6.2.88.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	345	0	0	0	0	[5.0, 2.0]	Small	500	6	2	88	gexf	5	2.5	0.5
8616	cut	cap	first	Small.500.6.5.88.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	336	0	0	0	0	[4.0, 2.0]	Small	500	6	5	88	gexf	4	2	0.5
8617	cut	cap	first	Small.500.6.5.88.gexf	500	3000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	338	0	0	0	0	[4.0, 1.0]	Small	500	6	5	88	gexf	4	4	0.5
8621	cut	cap	first	Small.500.10.2.88.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	216	0	0	0	0	[9.0, 7.0]	Small	500	10	2	88	gexf	9	1.28571428571429	0.5
8622	cut	cap	first	Small.500.10.2.88.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	215	0	0	0	0	[9.0, 6.0]	Small	500	10	2	88	gexf	9	1.5	0.5
8623	cut	cap	first	Small.500.10.2.88.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	218	0	0	0	0	[9.0, 4.0]	Small	500	10	2	88	gexf	9	2.25	0.5
8626	cut	cap	first	Small.500.10.5.88.gexf	500	5000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	209	0	0	0	0	[11.0, 9.0]	Small	500	10	5	88	gexf	11	1.22222222222222	0.5
8627	cut	cap	first	Small.500.10.5.88.gexf	500	5000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	211	0	0	0	0	[11.0, 8.0]	Small	500	10	5	88	gexf	11	1.375	0.5
8628	cut	cap	first	Small.500.10.5.88.gexf	500	5000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	212	0	0	0	0	[11.0, 6.0]	Small	500	10	5	88	gexf	11	1.83333333333333	0.5
8629	cut	cap	first	Small.500.10.5.88.gexf	500	5000	10	4	[11, 11, 11, 11]	11	1	1.0	inf	214	0	0	0	0	[11.0, 1.0]	Small	500	10	5	88	gexf	11	11	0.5
8631	cut	cap	first	Small.500.24.2.88.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	91	0	0	0	0	[23.0, 21.0]	Small	500	24	2	88	gexf	23	1.0952380952381	0.5
8632	cut	cap	first	Small.500.24.2.88.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	90	0	0	0	0	[23.0, 20.0]	Small	500	24	2	88	gexf	23	1.15	0.5
8633	cut	cap	first	Small.500.24.2.88.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	91	0	0	0	0	[23.0, 18.0]	Small	500	24	2	88	gexf	23	1.27777777777778	0.5
8634	cut	cap	first	Small.500.24.2.88.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	91	0	0	0	0	[23.0, 13.0]	Small	500	24	2	88	gexf	23	1.76923076923077	0.5
8636	cut	cap	first	Small.500.24.5.88.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	91	0	0	0	0	[21.0, 19.0]	Small	500	24	5	88	gexf	21	1.10526315789474	0.5
8637	cut	cap	first	Small.500.24.5.88.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	90	0	0	0	0	[21.0, 18.0]	Small	500	24	5	88	gexf	21	1.16666666666667	0.5
8638	cut	cap	first	Small.500.24.5.88.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	91	0	0	0	0	[21.0, 16.0]	Small	500	24	5	88	gexf	21	1.3125	0.5
8639	cut	cap	first	Small.500.24.5.88.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	93	0	0	0	0	[21.0, 11.0]	Small	500	24	5	88	gexf	21	1.90909090909091	0.5
8641	cut	cap	first	Small.500.6.2.89.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	347	0	0	0	0	[5.0, 3.0]	Small	500	6	2	89	gexf	5	1.66666666666667	0.5
8642	cut	cap	first	Small.500.6.2.89.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	348	0	0	0	0	[5.0, 2.0]	Small	500	6	2	89	gexf	5	2.5	0.5
8646	cut	cap	first	Small.500.6.5.89.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	343	0	0	0	0	[4.0, 2.0]	Small	500	6	5	89	gexf	4	2	0.5
