path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4
1609	R-MAT.1000.5.27.gexf	10	71	1	R-MAT	1000	5	27	gexf
1610	R-MAT.1000.5.27.gexf	50	60.4883720930233	9	R-MAT	1000	5	27	gexf
1611	R-MAT.1000.10.27.gexf	2	143	1	R-MAT	1000	10	27	gexf
1612	R-MAT.1000.10.27.gexf	3	143	1	R-MAT	1000	10	27	gexf
1613	R-MAT.1000.10.27.gexf	5	143	1	R-MAT	1000	10	27	gexf
1614	R-MAT.1000.10.27.gexf	10	143	1	R-MAT	1000	10	27	gexf
1615	R-MAT.1000.10.27.gexf	50	122.162790697674	10	R-MAT	1000	10	27	gexf
1616	R-MAT.1000.25.27.gexf	2	346	1	R-MAT	1000	25	27	gexf
1617	R-MAT.1000.25.27.gexf	3	346	1	R-MAT	1000	25	27	gexf
1618	R-MAT.1000.25.27.gexf	5	346	1	R-MAT	1000	25	27	gexf
1619	R-MAT.1000.25.27.gexf	10	346	1	R-MAT	1000	25	27	gexf
1620	R-MAT.1000.25.27.gexf	50	309.477272727273	8	R-MAT	1000	25	27	gexf
1621	R-MAT.50.5.28.gexf	2	15	1	R-MAT	50	5	28	gexf
1622	R-MAT.50.5.28.gexf	3	15	1	R-MAT	50	5	28	gexf
1623	R-MAT.50.5.28.gexf	5	15	1	R-MAT	50	5	28	gexf
1626	R-MAT.50.10.28.gexf	2	30	1	R-MAT	50	10	28	gexf
1627	R-MAT.50.10.28.gexf	3	30	1	R-MAT	50	10	28	gexf
1628	R-MAT.50.10.28.gexf	5	30	1	R-MAT	50	10	28	gexf
1629	R-MAT.50.10.28.gexf	10	26.7142857142857	5	R-MAT	50	10	28	gexf
1631	R-MAT.50.25.28.gexf	2	87	1	R-MAT	50	25	28	gexf
1632	R-MAT.50.25.28.gexf	3	87	1	R-MAT	50	25	28	gexf
1633	R-MAT.50.25.28.gexf	5	87	1	R-MAT	50	25	28	gexf
1634	R-MAT.50.25.28.gexf	10	78.2222222222222	3	R-MAT	50	25	28	gexf
1636	R-MAT.100.5.28.gexf	2	19	1	R-MAT	100	5	28	gexf
1637	R-MAT.100.5.28.gexf	3	19	1	R-MAT	100	5	28	gexf
1638	R-MAT.100.5.28.gexf	5	19	1	R-MAT	100	5	28	gexf
1639	R-MAT.100.5.28.gexf	10	18.3333333333333	3	R-MAT	100	5	28	gexf
1641	R-MAT.100.10.28.gexf	2	47	1	R-MAT	100	10	28	gexf
1642	R-MAT.100.10.28.gexf	3	47	1	R-MAT	100	10	28	gexf
1643	R-MAT.100.10.28.gexf	5	47	1	R-MAT	100	10	28	gexf
1644	R-MAT.100.10.28.gexf	10	45.1	2	R-MAT	100	10	28	gexf
1646	R-MAT.100.25.28.gexf	2	104	1	R-MAT	100	25	28	gexf
1647	R-MAT.100.25.28.gexf	3	104	1	R-MAT	100	25	28	gexf
1648	R-MAT.100.25.28.gexf	5	104	1	R-MAT	100	25	28	gexf
1649	R-MAT.100.25.28.gexf	10	97.625	4	R-MAT	100	25	28	gexf
1651	R-MAT.500.5.28.gexf	2	45	1	R-MAT	500	5	28	gexf
1652	R-MAT.500.5.28.gexf	3	45	1	R-MAT	500	5	28	gexf
1653	R-MAT.500.5.28.gexf	5	42	2	R-MAT	500	5	28	gexf
1654	R-MAT.500.5.28.gexf	10	33	4	R-MAT	500	5	28	gexf
1656	R-MAT.500.10.28.gexf	2	104	1	R-MAT	500	10	28	gexf
1657	R-MAT.500.10.28.gexf	3	104	1	R-MAT	500	10	28	gexf
1658	R-MAT.500.10.28.gexf	5	104	1	R-MAT	500	10	28	gexf
1659	R-MAT.500.10.28.gexf	10	97.9	2	R-MAT	500	10	28	gexf
1660	R-MAT.500.10.28.gexf	50	66	18	R-MAT	500	10	28	gexf
1661	R-MAT.500.25.28.gexf	2	272	1	R-MAT	500	25	28	gexf
1662	R-MAT.500.25.28.gexf	3	272	1	R-MAT	500	25	28	gexf
1663	R-MAT.500.25.28.gexf	5	272	1	R-MAT	500	25	28	gexf
1664	R-MAT.500.25.28.gexf	10	272	1	R-MAT	500	25	28	gexf
1665	R-MAT.500.25.28.gexf	50	220.170731707317	12	R-MAT	500	25	28	gexf
1666	R-MAT.1000.5.28.gexf	2	76	1	R-MAT	1000	5	28	gexf
1667	R-MAT.1000.5.28.gexf	3	76	1	R-MAT	1000	5	28	gexf
1668	R-MAT.1000.5.28.gexf	5	76	1	R-MAT	1000	5	28	gexf
1669	R-MAT.1000.5.28.gexf	10	76	1	R-MAT	1000	5	28	gexf
1670	R-MAT.1000.5.28.gexf	50	61.4615384615385	13	R-MAT	1000	5	28	gexf
1671	R-MAT.1000.10.28.gexf	2	121	1	R-MAT	1000	10	28	gexf
1672	R-MAT.1000.10.28.gexf	3	121	1	R-MAT	1000	10	28	gexf
1673	R-MAT.1000.10.28.gexf	5	121	1	R-MAT	1000	10	28	gexf
1674	R-MAT.1000.10.28.gexf	10	121	1	R-MAT	1000	10	28	gexf
1675	R-MAT.1000.10.28.gexf	50	104.428571428571	10	R-MAT	1000	10	28	gexf
1676	R-MAT.1000.25.28.gexf	2	362	1	R-MAT	1000	25	28	gexf
1677	R-MAT.1000.25.28.gexf	3	362	1	R-MAT	1000	25	28	gexf
1678	R-MAT.1000.25.28.gexf	5	362	1	R-MAT	1000	25	28	gexf
1679	R-MAT.1000.25.28.gexf	10	362	1	R-MAT	1000	25	28	gexf
1680	R-MAT.1000.25.28.gexf	50	325.266666666667	8	R-MAT	1000	25	28	gexf
1681	R-MAT.50.5.29.gexf	2	17	1	R-MAT	50	5	29	gexf
1682	R-MAT.50.5.29.gexf	3	17	1	R-MAT	50	5	29	gexf
1683	R-MAT.50.5.29.gexf	5	16.8	2	R-MAT	50	5	29	gexf
1684	R-MAT.50.5.29.gexf	10	12.8333333333333	7	R-MAT	50	5	29	gexf
1686	R-MAT.50.10.29.gexf	2	26	1	R-MAT	50	10	29	gexf
1687	R-MAT.50.10.29.gexf	3	25.3333333333333	2	R-MAT	50	10	29	gexf
1688	R-MAT.50.10.29.gexf	5	22.8	2	R-MAT	50	10	29	gexf
1689	R-MAT.50.10.29.gexf	10	17.6	7	R-MAT	50	10	29	gexf
1691	R-MAT.50.25.29.gexf	2	52	1	R-MAT	50	25	29	gexf
1692	R-MAT.50.25.29.gexf	3	52	1	R-MAT	50	25	29	gexf
1693	R-MAT.50.25.29.gexf	5	52	1	R-MAT	50	25	29	gexf
1694	R-MAT.50.25.29.gexf	10	47.6666666666667	3	R-MAT	50	25	29	gexf
1696	R-MAT.100.5.29.gexf	2	22	1	R-MAT	100	5	29	gexf
1697	R-MAT.100.5.29.gexf	3	22	1	R-MAT	100	5	29	gexf
1698	R-MAT.100.5.29.gexf	5	22	1	R-MAT	100	5	29	gexf
1699	R-MAT.100.5.29.gexf	10	18.3333333333333	6	R-MAT	100	5	29	gexf
1701	R-MAT.100.10.29.gexf	2	43	1	R-MAT	100	10	29	gexf
1702	R-MAT.100.10.29.gexf	3	43	1	R-MAT	100	10	29	gexf
1703	R-MAT.100.10.29.gexf	5	43	1	R-MAT	100	10	29	gexf
1704	R-MAT.100.10.29.gexf	10	40.7	2	R-MAT	100	10	29	gexf
1706	R-MAT.100.25.29.gexf	2	110	1	R-MAT	100	25	29	gexf
1707	R-MAT.100.25.29.gexf	3	110	1	R-MAT	100	25	29	gexf
1708	R-MAT.100.25.29.gexf	5	110	1	R-MAT	100	25	29	gexf
1709	R-MAT.100.25.29.gexf	10	110	1	R-MAT	100	25	29	gexf
1711	R-MAT.500.5.29.gexf	2	50	1	R-MAT	500	5	29	gexf
1712	R-MAT.500.5.29.gexf	3	50	1	R-MAT	500	5	29	gexf
1713	R-MAT.500.5.29.gexf	5	50	1	R-MAT	500	5	29	gexf
1714	R-MAT.500.5.29.gexf	10	47.6666666666667	3	R-MAT	500	5	29	gexf
1716	R-MAT.500.10.29.gexf	2	103	1	R-MAT	500	10	29	gexf
1717	R-MAT.500.10.29.gexf	3	103	1	R-MAT	500	10	29	gexf
1718	R-MAT.500.10.29.gexf	5	103	1	R-MAT	500	10	29	gexf
1719	R-MAT.500.10.29.gexf	10	102.3	3	R-MAT	500	10	29	gexf
1720	R-MAT.500.10.29.gexf	50	82.7027027027027	15	R-MAT	500	10	29	gexf
1721	R-MAT.500.25.29.gexf	2	256	1	R-MAT	500	25	29	gexf
1722	R-MAT.500.25.29.gexf	3	256	1	R-MAT	500	25	29	gexf
1723	R-MAT.500.25.29.gexf	5	256	1	R-MAT	500	25	29	gexf
1724	R-MAT.500.25.29.gexf	10	256	1	R-MAT	500	25	29	gexf
1725	R-MAT.500.25.29.gexf	50	208.744186046512	9	R-MAT	500	25	29	gexf
1726	R-MAT.1000.5.29.gexf	2	64	1	R-MAT	1000	5	29	gexf
1727	R-MAT.1000.5.29.gexf	3	64	1	R-MAT	1000	5	29	gexf
1728	R-MAT.1000.5.29.gexf	5	64	1	R-MAT	1000	5	29	gexf
1729	R-MAT.1000.5.29.gexf	10	64	1	R-MAT	1000	5	29	gexf
1731	R-MAT.1000.10.29.gexf	2	155	1	R-MAT	1000	10	29	gexf
1732	R-MAT.1000.10.29.gexf	3	155	1	R-MAT	1000	10	29	gexf
1733	R-MAT.1000.10.29.gexf	5	155	1	R-MAT	1000	10	29	gexf
1734	R-MAT.1000.10.29.gexf	10	155	1	R-MAT	1000	10	29	gexf
1735	R-MAT.1000.10.29.gexf	50	132.357142857143	10	R-MAT	1000	10	29	gexf
1736	R-MAT.1000.25.29.gexf	2	385	1	R-MAT	1000	25	29	gexf
1737	R-MAT.1000.25.29.gexf	3	385	1	R-MAT	1000	25	29	gexf
1738	R-MAT.1000.25.29.gexf	5	385	1	R-MAT	1000	25	29	gexf
1739	R-MAT.1000.25.29.gexf	10	385	1	R-MAT	1000	25	29	gexf
1740	R-MAT.1000.25.29.gexf	50	347.933333333333	7	R-MAT	1000	25	29	gexf
1741	R-MAT.50.5.30.gexf	2	12	1	R-MAT	50	5	30	gexf
1742	R-MAT.50.5.30.gexf	3	12	1	R-MAT	50	5	30	gexf
1743	R-MAT.50.5.30.gexf	5	12	1	R-MAT	50	5	30	gexf
1746	R-MAT.50.10.30.gexf	2	25	1	R-MAT	50	10	30	gexf
1747	R-MAT.50.10.30.gexf	3	25	1	R-MAT	50	10	30	gexf
1748	R-MAT.50.10.30.gexf	5	25	1	R-MAT	50	10	30	gexf
1749	R-MAT.50.10.30.gexf	10	20.1666666666667	6	R-MAT	50	10	30	gexf
1751	R-MAT.50.25.30.gexf	2	55	1	R-MAT	50	25	30	gexf
1752	R-MAT.50.25.30.gexf	3	55	1	R-MAT	50	25	30	gexf
1753	R-MAT.50.25.30.gexf	5	55	1	R-MAT	50	25	30	gexf
1754	R-MAT.50.25.30.gexf	10	46.75	4	R-MAT	50	25	30	gexf
1756	R-MAT.100.5.30.gexf	2	15	1	R-MAT	100	5	30	gexf
1757	R-MAT.100.5.30.gexf	3	15	1	R-MAT	100	5	30	gexf
1758	R-MAT.100.5.30.gexf	5	15	1	R-MAT	100	5	30	gexf
1759	R-MAT.100.5.30.gexf	10	12.375	4	R-MAT	100	5	30	gexf
1761	R-MAT.100.10.30.gexf	2	38	1	R-MAT	100	10	30	gexf
1762	R-MAT.100.10.30.gexf	3	38	1	R-MAT	100	10	30	gexf
1763	R-MAT.100.10.30.gexf	5	38	1	R-MAT	100	10	30	gexf
1764	R-MAT.100.10.30.gexf	10	36.6666666666667	3	R-MAT	100	10	30	gexf
1766	R-MAT.100.25.30.gexf	2	131	1	R-MAT	100	25	30	gexf
1767	R-MAT.100.25.30.gexf	3	131	1	R-MAT	100	25	30	gexf
1768	R-MAT.100.25.30.gexf	5	131	1	R-MAT	100	25	30	gexf
1769	R-MAT.100.25.30.gexf	10	126.5	2	R-MAT	100	25	30	gexf
1771	R-MAT.500.5.30.gexf	2	38	1	R-MAT	500	5	30	gexf
1772	R-MAT.500.5.30.gexf	3	38	1	R-MAT	500	5	30	gexf
1773	R-MAT.500.5.30.gexf	5	38	1	R-MAT	500	5	30	gexf
1774	R-MAT.500.5.30.gexf	10	35.4444444444444	3	R-MAT	500	5	30	gexf
1776	R-MAT.500.10.30.gexf	2	115	1	R-MAT	500	10	30	gexf
1777	R-MAT.500.10.30.gexf	3	115	1	R-MAT	500	10	30	gexf
1778	R-MAT.500.10.30.gexf	5	115	1	R-MAT	500	10	30	gexf
1779	R-MAT.500.10.30.gexf	10	115	1	R-MAT	500	10	30	gexf
1780	R-MAT.500.10.30.gexf	50	103.186046511628	10	R-MAT	500	10	30	gexf
1781	R-MAT.500.25.30.gexf	2	251	1	R-MAT	500	25	30	gexf
1782	R-MAT.500.25.30.gexf	3	251	1	R-MAT	500	25	30	gexf
1783	R-MAT.500.25.30.gexf	5	251	1	R-MAT	500	25	30	gexf
1784	R-MAT.500.25.30.gexf	10	251	1	R-MAT	500	25	30	gexf
1785	R-MAT.500.25.30.gexf	50	216.142857142857	10	R-MAT	500	25	30	gexf
1786	R-MAT.1000.5.30.gexf	2	68	1	R-MAT	1000	5	30	gexf
1787	R-MAT.1000.5.30.gexf	3	68	1	R-MAT	1000	5	30	gexf
1788	R-MAT.1000.5.30.gexf	5	68	1	R-MAT	1000	5	30	gexf
1789	R-MAT.1000.5.30.gexf	10	67.1	3	R-MAT	1000	5	30	gexf
1790	R-MAT.1000.5.30.gexf	50	54.4772727272727	8	R-MAT	1000	5	30	gexf
1791	R-MAT.1000.10.30.gexf	2	165	1	R-MAT	1000	10	30	gexf
1792	R-MAT.1000.10.30.gexf	3	165	1	R-MAT	1000	10	30	gexf
1793	R-MAT.1000.10.30.gexf	5	165	1	R-MAT	1000	10	30	gexf
1794	R-MAT.1000.10.30.gexf	10	165	1	R-MAT	1000	10	30	gexf
1795	R-MAT.1000.10.30.gexf	50	141.525	12	R-MAT	1000	10	30	gexf
1796	R-MAT.1000.25.30.gexf	2	344	1	R-MAT	1000	25	30	gexf
1797	R-MAT.1000.25.30.gexf	3	344	1	R-MAT	1000	25	30	gexf
1798	R-MAT.1000.25.30.gexf	5	344	1	R-MAT	1000	25	30	gexf
1799	R-MAT.1000.25.30.gexf	10	344	1	R-MAT	1000	25	30	gexf
1800	R-MAT.1000.25.30.gexf	50	301.255813953488	10	R-MAT	1000	25	30	gexf
1801	R-MAT.50.5.31.gexf	2	13	1	R-MAT	50	5	31	gexf
1802	R-MAT.50.5.31.gexf	3	13	1	R-MAT	50	5	31	gexf
1803	R-MAT.50.5.31.gexf	5	13	1	R-MAT	50	5	31	gexf
1806	R-MAT.50.10.31.gexf	2	23	1	R-MAT	50	10	31	gexf
1807	R-MAT.50.10.31.gexf	3	23	1	R-MAT	50	10	31	gexf
1808	R-MAT.50.10.31.gexf	5	21.6	2	R-MAT	50	10	31	gexf
1809	R-MAT.50.10.31.gexf	10	15.4	7	R-MAT	50	10	31	gexf
1811	R-MAT.50.25.31.gexf	2	67	1	R-MAT	50	25	31	gexf
1812	R-MAT.50.25.31.gexf	3	67	1	R-MAT	50	25	31	gexf
1813	R-MAT.50.25.31.gexf	5	67	1	R-MAT	50	25	31	gexf
1814	R-MAT.50.25.31.gexf	10	61.875	4	R-MAT	50	25	31	gexf
1816	R-MAT.100.5.31.gexf	2	16	1	R-MAT	100	5	31	gexf
1817	R-MAT.100.5.31.gexf	3	16	1	R-MAT	100	5	31	gexf
1818	R-MAT.100.5.31.gexf	5	16	1	R-MAT	100	5	31	gexf
1819	R-MAT.100.5.31.gexf	10	12.5714285714286	6	R-MAT	100	5	31	gexf
1821	R-MAT.100.10.31.gexf	2	39	1	R-MAT	100	10	31	gexf
1822	R-MAT.100.10.31.gexf	3	39	1	R-MAT	100	10	31	gexf
1823	R-MAT.100.10.31.gexf	5	39	1	R-MAT	100	10	31	gexf
1824	R-MAT.100.10.31.gexf	10	34.375	4	R-MAT	100	10	31	gexf
1826	R-MAT.100.25.31.gexf	2	117	1	R-MAT	100	25	31	gexf
1827	R-MAT.100.25.31.gexf	3	117	1	R-MAT	100	25	31	gexf
1828	R-MAT.100.25.31.gexf	5	117	1	R-MAT	100	25	31	gexf
1829	R-MAT.100.25.31.gexf	10	113.3	3	R-MAT	100	25	31	gexf
1831	R-MAT.500.5.31.gexf	2	45	1	R-MAT	500	5	31	gexf
1832	R-MAT.500.5.31.gexf	3	45	1	R-MAT	500	5	31	gexf
1833	R-MAT.500.5.31.gexf	5	45	1	R-MAT	500	5	31	gexf
1834	R-MAT.500.5.31.gexf	10	44	2	R-MAT	500	5	31	gexf
1836	R-MAT.500.10.31.gexf	2	107	1	R-MAT	500	10	31	gexf
1837	R-MAT.500.10.31.gexf	3	107	1	R-MAT	500	10	31	gexf
1838	R-MAT.500.10.31.gexf	5	107	1	R-MAT	500	10	31	gexf
1839	R-MAT.500.10.31.gexf	10	107	1	R-MAT	500	10	31	gexf
1840	R-MAT.500.10.31.gexf	50	71.0909090909091	20	R-MAT	500	10	31	gexf
1841	R-MAT.500.25.31.gexf	2	237	1	R-MAT	500	25	31	gexf
1842	R-MAT.500.25.31.gexf	3	237	1	R-MAT	500	25	31	gexf
1843	R-MAT.500.25.31.gexf	5	237	1	R-MAT	500	25	31	gexf
1844	R-MAT.500.25.31.gexf	10	237	1	R-MAT	500	25	31	gexf
1845	R-MAT.500.25.31.gexf	50	198.06976744186	10	R-MAT	500	25	31	gexf
1846	R-MAT.1000.5.31.gexf	2	66	1	R-MAT	1000	5	31	gexf
1847	R-MAT.1000.5.31.gexf	3	66	1	R-MAT	1000	5	31	gexf
1848	R-MAT.1000.5.31.gexf	5	66	1	R-MAT	1000	5	31	gexf
1849	R-MAT.1000.5.31.gexf	10	66	1	R-MAT	1000	5	31	gexf
1850	R-MAT.1000.5.31.gexf	50	55.8571428571429	10	R-MAT	1000	5	31	gexf
1851	R-MAT.1000.10.31.gexf	2	133	1	R-MAT	1000	10	31	gexf
1852	R-MAT.1000.10.31.gexf	3	133	1	R-MAT	1000	10	31	gexf
1853	R-MAT.1000.10.31.gexf	5	133	1	R-MAT	1000	10	31	gexf
1854	R-MAT.1000.10.31.gexf	10	133	1	R-MAT	1000	10	31	gexf
1855	R-MAT.1000.10.31.gexf	50	120.847826086957	7	R-MAT	1000	10	31	gexf
1856	R-MAT.1000.25.31.gexf	2	394	1	R-MAT	1000	25	31	gexf
1857	R-MAT.1000.25.31.gexf	3	394	1	R-MAT	1000	25	31	gexf
1858	R-MAT.1000.25.31.gexf	5	394	1	R-MAT	1000	25	31	gexf
1859	R-MAT.1000.25.31.gexf	10	394	1	R-MAT	1000	25	31	gexf
1860	R-MAT.1000.25.31.gexf	50	345.666666666667	8	R-MAT	1000	25	31	gexf
1861	R-MAT.50.5.32.gexf	2	7.5	2	R-MAT	50	5	32	gexf
1862	R-MAT.50.5.32.gexf	3	6.66666666666667	2	R-MAT	50	5	32	gexf
1863	R-MAT.50.5.32.gexf	5	6	2	R-MAT	50	5	32	gexf
1866	R-MAT.50.10.32.gexf	2	29	1	R-MAT	50	10	32	gexf
1867	R-MAT.50.10.32.gexf	3	29	1	R-MAT	50	10	32	gexf
1868	R-MAT.50.10.32.gexf	5	29	1	R-MAT	50	10	32	gexf
1869	R-MAT.50.10.32.gexf	10	26.125	4	R-MAT	50	10	32	gexf
1871	R-MAT.50.25.32.gexf	2	68	1	R-MAT	50	25	32	gexf
1872	R-MAT.50.25.32.gexf	3	68	1	R-MAT	50	25	32	gexf
1873	R-MAT.50.25.32.gexf	5	68	1	R-MAT	50	25	32	gexf
1874	R-MAT.50.25.32.gexf	10	62.3333333333333	3	R-MAT	50	25	32	gexf
1876	R-MAT.100.5.32.gexf	2	22	1	R-MAT	100	5	32	gexf
1877	R-MAT.100.5.32.gexf	3	22	1	R-MAT	100	5	32	gexf
1878	R-MAT.100.5.32.gexf	5	22	1	R-MAT	100	5	32	gexf
1879	R-MAT.100.5.32.gexf	10	22	1	R-MAT	100	5	32	gexf
1881	R-MAT.100.10.32.gexf	2	36	1	R-MAT	100	10	32	gexf
1882	R-MAT.100.10.32.gexf	3	36	1	R-MAT	100	10	32	gexf
1883	R-MAT.100.10.32.gexf	5	36	1	R-MAT	100	10	32	gexf
1884	R-MAT.100.10.32.gexf	10	36	1	R-MAT	100	10	32	gexf
1886	R-MAT.100.25.32.gexf	2	83	1	R-MAT	100	25	32	gexf
1887	R-MAT.100.25.32.gexf	3	83	1	R-MAT	100	25	32	gexf
1888	R-MAT.100.25.32.gexf	5	83	1	R-MAT	100	25	32	gexf
1889	R-MAT.100.25.32.gexf	10	78.2222222222222	3	R-MAT	100	25	32	gexf
1891	R-MAT.500.5.32.gexf	2	48	1	R-MAT	500	5	32	gexf
1892	R-MAT.500.5.32.gexf	3	48	1	R-MAT	500	5	32	gexf
1893	R-MAT.500.5.32.gexf	5	48	1	R-MAT	500	5	32	gexf
1894	R-MAT.500.5.32.gexf	10	44	2	R-MAT	500	5	32	gexf
1896	R-MAT.500.10.32.gexf	2	119	1	R-MAT	500	10	32	gexf
1897	R-MAT.500.10.32.gexf	3	119	1	R-MAT	500	10	32	gexf
1898	R-MAT.500.10.32.gexf	5	119	1	R-MAT	500	10	32	gexf
1899	R-MAT.500.10.32.gexf	10	117.333333333333	4	R-MAT	500	10	32	gexf
1900	R-MAT.500.10.32.gexf	50	71.71875	20	R-MAT	500	10	32	gexf
1901	R-MAT.500.25.32.gexf	2	252	1	R-MAT	500	25	32	gexf
1902	R-MAT.500.25.32.gexf	3	252	1	R-MAT	500	25	32	gexf
1903	R-MAT.500.25.32.gexf	5	252	1	R-MAT	500	25	32	gexf
1904	R-MAT.500.25.32.gexf	10	252	1	R-MAT	500	25	32	gexf
1905	R-MAT.500.25.32.gexf	50	189.975	12	R-MAT	500	25	32	gexf
1906	R-MAT.1000.5.32.gexf	2	84	1	R-MAT	1000	5	32	gexf
1907	R-MAT.1000.5.32.gexf	3	84	1	R-MAT	1000	5	32	gexf
1908	R-MAT.1000.5.32.gexf	5	84	1	R-MAT	1000	5	32	gexf
1909	R-MAT.1000.5.32.gexf	10	84	1	R-MAT	1000	5	32	gexf
1910	R-MAT.1000.5.32.gexf	50	69.5454545454545	9	R-MAT	1000	5	32	gexf
1911	R-MAT.1000.10.32.gexf	2	143	1	R-MAT	1000	10	32	gexf
1912	R-MAT.1000.10.32.gexf	3	143	1	R-MAT	1000	10	32	gexf
1913	R-MAT.1000.10.32.gexf	5	143	1	R-MAT	1000	10	32	gexf
1914	R-MAT.1000.10.32.gexf	10	143	1	R-MAT	1000	10	32	gexf
1915	R-MAT.1000.10.32.gexf	50	124.53488372093	10	R-MAT	1000	10	32	gexf
1916	R-MAT.1000.25.32.gexf	2	366	1	R-MAT	1000	25	32	gexf
1917	R-MAT.1000.25.32.gexf	3	366	1	R-MAT	1000	25	32	gexf
1918	R-MAT.1000.25.32.gexf	5	366	1	R-MAT	1000	25	32	gexf
1919	R-MAT.1000.25.32.gexf	10	366	1	R-MAT	1000	25	32	gexf
1920	R-MAT.1000.25.32.gexf	50	319.6	7	R-MAT	1000	25	32	gexf
1921	R-MAT.50.5.33.gexf	2	13.5	2	R-MAT	50	5	33	gexf
1922	R-MAT.50.5.33.gexf	3	12	2	R-MAT	50	5	33	gexf
1923	R-MAT.50.5.33.gexf	5	10.8	2	R-MAT	50	5	33	gexf
1926	R-MAT.50.10.33.gexf	2	24	1	R-MAT	50	10	33	gexf
1927	R-MAT.50.10.33.gexf	3	24	1	R-MAT	50	10	33	gexf
1928	R-MAT.50.10.33.gexf	5	22.8	2	R-MAT	50	10	33	gexf
1929	R-MAT.50.10.33.gexf	10	16.5	6	R-MAT	50	10	33	gexf
1931	R-MAT.50.25.33.gexf	2	81	1	R-MAT	50	25	33	gexf
1932	R-MAT.50.25.33.gexf	3	81	1	R-MAT	50	25	33	gexf
1933	R-MAT.50.25.33.gexf	5	81	1	R-MAT	50	25	33	gexf
1934	R-MAT.50.25.33.gexf	10	68.75	4	R-MAT	50	25	33	gexf
1936	R-MAT.100.5.33.gexf	2	20	1	R-MAT	100	5	33	gexf
1937	R-MAT.100.5.33.gexf	3	20	1	R-MAT	100	5	33	gexf
1938	R-MAT.100.5.33.gexf	5	20	1	R-MAT	100	5	33	gexf
1939	R-MAT.100.5.33.gexf	10	16.5	5	R-MAT	100	5	33	gexf
1941	R-MAT.100.10.33.gexf	2	40	1	R-MAT	100	10	33	gexf
1942	R-MAT.100.10.33.gexf	3	40	1	R-MAT	100	10	33	gexf
1943	R-MAT.100.10.33.gexf	5	40	1	R-MAT	100	10	33	gexf
1944	R-MAT.100.10.33.gexf	10	39.6	2	R-MAT	100	10	33	gexf
1946	R-MAT.100.25.33.gexf	2	98	1	R-MAT	100	25	33	gexf
1947	R-MAT.100.25.33.gexf	3	98	1	R-MAT	100	25	33	gexf
1948	R-MAT.100.25.33.gexf	5	98	1	R-MAT	100	25	33	gexf
1949	R-MAT.100.25.33.gexf	10	94.6	2	R-MAT	100	25	33	gexf
1951	R-MAT.500.5.33.gexf	2	64	1	R-MAT	500	5	33	gexf
1952	R-MAT.500.5.33.gexf	3	64	1	R-MAT	500	5	33	gexf
1953	R-MAT.500.5.33.gexf	5	64	1	R-MAT	500	5	33	gexf
1954	R-MAT.500.5.33.gexf	10	62.7	2	R-MAT	500	5	33	gexf
1956	R-MAT.500.10.33.gexf	2	121	1	R-MAT	500	10	33	gexf
1957	R-MAT.500.10.33.gexf	3	121	1	R-MAT	500	10	33	gexf
1958	R-MAT.500.10.33.gexf	5	121	1	R-MAT	500	10	33	gexf
1959	R-MAT.500.10.33.gexf	10	119.777777777778	4	R-MAT	500	10	33	gexf
1960	R-MAT.500.10.33.gexf	50	83.9032258064516	21	R-MAT	500	10	33	gexf
1961	R-MAT.500.25.33.gexf	2	278	1	R-MAT	500	25	33	gexf
1962	R-MAT.500.25.33.gexf	3	278	1	R-MAT	500	25	33	gexf
1963	R-MAT.500.25.33.gexf	5	278	1	R-MAT	500	25	33	gexf
1964	R-MAT.500.25.33.gexf	10	278	1	R-MAT	500	25	33	gexf
1965	R-MAT.500.25.33.gexf	50	239.214285714286	10	R-MAT	500	25	33	gexf
1966	R-MAT.1000.5.33.gexf	2	83	1	R-MAT	1000	5	33	gexf
1967	R-MAT.1000.5.33.gexf	3	83	1	R-MAT	1000	5	33	gexf
1968	R-MAT.1000.5.33.gexf	5	83	1	R-MAT	1000	5	33	gexf
1969	R-MAT.1000.5.33.gexf	10	83	1	R-MAT	1000	5	33	gexf
1970	R-MAT.1000.5.33.gexf	50	68.4146341463415	11	R-MAT	1000	5	33	gexf
1971	R-MAT.1000.10.33.gexf	2	149	1	R-MAT	1000	10	33	gexf
1972	R-MAT.1000.10.33.gexf	3	149	1	R-MAT	1000	10	33	gexf
1973	R-MAT.1000.10.33.gexf	5	149	1	R-MAT	1000	10	33	gexf
1974	R-MAT.1000.10.33.gexf	10	149	1	R-MAT	1000	10	33	gexf
1975	R-MAT.1000.10.33.gexf	50	133.384615384615	14	R-MAT	1000	10	33	gexf
1976	R-MAT.1000.25.33.gexf	2	389	1	R-MAT	1000	25	33	gexf
1977	R-MAT.1000.25.33.gexf	3	389	1	R-MAT	1000	25	33	gexf
1978	R-MAT.1000.25.33.gexf	5	389	1	R-MAT	1000	25	33	gexf
1979	R-MAT.1000.25.33.gexf	10	389	2	R-MAT	1000	25	33	gexf
1980	R-MAT.1000.25.33.gexf	50	360.1875	4	R-MAT	1000	25	33	gexf
1981	R-MAT.50.5.34.gexf	2	14	1	R-MAT	50	5	34	gexf
1982	R-MAT.50.5.34.gexf	3	13.3333333333333	2	R-MAT	50	5	34	gexf
1983	R-MAT.50.5.34.gexf	5	12	2	R-MAT	50	5	34	gexf
1986	R-MAT.50.10.34.gexf	2	23	1	R-MAT	50	10	34	gexf
