path,k,max multirute flow,iterations,k:0,k:1,k:2,k:3,k:4,k:5
Rand.Uni.1000.10.71.gexf,10,3.1615897197048985,10,Rand,Uni,1000,10,71,gexf
Rand.Uni.1000.10.71.gexf,50,F,F,Rand,Uni,1000,10,71,gexf
Rand.Uni.1000.25.71.gexf,2,22.649143639700743,1,Rand,Uni,1000,25,71,gexf
Rand.Uni.1000.25.71.gexf,3,22.649143639700743,1,Rand,Uni,1000,25,71,gexf
Rand.Uni.1000.25.71.gexf,5,22.649143639700743,1,Rand,Uni,1000,25,71,gexf
Rand.Uni.1000.25.71.gexf,10,22.649143639700743,1,Rand,Uni,1000,25,71,gexf
Rand.Uni.1000.25.71.gexf,50,F,F,Rand,Uni,1000,25,71,gexf
Rand.Uni.50.5.72.gexf,2,3.723324387455503,1,Rand,Uni,50,5,72,gexf
Rand.Uni.50.5.72.gexf,3,3.723324387455503,1,Rand,Uni,50,5,72,gexf
Rand.Uni.50.5.72.gexf,5,1.844206787583539,6,Rand,Uni,50,5,72,gexf
Rand.Uni.50.5.72.gexf,10,F,F,Rand,Uni,50,5,72,gexf
Rand.Uni.50.5.72.gexf,50,F,F,Rand,Uni,50,5,72,gexf
Rand.Uni.50.10.72.gexf,2,5.169679935240599,1,Rand,Uni,50,10,72,gexf
Rand.Uni.50.10.72.gexf,3,5.169679935240599,1,Rand,Uni,50,10,72,gexf
Rand.Uni.50.10.72.gexf,5,5.1696799352406,1,Rand,Uni,50,10,72,gexf
Rand.Uni.50.10.72.gexf,10,2.2023952669294036,11,Rand,Uni,50,10,72,gexf
Rand.Uni.50.10.72.gexf,50,F,F,Rand,Uni,50,10,72,gexf
Rand.Uni.50.25.72.gexf,2,18.81245958050352,1,Rand,Uni,50,25,72,gexf
Rand.Uni.50.25.72.gexf,3,18.81245958050352,1,Rand,Uni,50,25,72,gexf
Rand.Uni.50.25.72.gexf,5,18.81245958050352,1,Rand,Uni,50,25,72,gexf
Rand.Uni.50.25.72.gexf,10,18.81245958050352,1,Rand,Uni,50,25,72,gexf
Rand.Uni.50.25.72.gexf,50,F,F,Rand,Uni,50,25,72,gexf
Rand.Uni.100.5.72.gexf,2,3.967439884713802,1,Rand,Uni,100,5,72,gexf
Rand.Uni.100.5.72.gexf,3,3.967439884713802,1,Rand,Uni,100,5,72,gexf
Rand.Uni.100.5.72.gexf,5,3.290530623578465,4,Rand,Uni,100,5,72,gexf
Rand.Uni.100.5.72.gexf,10,F,F,Rand,Uni,100,5,72,gexf
Rand.Uni.100.5.72.gexf,50,F,F,Rand,Uni,100,5,72,gexf
Rand.Uni.100.10.72.gexf,2,9.671141983592562,1,Rand,Uni,100,10,72,gexf
Rand.Uni.100.10.72.gexf,3,9.671141983592562,1,Rand,Uni,100,10,72,gexf
Rand.Uni.100.10.72.gexf,5,9.671141983592562,1,Rand,Uni,100,10,72,gexf
Rand.Uni.100.10.72.gexf,10,9.671141983592562,1,Rand,Uni,100,10,72,gexf
Rand.Uni.100.10.72.gexf,50,F,F,Rand,Uni,100,10,72,gexf
Rand.Uni.100.25.72.gexf,2,20.525605772441246,1,Rand,Uni,100,25,72,gexf
Rand.Uni.100.25.72.gexf,3,20.525605772441246,1,Rand,Uni,100,25,72,gexf
Rand.Uni.100.25.72.gexf,5,20.525605772441246,1,Rand,Uni,100,25,72,gexf
Rand.Uni.100.25.72.gexf,10,20.525605772441246,1,Rand,Uni,100,25,72,gexf
Rand.Uni.100.25.72.gexf,50,F,F,Rand,Uni,100,25,72,gexf
Rand.Uni.500.5.72.gexf,2,7.419415452084597,1,Rand,Uni,500,5,72,gexf
Rand.Uni.500.5.72.gexf,3,7.419415452084597,1,Rand,Uni,500,5,72,gexf
Rand.Uni.500.5.72.gexf,5,7.419415452084597,1,Rand,Uni,500,5,72,gexf
Rand.Uni.500.5.72.gexf,10,5.818173728386093,8,Rand,Uni,500,5,72,gexf
Rand.Uni.500.5.72.gexf,50,F,F,Rand,Uni,500,5,72,gexf
Rand.Uni.500.10.72.gexf,2,6.54574692367832,1,Rand,Uni,500,10,72,gexf
Rand.Uni.500.10.72.gexf,3,6.54574692367832,1,Rand,Uni,500,10,72,gexf
Rand.Uni.500.10.72.gexf,5,6.54574692367832,1,Rand,Uni,500,10,72,gexf
Rand.Uni.500.10.72.gexf,10,3.684850280916579,11,Rand,Uni,500,10,72,gexf
Rand.Uni.500.10.72.gexf,50,F,F,Rand,Uni,500,10,72,gexf
Rand.Uni.500.25.72.gexf,2,21.543680929788614,1,Rand,Uni,500,25,72,gexf
Rand.Uni.500.25.72.gexf,3,21.543680929788614,1,Rand,Uni,500,25,72,gexf
Rand.Uni.500.25.72.gexf,5,21.543680929788614,1,Rand,Uni,500,25,72,gexf
Rand.Uni.500.25.72.gexf,10,21.543680929788614,1,Rand,Uni,500,25,72,gexf
Rand.Uni.500.25.72.gexf,50,F,F,Rand,Uni,500,25,72,gexf
Rand.Uni.1000.5.72.gexf,2,4.706893147453221,1,Rand,Uni,1000,5,72,gexf
Rand.Uni.1000.5.72.gexf,3,4.706893147453221,1,Rand,Uni,1000,5,72,gexf
Rand.Uni.1000.5.72.gexf,5,4.142836281189524,6,Rand,Uni,1000,5,72,gexf
Rand.Uni.1000.5.72.gexf,10,F,F,Rand,Uni,1000,5,72,gexf
Rand.Uni.1000.5.72.gexf,50,F,F,Rand,Uni,1000,5,72,gexf
Rand.Uni.1000.10.72.gexf,2,10.533319579192469,1,Rand,Uni,1000,10,72,gexf
Rand.Uni.1000.10.72.gexf,3,10.533319579192469,1,Rand,Uni,1000,10,72,gexf
Rand.Uni.1000.10.72.gexf,5,10.533319579192469,1,Rand,Uni,1000,10,72,gexf
