construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5	mem	constant	best
132	cut	cap	first	Rand.Uni.50.25.9.gexf	50	1250	3	2	[36, 36, 36, 36]	19.1342182563801	16.2277176645927	16.22771766459269	inf	308	0	0	0	0	[19.13421825638006, 16.22771766459269]	Rand	Uni	50	25	9	gexf	19.1342182563801	1.17910717032803	0.5
133	cut	cap	first	Rand.Uni.50.25.9.gexf	50	1250	5	3	[36, 36, 36, 36]	19.1342182563801	14.4669380630616	14.466938063061615	inf	310	0	0	0	0	[19.13421825638006, 14.466938063061615]	Rand	Uni	50	25	9	gexf	19.1342182563801	1.32261700250417	0.5
134	cut	cap	first	Rand.Uni.50.25.9.gexf	50	1250	10	4	[36, 36, 36, 36]	19.1342182563801	10.5947478946803	10.594747894680347	inf	318	0	0	0	0	[19.13421825638006, 10.594747894680347]	Rand	Uni	50	25	9	gexf	19.1342182563801	1.80600977452115	0.5
136	cut	cap	first	Rand.Uni.50.5.10.gexf	50	250	2	1	[10, 10, 10, 10]	6.58735189391711	5.05068686996042	5.0506868699604235	inf	990	0	0	0	0	[6.587351893917109, 5.0506868699604235]	Rand	Uni	50	5	10	gexf	6.58735189391711	1.30424872171272	0.5
137	cut	cap	first	Rand.Uni.50.5.10.gexf	50	250	3	2	[10, 10, 10, 10]	6.58735189391711	4.37842641999581	4.3784264199958125	inf	1262	0	0	0	0	[6.587351893917109, 4.3784264199958125]	Rand	Uni	50	5	10	gexf	6.58735189391711	1.50450213433606	0
138	cut	cap	first	Rand.Uni.50.5.10.gexf	50	250	5	3	[10, 10, 10, 10]	6.58735189391711	3.08344121297806	3.083441212978064	inf	1535	0	0	0	0	[6.587351893917109, 3.083441212978064]	Rand	Uni	50	5	10	gexf	6.58735189391711	2.13636370500311	0
141	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	2	1	[18, 18, 18, 18]	9.59266561397791	7.64246121948715	7.642461219487153	inf	666	0	0	0	0	[9.59266561397791, 7.642461219487153]	Rand	Uni	50	10	10	gexf	9.59266561397791	1.25518014923229	0.5
142	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	3	2	[18, 18, 18, 18]	9.59266561397791	6.77673338022847	6.776733380228469	inf	1714	0	0	0	0	[9.59266561397791, 6.776733380228469]	Rand	Uni	50	10	10	gexf	9.59266561397791	1.41552944106745	0.5
143	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	5	3	[18, 18, 18, 18]	9.59266561397791	5.09895146279357	5.09895146279357	inf	685	0	0	0	0	[9.59266561397791, 5.09895146279357]	Rand	Uni	50	10	10	gexf	9.59266561397791	1.88130161347376	0.5
144	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	10	4	[18, 18, 18, 18]	9.59266561397791	2.34122387503983	2.341223875039829	inf	1274	0	0	0	0	[9.59266561397791, 2.341223875039829]	Rand	Uni	50	10	10	gexf	9.31800839781415	3.97997325123623	0
146	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	2	1	[34, 34, 34, 34]	15.4429522248015	13.454285836186	13.454285836186031	inf	259	0	0	0	0	[15.442952224801527, 13.454285836186031]	Rand	Uni	50	25	10	gexf	15.4429522248015	1.14780913775942	0.5
147	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	3	2	[34, 34, 34, 34]	15.4429522248015	12.4812721017541	12.481272101754081	inf	310	0	0	0	0	[15.442952224801527, 12.481272101754081]	Rand	Uni	50	25	10	gexf	15.4429522248015	1.23728992516966	0.5
148	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	5	3	[34, 34, 34, 34]	15.4429522248015	10.5472020338595	10.547202033859477	inf	887	0	0	0	0	[15.442952224801527, 10.547202033859477]	Rand	Uni	50	25	10	gexf	15.4429522248015	1.46417525474769	0
149	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	10	4	[34, 34, 34, 34]	15.4429522248015	6.46613889091943	6.466138890919426	inf	331	0	0	0	0	[15.442952224801527, 6.466138890919426]	Rand	Uni	50	25	10	gexf	15.4429522248015	2.38828031462307	0.5
151	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	2	1	[9, 9, 9, 9]	5.21393015981015	3.29714627901766	3.2971462790176593	inf	1313	0	0	0	0	[5.2139301598101495, 3.2971462790176593]	Rand	Uni	50	5	11	gexf	5.21393015981015	1.58134632757743	0.5
152	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	3	2	[9, 9, 9, 9]	5.21393015981015	2.47116417071644	2.4711641707164436	inf	1160	0	0	0	0	[5.2139301598101495, 2.4711641707164436]	Rand	Uni	50	5	11	gexf	5.21393015981015	2.10990844784647	0
153	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	5	3	[9, 9, 9, 9]	5.21393015981015	1.21259709850603	1.2125970985060317	inf	1245	0	0	0	0	[5.2139301598101495, 1.2125970985060317]	Rand	Uni	50	5	11	gexf	4.94232834143289	4.07582068893455	0.5
156	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	2	1	[17, 17, 17, 17]	8.91033252615066	7.07552602936505	7.075526029365051	inf	365	0	0	0	0	[8.910332526150665, 7.075526029365051]	Rand	Uni	50	10	11	gexf	8.91033252615066	1.25931732696209	0.5
157	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	3	2	[17, 17, 17, 17]	8.91033252615066	6.25990774913974	6.259907749139735	inf	908	0	0	0	0	[8.910332526150665, 6.259907749139735]	Rand	Uni	50	10	11	gexf	8.91033252615066	1.42339677887029	0.5
158	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	5	3	[17, 17, 17, 17]	8.91033252615066	4.72708274942571	4.727082749425709	inf	718	0	0	0	0	[8.910332526150665, 4.727082749425709]	Rand	Uni	50	10	11	gexf	8.91033252615066	1.8849537861873	0.5
159	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	10	4	[17, 17, 17, 17]	8.91033252615066	1.55162101758094	1.5516210175809393	inf	2265	0	0	0	0	[8.910332526150665, 1.5516210175809393]	Rand	Uni	50	10	11	gexf	8.60737315506714	5.54734246155449	0.5
161	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	2	1	[34, 34, 34, 34]	15.9632357686729	14.0549745967296	14.054974596729648	inf	258	0	0	0	0	[15.963235768672936, 14.054974596729648]	Rand	Uni	50	25	11	gexf	15.9632357686729	1.1357712288137	0.5
162	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	3	2	[34, 34, 34, 34]	15.9632357686729	13.1357578903078	13.13575789030779	inf	192	0	0	0	0	[15.963235768672936, 13.13575789030779]	Rand	Uni	50	25	11	gexf	15.9632357686729	1.21525045619571	0.5
163	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	5	3	[34, 34, 34, 34]	15.9632357686729	11.5552750703936	11.555275070393641	inf	894	0	0	0	0	[15.963235768672936, 11.555275070393641]	Rand	Uni	50	25	11	gexf	15.9632357686729	1.38146739661552	0.5
164	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	10	4	[34, 34, 34, 34]	15.9632357686729	7.91914129014515	7.919141290145148	inf	266	0	0	0	0	[15.963235768672936, 7.919141290145148]	Rand	Uni	50	25	11	gexf	15.9632357686729	2.01577862849071	0
166	cut	cap	first	Rand.Uni.50.5.12.gexf	50	250	2	1	[5, 5, 5, 5]	1.5311807235573	0.509319378805011	0.5093193788050105	inf	4012	0	0	0	0	[1.5311807235572998, 0.5093193788050105]	Rand	Uni	50	5	12	gexf	1.40758345185994	2.76365579327156	0.5
167	cut	cap	first	Rand.Uni.50.5.12.gexf	50	250	3	2	[5, 5, 5, 5]	1.5311807235573	0.20658545541573	0.2065854554157297	inf	4136	0	0	0	0	[1.5311807235572998, 0.2065854554157297]	Rand	Uni	50	5	12	gexf	1.61689139970921	3	0
171	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	2	1	[15, 15, 15, 15]	9.47270717945983	7.67809665848869	7.678096658488689	inf	566	0	0	0	0	[9.472707179459828, 7.678096658488689]	Rand	Uni	50	10	12	gexf	9.47270717945983	1.23373117073058	0.5
172	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	3	2	[15, 15, 15, 15]	9.47270717945983	6.79093939905423	6.790939399054227	inf	1204	0	0	0	0	[9.472707179459828, 6.790939399054227]	Rand	Uni	50	10	12	gexf	9.47270717945983	1.39490380090553	0.5
173	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	5	3	[15, 15, 15, 15]	9.47270717945983	5.07997327465416	5.0799732746541615	inf	1257	0	0	0	0	[9.472707179459828, 5.0799732746541615]	Rand	Uni	50	10	12	gexf	9.47270717945983	1.86471594776347	0.5
174	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	10	4	[15, 15, 15, 15]	9.47270717945983	2.0254717517993	2.0254717517993033	inf	2354	0	0	0	0	[9.472707179459828, 2.0254717517993033]	Rand	Uni	50	10	12	gexf	9.2906512722443	4.58690735330723	0.5
176	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	2	1	[38, 38, 38, 38]	18.5453016525742	16.6223845939275	16.622384593927475	inf	392	0	0	0	0	[18.54530165257423, 16.622384593927475]	Rand	Uni	50	25	12	gexf	18.5453016525742	1.11568238286035	0.5
177	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	3	2	[38, 38, 38, 38]	18.5453016525742	15.7121724197572	15.712172419757223	inf	314	0	0	0	0	[18.54530165257423, 15.712172419757223]	Rand	Uni	50	25	12	gexf	18.5453016525742	1.18031429118322	0.5
178	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	5	3	[38, 38, 38, 38]	18.5453016525742	13.9344900331753	13.934490033175255	inf	315	0	0	0	0	[18.54530165257423, 13.934490033175255]	Rand	Uni	50	25	12	gexf	18.5453016525742	1.33089202463969	0.5
179	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	10	4	[38, 38, 38, 38]	18.5453016525742	10.1555034537875	10.155503453787482	inf	906	0	0	0	0	[18.54530165257423, 10.155503453787482]	Rand	Uni	50	25	12	gexf	18.5453016525742	1.82613316385194	0.5
181	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	2	1	[10, 10, 10, 10]	4.80230614805752	3.02603174556659	3.026031745566595	inf	1173	0	0	0	0	[4.802306148057515, 3.026031745566595]	Rand	Uni	50	5	13	gexf	4.80230614805752	1.58699794048536	0.5
182	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	3	2	[10, 10, 10, 10]	4.80230614805752	2.19614802329655	2.1961480232965496	inf	1269	0	0	0	0	[4.802306148057515, 2.1961480232965496]	Rand	Uni	50	5	13	gexf	4.80230614805752	2.18669511213045	0
183	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	5	3	[10, 10, 10, 10]	4.80230614805752	1.02265454370913	1.0226545437091308	inf	1829	0	0	0	0	[4.802306148057515, 1.0226545437091308]	Rand	Uni	50	5	13	gexf	4.25862476202136	4.16428479022396	0
186	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	2	1	[19, 19, 19, 19]	8.87304868119463	7.23790854824169	7.2379085482416885	inf	423	0	0	0	0	[8.873048681194632, 7.2379085482416885]	Rand	Uni	50	10	13	gexf	8.87304868119463	1.22591334527847	0.5
187	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	3	2	[19, 19, 19, 19]	8.87304868119463	6.55962835073957	6.559628350739573	inf	675	0	0	0	0	[8.873048681194632, 6.559628350739573]	Rand	Uni	50	10	13	gexf	8.87304868119463	1.35267551860529	0.5
188	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	5	3	[19, 19, 19, 19]	8.87304868119463	5.2547649342414	5.254764934241404	inf	719	0	0	0	0	[8.873048681194632, 5.254764934241404]	Rand	Uni	50	10	13	gexf	8.87304868119463	1.68857195178714	0.5
189	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	10	4	[19, 19, 19, 19]	8.87304868119463	2.66964953594823	2.669649535948235	inf	1319	0	0	0	0	[8.873048681194632, 2.669649535948235]	Rand	Uni	50	10	13	gexf	8.73744402101837	3.27288054231992	0.5
191	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	2	1	[43, 43, 43, 43]	22.8347430344592	20.854142950734	20.854142950734047	inf	379	0	0	0	0	[22.8347430344592, 20.854142950734047]	Rand	Uni	50	25	13	gexf	22.8347430344592	1.0949739381956	0.5
192	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	3	2	[43, 43, 43, 43]	22.8347430344592	19.8994177600572	19.899417760057172	inf	378	0	0	0	0	[22.8347430344592, 19.899417760057172]	Rand	Uni	50	25	13	gexf	22.8347430344592	1.14750809846778	0.5
193	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	5	3	[43, 43, 43, 43]	22.8347430344592	18.0853092909712	18.085309290971217	inf	852	0	0	0	0	[22.8347430344592, 18.085309290971217]	Rand	Uni	50	25	13	gexf	22.8347430344592	1.26261280175391	0.5
194	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	10	4	[43, 43, 43, 43]	22.8347430344592	13.8761758204929	13.876175820492945	inf	896	0	0	0	0	[22.8347430344592, 13.876175820492945]	Rand	Uni	50	25	13	gexf	22.8347430344592	1.64560779063752	0.5
196	cut	cap	first	Rand.Uni.50.5.14.gexf	50	250	2	1	[4, 4, 4, 4]	1.79410049809239	0.799871155390518	0.7998711553905177	inf	1637	0	0	0	0	[1.794100498092392, 0.7998711553905177]	Rand	Uni	50	5	14	gexf	1.79410049809239	2.24298686857443	0.5
197	cut	cap	first	Rand.Uni.50.5.14.gexf	50	250	3	2	[4, 4, 4, 4]	1.79410049809239	0.343399794775495	0.34339979477549454	inf	1387	0	0	0	0	[1.794100498092392, 0.34339979477549454]	Rand	Uni	50	5	14	gexf	1.61689139970921	3	0
201	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	2	1	[17, 17, 17, 17]	8.36513236655243	6.60273378622205	6.6027337862220525	inf	790	0	0	0	0	[8.365132366552432, 6.6027337862220525]	Rand	Uni	50	10	14	gexf	8.36513236655243	1.26691952718251	0.5
202	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	3	2	[17, 17, 17, 17]	8.36513236655243	5.80451417964189	5.804514179641894	inf	839	0	0	0	0	[8.365132366552432, 5.804514179641894]	Rand	Uni	50	10	14	gexf	8.36513236655243	1.4411425500331	0.5
203	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	5	3	[17, 17, 17, 17]	8.36513236655243	4.26221049781309	4.2622104978130855	inf	1812	0	0	0	0	[8.365132366552432, 4.2622104978130855]	Rand	Uni	50	10	14	gexf	8.36513236655243	1.96262769538119	0.5
204	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	10	4	[17, 17, 17, 17]	8.36513236655243	1.54955121887298	1.5495512188729754	inf	2255	0	0	0	0	[8.365132366552432, 1.5495512188729754]	Rand	Uni	50	10	14	gexf	7.81405257932399	5.04278431338806	0.5
206	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	2	1	[35, 35, 35, 35]	19.0498409282041	17.0799015454512	17.079901545451175	inf	134	0	0	0	0	[19.04984092820409, 17.079901545451175]	Rand	Uni	50	25	14	gexf	19.0498409282041	1.11533669427255	0.5
207	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	3	2	[35, 35, 35, 35]	19.0498409282041	16.1264595639886	16.126459563988597	inf	215	0	0	0	0	[19.04984092820409, 16.126459563988597]	Rand	Uni	50	25	14	gexf	19.0498409282041	1.18127855978653	0.5
208	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	5	3	[35, 35, 35, 35]	19.0498409282041	14.2956701261058	14.295670126105838	inf	310	0	0	0	0	[19.04984092820409, 14.295670126105838]	Rand	Uni	50	25	14	gexf	19.0498409282041	1.33256019201342	0.5
209	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	10	4	[35, 35, 35, 35]	19.0498409282041	10.0135301296287	10.013530129628734	inf	554	0	0	0	0	[19.04984092820409, 10.013530129628734]	Rand	Uni	50	25	14	gexf	19.0498409282041	1.90241010728455	0.5
211	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	2	1	[9, 9, 9, 9]	5.49342900743205	3.72679050610583	3.726790506105829	inf	1119	0	0	0	0	[5.493429007432051, 3.726790506105829]	Rand	Uni	50	5	15	gexf	5.49342900743205	1.47403751255452	0.5
212	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	3	2	[9, 9, 9, 9]	5.49342900743205	2.95501148277455	2.9550114827745455	inf	1211	0	0	0	0	[5.493429007432051, 2.9550114827745455]	Rand	Uni	50	5	15	gexf	5.49342900743205	1.85902120497823	0.5
213	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	5	3	[9, 9, 9, 9]	5.49342900743205	1.52862882768468	1.5286288276846816	inf	3345	0	0	0	0	[5.493429007432051, 1.5286288276846816]	Rand	Uni	50	5	15	gexf	5.42355853580498	3.54798917669223	0
216	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	2	1	[15, 15, 15, 15]	7.93133122043087	6.02048087454072	6.020480874540721	inf	492	0	0	0	0	[7.931331220430868, 6.020480874540721]	Rand	Uni	50	10	15	gexf	7.93133122043087	1.31739164789489	0.5
217	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	3	2	[15, 15, 15, 15]	7.93133122043087	5.1782315465825	5.178231546582496	inf	442	0	0	0	0	[7.931331220430868, 5.178231546582496]	Rand	Uni	50	10	15	gexf	7.93133122043087	1.53166793510139	0.5
218	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	5	3	[15, 15, 15, 15]	7.93133122043087	3.73167428173742	3.7316742817374218	inf	2064	0	0	0	0	[7.931331220430868, 3.7316742817374218]	Rand	Uni	50	10	15	gexf	7.93133122043087	2.12540822741318	0.5
219	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	10	4	[15, 15, 15, 15]	7.93133122043087	1.10333643251885	1.1033364325188486	inf	2218	0	0	0	0	[7.931331220430868, 1.1033364325188486]	Rand	Uni	50	10	15	gexf	6.84140284985194	6.20064981832734	0.5
221	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	2	1	[33, 33, 33, 33]	18.6337730678895	16.642041761199	16.642041761198996	inf	217	0	0	0	0	[18.63377306788951, 16.642041761198996]	Rand	Uni	50	25	15	gexf	18.6337730678895	1.11968070596567	0.5
222	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	3	2	[33, 33, 33, 33]	18.6337730678895	15.6789830475696	15.678983047569574	inf	304	0	0	0	0	[18.63377306788951, 15.678983047569574]	Rand	Uni	50	25	15	gexf	18.6337730678895	1.18845546368379	0.5
223	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	5	3	[33, 33, 33, 33]	18.6337730678895	13.7827214333717	13.782721433371693	inf	322	0	0	0	0	[18.63377306788951, 13.782721433371693]	Rand	Uni	50	25	15	gexf	18.6337730678895	1.35196616705697	0.5
224	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	10	4	[33, 33, 33, 33]	18.6337730678895	9.47212030917187	9.47212030917187	inf	319	0	0	0	0	[18.63377306788951, 9.47212030917187]	Rand	Uni	50	25	15	gexf	18.6337730678895	1.967223014455	0.5
226	cut	cap	first	Rand.Uni.50.5.16.gexf	50	250	2	1	[5, 5, 5, 5]	3.35397719392499	1.47979802442085	1.4797980244208468	inf	1531	0	0	0	0	[3.353977193924986, 1.4797980244208468]	Rand	Uni	50	5	16	gexf	3.35397719392499	2.26651011730986	0.5
227	cut	cap	first	Rand.Uni.50.5.16.gexf	50	250	3	2	[5, 5, 5, 5]	3.35397719392499	0.584099617735716	0.5840996177357162	inf	1320	0	0	0	0	[3.353977193924986, 0.5840996177357162]	Rand	Uni	50	5	16	gexf	2.33639847094286	4	0
231	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	2	1	[14, 14, 14, 14]	6.90109724749527	5.05428330925245	5.0542833092524475	inf	1099	0	0	0	0	[6.901097247495267, 5.0542833092524475]	Rand	Uni	50	10	16	gexf	6.90109724749527	1.36539580890965	0.5
232	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	3	2	[14, 14, 14, 14]	6.90109724749527	4.21797051597513	4.217970515975129	inf	886	0	0	0	0	[6.901097247495267, 4.217970515975129]	Rand	Uni	50	10	16	gexf	6.90109724749527	1.63611794377369	0.5
233	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	5	3	[14, 14, 14, 14]	6.90109724749527	2.7343527061014	2.734352706101399	inf	1328	0	0	0	0	[6.901097247495267, 2.734352706101399]	Rand	Uni	50	10	16	gexf	6.90109724749527	2.5238504279628	0
234	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	10	4	[14, 14, 14, 14]	6.90109724749527	0.947853211921572	0.9478532119215722	inf	1399	0	0	0	0	[6.901097247495267, 0.9478532119215722]	Rand	Uni	50	10	16	gexf	4.9309216081015	5.20219960863465	0
236	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	2	1	[33, 33, 33, 33]	13.7741686305561	11.8205688373925	11.820568837392509	inf	259	0	0	0	0	[13.774168630556122, 11.820568837392509]	Rand	Uni	50	25	16	gexf	13.7741686305561	1.16527121664261	0
237	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	3	2	[33, 33, 33, 33]	13.7741686305561	10.8667257213615	10.866725721361485	inf	318	0	0	0	0	[13.774168630556122, 10.866725721361485]	Rand	Uni	50	25	16	gexf	13.7741686305561	1.26755464191751	0.5
238	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	5	3	[33, 33, 33, 33]	13.7741686305561	9.33192741762699	9.331927417626991	inf	404	0	0	0	0	[13.774168630556122, 9.331927417626991]	Rand	Uni	50	25	16	gexf	13.7741686305561	1.47602612130675	0.5
239	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	10	4	[33, 33, 33, 33]	13.7741686305561	6.23111732253593	6.231117322535925	inf	412	0	0	0	0	[13.774168630556122, 6.231117322535925]	Rand	Uni	50	25	16	gexf	13.7741686305561	2.21054554385286	0.5
241	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	2	1	[8, 8, 8, 8]	3.7519915650595	2.34389905038147	2.3438990503814674	inf	1214	0	0	0	0	[3.7519915650595026, 2.3438990503814674]	Rand	Uni	50	5	17	gexf	3.7519915650595	1.6007479351335	0
242	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	3	2	[8, 8, 8, 8]	3.7519915650595	1.74305980520175	1.7430598052017463	inf	1926	0	0	0	0	[3.7519915650595026, 1.7430598052017463]	Rand	Uni	50	5	17	gexf	3.7519915650595	2.1525317455331	0
243	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	5	3	[8, 8, 8, 8]	3.7519915650595	0.621700894248525	0.6217008942485249	inf	2280	0	0	0	0	[3.7519915650595026, 0.6217008942485249]	Rand	Uni	50	5	17	gexf	3.15996671806823	5.08277653659772	0.5
246	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	2	1	[17, 17, 17, 17]	9.86863018919212	7.93086870325293	7.93086870325293	inf	409	0	0	0	0	[9.86863018919212, 7.93086870325293]	Rand	Uni	50	10	17	gexf	9.86863018919212	1.24433155540003	0.5
247	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	3	2	[17, 17, 17, 17]	9.86863018919212	7.05537384366474	7.055373843664744	inf	843	0	0	0	0	[9.86863018919212, 7.055373843664744]	Rand	Uni	50	10	17	gexf	9.86863018919212	1.39873951513618	0.5
248	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	5	3	[17, 17, 17, 17]	9.86863018919212	5.35573111593553	5.355731115935533	inf	1226	0	0	0	0	[9.86863018919212, 5.355731115935533]	Rand	Uni	50	10	17	gexf	9.86863018919212	1.84262988106868	0.5
249	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	10	4	[17, 17, 17, 17]	9.86863018919212	1.90005272620198	1.9000527262019755	inf	2056	0	0	0	0	[9.86863018919212, 1.9000527262019755]	Rand	Uni	50	10	17	gexf	9.69328397064248	5.10158683333932	0
251	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	2	1	[37, 37, 37, 37]	18.8971704427791	16.9143191489319	16.9143191489319	inf	306	0	0	0	0	[18.89717044277912, 16.9143191489319]	Rand	Uni	50	25	17	gexf	18.8971704427791	1.11722915219868	0.5
252	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	3	2	[37, 37, 37, 37]	18.8971704427791	15.9355645539639	15.935564553963873	inf	218	0	0	0	0	[18.89717044277912, 15.935564553963873]	Rand	Uni	50	25	17	gexf	18.8971704427791	1.18584882128186	0.5
253	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	5	3	[37, 37, 37, 37]	18.8971704427791	14.0313930482522	14.031393048252179	inf	222	0	0	0	0	[18.89717044277912, 14.031393048252179]	Rand	Uni	50	25	17	gexf	18.8971704427791	1.34677792702365	0.5
254	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	10	4	[37, 37, 37, 37]	18.8971704427791	10.0902896900809	10.090289690080896	inf	572	0	0	0	0	[18.89717044277912, 10.090289690080896]	Rand	Uni	50	25	17	gexf	18.8971704427791	1.87280752319289	0.5
256	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	2	1	[9, 9, 9, 9]	3.57110935455277	2.17252141122549	2.172521411225488	inf	1598	0	0	0	0	[3.5711093545527746, 2.172521411225488]	Rand	Uni	50	5	18	gexf	3.57110935455277	1.6437625590711	0.5
257	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	3	2	[9, 9, 9, 9]	3.57110935455277	1.61103637619832	1.6110363761983217	inf	3543	0	0	0	0	[3.5711093545527746, 1.6110363761983217]	Rand	Uni	50	5	18	gexf	3.57110935455277	2.21665345817937	0.5
258	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	5	3	[9, 9, 9, 9]	3.57110935455277	0.715371467386485	0.7153714673864854	inf	4048	0	0	0	0	[3.5711093545527746, 0.7153714673864854]	Rand	Uni	50	5	18	gexf	3.22207275239664	4.50405544432469	0.5
261	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	2	1	[14, 14, 14, 14]	6.70355668123937	5.10938897974508	5.109388979745075	inf	927	0	0	0	0	[6.703556681239372, 5.109388979745075]	Rand	Uni	50	10	18	gexf	6.70355668123937	1.31200750379624	0
262	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	3	2	[14, 14, 14, 14]	6.70355668123937	4.34186409112932	4.341864091129318	inf	1295	0	0	0	0	[6.703556681239372, 4.341864091129318]	Rand	Uni	50	10	18	gexf	6.70355668123937	1.54393517174688	0.5
263	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	5	3	[14, 14, 14, 14]	6.70355668123937	3.04289781269903	3.0428978126990325	inf	1338	0	0	0	0	[6.703556681239372, 3.0428978126990325]	Rand	Uni	50	10	18	gexf	6.70355668123937	2.20301735183587	0.5
264	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	10	4	[14, 14, 14, 14]	6.70355668123937	0.772634106029381	0.7726341060293808	inf	2332	0	0	0	0	[6.703556681239372, 0.7726341060293808]	Rand	Uni	50	10	18	gexf	5.48989447431081	7.10542601144513	0.5
266	cut	cap	first	Rand.Uni.50.25.18.gexf	50	1250	2	1	[38, 38, 38, 38]	19.6171063400221	17.7888189963888	17.788818996388837	inf	382	0	0	0	0	[19.617106340022055, 17.788818996388837]	Rand	Uni	50	25	18	gexf	19.617106340022	1.10277733131156	0.5
