path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
1807	Rand.Uni.50.10.31.gexf	3	9.71877523807729	1	Rand	Uni	50	10	31	gexf
1808	Rand.Uni.50.10.31.gexf	5	9.71877523807729	1	Rand	Uni	50	10	31	gexf
1809	Rand.Uni.50.10.31.gexf	10	9.66461671821477	3	Rand	Uni	50	10	31	gexf
1811	Rand.Uni.50.25.31.gexf	2	16.3091342131264	1	Rand	Uni	50	25	31	gexf
1812	Rand.Uni.50.25.31.gexf	3	16.3091342131264	1	Rand	Uni	50	25	31	gexf
1813	Rand.Uni.50.25.31.gexf	5	16.3091342131264	1	Rand	Uni	50	25	31	gexf
1814	Rand.Uni.50.25.31.gexf	10	16.3091342131264	1	Rand	Uni	50	25	31	gexf
1816	Rand.Uni.100.5.31.gexf	2	4.23800871027329	1	Rand	Uni	100	5	31	gexf
1817	Rand.Uni.100.5.31.gexf	3	4.23800871027329	1	Rand	Uni	100	5	31	gexf
1821	Rand.Uni.100.10.31.gexf	2	8.73170041853238	1	Rand	Uni	100	10	31	gexf
1822	Rand.Uni.100.10.31.gexf	3	8.73170041853238	1	Rand	Uni	100	10	31	gexf
1823	Rand.Uni.100.10.31.gexf	5	8.73170041853238	1	Rand	Uni	100	10	31	gexf
1824	Rand.Uni.100.10.31.gexf	10	8.44378243088032	6	Rand	Uni	100	10	31	gexf
1826	Rand.Uni.100.25.31.gexf	2	21.9988525947001	1	Rand	Uni	100	25	31	gexf
1827	Rand.Uni.100.25.31.gexf	3	21.9988525947001	1	Rand	Uni	100	25	31	gexf
1828	Rand.Uni.100.25.31.gexf	5	21.9988525947001	1	Rand	Uni	100	25	31	gexf
1829	Rand.Uni.100.25.31.gexf	10	21.9988525947001	1	Rand	Uni	100	25	31	gexf
1831	Rand.Uni.500.5.31.gexf	2	4.74207421467971	1	Rand	Uni	500	5	31	gexf
1832	Rand.Uni.500.5.31.gexf	3	4.74207421467971	1	Rand	Uni	500	5	31	gexf
1833	Rand.Uni.500.5.31.gexf	5	3.97305765806254	5	Rand	Uni	500	5	31	gexf
1836	Rand.Uni.500.10.31.gexf	2	7.67556844838751	1	Rand	Uni	500	10	31	gexf
1837	Rand.Uni.500.10.31.gexf	3	7.67556844838751	1	Rand	Uni	500	10	31	gexf
1838	Rand.Uni.500.10.31.gexf	5	7.67556844838751	1	Rand	Uni	500	10	31	gexf
1839	Rand.Uni.500.10.31.gexf	10	6.60531531429911	7	Rand	Uni	500	10	31	gexf
1841	Rand.Uni.500.25.31.gexf	2	24.5362882953488	1	Rand	Uni	500	25	31	gexf
1842	Rand.Uni.500.25.31.gexf	3	24.5362882953488	1	Rand	Uni	500	25	31	gexf
1843	Rand.Uni.500.25.31.gexf	5	24.5362882953488	1	Rand	Uni	500	25	31	gexf
1844	Rand.Uni.500.25.31.gexf	10	24.5362882953488	1	Rand	Uni	500	25	31	gexf
1845	Rand.Uni.500.25.31.gexf	50	0.292988482128514	51	Rand	Uni	500	25	31	gexf
1846	Rand.Uni.1000.5.31.gexf	2	4.16805657803362	1	Rand	Uni	1000	5	31	gexf
1847	Rand.Uni.1000.5.31.gexf	3	4.16805657803362	1	Rand	Uni	1000	5	31	gexf
1848	Rand.Uni.1000.5.31.gexf	5	1.99695167939463	6	Rand	Uni	1000	5	31	gexf
1851	Rand.Uni.1000.10.31.gexf	2	9.10416446792113	1	Rand	Uni	1000	10	31	gexf
1852	Rand.Uni.1000.10.31.gexf	3	9.10416446792113	1	Rand	Uni	1000	10	31	gexf
1853	Rand.Uni.1000.10.31.gexf	5	9.10416446792113	1	Rand	Uni	1000	10	31	gexf
1854	Rand.Uni.1000.10.31.gexf	10	8.87830869959898	4	Rand	Uni	1000	10	31	gexf
1856	Rand.Uni.1000.25.31.gexf	2	26.2308267120298	1	Rand	Uni	1000	25	31	gexf
1857	Rand.Uni.1000.25.31.gexf	3	26.2308267120298	1	Rand	Uni	1000	25	31	gexf
1858	Rand.Uni.1000.25.31.gexf	5	26.2308267120298	1	Rand	Uni	1000	25	31	gexf
1859	Rand.Uni.1000.25.31.gexf	10	26.2308267120298	1	Rand	Uni	1000	25	31	gexf
1861	Rand.Uni.50.5.32.gexf	2	5.19528047958484	1	Rand	Uni	50	5	32	gexf
1862	Rand.Uni.50.5.32.gexf	3	5.19528047958484	1	Rand	Uni	50	5	32	gexf
1863	Rand.Uni.50.5.32.gexf	5	5.10691522460379	2	Rand	Uni	50	5	32	gexf
1864	Rand.Uni.50.5.32.gexf	10	1.54041879701816	11	Rand	Uni	50	5	32	gexf
1866	Rand.Uni.50.10.32.gexf	2	8.46439289623637	1	Rand	Uni	50	10	32	gexf
1867	Rand.Uni.50.10.32.gexf	3	8.46439289623637	1	Rand	Uni	50	10	32	gexf
1868	Rand.Uni.50.10.32.gexf	5	8.46439289623637	1	Rand	Uni	50	10	32	gexf
1869	Rand.Uni.50.10.32.gexf	10	8.0671581046735	5	Rand	Uni	50	10	32	gexf
1871	Rand.Uni.50.25.32.gexf	2	15.421970938561	1	Rand	Uni	50	25	32	gexf
1872	Rand.Uni.50.25.32.gexf	3	15.421970938561	1	Rand	Uni	50	25	32	gexf
1873	Rand.Uni.50.25.32.gexf	5	15.421970938561	1	Rand	Uni	50	25	32	gexf
1874	Rand.Uni.50.25.32.gexf	10	15.421970938561	1	Rand	Uni	50	25	32	gexf
1876	Rand.Uni.100.5.32.gexf	2	3.68425136341304	1	Rand	Uni	100	5	32	gexf
1877	Rand.Uni.100.5.32.gexf	3	3.68425136341304	1	Rand	Uni	100	5	32	gexf
1878	Rand.Uni.100.5.32.gexf	5	1.84886634713381	6	Rand	Uni	100	5	32	gexf
1881	Rand.Uni.100.10.32.gexf	2	8.89618134423976	1	Rand	Uni	100	10	32	gexf
1882	Rand.Uni.100.10.32.gexf	3	8.89618134423976	1	Rand	Uni	100	10	32	gexf
1883	Rand.Uni.100.10.32.gexf	5	8.89618134423976	1	Rand	Uni	100	10	32	gexf
1884	Rand.Uni.100.10.32.gexf	10	8.88825096708879	3	Rand	Uni	100	10	32	gexf
1886	Rand.Uni.100.25.32.gexf	2	20.8459735077466	1	Rand	Uni	100	25	32	gexf
1887	Rand.Uni.100.25.32.gexf	3	20.8459735077466	1	Rand	Uni	100	25	32	gexf
1888	Rand.Uni.100.25.32.gexf	5	20.8459735077466	1	Rand	Uni	100	25	32	gexf
1889	Rand.Uni.100.25.32.gexf	10	20.8459735077466	1	Rand	Uni	100	25	32	gexf
1891	Rand.Uni.500.5.32.gexf	2	3.95585209682755	1	Rand	Uni	500	5	32	gexf
1892	Rand.Uni.500.5.32.gexf	3	3.94640433562145	2	Rand	Uni	500	5	32	gexf
1893	Rand.Uni.500.5.32.gexf	5	1.64090209037646	6	Rand	Uni	500	5	32	gexf
1896	Rand.Uni.500.10.32.gexf	2	5.00442193128337	1	Rand	Uni	500	10	32	gexf
1897	Rand.Uni.500.10.32.gexf	3	5.00442193128337	1	Rand	Uni	500	10	32	gexf
1898	Rand.Uni.500.10.32.gexf	5	5.00442193128337	1	Rand	Uni	500	10	32	gexf
1901	Rand.Uni.500.25.32.gexf	2	24.6423684844487	2	Rand	Uni	500	25	32	gexf
1902	Rand.Uni.500.25.32.gexf	3	24.6423684844487	1	Rand	Uni	500	25	32	gexf
1903	Rand.Uni.500.25.32.gexf	5	24.6423684844487	3	Rand	Uni	500	25	32	gexf
1904	Rand.Uni.500.25.32.gexf	10	24.6423684844487	2	Rand	Uni	500	25	32	gexf
1906	Rand.Uni.1000.5.32.gexf	2	3.48441399989333	2	Rand	Uni	1000	5	32	gexf
1907	Rand.Uni.1000.5.32.gexf	3	3.27171470593764	3	Rand	Uni	1000	5	32	gexf
1908	Rand.Uni.1000.5.32.gexf	5	1.59960224164229	6	Rand	Uni	1000	5	32	gexf
1911	Rand.Uni.1000.10.32.gexf	2	11.516902488056	1	Rand	Uni	1000	10	32	gexf
1912	Rand.Uni.1000.10.32.gexf	3	11.516902488056	1	Rand	Uni	1000	10	32	gexf
1913	Rand.Uni.1000.10.32.gexf	5	11.516902488056	1	Rand	Uni	1000	10	32	gexf
1914	Rand.Uni.1000.10.32.gexf	10	11.516902488056	2	Rand	Uni	1000	10	32	gexf
1916	Rand.Uni.1000.25.32.gexf	2	22.5403209407391	1	Rand	Uni	1000	25	32	gexf
1917	Rand.Uni.1000.25.32.gexf	3	22.5403209407391	1	Rand	Uni	1000	25	32	gexf
1918	Rand.Uni.1000.25.32.gexf	5	22.5403209407391	1	Rand	Uni	1000	25	32	gexf
1919	Rand.Uni.1000.25.32.gexf	10	22.5403209407391	1	Rand	Uni	1000	25	32	gexf
1921	Rand.Uni.50.5.33.gexf	2	3.46835342900432	1	Rand	Uni	50	5	33	gexf
1922	Rand.Uni.50.5.33.gexf	3	3.34349838806994	2	Rand	Uni	50	5	33	gexf
1923	Rand.Uni.50.5.33.gexf	5	1.79009036732117	6	Rand	Uni	50	5	33	gexf
1926	Rand.Uni.50.10.33.gexf	2	8.91470990793964	1	Rand	Uni	50	10	33	gexf
1927	Rand.Uni.50.10.33.gexf	3	8.91470990793964	1	Rand	Uni	50	10	33	gexf
1928	Rand.Uni.50.10.33.gexf	5	8.91470990793964	1	Rand	Uni	50	10	33	gexf
1929	Rand.Uni.50.10.33.gexf	10	8.69337030120201	5	Rand	Uni	50	10	33	gexf
1931	Rand.Uni.50.25.33.gexf	2	16.2122741629975	1	Rand	Uni	50	25	33	gexf
1932	Rand.Uni.50.25.33.gexf	3	16.2122741629975	1	Rand	Uni	50	25	33	gexf
1933	Rand.Uni.50.25.33.gexf	5	16.2122741629975	1	Rand	Uni	50	25	33	gexf
1934	Rand.Uni.50.25.33.gexf	10	16.2122741629975	1	Rand	Uni	50	25	33	gexf
1936	Rand.Uni.100.5.33.gexf	2	3.84181005385399	1	Rand	Uni	100	5	33	gexf
1937	Rand.Uni.100.5.33.gexf	3	3.84181005385399	1	Rand	Uni	100	5	33	gexf
1938	Rand.Uni.100.5.33.gexf	5	1.74966429496395	6	Rand	Uni	100	5	33	gexf
1941	Rand.Uni.100.10.33.gexf	2	12.2496594673096	2	Rand	Uni	100	10	33	gexf
1942	Rand.Uni.100.10.33.gexf	3	12.2496594673096	1	Rand	Uni	100	10	33	gexf
1943	Rand.Uni.100.10.33.gexf	5	12.2496594673096	3	Rand	Uni	100	10	33	gexf
1944	Rand.Uni.100.10.33.gexf	10	12.2496594673096	1	Rand	Uni	100	10	33	gexf
1946	Rand.Uni.100.25.33.gexf	2	23.113150154255	1	Rand	Uni	100	25	33	gexf
1947	Rand.Uni.100.25.33.gexf	3	23.113150154255	1	Rand	Uni	100	25	33	gexf
1948	Rand.Uni.100.25.33.gexf	5	23.113150154255	1	Rand	Uni	100	25	33	gexf
1949	Rand.Uni.100.25.33.gexf	10	23.113150154255	1	Rand	Uni	100	25	33	gexf
1951	Rand.Uni.500.5.33.gexf	2	2.98740041080065	1	Rand	Uni	500	5	33	gexf
1952	Rand.Uni.500.5.33.gexf	3	2.69839060943789	2	Rand	Uni	500	5	33	gexf
1953	Rand.Uni.500.5.33.gexf	5	1.13832148614728	6	Rand	Uni	500	5	33	gexf
1956	Rand.Uni.500.10.33.gexf	2	8.0612142429787	1	Rand	Uni	500	10	33	gexf
1957	Rand.Uni.500.10.33.gexf	3	8.0612142429787	1	Rand	Uni	500	10	33	gexf
1958	Rand.Uni.500.10.33.gexf	5	8.0612142429787	1	Rand	Uni	500	10	33	gexf
1959	Rand.Uni.500.10.33.gexf	10	5.75692478379096	11	Rand	Uni	500	10	33	gexf
1961	Rand.Uni.500.25.33.gexf	2	21.5906512224019	1	Rand	Uni	500	25	33	gexf
1962	Rand.Uni.500.25.33.gexf	3	21.5906512224019	1	Rand	Uni	500	25	33	gexf
1963	Rand.Uni.500.25.33.gexf	5	21.5906512224019	1	Rand	Uni	500	25	33	gexf
1964	Rand.Uni.500.25.33.gexf	10	21.5906512224019	1	Rand	Uni	500	25	33	gexf
1966	Rand.Uni.1000.5.33.gexf	2	3.82761819281968	1	Rand	Uni	1000	5	33	gexf
1967	Rand.Uni.1000.5.33.gexf	3	3.82761819281968	1	Rand	Uni	1000	5	33	gexf
1971	Rand.Uni.1000.10.33.gexf	2	6.98305722861735	1	Rand	Uni	1000	10	33	gexf
1972	Rand.Uni.1000.10.33.gexf	3	6.98305722861735	1	Rand	Uni	1000	10	33	gexf
1973	Rand.Uni.1000.10.33.gexf	5	6.98305722861735	1	Rand	Uni	1000	10	33	gexf
1974	Rand.Uni.1000.10.33.gexf	10	5.82290004027658	7	Rand	Uni	1000	10	33	gexf
1976	Rand.Uni.1000.25.33.gexf	2	22.0877103883999	1	Rand	Uni	1000	25	33	gexf
1977	Rand.Uni.1000.25.33.gexf	3	22.0877103883999	1	Rand	Uni	1000	25	33	gexf
1978	Rand.Uni.1000.25.33.gexf	5	22.0877103883999	1	Rand	Uni	1000	25	33	gexf
1979	Rand.Uni.1000.25.33.gexf	10	22.0877103883999	1	Rand	Uni	1000	25	33	gexf
1981	Rand.Uni.50.5.34.gexf	2	3.87413389060743	1	Rand	Uni	50	5	34	gexf
1982	Rand.Uni.50.5.34.gexf	3	3.87413389060743	1	Rand	Uni	50	5	34	gexf
1983	Rand.Uni.50.5.34.gexf	5	3.51755476821519	5	Rand	Uni	50	5	34	gexf
1986	Rand.Uni.50.10.34.gexf	2	9.6212469718332	1	Rand	Uni	50	10	34	gexf
1987	Rand.Uni.50.10.34.gexf	3	9.6212469718332	1	Rand	Uni	50	10	34	gexf
1988	Rand.Uni.50.10.34.gexf	5	9.6212469718332	1	Rand	Uni	50	10	34	gexf
1989	Rand.Uni.50.10.34.gexf	10	9.59034733605194	3	Rand	Uni	50	10	34	gexf
1991	Rand.Uni.50.25.34.gexf	2	17.4905190357842	1	Rand	Uni	50	25	34	gexf
1992	Rand.Uni.50.25.34.gexf	3	17.4905190357842	1	Rand	Uni	50	25	34	gexf
1993	Rand.Uni.50.25.34.gexf	5	17.4905190357842	1	Rand	Uni	50	25	34	gexf
1994	Rand.Uni.50.25.34.gexf	10	17.4905190357842	1	Rand	Uni	50	25	34	gexf
1996	Rand.Uni.100.5.34.gexf	2	3.08348950382485	2	Rand	Uni	100	5	34	gexf
1997	Rand.Uni.100.5.34.gexf	3	2.60768938036457	3	Rand	Uni	100	5	34	gexf
2001	Rand.Uni.100.10.34.gexf	2	9.12841871125665	1	Rand	Uni	100	10	34	gexf
2002	Rand.Uni.100.10.34.gexf	3	9.12841871125665	1	Rand	Uni	100	10	34	gexf
2003	Rand.Uni.100.10.34.gexf	5	9.12841871125665	1	Rand	Uni	100	10	34	gexf
2004	Rand.Uni.100.10.34.gexf	10	8.63142975881173	6	Rand	Uni	100	10	34	gexf
2006	Rand.Uni.100.25.34.gexf	2	15.2953022532153	1	Rand	Uni	100	25	34	gexf
2007	Rand.Uni.100.25.34.gexf	3	15.2953022532153	1	Rand	Uni	100	25	34	gexf
2008	Rand.Uni.100.25.34.gexf	5	15.2953022532153	1	Rand	Uni	100	25	34	gexf
2009	Rand.Uni.100.25.34.gexf	10	15.2953022532153	1	Rand	Uni	100	25	34	gexf
2011	Rand.Uni.500.5.34.gexf	2	2.55629046488662	1	Rand	Uni	500	5	34	gexf
2012	Rand.Uni.500.5.34.gexf	3	2.07474578335083	3	Rand	Uni	500	5	34	gexf
2013	Rand.Uni.500.5.34.gexf	5	0.436197984160628	6	Rand	Uni	500	5	34	gexf
2016	Rand.Uni.500.10.34.gexf	2	10.4600929579588	1	Rand	Uni	500	10	34	gexf
2017	Rand.Uni.500.10.34.gexf	3	10.4600929579588	1	Rand	Uni	500	10	34	gexf
2018	Rand.Uni.500.10.34.gexf	5	10.4600929579588	1	Rand	Uni	500	10	34	gexf
2019	Rand.Uni.500.10.34.gexf	10	10.4600929579588	2	Rand	Uni	500	10	34	gexf
2021	Rand.Uni.500.25.34.gexf	2	22.0984055429396	1	Rand	Uni	500	25	34	gexf
2022	Rand.Uni.500.25.34.gexf	3	22.0984055429396	1	Rand	Uni	500	25	34	gexf
2023	Rand.Uni.500.25.34.gexf	5	22.0984055429396	1	Rand	Uni	500	25	34	gexf
2024	Rand.Uni.500.25.34.gexf	10	22.0984055429396	1	Rand	Uni	500	25	34	gexf
2026	Rand.Uni.1000.5.34.gexf	2	5.57982402012363	1	Rand	Uni	1000	5	34	gexf
2027	Rand.Uni.1000.5.34.gexf	3	5.57982402012363	1	Rand	Uni	1000	5	34	gexf
2028	Rand.Uni.1000.5.34.gexf	5	5.57982402012363	1	Rand	Uni	1000	5	34	gexf
2029	Rand.Uni.1000.5.34.gexf	10	0.177989376562117	11	Rand	Uni	1000	5	34	gexf
2031	Rand.Uni.1000.10.34.gexf	2	7.48083158723091	1	Rand	Uni	1000	10	34	gexf
2032	Rand.Uni.1000.10.34.gexf	3	7.48083158723091	1	Rand	Uni	1000	10	34	gexf
2033	Rand.Uni.1000.10.34.gexf	5	7.48083158723091	1	Rand	Uni	1000	10	34	gexf
2034	Rand.Uni.1000.10.34.gexf	10	6.93439795208272	5	Rand	Uni	1000	10	34	gexf
2036	Rand.Uni.1000.25.34.gexf	2	22.1736127395186	1	Rand	Uni	1000	25	34	gexf
2037	Rand.Uni.1000.25.34.gexf	3	22.1736127395186	1	Rand	Uni	1000	25	34	gexf
2038	Rand.Uni.1000.25.34.gexf	5	22.1736127395186	1	Rand	Uni	1000	25	34	gexf
2039	Rand.Uni.1000.25.34.gexf	10	22.1736127395186	1	Rand	Uni	1000	25	34	gexf
2041	Rand.Uni.50.5.35.gexf	2	5.41370287702147	1	Rand	Uni	50	5	35	gexf
2042	Rand.Uni.50.5.35.gexf	3	5.41370287702147	1	Rand	Uni	50	5	35	gexf
2043	Rand.Uni.50.5.35.gexf	5	5.41370287702147	1	Rand	Uni	50	5	35	gexf
2044	Rand.Uni.50.5.35.gexf	10	2.83119753369462	9	Rand	Uni	50	5	35	gexf
2046	Rand.Uni.50.10.35.gexf	2	7.2748083273685	1	Rand	Uni	50	10	35	gexf
2047	Rand.Uni.50.10.35.gexf	3	7.2748083273685	1	Rand	Uni	50	10	35	gexf
2048	Rand.Uni.50.10.35.gexf	5	7.2748083273685	1	Rand	Uni	50	10	35	gexf
2049	Rand.Uni.50.10.35.gexf	10	6.14466939793414	6	Rand	Uni	50	10	35	gexf
2051	Rand.Uni.50.25.35.gexf	2	15.9118428077778	1	Rand	Uni	50	25	35	gexf
2052	Rand.Uni.50.25.35.gexf	3	15.9118428077778	1	Rand	Uni	50	25	35	gexf
2053	Rand.Uni.50.25.35.gexf	5	15.9118428077778	1	Rand	Uni	50	25	35	gexf
2054	Rand.Uni.50.25.35.gexf	10	15.9118428077778	1	Rand	Uni	50	25	35	gexf
2056	Rand.Uni.100.5.35.gexf	2	2.40573859728461	3	Rand	Uni	100	5	35	gexf
2057	Rand.Uni.100.5.35.gexf	3	1.71217157661266	3	Rand	Uni	100	5	35	gexf
2058	Rand.Uni.100.5.35.gexf	5	0.316943326354106	6	Rand	Uni	100	5	35	gexf
2061	Rand.Uni.100.10.35.gexf	2	11.136718165799	1	Rand	Uni	100	10	35	gexf
2062	Rand.Uni.100.10.35.gexf	3	11.136718165799	1	Rand	Uni	100	10	35	gexf
2063	Rand.Uni.100.10.35.gexf	5	11.136718165799	1	Rand	Uni	100	10	35	gexf
2064	Rand.Uni.100.10.35.gexf	10	11.136718165799	1	Rand	Uni	100	10	35	gexf
2066	Rand.Uni.100.25.35.gexf	2	21.8053515256047	1	Rand	Uni	100	25	35	gexf
2067	Rand.Uni.100.25.35.gexf	3	21.8053515256047	1	Rand	Uni	100	25	35	gexf
2068	Rand.Uni.100.25.35.gexf	5	21.8053515256047	1	Rand	Uni	100	25	35	gexf
2069	Rand.Uni.100.25.35.gexf	10	21.8053515256047	1	Rand	Uni	100	25	35	gexf
2071	Rand.Uni.500.5.35.gexf	2	3.35121604750019	1	Rand	Uni	500	5	35	gexf
2072	Rand.Uni.500.5.35.gexf	3	3.24230271559952	2	Rand	Uni	500	5	35	gexf
2073	Rand.Uni.500.5.35.gexf	5	1.58764255758048	6	Rand	Uni	500	5	35	gexf
2076	Rand.Uni.500.10.35.gexf	2	11.1692306246805	1	Rand	Uni	500	10	35	gexf
2077	Rand.Uni.500.10.35.gexf	3	11.1692306246805	1	Rand	Uni	500	10	35	gexf
2078	Rand.Uni.500.10.35.gexf	5	11.1692306246805	1	Rand	Uni	500	10	35	gexf
2079	Rand.Uni.500.10.35.gexf	10	11.1692306246805	1	Rand	Uni	500	10	35	gexf
2081	Rand.Uni.500.25.35.gexf	2	21.0862453893956	1	Rand	Uni	500	25	35	gexf
2082	Rand.Uni.500.25.35.gexf	3	21.0862453893956	1	Rand	Uni	500	25	35	gexf
2083	Rand.Uni.500.25.35.gexf	5	21.0862453893956	1	Rand	Uni	500	25	35	gexf
2084	Rand.Uni.500.25.35.gexf	10	21.0862453893956	1	Rand	Uni	500	25	35	gexf
2086	Rand.Uni.1000.5.35.gexf	2	4.77309947326378	1	Rand	Uni	1000	5	35	gexf
2087	Rand.Uni.1000.5.35.gexf	3	4.77309947326378	1	Rand	Uni	1000	5	35	gexf
2088	Rand.Uni.1000.5.35.gexf	5	4.0341789979925	5	Rand	Uni	1000	5	35	gexf
2091	Rand.Uni.1000.10.35.gexf	2	7.58503276359863	2	Rand	Uni	1000	10	35	gexf
2092	Rand.Uni.1000.10.35.gexf	3	7.58503276359863	1	Rand	Uni	1000	10	35	gexf
2093	Rand.Uni.1000.10.35.gexf	5	7.58503276359863	3	Rand	Uni	1000	10	35	gexf
2094	Rand.Uni.1000.10.35.gexf	10	6.80489653415162	7	Rand	Uni	1000	10	35	gexf
2096	Rand.Uni.1000.25.35.gexf	2	21.9069833689255	1	Rand	Uni	1000	25	35	gexf
2097	Rand.Uni.1000.25.35.gexf	3	21.9069833689255	1	Rand	Uni	1000	25	35	gexf
2098	Rand.Uni.1000.25.35.gexf	5	21.9069833689255	1	Rand	Uni	1000	25	35	gexf
2099	Rand.Uni.1000.25.35.gexf	10	21.9069833689255	1	Rand	Uni	1000	25	35	gexf
2101	Rand.Uni.50.5.36.gexf	2	4.73622874976178	1	Rand	Uni	50	5	36	gexf
2102	Rand.Uni.50.5.36.gexf	3	4.73622874976178	1	Rand	Uni	50	5	36	gexf
2103	Rand.Uni.50.5.36.gexf	5	4.30296114547304	4	Rand	Uni	50	5	36	gexf
2106	Rand.Uni.50.10.36.gexf	2	10.1738185756816	1	Rand	Uni	50	10	36	gexf
2107	Rand.Uni.50.10.36.gexf	3	10.1738185756816	1	Rand	Uni	50	10	36	gexf
2108	Rand.Uni.50.10.36.gexf	5	10.1738185756816	1	Rand	Uni	50	10	36	gexf
2109	Rand.Uni.50.10.36.gexf	10	10.1436688512532	3	Rand	Uni	50	10	36	gexf
2111	Rand.Uni.50.25.36.gexf	2	19.7101710017269	1	Rand	Uni	50	25	36	gexf
2112	Rand.Uni.50.25.36.gexf	3	19.7101710017269	1	Rand	Uni	50	25	36	gexf
2113	Rand.Uni.50.25.36.gexf	5	19.7101710017269	1	Rand	Uni	50	25	36	gexf
2114	Rand.Uni.50.25.36.gexf	10	19.7101710017269	1	Rand	Uni	50	25	36	gexf
2116	Rand.Uni.100.5.36.gexf	2	7.07009461702452	2	Rand	Uni	100	5	36	gexf
2117	Rand.Uni.100.5.36.gexf	3	7.07009461702452	1	Rand	Uni	100	5	36	gexf
2118	Rand.Uni.100.5.36.gexf	5	7.07009461702452	3	Rand	Uni	100	5	36	gexf
2119	Rand.Uni.100.5.36.gexf	10	1.16179835382665	11	Rand	Uni	100	5	36	gexf
2121	Rand.Uni.100.10.36.gexf	2	8.86628622410252	1	Rand	Uni	100	10	36	gexf
2122	Rand.Uni.100.10.36.gexf	3	8.86628622410252	1	Rand	Uni	100	10	36	gexf
2123	Rand.Uni.100.10.36.gexf	5	8.86628622410252	1	Rand	Uni	100	10	36	gexf
2124	Rand.Uni.100.10.36.gexf	10	8.4905010154348	5	Rand	Uni	100	10	36	gexf
2126	Rand.Uni.100.25.36.gexf	2	24.2044460508598	1	Rand	Uni	100	25	36	gexf
2127	Rand.Uni.100.25.36.gexf	3	24.2044460508598	1	Rand	Uni	100	25	36	gexf
2128	Rand.Uni.100.25.36.gexf	5	24.2044460508598	1	Rand	Uni	100	25	36	gexf
2129	Rand.Uni.100.25.36.gexf	10	24.2044460508598	1	Rand	Uni	100	25	36	gexf
2131	Rand.Uni.500.5.36.gexf	2	3.59037608830082	1	Rand	Uni	500	5	36	gexf
2132	Rand.Uni.500.5.36.gexf	3	3.5813387649052	2	Rand	Uni	500	5	36	gexf
2133	Rand.Uni.500.5.36.gexf	5	2.91871761448524	4	Rand	Uni	500	5	36	gexf
2136	Rand.Uni.500.10.36.gexf	2	10.1546198139388	1	Rand	Uni	500	10	36	gexf
2137	Rand.Uni.500.10.36.gexf	3	10.1546198139388	1	Rand	Uni	500	10	36	gexf
2138	Rand.Uni.500.10.36.gexf	5	10.1546198139388	1	Rand	Uni	500	10	36	gexf
2139	Rand.Uni.500.10.36.gexf	10	10.058530846237	5	Rand	Uni	500	10	36	gexf
2141	Rand.Uni.500.25.36.gexf	2	27.819710514979	1	Rand	Uni	500	25	36	gexf
2142	Rand.Uni.500.25.36.gexf	3	27.819710514979	1	Rand	Uni	500	25	36	gexf
2143	Rand.Uni.500.25.36.gexf	5	27.819710514979	1	Rand	Uni	500	25	36	gexf
2144	Rand.Uni.500.25.36.gexf	10	27.819710514979	1	Rand	Uni	500	25	36	gexf
2145	Rand.Uni.500.25.36.gexf	50	6.17676321952012	50	Rand	Uni	500	25	36	gexf
2146	Rand.Uni.1000.5.36.gexf	2	0.305586596267439	3	Rand	Uni	1000	5	36	gexf
2151	Rand.Uni.1000.10.36.gexf	2	14.8613011047809	1	Rand	Uni	1000	10	36	gexf
2152	Rand.Uni.1000.10.36.gexf	3	14.8613011047809	1	Rand	Uni	1000	10	36	gexf
2153	Rand.Uni.1000.10.36.gexf	5	14.8613011047809	1	Rand	Uni	1000	10	36	gexf
2154	Rand.Uni.1000.10.36.gexf	10	14.8613011047809	2	Rand	Uni	1000	10	36	gexf
2156	Rand.Uni.1000.25.36.gexf	2	24.7359557743418	1	Rand	Uni	1000	25	36	gexf
2157	Rand.Uni.1000.25.36.gexf	3	24.7359557743418	1	Rand	Uni	1000	25	36	gexf
2158	Rand.Uni.1000.25.36.gexf	5	24.7359557743418	1	Rand	Uni	1000	25	36	gexf
2159	Rand.Uni.1000.25.36.gexf	10	24.7359557743418	1	Rand	Uni	1000	25	36	gexf
2161	Rand.Uni.50.5.37.gexf	2	3.2237132969604	1	Rand	Uni	50	5	37	gexf
2163	Rand.Uni.50.5.37.gexf	5	0.64924162821717	6	Rand	Uni	50	5	37	gexf
2166	Rand.Uni.50.10.37.gexf	2	6.71809055599832	1	Rand	Uni	50	10	37	gexf
2167	Rand.Uni.50.10.37.gexf	3	6.71809055599832	1	Rand	Uni	50	10	37	gexf
2168	Rand.Uni.50.10.37.gexf	5	6.71809055599832	1	Rand	Uni	50	10	37	gexf
2169	Rand.Uni.50.10.37.gexf	10	4.09401104633996	8	Rand	Uni	50	10	37	gexf
2171	Rand.Uni.50.25.37.gexf	2	18.9138781222042	1	Rand	Uni	50	25	37	gexf
2172	Rand.Uni.50.25.37.gexf	3	18.9138781222042	1	Rand	Uni	50	25	37	gexf
2173	Rand.Uni.50.25.37.gexf	5	18.9138781222042	1	Rand	Uni	50	25	37	gexf
2174	Rand.Uni.50.25.37.gexf	10	18.9138781222042	1	Rand	Uni	50	25	37	gexf
2176	Rand.Uni.100.5.37.gexf	2	5.41052048993277	1	Rand	Uni	100	5	37	gexf
