path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
3092	Rand.Uni.500.5.52.gexf	3	2.65676249185488	3	Rand	Uni	500	5	52	gexf
3093	Rand.Uni.500.5.52.gexf	5	1.02835231055816	6	Rand	Uni	500	5	52	gexf
3096	Rand.Uni.500.10.52.gexf	2	5.9810240010753	1	Rand	Uni	500	10	52	gexf
3097	Rand.Uni.500.10.52.gexf	3	5.9810240010753	1	Rand	Uni	500	10	52	gexf
3098	Rand.Uni.500.10.52.gexf	5	5.9810240010753	1	Rand	Uni	500	10	52	gexf
3099	Rand.Uni.500.10.52.gexf	10	3.15794932399591	10	Rand	Uni	500	10	52	gexf
3101	Rand.Uni.500.25.52.gexf	2	22.082318695527	1	Rand	Uni	500	25	52	gexf
3102	Rand.Uni.500.25.52.gexf	3	22.082318695527	1	Rand	Uni	500	25	52	gexf
3103	Rand.Uni.500.25.52.gexf	5	22.082318695527	1	Rand	Uni	500	25	52	gexf
3104	Rand.Uni.500.25.52.gexf	10	22.082318695527	1	Rand	Uni	500	25	52	gexf
3106	Rand.Uni.1000.5.52.gexf	2	2.89297184565501	1	Rand	Uni	1000	5	52	gexf
3107	Rand.Uni.1000.5.52.gexf	3	2.34503669014357	3	Rand	Uni	1000	5	52	gexf
3108	Rand.Uni.1000.5.52.gexf	5	1.35032750735169	5	Rand	Uni	1000	5	52	gexf
3111	Rand.Uni.1000.10.52.gexf	2	9.34373072705729	1	Rand	Uni	1000	10	52	gexf
3112	Rand.Uni.1000.10.52.gexf	3	9.34373072705729	1	Rand	Uni	1000	10	52	gexf
3113	Rand.Uni.1000.10.52.gexf	5	9.34373072705729	1	Rand	Uni	1000	10	52	gexf
3114	Rand.Uni.1000.10.52.gexf	10	9.17898582441761	3	Rand	Uni	1000	10	52	gexf
3116	Rand.Uni.1000.25.52.gexf	2	23.3938761842857	1	Rand	Uni	1000	25	52	gexf
3117	Rand.Uni.1000.25.52.gexf	3	23.3938761842857	1	Rand	Uni	1000	25	52	gexf
3118	Rand.Uni.1000.25.52.gexf	5	23.3938761842857	1	Rand	Uni	1000	25	52	gexf
3119	Rand.Uni.1000.25.52.gexf	10	23.3938761842857	1	Rand	Uni	1000	25	52	gexf
3120	Rand.Uni.1000.25.52.gexf	50	0.514169586054934	51	Rand	Uni	1000	25	52	gexf
3121	Rand.Uni.50.5.53.gexf	2	2.47160541564325	2	Rand	Uni	50	5	53	gexf
3122	Rand.Uni.50.5.53.gexf	3	2.1591719440651	3	Rand	Uni	50	5	53	gexf
3126	Rand.Uni.50.10.53.gexf	2	3.75129205180465	1	Rand	Uni	50	10	53	gexf
3127	Rand.Uni.50.10.53.gexf	3	3.75129205180465	1	Rand	Uni	50	10	53	gexf
3128	Rand.Uni.50.10.53.gexf	5	2.98602923655132	5	Rand	Uni	50	10	53	gexf
3131	Rand.Uni.50.25.53.gexf	2	15.161387849205	1	Rand	Uni	50	25	53	gexf
3132	Rand.Uni.50.25.53.gexf	3	15.161387849205	1	Rand	Uni	50	25	53	gexf
3133	Rand.Uni.50.25.53.gexf	5	15.161387849205	1	Rand	Uni	50	25	53	gexf
3134	Rand.Uni.50.25.53.gexf	10	15.161387849205	1	Rand	Uni	50	25	53	gexf
3136	Rand.Uni.100.5.53.gexf	2	4.69186842441059	1	Rand	Uni	100	5	53	gexf
3137	Rand.Uni.100.5.53.gexf	3	4.69186842441059	1	Rand	Uni	100	5	53	gexf
3138	Rand.Uni.100.5.53.gexf	5	4.26874841271653	4	Rand	Uni	100	5	53	gexf
3141	Rand.Uni.100.10.53.gexf	2	5.21853721608611	1	Rand	Uni	100	10	53	gexf
3142	Rand.Uni.100.10.53.gexf	3	5.21853721608611	1	Rand	Uni	100	10	53	gexf
3143	Rand.Uni.100.10.53.gexf	5	5.08099841952695	3	Rand	Uni	100	10	53	gexf
3144	Rand.Uni.100.10.53.gexf	10	2.0129042473557	10	Rand	Uni	100	10	53	gexf
3146	Rand.Uni.100.25.53.gexf	2	20.7300452048207	1	Rand	Uni	100	25	53	gexf
3147	Rand.Uni.100.25.53.gexf	3	20.7300452048207	1	Rand	Uni	100	25	53	gexf
3148	Rand.Uni.100.25.53.gexf	5	20.7300452048207	1	Rand	Uni	100	25	53	gexf
3149	Rand.Uni.100.25.53.gexf	10	20.7300452048207	1	Rand	Uni	100	25	53	gexf
3151	Rand.Uni.500.5.53.gexf	2	4.94174644153995	1	Rand	Uni	500	5	53	gexf
3152	Rand.Uni.500.5.53.gexf	3	4.94174644153995	1	Rand	Uni	500	5	53	gexf
3153	Rand.Uni.500.5.53.gexf	5	4.94174644153995	1	Rand	Uni	500	5	53	gexf
3154	Rand.Uni.500.5.53.gexf	10	2.7405313865652	9	Rand	Uni	500	5	53	gexf
3156	Rand.Uni.500.10.53.gexf	2	7.71322196415343	1	Rand	Uni	500	10	53	gexf
3157	Rand.Uni.500.10.53.gexf	3	7.71322196415343	1	Rand	Uni	500	10	53	gexf
3158	Rand.Uni.500.10.53.gexf	5	7.71322196415343	1	Rand	Uni	500	10	53	gexf
3159	Rand.Uni.500.10.53.gexf	10	6.95831664449281	7	Rand	Uni	500	10	53	gexf
3161	Rand.Uni.500.25.53.gexf	2	22.5243037383428	1	Rand	Uni	500	25	53	gexf
3162	Rand.Uni.500.25.53.gexf	3	22.5243037383428	1	Rand	Uni	500	25	53	gexf
3163	Rand.Uni.500.25.53.gexf	5	22.5243037383428	1	Rand	Uni	500	25	53	gexf
3164	Rand.Uni.500.25.53.gexf	10	22.5243037383428	1	Rand	Uni	500	25	53	gexf
3166	Rand.Uni.1000.5.53.gexf	2	2.80923012955737	1	Rand	Uni	1000	5	53	gexf
3167	Rand.Uni.1000.5.53.gexf	3	2.44627030940587	3	Rand	Uni	1000	5	53	gexf
3168	Rand.Uni.1000.5.53.gexf	5	1.37244668232232	5	Rand	Uni	1000	5	53	gexf
3171	Rand.Uni.1000.10.53.gexf	2	9.33243975051117	1	Rand	Uni	1000	10	53	gexf
3172	Rand.Uni.1000.10.53.gexf	3	9.33243975051117	1	Rand	Uni	1000	10	53	gexf
3173	Rand.Uni.1000.10.53.gexf	5	9.33243975051117	1	Rand	Uni	1000	10	53	gexf
3174	Rand.Uni.1000.10.53.gexf	10	9.10966654756546	6	Rand	Uni	1000	10	53	gexf
3176	Rand.Uni.1000.25.53.gexf	2	22.4223442131385	1	Rand	Uni	1000	25	53	gexf
3177	Rand.Uni.1000.25.53.gexf	3	22.4223442131385	1	Rand	Uni	1000	25	53	gexf
3178	Rand.Uni.1000.25.53.gexf	5	22.4223442131385	1	Rand	Uni	1000	25	53	gexf
3179	Rand.Uni.1000.25.53.gexf	10	22.4223442131385	1	Rand	Uni	1000	25	53	gexf
3181	Rand.Uni.50.5.54.gexf	2	3.47443193245593	1	Rand	Uni	50	5	54	gexf
3182	Rand.Uni.50.5.54.gexf	3	3.43207037831188	3	Rand	Uni	50	5	54	gexf
3183	Rand.Uni.50.5.54.gexf	5	1.75641989861723	5	Rand	Uni	50	5	54	gexf
3186	Rand.Uni.50.10.54.gexf	2	5.99179560425129	1	Rand	Uni	50	10	54	gexf
3187	Rand.Uni.50.10.54.gexf	3	5.99179560425129	1	Rand	Uni	50	10	54	gexf
3188	Rand.Uni.50.10.54.gexf	5	5.99179560425129	1	Rand	Uni	50	10	54	gexf
3189	Rand.Uni.50.10.54.gexf	10	4.59437515035348	6	Rand	Uni	50	10	54	gexf
3191	Rand.Uni.50.25.54.gexf	2	14.6194121164165	1	Rand	Uni	50	25	54	gexf
3192	Rand.Uni.50.25.54.gexf	3	14.6194121164165	1	Rand	Uni	50	25	54	gexf
3193	Rand.Uni.50.25.54.gexf	5	14.6194121164165	1	Rand	Uni	50	25	54	gexf
3194	Rand.Uni.50.25.54.gexf	10	14.6194121164165	2	Rand	Uni	50	25	54	gexf
3196	Rand.Uni.100.5.54.gexf	2	4.35645005945521	1	Rand	Uni	100	5	54	gexf
3197	Rand.Uni.100.5.54.gexf	3	4.35645005945521	1	Rand	Uni	100	5	54	gexf
3201	Rand.Uni.100.10.54.gexf	2	11.7642224562308	1	Rand	Uni	100	10	54	gexf
3202	Rand.Uni.100.10.54.gexf	3	11.7642224562308	1	Rand	Uni	100	10	54	gexf
3203	Rand.Uni.100.10.54.gexf	5	11.7642224562308	1	Rand	Uni	100	10	54	gexf
3204	Rand.Uni.100.10.54.gexf	10	11.7642224562308	1	Rand	Uni	100	10	54	gexf
3206	Rand.Uni.100.25.54.gexf	2	19.4591905205055	1	Rand	Uni	100	25	54	gexf
3207	Rand.Uni.100.25.54.gexf	3	19.4591905205055	1	Rand	Uni	100	25	54	gexf
3208	Rand.Uni.100.25.54.gexf	5	19.4591905205055	1	Rand	Uni	100	25	54	gexf
3209	Rand.Uni.100.25.54.gexf	10	19.4591905205055	1	Rand	Uni	100	25	54	gexf
3211	Rand.Uni.500.5.54.gexf	2	5.02065135307968	1	Rand	Uni	500	5	54	gexf
3212	Rand.Uni.500.5.54.gexf	3	5.02065135307968	1	Rand	Uni	500	5	54	gexf
3213	Rand.Uni.500.5.54.gexf	5	4.13703043135786	5	Rand	Uni	500	5	54	gexf
3216	Rand.Uni.500.10.54.gexf	2	9.66635616700329	1	Rand	Uni	500	10	54	gexf
3217	Rand.Uni.500.10.54.gexf	3	9.66635616700329	1	Rand	Uni	500	10	54	gexf
3218	Rand.Uni.500.10.54.gexf	5	9.66635616700329	1	Rand	Uni	500	10	54	gexf
3219	Rand.Uni.500.10.54.gexf	10	9.54926230267674	5	Rand	Uni	500	10	54	gexf
3221	Rand.Uni.500.25.54.gexf	2	16.3102136139462	1	Rand	Uni	500	25	54	gexf
3222	Rand.Uni.500.25.54.gexf	3	16.3102136139462	1	Rand	Uni	500	25	54	gexf
3223	Rand.Uni.500.25.54.gexf	5	16.3102136139462	1	Rand	Uni	500	25	54	gexf
3224	Rand.Uni.500.25.54.gexf	10	16.3102136139462	1	Rand	Uni	500	25	54	gexf
3226	Rand.Uni.1000.5.54.gexf	2	3.49252546066988	1	Rand	Uni	1000	5	54	gexf
3227	Rand.Uni.1000.5.54.gexf	3	3.49252546066988	2	Rand	Uni	1000	5	54	gexf
3228	Rand.Uni.1000.5.54.gexf	5	1.86437806223436	5	Rand	Uni	1000	5	54	gexf
3231	Rand.Uni.1000.10.54.gexf	2	12.1598702449313	1	Rand	Uni	1000	10	54	gexf
3232	Rand.Uni.1000.10.54.gexf	3	12.1598702449313	1	Rand	Uni	1000	10	54	gexf
3233	Rand.Uni.1000.10.54.gexf	5	12.1598702449313	1	Rand	Uni	1000	10	54	gexf
3234	Rand.Uni.1000.10.54.gexf	10	12.1598702449313	1	Rand	Uni	1000	10	54	gexf
3236	Rand.Uni.1000.25.54.gexf	2	18.2448799827521	1	Rand	Uni	1000	25	54	gexf
3237	Rand.Uni.1000.25.54.gexf	3	18.2448799827521	1	Rand	Uni	1000	25	54	gexf
3238	Rand.Uni.1000.25.54.gexf	5	18.2448799827521	1	Rand	Uni	1000	25	54	gexf
3239	Rand.Uni.1000.25.54.gexf	10	18.2448799827521	1	Rand	Uni	1000	25	54	gexf
3241	Rand.Uni.50.5.55.gexf	2	4.12935536241123	1	Rand	Uni	50	5	55	gexf
3242	Rand.Uni.50.5.55.gexf	3	4.12935536241123	1	Rand	Uni	50	5	55	gexf
3243	Rand.Uni.50.5.55.gexf	5	2.76231313071529	6	Rand	Uni	50	5	55	gexf
3246	Rand.Uni.50.10.55.gexf	2	5.06041309794927	1	Rand	Uni	50	10	55	gexf
3247	Rand.Uni.50.10.55.gexf	3	5.06041309794927	1	Rand	Uni	50	10	55	gexf
3248	Rand.Uni.50.10.55.gexf	5	4.97750358857975	3	Rand	Uni	50	10	55	gexf
3249	Rand.Uni.50.10.55.gexf	10	1.42826663606923	9	Rand	Uni	50	10	55	gexf
3251	Rand.Uni.50.25.55.gexf	2	19.2655199313057	1	Rand	Uni	50	25	55	gexf
3252	Rand.Uni.50.25.55.gexf	3	19.2655199313057	1	Rand	Uni	50	25	55	gexf
3253	Rand.Uni.50.25.55.gexf	5	19.2655199313057	1	Rand	Uni	50	25	55	gexf
3254	Rand.Uni.50.25.55.gexf	10	19.2655199313057	1	Rand	Uni	50	25	55	gexf
3256	Rand.Uni.100.5.55.gexf	2	3.35807789473726	1	Rand	Uni	100	5	55	gexf
3257	Rand.Uni.100.5.55.gexf	3	3.01336855264984	3	Rand	Uni	100	5	55	gexf
3258	Rand.Uni.100.5.55.gexf	5	1.3719004427711	5	Rand	Uni	100	5	55	gexf
3261	Rand.Uni.100.10.55.gexf	2	9.19933064256941	1	Rand	Uni	100	10	55	gexf
3262	Rand.Uni.100.10.55.gexf	3	9.19933064256941	1	Rand	Uni	100	10	55	gexf
3263	Rand.Uni.100.10.55.gexf	5	9.19933064256941	1	Rand	Uni	100	10	55	gexf
3264	Rand.Uni.100.10.55.gexf	10	8.72209089658906	6	Rand	Uni	100	10	55	gexf
3266	Rand.Uni.100.25.55.gexf	2	19.3725173935898	1	Rand	Uni	100	25	55	gexf
3267	Rand.Uni.100.25.55.gexf	3	19.3725173935898	1	Rand	Uni	100	25	55	gexf
3268	Rand.Uni.100.25.55.gexf	5	19.3725173935898	1	Rand	Uni	100	25	55	gexf
3269	Rand.Uni.100.25.55.gexf	10	19.3725173935898	1	Rand	Uni	100	25	55	gexf
3271	Rand.Uni.500.5.55.gexf	2	2.9125170062924	1	Rand	Uni	500	5	55	gexf
3272	Rand.Uni.500.5.55.gexf	3	2.9125170062924	1	Rand	Uni	500	5	55	gexf
3273	Rand.Uni.500.5.55.gexf	5	1.47682454942241	6	Rand	Uni	500	5	55	gexf
3276	Rand.Uni.500.10.55.gexf	2	10.6499942096482	1	Rand	Uni	500	10	55	gexf
3277	Rand.Uni.500.10.55.gexf	3	10.6499942096482	1	Rand	Uni	500	10	55	gexf
3278	Rand.Uni.500.10.55.gexf	5	10.6499942096482	1	Rand	Uni	500	10	55	gexf
3279	Rand.Uni.500.10.55.gexf	10	10.6499942096482	1	Rand	Uni	500	10	55	gexf
3281	Rand.Uni.500.25.55.gexf	2	25.5144828923283	1	Rand	Uni	500	25	55	gexf
3282	Rand.Uni.500.25.55.gexf	3	25.5144828923283	1	Rand	Uni	500	25	55	gexf
3283	Rand.Uni.500.25.55.gexf	5	25.5144828923283	1	Rand	Uni	500	25	55	gexf
3284	Rand.Uni.500.25.55.gexf	10	25.5144828923283	1	Rand	Uni	500	25	55	gexf
3285	Rand.Uni.500.25.55.gexf	50	3.94406716800974	49	Rand	Uni	500	25	55	gexf
3286	Rand.Uni.1000.5.55.gexf	2	3.33486702642157	1	Rand	Uni	1000	5	55	gexf
3287	Rand.Uni.1000.5.55.gexf	3	3.33486702642157	1	Rand	Uni	1000	5	55	gexf
3291	Rand.Uni.1000.10.55.gexf	2	11.7291967485301	1	Rand	Uni	1000	10	55	gexf
3292	Rand.Uni.1000.10.55.gexf	3	11.7291967485301	1	Rand	Uni	1000	10	55	gexf
3293	Rand.Uni.1000.10.55.gexf	5	11.7291967485301	1	Rand	Uni	1000	10	55	gexf
3294	Rand.Uni.1000.10.55.gexf	10	11.7291967485301	2	Rand	Uni	1000	10	55	gexf
3296	Rand.Uni.1000.25.55.gexf	2	26.3119111421319	1	Rand	Uni	1000	25	55	gexf
3297	Rand.Uni.1000.25.55.gexf	3	26.3119111421319	1	Rand	Uni	1000	25	55	gexf
3298	Rand.Uni.1000.25.55.gexf	5	26.3119111421319	1	Rand	Uni	1000	25	55	gexf
3299	Rand.Uni.1000.25.55.gexf	10	26.3119111421319	1	Rand	Uni	1000	25	55	gexf
3301	Rand.Uni.50.5.56.gexf	2	4.06247151537544	1	Rand	Uni	50	5	56	gexf
3302	Rand.Uni.50.5.56.gexf	3	4.06247151537544	1	Rand	Uni	50	5	56	gexf
3303	Rand.Uni.50.5.56.gexf	5	3.12202367026435	4	Rand	Uni	50	5	56	gexf
3306	Rand.Uni.50.10.56.gexf	2	6.72011809142931	2	Rand	Uni	50	10	56	gexf
3307	Rand.Uni.50.10.56.gexf	3	6.72011809142931	1	Rand	Uni	50	10	56	gexf
3308	Rand.Uni.50.10.56.gexf	5	6.72011809142931	3	Rand	Uni	50	10	56	gexf
3309	Rand.Uni.50.10.56.gexf	10	5.89794393451213	5	Rand	Uni	50	10	56	gexf
3311	Rand.Uni.50.25.56.gexf	2	19.9990290705476	1	Rand	Uni	50	25	56	gexf
3312	Rand.Uni.50.25.56.gexf	3	19.9990290705476	1	Rand	Uni	50	25	56	gexf
3313	Rand.Uni.50.25.56.gexf	5	19.9990290705476	1	Rand	Uni	50	25	56	gexf
3314	Rand.Uni.50.25.56.gexf	10	19.9990290705476	1	Rand	Uni	50	25	56	gexf
3316	Rand.Uni.100.5.56.gexf	2	5.33923075313865	1	Rand	Uni	100	5	56	gexf
3317	Rand.Uni.100.5.56.gexf	3	5.33923075313865	1	Rand	Uni	100	5	56	gexf
3318	Rand.Uni.100.5.56.gexf	5	5.33923075313865	1	Rand	Uni	100	5	56	gexf
3319	Rand.Uni.100.5.56.gexf	10	2.9548760587106	10	Rand	Uni	100	5	56	gexf
3321	Rand.Uni.100.10.56.gexf	2	5.30075867357699	1	Rand	Uni	100	10	56	gexf
3322	Rand.Uni.100.10.56.gexf	3	5.30075867357699	1	Rand	Uni	100	10	56	gexf
3323	Rand.Uni.100.10.56.gexf	5	5.26920288684663	2	Rand	Uni	100	10	56	gexf
3324	Rand.Uni.100.10.56.gexf	10	3.58599290172316	8	Rand	Uni	100	10	56	gexf
3326	Rand.Uni.100.25.56.gexf	2	21.8737510243228	1	Rand	Uni	100	25	56	gexf
3327	Rand.Uni.100.25.56.gexf	3	21.8737510243228	1	Rand	Uni	100	25	56	gexf
3328	Rand.Uni.100.25.56.gexf	5	21.8737510243228	1	Rand	Uni	100	25	56	gexf
3329	Rand.Uni.100.25.56.gexf	10	21.8737510243228	1	Rand	Uni	100	25	56	gexf
3331	Rand.Uni.500.5.56.gexf	2	5.38101715701787	1	Rand	Uni	500	5	56	gexf
3332	Rand.Uni.500.5.56.gexf	3	5.38101715701787	1	Rand	Uni	500	5	56	gexf
3333	Rand.Uni.500.5.56.gexf	5	5.33959657600505	3	Rand	Uni	500	5	56	gexf
3336	Rand.Uni.500.10.56.gexf	2	5.40038591890717	1	Rand	Uni	500	10	56	gexf
3337	Rand.Uni.500.10.56.gexf	3	5.40038591890717	1	Rand	Uni	500	10	56	gexf
3338	Rand.Uni.500.10.56.gexf	5	5.36791853387542	2	Rand	Uni	500	10	56	gexf
3341	Rand.Uni.500.25.56.gexf	2	22.927476746269	1	Rand	Uni	500	25	56	gexf
3342	Rand.Uni.500.25.56.gexf	3	22.927476746269	1	Rand	Uni	500	25	56	gexf
3343	Rand.Uni.500.25.56.gexf	5	22.927476746269	1	Rand	Uni	500	25	56	gexf
3344	Rand.Uni.500.25.56.gexf	10	22.927476746269	1	Rand	Uni	500	25	56	gexf
3346	Rand.Uni.1000.5.56.gexf	2	5.9181062351754	1	Rand	Uni	1000	5	56	gexf
3347	Rand.Uni.1000.5.56.gexf	3	5.9181062351754	1	Rand	Uni	1000	5	56	gexf
3348	Rand.Uni.1000.5.56.gexf	5	5.9181062351754	1	Rand	Uni	1000	5	56	gexf
3351	Rand.Uni.1000.10.56.gexf	2	10.9020088363221	1	Rand	Uni	1000	10	56	gexf
3352	Rand.Uni.1000.10.56.gexf	3	10.9020088363221	1	Rand	Uni	1000	10	56	gexf
3353	Rand.Uni.1000.10.56.gexf	5	10.9020088363221	1	Rand	Uni	1000	10	56	gexf
3354	Rand.Uni.1000.10.56.gexf	10	10.9020088363221	1	Rand	Uni	1000	10	56	gexf
3356	Rand.Uni.1000.25.56.gexf	2	21.1081752372547	1	Rand	Uni	1000	25	56	gexf
3357	Rand.Uni.1000.25.56.gexf	3	21.1081752372547	1	Rand	Uni	1000	25	56	gexf
3358	Rand.Uni.1000.25.56.gexf	5	21.1081752372547	1	Rand	Uni	1000	25	56	gexf
3359	Rand.Uni.1000.25.56.gexf	10	21.1081752372547	1	Rand	Uni	1000	25	56	gexf
3361	Rand.Uni.50.5.57.gexf	2	3.99714150141676	2	Rand	Uni	50	5	57	gexf
3362	Rand.Uni.50.5.57.gexf	3	3.99714150141676	1	Rand	Uni	50	5	57	gexf
3363	Rand.Uni.50.5.57.gexf	5	3.42676685836812	4	Rand	Uni	50	5	57	gexf
3366	Rand.Uni.50.10.57.gexf	2	7.17982186120859	1	Rand	Uni	50	10	57	gexf
3367	Rand.Uni.50.10.57.gexf	3	7.17982186120859	1	Rand	Uni	50	10	57	gexf
3368	Rand.Uni.50.10.57.gexf	5	7.17982186120859	1	Rand	Uni	50	10	57	gexf
3369	Rand.Uni.50.10.57.gexf	10	5.86033074027559	7	Rand	Uni	50	10	57	gexf
3371	Rand.Uni.50.25.57.gexf	2	17.0555049082213	1	Rand	Uni	50	25	57	gexf
3372	Rand.Uni.50.25.57.gexf	3	17.0555049082213	1	Rand	Uni	50	25	57	gexf
3373	Rand.Uni.50.25.57.gexf	5	17.0555049082213	1	Rand	Uni	50	25	57	gexf
3374	Rand.Uni.50.25.57.gexf	10	17.0555049082213	1	Rand	Uni	50	25	57	gexf
3376	Rand.Uni.100.5.57.gexf	2	3.33923695380252	1	Rand	Uni	100	5	57	gexf
3377	Rand.Uni.100.5.57.gexf	3	1.98384717944078	4	Rand	Uni	100	5	57	gexf
3381	Rand.Uni.100.10.57.gexf	2	7.93685447413749	1	Rand	Uni	100	10	57	gexf
3382	Rand.Uni.100.10.57.gexf	3	7.93685447413749	1	Rand	Uni	100	10	57	gexf
3383	Rand.Uni.100.10.57.gexf	5	7.93685447413749	1	Rand	Uni	100	10	57	gexf
3384	Rand.Uni.100.10.57.gexf	10	6.9394742807572	7	Rand	Uni	100	10	57	gexf
3386	Rand.Uni.100.25.57.gexf	2	23.8972921537691	1	Rand	Uni	100	25	57	gexf
3387	Rand.Uni.100.25.57.gexf	3	23.8972921537691	1	Rand	Uni	100	25	57	gexf
3388	Rand.Uni.100.25.57.gexf	5	23.8972921537691	1	Rand	Uni	100	25	57	gexf
3389	Rand.Uni.100.25.57.gexf	10	23.8972921537691	1	Rand	Uni	100	25	57	gexf
3391	Rand.Uni.500.5.57.gexf	2	3.97298135802123	1	Rand	Uni	500	5	57	gexf
3392	Rand.Uni.500.5.57.gexf	3	3.97298135802123	1	Rand	Uni	500	5	57	gexf
3393	Rand.Uni.500.5.57.gexf	5	2.54961973080896	5	Rand	Uni	500	5	57	gexf
3396	Rand.Uni.500.10.57.gexf	2	10.9014466419993	1	Rand	Uni	500	10	57	gexf
3397	Rand.Uni.500.10.57.gexf	3	10.9014466419993	1	Rand	Uni	500	10	57	gexf
3398	Rand.Uni.500.10.57.gexf	5	10.9014466419993	1	Rand	Uni	500	10	57	gexf
3399	Rand.Uni.500.10.57.gexf	10	10.9014466419993	1	Rand	Uni	500	10	57	gexf
3401	Rand.Uni.500.25.57.gexf	2	23.4463350007363	1	Rand	Uni	500	25	57	gexf
3402	Rand.Uni.500.25.57.gexf	3	23.4463350007363	1	Rand	Uni	500	25	57	gexf
3403	Rand.Uni.500.25.57.gexf	5	23.4463350007363	1	Rand	Uni	500	25	57	gexf
3404	Rand.Uni.500.25.57.gexf	10	23.4463350007363	1	Rand	Uni	500	25	57	gexf
3406	Rand.Uni.1000.5.57.gexf	2	4.0136769402201	1	Rand	Uni	1000	5	57	gexf
3407	Rand.Uni.1000.5.57.gexf	3	4.0136769402201	1	Rand	Uni	1000	5	57	gexf
3408	Rand.Uni.1000.5.57.gexf	5	3.45259003610014	5	Rand	Uni	1000	5	57	gexf
3411	Rand.Uni.1000.10.57.gexf	2	6.51380746134366	1	Rand	Uni	1000	10	57	gexf
3412	Rand.Uni.1000.10.57.gexf	3	6.51380746134366	1	Rand	Uni	1000	10	57	gexf
3413	Rand.Uni.1000.10.57.gexf	5	6.51380746134366	1	Rand	Uni	1000	10	57	gexf
3414	Rand.Uni.1000.10.57.gexf	10	5.75437618861028	5	Rand	Uni	1000	10	57	gexf
3416	Rand.Uni.1000.25.57.gexf	2	17.6923657785556	1	Rand	Uni	1000	25	57	gexf
3417	Rand.Uni.1000.25.57.gexf	3	17.6923657785556	1	Rand	Uni	1000	25	57	gexf
3418	Rand.Uni.1000.25.57.gexf	5	17.6923657785556	1	Rand	Uni	1000	25	57	gexf
3419	Rand.Uni.1000.25.57.gexf	10	17.6923657785556	1	Rand	Uni	1000	25	57	gexf
3421	Rand.Uni.50.5.58.gexf	2	4.38225541119738	1	Rand	Uni	50	5	58	gexf
3422	Rand.Uni.50.5.58.gexf	3	4.38225541119738	1	Rand	Uni	50	5	58	gexf
3423	Rand.Uni.50.5.58.gexf	5	1.98604823203348	6	Rand	Uni	50	5	58	gexf
3426	Rand.Uni.50.10.58.gexf	2	10.7802347436296	1	Rand	Uni	50	10	58	gexf
3427	Rand.Uni.50.10.58.gexf	3	10.7802347436296	1	Rand	Uni	50	10	58	gexf
3428	Rand.Uni.50.10.58.gexf	5	10.7802347436296	1	Rand	Uni	50	10	58	gexf
3429	Rand.Uni.50.10.58.gexf	10	10.7802347436296	1	Rand	Uni	50	10	58	gexf
3431	Rand.Uni.50.25.58.gexf	2	16.9679658313812	1	Rand	Uni	50	25	58	gexf
3432	Rand.Uni.50.25.58.gexf	3	16.9679658313812	1	Rand	Uni	50	25	58	gexf
3433	Rand.Uni.50.25.58.gexf	5	16.9679658313812	1	Rand	Uni	50	25	58	gexf
3434	Rand.Uni.50.25.58.gexf	10	16.9679658313812	1	Rand	Uni	50	25	58	gexf
3436	Rand.Uni.100.5.58.gexf	2	4.81996489141993	1	Rand	Uni	100	5	58	gexf
3437	Rand.Uni.100.5.58.gexf	3	4.81996489141993	1	Rand	Uni	100	5	58	gexf
3438	Rand.Uni.100.5.58.gexf	5	4.69406370678715	2	Rand	Uni	100	5	58	gexf
3441	Rand.Uni.100.10.58.gexf	2	12.5999017329771	1	Rand	Uni	100	10	58	gexf
3442	Rand.Uni.100.10.58.gexf	3	12.5999017329771	1	Rand	Uni	100	10	58	gexf
3443	Rand.Uni.100.10.58.gexf	5	12.5999017329771	1	Rand	Uni	100	10	58	gexf
3444	Rand.Uni.100.10.58.gexf	10	12.5999017329771	1	Rand	Uni	100	10	58	gexf
3446	Rand.Uni.100.25.58.gexf	2	22.0866443957052	1	Rand	Uni	100	25	58	gexf
3447	Rand.Uni.100.25.58.gexf	3	22.0866443957052	1	Rand	Uni	100	25	58	gexf
3448	Rand.Uni.100.25.58.gexf	5	22.0866443957052	1	Rand	Uni	100	25	58	gexf
3449	Rand.Uni.100.25.58.gexf	10	22.0866443957052	1	Rand	Uni	100	25	58	gexf
3451	Rand.Uni.500.5.58.gexf	2	2.67800430230762	1	Rand	Uni	500	5	58	gexf
3452	Rand.Uni.500.5.58.gexf	3	2.40755061081164	2	Rand	Uni	500	5	58	gexf
3453	Rand.Uni.500.5.58.gexf	5	2.16679554973048	3	Rand	Uni	500	5	58	gexf
3456	Rand.Uni.500.10.58.gexf	2	10.9169130736127	1	Rand	Uni	500	10	58	gexf
3457	Rand.Uni.500.10.58.gexf	3	10.9169130736127	1	Rand	Uni	500	10	58	gexf
3458	Rand.Uni.500.10.58.gexf	5	10.9169130736127	1	Rand	Uni	500	10	58	gexf
3459	Rand.Uni.500.10.58.gexf	10	10.9169130736127	1	Rand	Uni	500	10	58	gexf
3461	Rand.Uni.500.25.58.gexf	2	26.1308259869779	1	Rand	Uni	500	25	58	gexf
3462	Rand.Uni.500.25.58.gexf	3	26.1308259869779	1	Rand	Uni	500	25	58	gexf
3463	Rand.Uni.500.25.58.gexf	5	26.1308259869779	1	Rand	Uni	500	25	58	gexf
