path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5	small_1	constant1	uni_2	constant2	best.constant	best.alg
3403	Rand.Uni.500.25.57.gexf	5	23.4463350007363	1	Rand	Uni	500	25	57	gexf	18.8162735497087	1.24606686540754	18.8162735497086	1.24606686540754	1.24606686540754	2
3404	Rand.Uni.500.25.57.gexf	10	23.4463350007363	1	Rand	Uni	500	25	57	gexf	14.6652056405552	1.59877301249004	14.6652056405552	1.59877301249004	1.59877301249004	2
3406	Rand.Uni.1000.5.57.gexf	2	4.0136769402201	1	Rand	Uni	1000	5	57	gexf	2.69605153242139	1.48872411819789	2.49935354036377	1.60588603228814	1.60588603228814	2
3407	Rand.Uni.1000.5.57.gexf	3	4.0136769402201	1	Rand	Uni	1000	5	57	gexf	2.00526495488465	2.00156938385779	1.72629501805007	2.32502376375605	2.32502376375605	2
3408	Rand.Uni.1000.5.57.gexf	5	3.45259003610014	5	Rand	Uni	1000	5	57	gexf	1.36777038720965	2.52424680954211	0.798285034063824	4.3250090992237	4.3250090992237	2
3411	Rand.Uni.1000.10.57.gexf	2	6.51380746134366	1	Rand	Uni	1000	10	57	gexf	4.94488372424031	1.31728223040156	4.94488372424031	1.31728223040156	1.31728223040156	2
3412	Rand.Uni.1000.10.57.gexf	3	6.51380746134366	1	Rand	Uni	1000	10	57	gexf	4.26030318362078	1.52895396890689	4.26030318362079	1.52895396890689	1.52895396890689	NA
3413	Rand.Uni.1000.10.57.gexf	5	6.51380746134366	1	Rand	Uni	1000	10	57	gexf	3.1415046566479	2.07346739007993	3.1415046566479	2.07346739007993	2.07346739007993	NA
3414	Rand.Uni.1000.10.57.gexf	10	5.75437618861028	5	Rand	Uni	1000	10	57	gexf	1.26601127151547	4.54528037631296	1.26601127151547	4.54528037631296	4.54528037631296	NA
3416	Rand.Uni.1000.25.57.gexf	2	17.6923657785556	1	Rand	Uni	1000	25	57	gexf	15.7810497576405	1.12111463117273	15.7810497576405	1.12111463117273	1.12111463117273	NA
3417	Rand.Uni.1000.25.57.gexf	3	17.6923657785556	1	Rand	Uni	1000	25	57	gexf	14.8509731949514	1.19132702930001	14.8509731949514	1.19132702930001	1.19132702930001	NA
3418	Rand.Uni.1000.25.57.gexf	5	17.6923657785556	1	Rand	Uni	1000	25	57	gexf	13.122127635715	1.34828484143086	13.122127635715	1.34828484143086	1.34828484143086	NA
3419	Rand.Uni.1000.25.57.gexf	10	17.6923657785556	1	Rand	Uni	1000	25	57	gexf	9.48626002108913	1.86505174212211	9.48626002108913	1.86505174212211	1.86505174212211	2
3421	Rand.Uni.50.5.58.gexf	2	4.38225541119738	1	Rand	Uni	50	5	58	gexf	2.49019171929926	1.75980643467506	2.49019171929926	1.75980643467506	1.75980643467506	2
3422	Rand.Uni.50.5.58.gexf	3	4.38225541119738	1	Rand	Uni	50	5	58	gexf	1.73959844132013	2.51911895705759	1.73959844132013	2.51911895705759	2.51911895705759	2
3423	Rand.Uni.50.5.58.gexf	5	1.98604823203348	6	Rand	Uni	50	5	58	gexf	0.331008038672247	6	0.331008038672247	6	6	NA
3426	Rand.Uni.50.10.58.gexf	2	10.7802347436296	1	Rand	Uni	50	10	58	gexf	8.88489294861724	1.21332184934286	8.91222552941641	1.20960075662891	1.21332184934286	NA
3427	Rand.Uni.50.10.58.gexf	3	10.7802347436296	1	Rand	Uni	50	10	58	gexf	7.97029499675446	1.35255153642611	7.96192049574098	1.35397417612951	1.35397417612951	2
3428	Rand.Uni.50.10.58.gexf	5	10.7802347436296	1	Rand	Uni	50	10	58	gexf	6.23501633674419	1.72898259786418	6.22986096172895	1.73041337677587	1.73041337677587	2
3429	Rand.Uni.50.10.58.gexf	10	10.7802347436296	1	Rand	Uni	50	10	58	gexf	2.60449895168956	4.13908200524955	2.98311727151888	3.61374822456803	4.13908200524955	NA
3431	Rand.Uni.50.25.58.gexf	2	16.9679658313812	1	Rand	Uni	50	25	58	gexf	15.0008173220595	1.13113608859358	15.0008173220595	1.13113608859358	1.13113608859358	NA
3432	Rand.Uni.50.25.58.gexf	3	16.9679658313812	1	Rand	Uni	50	25	58	gexf	14.0394372555196	1.20859301712469	14.0394372555196	1.20859301712469	1.20859301712469	NA
3433	Rand.Uni.50.25.58.gexf	5	16.9679658313812	1	Rand	Uni	50	25	58	gexf	12.3776297799468	1.3708574366048	12.3776297799468	1.3708574366048	1.3708574366048	NA
3434	Rand.Uni.50.25.58.gexf	10	16.9679658313812	1	Rand	Uni	50	25	58	gexf	8.82716034328634	1.92224511298093	8.82716034328634	1.92224511298093	1.92224511298093	NA
3436	Rand.Uni.100.5.58.gexf	2	4.81996489141993	1	Rand	Uni	100	5	58	gexf	3.17846983655902	1.51644191679289	3.17846983655902	1.51644191679289	1.51644191679289	2
3437	Rand.Uni.100.5.58.gexf	3	4.81996489141993	1	Rand	Uni	100	5	58	gexf	2.4637460928325	1.95635617868339	2.4637460928325	1.95635617868339	1.95635617868339	NA
3438	Rand.Uni.100.5.58.gexf	5	4.69406370678715	2	Rand	Uni	100	5	58	gexf	1.34870513031433	3.48042251881488	1.34870513031433	3.48042251881488	3.48042251881488	NA
3441	Rand.Uni.100.10.58.gexf	2	12.5999017329771	1	Rand	Uni	100	10	58	gexf	10.6804666183807	1.17971453712454	10.6804666183807	1.17971453712454	1.17971453712454	NA
3442	Rand.Uni.100.10.58.gexf	3	12.5999017329771	1	Rand	Uni	100	10	58	gexf	9.76625662186458	1.29014649326013	9.76625662186458	1.29014649326013	1.29014649326013	NA
3443	Rand.Uni.100.10.58.gexf	5	12.5999017329771	1	Rand	Uni	100	10	58	gexf	8.11349643324761	1.55295584790609	8.11349643324761	1.55295584790609	1.55295584790609	NA
3444	Rand.Uni.100.10.58.gexf	10	12.5999017329771	1	Rand	Uni	100	10	58	gexf	4.53379832746631	2.77910502914198	4.53379832746631	2.77910502914198	2.77910502914198	NA
3446	Rand.Uni.100.25.58.gexf	2	22.0866443957052	1	Rand	Uni	100	25	58	gexf	20.1315348476534	1.09711676545515	20.1315348476534	1.09711676545515	1.09711676545515	NA
3447	Rand.Uni.100.25.58.gexf	3	22.0866443957052	1	Rand	Uni	100	25	58	gexf	19.1595802638989	1.15277287349147	19.1595802638989	1.15277287349147	1.15277287349147	NA
3448	Rand.Uni.100.25.58.gexf	5	22.0866443957052	1	Rand	Uni	100	25	58	gexf	17.38580748996	1.27038358203724	17.38580748996	1.27038358203724	1.27038358203724	2
3449	Rand.Uni.100.25.58.gexf	10	22.0866443957052	1	Rand	Uni	100	25	58	gexf	13.2715020127496	1.66421587959578	13.2715020127496	1.66421587959578	1.66421587959578	NA
3451	Rand.Uni.500.5.58.gexf	2	2.67800430230762	1	Rand	Uni	500	5	58	gexf	1.80566295810873	1.48311416052561	1.45222449423841	1.84407046770827	1.84407046770827	2
3452	Rand.Uni.500.5.58.gexf	3	2.40755061081164	2	Rand	Uni	500	5	58	gexf	1.45222449423841	1.65783638849463	1.11666419315161	2.15602024814345	2.15602024814345	2
3453	Rand.Uni.500.5.58.gexf	5	2.16679554973048	3	Rand	Uni	500	5	58	gexf	0.7933756328229	2.73110927546493	0.534595626132465	4.05314866753807	4.05314866753807	2
3456	Rand.Uni.500.10.58.gexf	2	10.9169130736127	1	Rand	Uni	500	10	58	gexf	9.03166962491692	1.20873698075655	9.03166962491692	1.20873698075655	1.20873698075655	2
3457	Rand.Uni.500.10.58.gexf	3	10.9169130736127	1	Rand	Uni	500	10	58	gexf	8.16734958671564	1.33665309139813	8.16734958671564	1.33665309139813	1.33665309139813	2
3458	Rand.Uni.500.10.58.gexf	5	10.9169130736127	1	Rand	Uni	500	10	58	gexf	6.4826987560594	1.68400746115322	6.4826987560594	1.68400746115322	1.68400746115322	NA
3459	Rand.Uni.500.10.58.gexf	10	10.9169130736127	1	Rand	Uni	500	10	58	gexf	3.34232801318552	3.26626023255209	3.34232801318552	3.26626023255209	3.26626023255209	NA
3461	Rand.Uni.500.25.58.gexf	2	26.1308259869779	1	Rand	Uni	500	25	58	gexf	24.1762772926313	1.08084572619219	24.1762772926313	1.08084572619219	1.08084572619219	NA
3462	Rand.Uni.500.25.58.gexf	3	26.1308259869779	1	Rand	Uni	500	25	58	gexf	23.2123257494246	1.12573062557618	23.2123257494246	1.12573062557618	1.12573062557618	NA
3463	Rand.Uni.500.25.58.gexf	5	26.1308259869779	1	Rand	Uni	500	25	58	gexf	21.3417201516202	1.2244011167485	21.3417201516203	1.2244011167485	1.2244011167485	NA
3464	Rand.Uni.500.25.58.gexf	10	26.1308259869779	2	Rand	Uni	500	25	58	gexf	17.1717450134885	1.52173386958938	17.1717450134885	1.52173386958937	1.52173386958938	NA
3466	Rand.Uni.1000.5.58.gexf	2	3.95523191771643	1	Rand	Uni	1000	5	58	gexf	2.4056761217167	1.64412486037146	2.4056761217167	1.64412486037146	1.64412486037146	2
3467	Rand.Uni.1000.5.58.gexf	3	3.95523191771643	1	Rand	Uni	1000	5	58	gexf	1.79014015572449	2.20945377101811	1.79014015572449	2.20945377101811	2.20945377101811	2
3468	Rand.Uni.1000.5.58.gexf	5	2.96266894939148	5	Rand	Uni	1000	5	58	gexf	0.945114290969279	3.13472029541852	0.945114290969279	3.13472029541852	3.13472029541852	NA
3471	Rand.Uni.1000.10.58.gexf	2	10.912292538225	1	Rand	Uni	1000	10	58	gexf	8.95499108097688	1.21857101135545	8.95499108097687	1.21857101135545	1.21857101135545	2
3472	Rand.Uni.1000.10.58.gexf	3	10.912292538225	1	Rand	Uni	1000	10	58	gexf	8.0159634741502	1.36132014241518	8.0159634741502	1.36132014241518	1.36132014241518	NA
3473	Rand.Uni.1000.10.58.gexf	5	10.912292538225	1	Rand	Uni	1000	10	58	gexf	6.20403759161131	1.75890174375795	6.20403759161131	1.75890174375795	1.75890174375795	NA
3474	Rand.Uni.1000.10.58.gexf	10	10.912292538225	1	Rand	Uni	1000	10	58	gexf	2.42935802822245	4.49184204693348	2.42935802822245	4.49184204693348	4.49184204693348	NA
3476	Rand.Uni.1000.25.58.gexf	2	23.1929771235139	1	Rand	Uni	1000	25	58	gexf	21.3470846574284	1.08647047106	21.9995982462052	1.05424548502901	1.08647047106	NA
3477	Rand.Uni.1000.25.58.gexf	3	23.1929771235139	1	Rand	Uni	1000	25	58	gexf	20.4582077669944	1.1336759010206	21.0310855374061	1.10279505459966	1.1336759010206	NA
3478	Rand.Uni.1000.25.58.gexf	5	23.1929771235139	1	Rand	Uni	1000	25	58	gexf	18.7811351140286	1.23490816623698	19.1179821538763	1.21314984692625	1.23490816623698	NA
3479	Rand.Uni.1000.25.58.gexf	10	23.1929771235139	1	Rand	Uni	1000	25	58	gexf	14.8465766323442	1.56217676962557	14.4543856528734	1.60456332634956	1.60456332634956	2
3481	Rand.Uni.50.5.59.gexf	2	2.92574179655935	1	Rand	Uni	50	5	59	gexf	1.30516698151031	2.24166090470182	1.30516698151031	2.24166090470182	2.24166090470182	2
3482	Rand.Uni.50.5.59.gexf	3	2.61033396302062	3	Rand	Uni	50	5	59	gexf	0.810725264146692	3.21975159583569	0.810725264146691	3.21975159583569	3.21975159583569	2
3483	Rand.Uni.50.5.59.gexf	5	1.0824937249488	5	Rand	Uni	50	5	59	gexf	0.19012972014155	5.69344826333776	0.19012972014155	5.69344826333776	5.69344826333776	NA
3486	Rand.Uni.50.10.59.gexf	2	8.32302128801224	1	Rand	Uni	50	10	59	gexf	6.44053742693611	1.29228676681593	6.44053742693611	1.29228676681593	1.29228676681593	NA
3487	Rand.Uni.50.10.59.gexf	3	8.32302128801224	1	Rand	Uni	50	10	59	gexf	5.61609184779528	1.48199522258163	5.61609184779528	1.48199522258163	1.48199522258163	NA
3488	Rand.Uni.50.10.59.gexf	5	8.32302128801224	1	Rand	Uni	50	10	59	gexf	4.09965890310776	2.03017409124036	4.09965890310776	2.03017409124036	2.03017409124036	NA
3489	Rand.Uni.50.10.59.gexf	10	7.51604132236423	6	Rand	Uni	50	10	59	gexf	1.76563360475399	4.25685221561664	1.76563360475399	4.25685221561664	4.25685221561664	NA
3491	Rand.Uni.50.25.59.gexf	2	15.2817998635294	1	Rand	Uni	50	25	59	gexf	13.306507446552	1.14844559512791	13.306507446552	1.14844559512791	1.14844559512791	2
3492	Rand.Uni.50.25.59.gexf	3	15.2817998635294	1	Rand	Uni	50	25	59	gexf	12.3437243820471	1.23802179881426	12.3437243820471	1.23802179881426	1.23802179881426	NA
3493	Rand.Uni.50.25.59.gexf	5	15.2817998635294	1	Rand	Uni	50	25	59	gexf	10.5982255014774	1.44192061788071	10.5982255014774	1.44192061788071	1.44192061788071	2
3494	Rand.Uni.50.25.59.gexf	10	15.2817998635294	2	Rand	Uni	50	25	59	gexf	7.07059596775511	2.16131708461646	7.0705959677551	2.16131708461646	2.16131708461646	2
3496	Rand.Uni.100.5.59.gexf	2	4.30819207425175	1	Rand	Uni	100	5	59	gexf	2.48809688489519	1.73152102733862	2.48809688489519	1.73152102733862	1.73152102733862	NA
3497	Rand.Uni.100.5.59.gexf	3	4.30819207425175	1	Rand	Uni	100	5	59	gexf	1.85237352208283	2.32576854661989	1.85237352208283	2.32576854661989	2.32576854661989	NA
3498	Rand.Uni.100.5.59.gexf	5	3.70474704416566	5	Rand	Uni	100	5	59	gexf	0.754447381220575	4.9105439774633	0.700001434383813	5.2924849324442	5.2924849324442	2
3501	Rand.Uni.100.10.59.gexf	2	7.60356457192891	1	Rand	Uni	100	10	59	gexf	5.75227806273997	1.32183536487579	5.75227806273997	1.32183536487579	1.32183536487579	NA
3502	Rand.Uni.100.10.59.gexf	3	7.60356457192891	1	Rand	Uni	100	10	59	gexf	4.90527980059934	1.55007764715071	4.90527980059934	1.55007764715071	1.55007764715071	NA
3503	Rand.Uni.100.10.59.gexf	5	7.60356457192891	1	Rand	Uni	100	10	59	gexf	3.51335523651475	2.16418894762024	3.51335523651475	2.16418894762024	2.16418894762024	NA
3504	Rand.Uni.100.10.59.gexf	10	6.43465276639646	7	Rand	Uni	100	10	59	gexf	1.0637896857025	6.04880161264883	1.0637896857025	6.04880161264883	6.04880161264883	NA
3506	Rand.Uni.100.25.59.gexf	2	24.1071695104738	2	Rand	Uni	100	25	59	gexf	22.1321098599016	1.08923955569869	22.1321098599016	1.08923955569869	1.08923955569869	2
3507	Rand.Uni.100.25.59.gexf	3	24.1071695104738	1	Rand	Uni	100	25	59	gexf	21.1491007098304	1.13986735612207	21.1491007098304	1.13986735612207	1.13986735612207	2
3508	Rand.Uni.100.25.59.gexf	5	24.1071695104738	3	Rand	Uni	100	25	59	gexf	19.2347423832102	1.25331387497639	19.2347423832102	1.25331387497639	1.25331387497639	2
3509	Rand.Uni.100.25.59.gexf	10	24.1071695104738	1	Rand	Uni	100	25	59	gexf	14.7271557350367	1.63691957525251	14.7271557350367	1.63691957525251	1.63691957525251	NA
3511	Rand.Uni.500.5.59.gexf	2	3.59059905687038	1	Rand	Uni	500	5	59	gexf	1.70077837819057	2.11115046082039	1.70077837819057	2.11115046082039	2.11115046082039	NA
3512	Rand.Uni.500.5.59.gexf	3	3.40155675638114	3	Rand	Uni	500	5	59	gexf	0.963704289579048	3.52966858523268	0.963704289579048	3.52966858523268	3.52966858523268	NA
3513	Rand.Uni.500.5.59.gexf	5	1.22693865462502	6	Rand	Uni	500	5	59	gexf	0.204489775770837	6	0.204489775770837	6	6	NA
3516	Rand.Uni.500.10.59.gexf	2	7.01891167379569	1	Rand	Uni	500	10	59	gexf	5.17806321191728	1.3555090748297	5.17806321191728	1.3555090748297	1.3555090748297	NA
3517	Rand.Uni.500.10.59.gexf	3	7.01891167379569	1	Rand	Uni	500	10	59	gexf	4.30382128706293	1.63085574554273	4.30382128706293	1.63085574554273	1.63085574554273	2
3518	Rand.Uni.500.10.59.gexf	5	7.01891167379569	1	Rand	Uni	500	10	59	gexf	3.24092235991882	2.16571423018338	3.24092235991881	2.16571423018338	2.16571423018338	2
3519	Rand.Uni.500.10.59.gexf	10	5.84021433417282	5	Rand	Uni	500	10	59	gexf	1.30603092250275	4.47172745571843	1.30603092250275	4.47172745571843	4.47172745571843	2
3521	Rand.Uni.500.25.59.gexf	2	24.0365259475463	1	Rand	Uni	500	25	59	gexf	22.1933250111323	1.0830520408947	22.1933250111323	1.0830520408947	1.0830520408947	NA
3522	Rand.Uni.500.25.59.gexf	3	24.0365259475463	1	Rand	Uni	500	25	59	gexf	21.2996177710595	1.12849564747615	21.2996177710595	1.12849564747615	1.12849564747615	NA
3523	Rand.Uni.500.25.59.gexf	5	24.0365259475463	1	Rand	Uni	500	25	59	gexf	19.5557507712713	1.22912826148601	19.5557507712713	1.22912826148601	1.22912826148601	NA
3524	Rand.Uni.500.25.59.gexf	10	24.0365259475463	2	Rand	Uni	500	25	59	gexf	15.3677757783279	1.56408619531289	15.3677757783279	1.56408619531288	1.56408619531289	NA
3526	Rand.Uni.1000.5.59.gexf	2	2.92878786631502	1	Rand	Uni	1000	5	59	gexf	1.46802100102184	1.99505856133965	1.58953904846078	1.84253911166957	1.99505856133965	NA
3527	Rand.Uni.1000.5.59.gexf	3	2.84730817622558	2	Rand	Uni	1000	5	59	gexf	0.939792209956737	3.02972098093541	0.836528477113831	3.40371936416234	3.40371936416234	2
3528	Rand.Uni.1000.5.59.gexf	5	1.55897744304351	6	Rand	Uni	1000	5	59	gexf	0.374884210251811	4.15855723023474	0.259829573840585	5.99999999999999	5.99999999999999	2
3531	Rand.Uni.1000.10.59.gexf	2	5.15860690421894	1	Rand	Uni	1000	10	59	gexf	3.60094350809652	1.43257090610283	3.60094350809652	1.43257090610283	1.43257090610283	NA
3532	Rand.Uni.1000.10.59.gexf	3	5.15860690421894	1	Rand	Uni	1000	10	59	gexf	2.9536943686262	1.74649312366678	2.9536943686262	1.74649312366678	1.74649312366678	2
3533	Rand.Uni.1000.10.59.gexf	5	5.15860690421894	1	Rand	Uni	1000	10	59	gexf	2.01060818143135	2.56569477427796	2.01060818143135	2.56569477427796	2.56569477427796	2
3534	Rand.Uni.1000.10.59.gexf	10	3.50737330609832	8	Rand	Uni	1000	10	59	gexf	0.618319204940099	5.67243145300347	0.618319204940099	5.67243145300347	5.67243145300347	NA
3536	Rand.Uni.1000.25.59.gexf	2	26.8122031579421	1	Rand	Uni	1000	25	59	gexf	24.8682739646349	1.07816904366068	26.6969641364395	1.00431655902573	1.07816904366068	NA
3537	Rand.Uni.1000.25.59.gexf	3	26.8122031579421	1	Rand	Uni	1000	25	59	gexf	23.8996947502645	1.12186383291131	25.7327820549323	1.04194731454631	1.12186383291131	NA
3538	Rand.Uni.1000.25.59.gexf	5	26.8122031579421	1	Rand	Uni	1000	25	59	gexf	21.96643204318	1.22059891680345	23.8532116784642	1.1240500239282	1.22059891680345	NA
3539	Rand.Uni.1000.25.59.gexf	10	26.8122031579421	1	Rand	Uni	1000	25	59	gexf	17.5320112660802	1.52932842393369	19.3051683468266	1.38886140106359	1.52932842393369	NA
3541	Rand.Uni.50.5.60.gexf	2	2.2735167047682	1	Rand	Uni	50	5	60	gexf	0.940361941741264	2.41770386895746	0.940361941741264	2.41770386895746	2.41770386895746	NA
3542	Rand.Uni.50.5.60.gexf	3	1.78305719362997	4	Rand	Uni	50	5	60	gexf	0.445764298407493	4	0.445764298407493	4	4	NA
3546	Rand.Uni.50.10.60.gexf	2	7.15784808169161	2	Rand	Uni	50	10	60	gexf	5.28633161926733	1.35402933399091	5.28633161926733	1.35402933399091	1.35402933399091	NA
3547	Rand.Uni.50.10.60.gexf	3	7.15784808169161	1	Rand	Uni	50	10	60	gexf	4.48749573592512	1.5950651550237	4.48749573592512	1.5950651550237	1.5950651550237	2
3548	Rand.Uni.50.10.60.gexf	5	7.15784808169161	3	Rand	Uni	50	10	60	gexf	2.98744969444373	2.39597275730008	2.98744969444373	2.39597275730008	2.39597275730008	NA
3549	Rand.Uni.50.10.60.gexf	10	5.42508055228655	8	Rand	Uni	50	10	60	gexf	0.720096200372784	7.53382749343499	0.720096200372784	7.53382749343499	7.53382749343499	NA
3551	Rand.Uni.50.25.60.gexf	2	17.3668488062099	1	Rand	Uni	50	25	60	gexf	15.4182067856161	1.12638577544645	15.4182067856161	1.12638577544645	1.12638577544645	NA
3552	Rand.Uni.50.25.60.gexf	3	17.3668488062099	1	Rand	Uni	50	25	60	gexf	14.5034257344985	1.197430808702	14.5034257344985	1.197430808702	1.197430808702	NA
3553	Rand.Uni.50.25.60.gexf	5	17.3668488062099	1	Rand	Uni	50	25	60	gexf	12.7292106666614	1.36433037844952	12.7292106666614	1.36433037844952	1.36433037844952	NA
3554	Rand.Uni.50.25.60.gexf	10	17.3668488062099	1	Rand	Uni	50	25	60	gexf	8.65025023121193	2.00767010687698	8.65025023121193	2.00767010687698	2.00767010687698	NA
3556	Rand.Uni.100.5.60.gexf	2	4.05615767574411	1	Rand	Uni	100	5	60	gexf	2.63315544804613	1.54041709871473	2.63315544804613	1.54041709871473	1.54041709871473	NA
3557	Rand.Uni.100.5.60.gexf	3	4.05615767574411	1	Rand	Uni	100	5	60	gexf	1.98731629202107	2.04102270586181	1.98731629202107	2.04102270586181	2.04102270586181	NA
3558	Rand.Uni.100.5.60.gexf	5	3.94799597824644	2	Rand	Uni	100	5	60	gexf	1.06641835815606	3.70210804048133	1.06641835815606	3.70210804048132	3.70210804048133	NA
3561	Rand.Uni.100.10.60.gexf	2	6.62545279489699	1	Rand	Uni	100	10	60	gexf	4.81396914806969	1.3762973112434	4.81396914806969	1.3762973112434	1.3762973112434	NA
3562	Rand.Uni.100.10.60.gexf	3	6.62545279489699	1	Rand	Uni	100	10	60	gexf	4.06954371240394	1.62805790111129	4.06954371240394	1.62805790111129	1.62805790111129	NA
3563	Rand.Uni.100.10.60.gexf	5	6.62545279489699	1	Rand	Uni	100	10	60	gexf	3.01454115806504	2.19783126104329	3.01454115806504	2.19783126104329	2.19783126104329	NA
3564	Rand.Uni.100.10.60.gexf	10	5.49672209327869	5	Rand	Uni	100	10	60	gexf	1.14583066432601	4.79715045548366	1.14583066432601	4.79715045548366	4.79715045548366	NA
3566	Rand.Uni.100.25.60.gexf	2	22.3338924054865	1	Rand	Uni	100	25	60	gexf	20.3515086719308	1.09740721267951	20.3515086719308	1.09740721267951	1.09740721267951	2
3567	Rand.Uni.100.25.60.gexf	3	22.3338924054865	1	Rand	Uni	100	25	60	gexf	19.4047902557746	1.15094737490606	19.4047902557746	1.15094737490606	1.15094737490606	2
3568	Rand.Uni.100.25.60.gexf	5	22.3338924054865	1	Rand	Uni	100	25	60	gexf	17.5381177928189	1.27344864878438	17.5381177928189	1.27344864878438	1.27344864878438	2
3569	Rand.Uni.100.25.60.gexf	10	22.3338924054865	1	Rand	Uni	100	25	60	gexf	13.3374408635884	1.67452606792497	13.3374408635884	1.67452606792497	1.67452606792497	NA
3571	Rand.Uni.500.5.60.gexf	2	4.55518020974041	1	Rand	Uni	500	5	60	gexf	3.00902968972798	1.51383691071264	3.01728469543858	1.50969519602402	1.51383691071264	NA
3572	Rand.Uni.500.5.60.gexf	3	4.55518020974041	1	Rand	Uni	500	5	60	gexf	2.44014703841857	1.86676464082778	2.25897121639793	2.01648439638108	2.01648439638108	2
3573	Rand.Uni.500.5.60.gexf	5	4.44885967350582	3	Rand	Uni	500	5	60	gexf	1.36381176576659	3.26207749865331	0.947795679350244	4.69390161870723	4.69390161870723	2
3576	Rand.Uni.500.10.60.gexf	2	4.90951887463453	1	Rand	Uni	500	10	60	gexf	3.17124544690118	1.54813588441473	3.17124544690118	1.54813588441473	1.54813588441473	2
3577	Rand.Uni.500.10.60.gexf	3	4.90951887463453	1	Rand	Uni	500	10	60	gexf	2.43312865083457	2.01778022421895	2.43312865083457	2.01778022421895	2.01778022421895	NA
3578	Rand.Uni.500.10.60.gexf	5	4.75686817035177	3	Rand	Uni	500	10	60	gexf	1.11158403287594	4.27935993111073	1.11158403287594	4.27935993111073	4.27935993111073	NA
3579	Rand.Uni.500.10.60.gexf	10	0.353728469006221	11	Rand	Uni	500	10	60	gexf	0.0321571335460201	11	0.0321571335460201	11	11	NA
3581	Rand.Uni.500.25.60.gexf	2	21.969799212954	1	Rand	Uni	500	25	60	gexf	20.0156340964056	1.09763193647206	20.0156340964056	1.09763193647206	1.09763193647206	2
3582	Rand.Uni.500.25.60.gexf	3	21.969799212954	1	Rand	Uni	500	25	60	gexf	19.0805394289886	1.15142442878611	19.0805394289886	1.15142442878611	1.15142442878611	NA
3583	Rand.Uni.500.25.60.gexf	5	21.969799212954	1	Rand	Uni	500	25	60	gexf	17.2279309723677	1.27524304852346	17.2279309723677	1.27524304852346	1.27524304852346	NA
3584	Rand.Uni.500.25.60.gexf	10	21.969799212954	1	Rand	Uni	500	25	60	gexf	12.9504884745704	1.69644560173108	12.9504884745704	1.69644560173108	1.69644560173108	2
3586	Rand.Uni.1000.5.60.gexf	2	1.88834941474481	2	Rand	Uni	1000	5	60	gexf	0.683425279399911	2.76306638291592	0.648729735569184	2.91084146634347	2.91084146634347	2
3587	Rand.Uni.1000.5.60.gexf	3	0.293021620556881	4	Rand	Uni	1000	5	60	gexf	0.426005829819951	0.687834766676139	0.0732554051392204	3.99999999999999	3.99999999999999	2
3591	Rand.Uni.1000.10.60.gexf	2	8.41677502696991	1	Rand	Uni	1000	10	60	gexf	6.64844527933221	1.26597643108154	6.6484452793322	1.26597643108154	1.26597643108154	2
3592	Rand.Uni.1000.10.60.gexf	3	8.41677502696991	1	Rand	Uni	1000	10	60	gexf	5.891033777829	1.42874329776322	5.891033777829	1.42874329776322	1.42874329776322	NA
3593	Rand.Uni.1000.10.60.gexf	5	8.41677502696991	1	Rand	Uni	1000	10	60	gexf	4.4447507072875	1.89364389169678	4.4447507072875	1.89364389169678	1.89364389169678	NA
3594	Rand.Uni.1000.10.60.gexf	10	8.10017144451488	4	Rand	Uni	1000	10	60	gexf	1.64811939844645	4.91479649602465	1.64811939844645	4.91479649602464	4.91479649602465	NA
3596	Rand.Uni.1000.25.60.gexf	2	16.1431476616306	1	Rand	Uni	1000	25	60	gexf	14.320582207026	1.127268949562	14.320582207026	1.127268949562	1.127268949562	NA
3597	Rand.Uni.1000.25.60.gexf	3	16.1431476616306	1	Rand	Uni	1000	25	60	gexf	13.4552221584516	1.19976819940432	13.4552221584516	1.19976819940432	1.19976819940432	NA
3598	Rand.Uni.1000.25.60.gexf	5	16.1431476616306	1	Rand	Uni	1000	25	60	gexf	11.838194573053	1.36364946208747	11.838194573053	1.36364946208747	1.36364946208747	NA
3599	Rand.Uni.1000.25.60.gexf	10	16.1431476616306	1	Rand	Uni	1000	25	60	gexf	8.29030098275319	1.94723300097477	8.29030098275318	1.94723300097477	1.94723300097477	2
3601	Rand.Uni.50.5.61.gexf	2	5.1966062379959	1	Rand	Uni	50	5	61	gexf	3.82130955335172	1.35990193033116	3.82130955335172	1.35990193033116	1.35990193033116	NA
3602	Rand.Uni.50.5.61.gexf	3	5.1966062379959	1	Rand	Uni	50	5	61	gexf	3.20123776714342	1.62331154884288	3.20123776714342	1.62331154884288	1.62331154884288	NA
3603	Rand.Uni.50.5.61.gexf	5	5.1966062379959	1	Rand	Uni	50	5	61	gexf	2.13277336231916	2.43654873499787	2.36089494967082	2.20111709702308	2.43654873499787	NA
3604	Rand.Uni.50.5.61.gexf	10	3.36217226667913	10	Rand	Uni	50	5	61	gexf	0.530918537765655	6.3327460382692	0.359138826968778	9.36176212150804	9.36176212150804	2
3606	Rand.Uni.50.10.61.gexf	2	6.28258895031867	2	Rand	Uni	50	10	61	gexf	4.59148628505281	1.36831269011324	4.59148628505281	1.36831269011324	1.36831269011324	NA
