construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
3093	cut	cap	first	Rand.Uni.500.5.7.gexf	500	2500	5	3	[9, 9, 9, 9]	5.3022040220333	1.48668378155858	1.4866837815585798	inf	167	0	0	0	0	[5.302204022033304, 1.4866837815585798]	Rand	Uni	500	5	7	gexf
3096	cut	cap	first	Rand.Uni.500.10.7.gexf	500	5000	2	1	[15, 15, 15, 15]	8.97268377047751	7.22068349572013	7.220683495720131	inf	34	0	0	0	0	[8.972683770477506, 7.220683495720131]	Rand	Uni	500	10	7	gexf
3097	cut	cap	first	Rand.Uni.500.10.7.gexf	500	5000	3	2	[15, 15, 15, 15]	8.97268377047751	6.34887533557628	6.3488753355762775	inf	58	0	0	0	0	[8.972683770477506, 6.3488753355762775]	Rand	Uni	500	10	7	gexf
3098	cut	cap	first	Rand.Uni.500.10.7.gexf	500	5000	5	3	[15, 15, 15, 15]	8.97268377047751	4.70013748902086	4.700137489020861	inf	34	0	0	0	0	[8.972683770477506, 4.700137489020861]	Rand	Uni	500	10	7	gexf
3099	cut	cap	first	Rand.Uni.500.10.7.gexf	500	5000	10	4	[15, 15, 15, 15]	8.97268377047751	1.47243157972956	1.4724315797295568	inf	206	0	0	0	0	[8.972683770477506, 1.4724315797295568]	Rand	Uni	500	10	7	gexf
3101	cut	cap	first	Rand.Uni.500.25.7.gexf	500	12500	2	1	[45, 45, 45, 45]	23.9430221338507	22.1241293299319	22.12412932993189	inf	29	0	0	0	0	[23.943022133850686, 22.12412932993189]	Rand	Uni	500	25	7	gexf
3102	cut	cap	first	Rand.Uni.500.25.7.gexf	500	12500	3	2	[45, 45, 45, 45]	23.9430221338507	21.2416519229768	21.241651922976807	inf	37	0	0	0	0	[23.943022133850686, 21.241651922976807]	Rand	Uni	500	25	7	gexf
3103	cut	cap	first	Rand.Uni.500.25.7.gexf	500	12500	5	3	[45, 45, 45, 45]	23.9430221338507	19.5293245763591	19.529324576359066	inf	29	0	0	0	0	[23.943022133850686, 19.529324576359066]	Rand	Uni	500	25	7	gexf
3104	cut	cap	first	Rand.Uni.500.25.7.gexf	500	12500	10	4	[45, 45, 45, 45]	23.9430221338507	15.5035149112443	15.503514911244322	inf	37	0	0	0	0	[23.943022133850686, 15.503514911244322]	Rand	Uni	500	25	7	gexf
3106	cut	cap	first	Rand.Uni.500.5.8.gexf	500	2500	2	1	[7, 7, 7, 7]	2.53616998712361	1.08537277443091	1.0853727744309127	inf	88	0	0	0	0	[2.5361699871236096, 1.0853727744309127]	Rand	Uni	500	5	8	gexf
3107	cut	cap	first	Rand.Uni.500.5.8.gexf	500	2500	3	2	[7, 7, 7, 7]	2.53616998712361	0.750916060711644	0.7509160607116437	inf	230	0	0	0	0	[2.5361699871236096, 0.7509160607116437]	Rand	Uni	500	5	8	gexf
3108	cut	cap	first	Rand.Uni.500.5.8.gexf	500	2500	5	3	[7, 7, 7, 7]	2.53616998712361	0.227045472176927	0.22704547217692694	inf	226	0	0	0	0	[2.5361699871236096, 0.22704547217692694]	Rand	Uni	500	5	8	gexf
3111	cut	cap	first	Rand.Uni.500.10.8.gexf	500	5000	2	1	[20, 20, 20, 20]	8.58266619335972	6.78521462267222	6.785214622672225	inf	57	0	0	0	0	[8.58266619335972, 6.785214622672225]	Rand	Uni	500	10	8	gexf
3112	cut	cap	first	Rand.Uni.500.10.8.gexf	500	5000	3	2	[20, 20, 20, 20]	8.58266619335972	6.04054234116085	6.040542341160847	inf	70	0	0	0	0	[8.58266619335972, 6.040542341160847]	Rand	Uni	500	10	8	gexf
3113	cut	cap	first	Rand.Uni.500.10.8.gexf	500	5000	5	3	[20, 20, 20, 20]	8.58266619335972	4.67019366347094	4.670193663470937	inf	49	0	0	0	0	[8.58266619335972, 4.670193663470937]	Rand	Uni	500	10	8	gexf
3114	cut	cap	first	Rand.Uni.500.10.8.gexf	500	5000	10	4	[20, 20, 20, 20]	8.58266619335972	1.82698455502447	1.826984555024473	inf	90	0	0	0	0	[8.58266619335972, 1.826984555024473]	Rand	Uni	500	10	8	gexf
3116	cut	cap	first	Rand.Uni.500.25.8.gexf	500	12500	2	1	[51, 51, 51, 51]	25.4159972271015	23.5478368432116	23.547836843211577	inf	15	0	0	0	0	[25.41599722710148, 23.547836843211577]	Rand	Uni	500	25	8	gexf
3117	cut	cap	first	Rand.Uni.500.25.8.gexf	500	12500	3	2	[51, 51, 51, 51]	25.4159972271015	22.6403430930154	22.64034309301539	inf	15	0	0	0	0	[25.41599722710148, 22.64034309301539]	Rand	Uni	500	25	8	gexf
3118	cut	cap	first	Rand.Uni.500.25.8.gexf	500	12500	5	3	[51, 51, 51, 51]	25.4159972271015	20.8285628105979	20.82856281059794	inf	35	0	0	0	0	[25.41599722710148, 20.82856281059794]	Rand	Uni	500	25	8	gexf
3119	cut	cap	first	Rand.Uni.500.25.8.gexf	500	12500	10	4	[51, 51, 51, 51]	25.4159972271015	16.4921288538745	16.492128853874487	inf	17	0	0	0	0	[25.41599722710148, 16.492128853874487]	Rand	Uni	500	25	8	gexf
3120	cut	cap	first	Rand.Uni.500.25.8.gexf	500	12500	50	5	[51, 51, 51, 51]	25.4159972271015	0.00531545136432288	0.005315451364322876	inf	81	0	0	0	0	[25.41599722710148, 0.005315451364322876]	Rand	Uni	500	25	8	gexf
3121	cut	cap	first	Rand.Uni.500.5.9.gexf	500	2500	2	1	[7, 7, 7, 7]	3.55514435323571	1.69558136934884	1.695581369348835	inf	75	0	0	0	0	[3.555144353235711, 1.695581369348835]	Rand	Uni	500	5	9	gexf
3122	cut	cap	first	Rand.Uni.500.5.9.gexf	500	2500	3	2	[7, 7, 7, 7]	3.55514435323571	1.05588133434624	1.0558813343462425	inf	104	0	0	0	0	[3.555144353235711, 1.0558813343462425]	Rand	Uni	500	5	9	gexf
3123	cut	cap	first	Rand.Uni.500.5.9.gexf	500	2500	5	3	[7, 7, 7, 7]	3.55514435323571	0.194937270960379	0.19493727096037872	inf	107	0	0	0	0	[3.555144353235711, 0.19493727096037872]	Rand	Uni	500	5	9	gexf
3126	cut	cap	first	Rand.Uni.500.10.9.gexf	500	5000	2	1	[11, 11, 11, 11]	5.59744570256907	3.74274776772438	3.742747767724377	inf	87	0	0	0	0	[5.597445702569069, 3.742747767724377]	Rand	Uni	500	10	9	gexf
3127	cut	cap	first	Rand.Uni.500.10.9.gexf	500	5000	3	2	[11, 11, 11, 11]	5.59744570256907	2.84336913308764	2.843369133087645	inf	43	0	0	0	0	[5.597445702569069, 2.843369133087645]	Rand	Uni	500	10	9	gexf
3128	cut	cap	first	Rand.Uni.500.10.9.gexf	500	5000	5	3	[11, 11, 11, 11]	5.59744570256907	1.24231019504484	1.2423101950448396	inf	71	0	0	0	0	[5.597445702569069, 1.2423101950448396]	Rand	Uni	500	10	9	gexf
3129	cut	cap	first	Rand.Uni.500.10.9.gexf	500	5000	10	4	[11, 11, 11, 11]	5.59744570256907	0.0562711129790232	0.05627111297902321	inf	127	0	0	0	0	[5.597445702569069, 0.05627111297902321]	Rand	Uni	500	10	9	gexf
3131	cut	cap	first	Rand.Uni.500.25.9.gexf	500	12500	2	1	[45, 45, 45, 45]	21.696480566016	19.7383055468364	19.73830554683638	inf	29	0	0	0	0	[21.69648056601604, 19.73830554683638]	Rand	Uni	500	25	9	gexf
3132	cut	cap	first	Rand.Uni.500.25.9.gexf	500	12500	3	2	[45, 45, 45, 45]	21.696480566016	18.7709723169154	18.77097231691538	inf	20	0	0	0	0	[21.69648056601604, 18.77097231691538]	Rand	Uni	500	25	9	gexf
3133	cut	cap	first	Rand.Uni.500.25.9.gexf	500	12500	5	3	[45, 45, 45, 45]	21.696480566016	16.9106564619393	16.910656461939315	inf	36	0	0	0	0	[21.69648056601604, 16.910656461939315]	Rand	Uni	500	25	9	gexf
3134	cut	cap	first	Rand.Uni.500.25.9.gexf	500	12500	10	4	[45, 45, 45, 45]	21.696480566016	12.7412931737763	12.741293173776311	inf	23	0	0	0	0	[21.69648056601604, 12.741293173776311]	Rand	Uni	500	25	9	gexf
3136	cut	cap	first	Rand.Uni.500.5.10.gexf	500	2500	2	1	[13, 13, 13, 13]	4.17016564581654	2.66923832475178	2.6692383247517757	inf	125	0	0	0	0	[4.170165645816538, 2.6692383247517757]	Rand	Uni	500	5	10	gexf
3137	cut	cap	first	Rand.Uni.500.5.10.gexf	500	2500	3	2	[13, 13, 13, 13]	4.17016564581654	1.9620106529949	1.9620106529948957	inf	60	0	0	0	0	[4.170165645816538, 1.9620106529948957]	Rand	Uni	500	5	10	gexf
3138	cut	cap	first	Rand.Uni.500.5.10.gexf	500	2500	5	3	[13, 13, 13, 13]	4.17016564581654	1.15976336317622	1.1597633631762172	inf	104	0	0	0	0	[4.170165645816538, 1.1597633631762172]	Rand	Uni	500	5	10	gexf
3139	cut	cap	first	Rand.Uni.500.5.10.gexf	500	2500	10	4	[13, 13, 13, 13]	4.17016564581654	0.174576114438029	0.17457611443802912	inf	385	0	0	0	0	[4.170165645816538, 0.17457611443802912]	Rand	Uni	500	5	10	gexf
3141	cut	cap	first	Rand.Uni.500.10.10.gexf	500	5000	2	1	[21, 21, 21, 21]	10.6094197710989	8.7487580078104	8.7487580078104	inf	70	0	0	0	0	[10.609419771098919, 8.7487580078104]	Rand	Uni	500	10	10	gexf
3142	cut	cap	first	Rand.Uni.500.10.10.gexf	500	5000	3	2	[21, 21, 21, 21]	10.6094197710989	7.86663332417837	7.8666333241783715	inf	71	0	0	0	0	[10.609419771098919, 7.8666333241783715]	Rand	Uni	500	10	10	gexf
3143	cut	cap	first	Rand.Uni.500.10.10.gexf	500	5000	5	3	[21, 21, 21, 21]	10.6094197710989	6.2400318795986	6.2400318795986	inf	90	0	0	0	0	[10.609419771098919, 6.2400318795986]	Rand	Uni	500	10	10	gexf
3144	cut	cap	first	Rand.Uni.500.10.10.gexf	500	5000	10	4	[21, 21, 21, 21]	10.6094197710989	2.98101214587571	2.9810121458757095	inf	125	0	0	0	0	[10.609419771098919, 2.9810121458757095]	Rand	Uni	500	10	10	gexf
3146	cut	cap	first	Rand.Uni.500.25.10.gexf	500	12500	2	1	[42, 42, 42, 42]	18.4673728355969	16.5689260451196	16.568926045119554	inf	37	0	0	0	0	[18.46737283559694, 16.568926045119554]	Rand	Uni	500	25	10	gexf
3147	cut	cap	first	Rand.Uni.500.25.10.gexf	500	12500	3	2	[42, 42, 42, 42]	18.4673728355969	15.6619606633413	15.661960663341286	inf	18	0	0	0	0	[18.46737283559694, 15.661960663341286]	Rand	Uni	500	25	10	gexf
3148	cut	cap	first	Rand.Uni.500.25.10.gexf	500	12500	5	3	[42, 42, 42, 42]	18.4673728355969	13.9422582121166	13.942258212116645	inf	29	0	0	0	0	[18.46737283559694, 13.942258212116645]	Rand	Uni	500	25	10	gexf
3149	cut	cap	first	Rand.Uni.500.25.10.gexf	500	12500	10	4	[42, 42, 42, 42]	18.4673728355969	10.0823537904559	10.082353790455919	inf	37	0	0	0	0	[18.46737283559694, 10.082353790455919]	Rand	Uni	500	25	10	gexf
3151	cut	cap	first	Rand.Uni.500.5.11.gexf	500	2500	2	1	[6, 6, 6, 6]	3.9770600194017	2.22385661415491	2.223856614154906	inf	79	0	0	0	0	[3.977060019401705, 2.223856614154906]	Rand	Uni	500	5	11	gexf
3152	cut	cap	first	Rand.Uni.500.5.11.gexf	500	2500	3	2	[6, 6, 6, 6]	3.9770600194017	1.44490849709788	1.444908497097881	inf	61	0	0	0	0	[3.977060019401705, 1.444908497097881]	Rand	Uni	500	5	11	gexf
3153	cut	cap	first	Rand.Uni.500.5.11.gexf	500	2500	5	3	[6, 6, 6, 6]	3.9770600194017	0.263250575343762	0.26325057534376206	inf	383	0	0	0	0	[3.977060019401705, 0.26325057534376206]	Rand	Uni	500	5	11	gexf
3156	cut	cap	first	Rand.Uni.500.10.11.gexf	500	5000	2	1	[14, 14, 14, 14]	7.88236781213907	5.93690342168858	5.9369034216885845	inf	43	0	0	0	0	[7.882367812139068, 5.9369034216885845]	Rand	Uni	500	10	11	gexf
3157	cut	cap	first	Rand.Uni.500.10.11.gexf	500	5000	3	2	[14, 14, 14, 14]	7.88236781213907	5.05101424511227	5.0510142451122695	inf	49	0	0	0	0	[7.882367812139068, 5.0510142451122695]	Rand	Uni	500	10	11	gexf
3158	cut	cap	first	Rand.Uni.500.10.11.gexf	500	5000	5	3	[14, 14, 14, 14]	7.88236781213907	3.39327432772632	3.3932743277263158	inf	43	0	0	0	0	[7.882367812139068, 3.3932743277263158]	Rand	Uni	500	10	11	gexf
3159	cut	cap	first	Rand.Uni.500.10.11.gexf	500	5000	10	4	[14, 14, 14, 14]	7.88236781213907	0.592998037591521	0.5929980375915206	inf	209	0	0	0	0	[7.882367812139068, 0.5929980375915206]	Rand	Uni	500	10	11	gexf
3161	cut	cap	first	Rand.Uni.500.25.11.gexf	500	12500	2	1	[48, 48, 48, 48]	22.0719664620987	20.2403884913901	20.240388491390103	inf	29	0	0	0	0	[22.071966462098707, 20.240388491390103]	Rand	Uni	500	25	11	gexf
3162	cut	cap	first	Rand.Uni.500.25.11.gexf	500	12500	3	2	[48, 48, 48, 48]	22.0719664620987	19.3433973384575	19.343397338457503	inf	52	0	0	0	0	[22.071966462098707, 19.343397338457503]	Rand	Uni	500	25	11	gexf
3163	cut	cap	first	Rand.Uni.500.25.11.gexf	500	12500	5	3	[48, 48, 48, 48]	22.0719664620987	17.5818401331424	17.5818401331424	inf	37	0	0	0	0	[22.071966462098707, 17.5818401331424]	Rand	Uni	500	25	11	gexf
3164	cut	cap	first	Rand.Uni.500.25.11.gexf	500	12500	10	4	[48, 48, 48, 48]	22.0719664620987	13.6381995748157	13.63819957481568	inf	37	0	0	0	0	[22.071966462098707, 13.63819957481568]	Rand	Uni	500	25	11	gexf
3166	cut	cap	first	Rand.Uni.500.5.12.gexf	500	2500	2	1	[11, 11, 11, 11]	4.50748820929113	3.13661847213545	3.1366184721354475	inf	219	0	0	0	0	[4.507488209291126, 3.1366184721354475]	Rand	Uni	500	5	12	gexf
3167	cut	cap	first	Rand.Uni.500.5.12.gexf	500	2500	3	2	[11, 11, 11, 11]	4.50748820929113	2.6264789368275	2.626478936827501	inf	87	0	0	0	0	[4.507488209291126, 2.626478936827501]	Rand	Uni	500	5	12	gexf
3168	cut	cap	first	Rand.Uni.500.5.12.gexf	500	2500	5	3	[11, 11, 11, 11]	4.50748820929113	1.699942814175	1.6999428141749988	inf	161	0	0	0	0	[4.507488209291126, 1.6999428141749988]	Rand	Uni	500	5	12	gexf
3169	cut	cap	first	Rand.Uni.500.5.12.gexf	500	2500	10	4	[11, 11, 11, 11]	4.50748820929113	0.150211368524691	0.1502113685246912	inf	387	0	0	0	0	[4.507488209291126, 0.1502113685246912]	Rand	Uni	500	5	12	gexf
3171	cut	cap	first	Rand.Uni.500.10.12.gexf	500	5000	2	1	[20, 20, 20, 20]	9.57526807280804	7.67057972360641	7.670579723606414	inf	42	0	0	0	0	[9.575268072808043, 7.670579723606414]	Rand	Uni	500	10	12	gexf
3172	cut	cap	first	Rand.Uni.500.10.12.gexf	500	5000	3	2	[20, 20, 20, 20]	9.57526807280804	6.77329508555858	6.7732950855585825	inf	37	0	0	0	0	[9.575268072808043, 6.7732950855585825]	Rand	Uni	500	10	12	gexf
3173	cut	cap	first	Rand.Uni.500.10.12.gexf	500	5000	5	3	[20, 20, 20, 20]	9.57526807280804	5.21412617364655	5.214126173646549	inf	42	0	0	0	0	[9.575268072808043, 5.214126173646549]	Rand	Uni	500	10	12	gexf
3174	cut	cap	first	Rand.Uni.500.10.12.gexf	500	5000	10	4	[20, 20, 20, 20]	9.57526807280804	2.36453477203347	2.3645347720334735	inf	89	0	0	0	0	[9.575268072808043, 2.3645347720334735]	Rand	Uni	500	10	12	gexf
3176	cut	cap	first	Rand.Uni.500.25.12.gexf	500	12500	2	1	[42, 42, 42, 42]	20.5860838804466	18.6785271315163	18.67852713151627	inf	29	0	0	0	0	[20.586083880446626, 18.67852713151627]	Rand	Uni	500	25	12	gexf
3177	cut	cap	first	Rand.Uni.500.25.12.gexf	500	12500	3	2	[42, 42, 42, 42]	20.5860838804466	17.7544444677116	17.754444467711593	inf	20	0	0	0	0	[20.586083880446626, 17.754444467711593]	Rand	Uni	500	25	12	gexf
3178	cut	cap	first	Rand.Uni.500.25.12.gexf	500	12500	5	3	[42, 42, 42, 42]	20.5860838804466	15.9190753725044	15.919075372504436	inf	37	0	0	0	0	[20.586083880446626, 15.919075372504436]	Rand	Uni	500	25	12	gexf
3179	cut	cap	first	Rand.Uni.500.25.12.gexf	500	12500	10	4	[42, 42, 42, 42]	20.5860838804466	11.7347900601182	11.73479006011815	inf	29	0	0	0	0	[20.586083880446626, 11.73479006011815]	Rand	Uni	500	25	12	gexf
3181	cut	cap	first	Rand.Uni.500.5.13.gexf	500	2500	2	1	[6, 6, 6, 6]	1.98055240315562	1.03824875503421	1.0382487550342092	inf	376	0	0	0	0	[1.9805524031556245, 1.0382487550342092]	Rand	Uni	500	5	13	gexf
3182	cut	cap	first	Rand.Uni.500.5.13.gexf	500	2500	3	2	[6, 6, 6, 6]	1.98055240315562	0.660868496359437	0.6608684963594371	inf	167	0	0	0	0	[1.9805524031556245, 0.6608684963594371]	Rand	Uni	500	5	13	gexf
3183	cut	cap	first	Rand.Uni.500.5.13.gexf	500	2500	5	3	[6, 6, 6, 6]	1.98055240315562	0.203925453792824	0.20392545379282412	inf	232	0	0	0	0	[1.9805524031556245, 0.20392545379282412]	Rand	Uni	500	5	13	gexf
3186	cut	cap	first	Rand.Uni.500.10.13.gexf	500	5000	2	1	[15, 15, 15, 15]	7.77277571510646	5.87626315074381	5.876263150743812	inf	58	0	0	0	0	[7.772775715106465, 5.876263150743812]	Rand	Uni	500	10	13	gexf
3187	cut	cap	first	Rand.Uni.500.10.13.gexf	500	5000	3	2	[15, 15, 15, 15]	7.77277571510646	4.95908545112911	4.959085451129113	inf	90	0	0	0	0	[7.772775715106465, 4.959085451129113]	Rand	Uni	500	10	13	gexf
3188	cut	cap	first	Rand.Uni.500.10.13.gexf	500	5000	5	3	[15, 15, 15, 15]	7.77277571510646	3.30049969688163	3.300499696881631	inf	57	0	0	0	0	[7.772775715106465, 3.300499696881631]	Rand	Uni	500	10	13	gexf
3189	cut	cap	first	Rand.Uni.500.10.13.gexf	500	5000	10	4	[15, 15, 15, 15]	7.77277571510646	0.925247098808248	0.9252470988082482	inf	205	0	0	0	0	[7.772775715106465, 0.9252470988082482]	Rand	Uni	500	10	13	gexf
3191	cut	cap	first	Rand.Uni.500.25.13.gexf	500	12500	2	1	[58, 58, 58, 58]	26.4952333649199	24.5785320370334	24.578532037033412	inf	29	0	0	0	0	[26.495233364919933, 24.578532037033412]	Rand	Uni	500	25	13	gexf
3192	cut	cap	first	Rand.Uni.500.25.13.gexf	500	12500	3	2	[58, 58, 58, 58]	26.4952333649199	23.6392954091101	23.63929540911014	inf	37	0	0	0	0	[26.495233364919933, 23.63929540911014]	Rand	Uni	500	25	13	gexf
3193	cut	cap	first	Rand.Uni.500.25.13.gexf	500	12500	5	3	[58, 58, 58, 58]	26.4952333649199	21.7985049613908	21.798504961390826	inf	37	0	0	0	0	[26.495233364919933, 21.798504961390826]	Rand	Uni	500	25	13	gexf
3194	cut	cap	first	Rand.Uni.500.25.13.gexf	500	12500	10	4	[58, 58, 58, 58]	26.4952333649199	17.3043210062384	17.304321006238357	inf	37	0	0	0	0	[26.495233364919933, 17.304321006238357]	Rand	Uni	500	25	13	gexf
3195	cut	cap	first	Rand.Uni.500.25.13.gexf	500	12500	50	5	[58, 58, 58, 58]	26.4952333649199	0.429658833736098	0.42965883373609803	inf	85	0	0	0	0	[26.495233364919933, 0.42965883373609803]	Rand	Uni	500	25	13	gexf
3196	cut	cap	first	Rand.Uni.500.5.14.gexf	500	2500	2	1	[7, 7, 7, 7]	3.50916258395274	1.76658679126227	1.766586791262271	inf	163	0	0	0	0	[3.509162583952736, 1.766586791262271]	Rand	Uni	500	5	14	gexf
3197	cut	cap	first	Rand.Uni.500.5.14.gexf	500	2500	3	2	[7, 7, 7, 7]	3.50916258395274	1.07931862567585	1.0793186256758496	inf	129	0	0	0	0	[3.509162583952736, 1.0793186256758496]	Rand	Uni	500	5	14	gexf
3198	cut	cap	first	Rand.Uni.500.5.14.gexf	500	2500	5	3	[7, 7, 7, 7]	3.50916258395274	0.22732099782378	0.22732099782378	inf	228	0	0	0	0	[3.509162583952736, 0.22732099782378]	Rand	Uni	500	5	14	gexf
3201	cut	cap	first	Rand.Uni.500.10.14.gexf	500	5000	2	1	[15, 15, 15, 15]	6.01565288702936	4.14364901459629	4.143649014596291	inf	91	0	0	0	0	[6.015652887029358, 4.143649014596291]	Rand	Uni	500	10	14	gexf
3202	cut	cap	first	Rand.Uni.500.10.14.gexf	500	5000	3	2	[15, 15, 15, 15]	6.01565288702936	3.39417431715556	3.394174317155561	inf	38	0	0	0	0	[6.015652887029358, 3.394174317155561]	Rand	Uni	500	10	14	gexf
3203	cut	cap	first	Rand.Uni.500.10.14.gexf	500	5000	5	3	[15, 15, 15, 15]	6.01565288702936	2.39035253774489	2.390352537744885	inf	71	0	0	0	0	[6.015652887029358, 2.390352537744885]	Rand	Uni	500	10	14	gexf
3204	cut	cap	first	Rand.Uni.500.10.14.gexf	500	5000	10	4	[15, 15, 15, 15]	6.01565288702936	0.784708174790564	0.7847081747905643	inf	70	0	0	0	0	[6.015652887029358, 0.7847081747905643]	Rand	Uni	500	10	14	gexf
3206	cut	cap	first	Rand.Uni.500.25.14.gexf	500	12500	2	1	[48, 48, 48, 48]	21.0395365423576	19.099342122274	19.099342122274003	inf	24	0	0	0	0	[21.03953654235765, 19.099342122274003]	Rand	Uni	500	25	14	gexf
3207	cut	cap	first	Rand.Uni.500.25.14.gexf	500	12500	3	2	[48, 48, 48, 48]	21.0395365423576	18.1725743759132	18.1725743759132	inf	23	0	0	0	0	[21.03953654235765, 18.1725743759132]	Rand	Uni	500	25	14	gexf
3208	cut	cap	first	Rand.Uni.500.25.14.gexf	500	12500	5	3	[48, 48, 48, 48]	21.0395365423576	16.3640379249178	16.364037924917795	inf	18	0	0	0	0	[21.03953654235765, 16.364037924917795]	Rand	Uni	500	25	14	gexf
3209	cut	cap	first	Rand.Uni.500.25.14.gexf	500	12500	10	4	[48, 48, 48, 48]	21.0395365423576	12.370560896762	12.370560896761967	inf	23	0	0	0	0	[21.03953654235765, 12.370560896761967]	Rand	Uni	500	25	14	gexf
3211	cut	cap	first	Rand.Uni.500.5.15.gexf	500	2500	2	1	[11, 11, 11, 11]	4.67968368467655	3.20965752483253	3.2096575248325276	inf	120	0	0	0	0	[4.679683684676553, 3.2096575248325276]	Rand	Uni	500	5	15	gexf
3212	cut	cap	first	Rand.Uni.500.5.15.gexf	500	2500	3	2	[11, 11, 11, 11]	4.67968368467655	2.57148767642646	2.5714876764264645	inf	75	0	0	0	0	[4.679683684676553, 2.5714876764264645]	Rand	Uni	500	5	15	gexf
3213	cut	cap	first	Rand.Uni.500.5.15.gexf	500	2500	5	3	[11, 11, 11, 11]	4.67968368467655	1.37874364631964	1.3787436463196432	inf	103	0	0	0	0	[4.679683684676553, 1.3787436463196432]	Rand	Uni	500	5	15	gexf
3214	cut	cap	first	Rand.Uni.500.5.15.gexf	500	2500	10	4	[11, 11, 11, 11]	4.67968368467655	0.133413923397918	0.13341392339791835	inf	166	0	0	0	0	[4.679683684676553, 0.13341392339791835]	Rand	Uni	500	5	15	gexf
3216	cut	cap	first	Rand.Uni.500.10.15.gexf	500	5000	2	1	[17, 17, 17, 17]	8.5975433486015	6.81052901904276	6.810529019042756	inf	48	0	0	0	0	[8.597543348601503, 6.810529019042756]	Rand	Uni	500	10	15	gexf
3217	cut	cap	first	Rand.Uni.500.10.15.gexf	500	5000	3	2	[17, 17, 17, 17]	8.5975433486015	6.06163197656221	6.061631976562214	inf	42	0	0	0	0	[8.597543348601503, 6.061631976562214]	Rand	Uni	500	10	15	gexf
3218	cut	cap	first	Rand.Uni.500.10.15.gexf	500	5000	5	3	[17, 17, 17, 17]	8.5975433486015	4.73256908444195	4.732569084441946	inf	88	0	0	0	0	[8.597543348601503, 4.732569084441946]	Rand	Uni	500	10	15	gexf
3219	cut	cap	first	Rand.Uni.500.10.15.gexf	500	5000	10	4	[17, 17, 17, 17]	8.5975433486015	2.29203465692182	2.292034656921823	inf	57	0	0	0	0	[8.597543348601503, 2.292034656921823]	Rand	Uni	500	10	15	gexf
3221	cut	cap	first	Rand.Uni.500.25.15.gexf	500	12500	2	1	[46, 46, 46, 46]	22.1373083480018	20.1623976699974	20.16239766999739	inf	29	0	0	0	0	[22.137308348001824, 20.16239766999739]	Rand	Uni	500	25	15	gexf
3222	cut	cap	first	Rand.Uni.500.25.15.gexf	500	12500	3	2	[46, 46, 46, 46]	22.1373083480018	19.1862184309849	19.18621843098491	inf	24	0	0	0	0	[22.137308348001824, 19.18621843098491]	Rand	Uni	500	25	15	gexf
3223	cut	cap	first	Rand.Uni.500.25.15.gexf	500	12500	5	3	[46, 46, 46, 46]	22.1373083480018	17.2990953635875	17.29909536358753	inf	36	0	0	0	0	[22.137308348001824, 17.29909536358753]	Rand	Uni	500	25	15	gexf
3224	cut	cap	first	Rand.Uni.500.25.15.gexf	500	12500	10	4	[46, 46, 46, 46]	22.1373083480018	12.8884557633005	12.888455763300481	inf	29	0	0	0	0	[22.137308348001824, 12.888455763300481]	Rand	Uni	500	25	15	gexf
3226	cut	cap	first	Rand.Uni.500.5.16.gexf	500	2500	2	1	[6, 6, 6, 6]	3.06390536602712	1.71396984233111	1.7139698423311116	inf	241	0	0	0	0	[3.0639053660271207, 1.7139698423311116]	Rand	Uni	500	5	16	gexf
3227	cut	cap	first	Rand.Uni.500.5.16.gexf	500	2500	3	2	[6, 6, 6, 6]	3.06390536602712	1.1120701548114	1.1120701548113967	inf	106	0	0	0	0	[3.0639053660271207, 1.1120701548113967]	Rand	Uni	500	5	16	gexf
3228	cut	cap	first	Rand.Uni.500.5.16.gexf	500	2500	5	3	[6, 6, 6, 6]	3.06390536602712	0.147225207175472	0.1472252071754725	inf	79	0	0	0	0	[3.0639053660271207, 0.1472252071754725]	Rand	Uni	500	5	16	gexf
3231	cut	cap	first	Rand.Uni.500.10.16.gexf	500	5000	2	1	[20, 20, 20, 20]	9.43107962300644	7.57533049973255	7.575330499732545	inf	59	0	0	0	0	[9.431079623006436, 7.575330499732545]	Rand	Uni	500	10	16	gexf
3232	cut	cap	first	Rand.Uni.500.10.16.gexf	500	5000	3	2	[20, 20, 20, 20]	9.43107962300644	6.76839378821484	6.7683937882148415	inf	120	0	0	0	0	[9.431079623006436, 6.7683937882148415]	Rand	Uni	500	10	16	gexf
3233	cut	cap	first	Rand.Uni.500.10.16.gexf	500	5000	5	3	[20, 20, 20, 20]	9.43107962300644	5.3066695651471	5.306669565147104	inf	57	0	0	0	0	[9.431079623006436, 5.306669565147104]	Rand	Uni	500	10	16	gexf
3234	cut	cap	first	Rand.Uni.500.10.16.gexf	500	5000	10	4	[20, 20, 20, 20]	9.43107962300644	2.23111292256323	2.2311129225632307	inf	121	0	0	0	0	[9.431079623006436, 2.2311129225632307]	Rand	Uni	500	10	16	gexf
3236	cut	cap	first	Rand.Uni.500.25.16.gexf	500	12500	2	1	[54, 54, 54, 54]	27.4442797322352	25.4837793714419	25.48377937144187	inf	23	0	0	0	0	[27.44427973223522, 25.48377937144187]	Rand	Uni	500	25	16	gexf
