construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
5141	cut	cap	first	Rand.Uni.1000.25.43.gexf	1000	25000	2	1	[60, 60, 60, 60]	29.8847529534647	27.9316352354245	27.93163523542446	inf	18	0	0	0	0	[29.88475295346468, 27.93163523542446]	Rand	Uni	1000	25	43	gexf
5142	cut	cap	first	Rand.Uni.1000.25.43.gexf	1000	25000	3	2	[60, 60, 60, 60]	29.8847529534647	26.9667374505663	26.966737450566253	inf	9	0	0	0	0	[29.88475295346468, 26.966737450566253]	Rand	Uni	1000	25	43	gexf
5143	cut	cap	first	Rand.Uni.1000.25.43.gexf	1000	25000	5	3	[60, 60, 60, 60]	29.8847529534647	25.1563612832186	25.15636128321859	inf	12	0	0	0	0	[29.88475295346468, 25.15636128321859]	Rand	Uni	1000	25	43	gexf
5144	cut	cap	first	Rand.Uni.1000.25.43.gexf	1000	25000	10	4	[60, 60, 60, 60]	29.8847529534647	20.802097433209	20.802097433208957	inf	13	0	0	0	0	[29.88475295346468, 20.802097433208957]	Rand	Uni	1000	25	43	gexf
5145	cut	cap	first	Rand.Uni.1000.25.43.gexf	1000	25000	50	5	[60, 60, 60, 60]	29.8847529534647	1.00642246901807	1.0064224690180672	inf	25	0	0	0	0	[29.88475295346468, 1.0064224690180672]	Rand	Uni	1000	25	43	gexf
5146	cut	cap	first	Rand.Uni.1000.5.44.gexf	1000	5000	2	1	[8, 8, 8, 8]	3.16483266260853	1.9922358391672	1.9922358391671984	inf	110	0	0	0	0	[3.1648326626085255, 1.9922358391671984]	Rand	Uni	1000	5	44	gexf
5147	cut	cap	first	Rand.Uni.1000.5.44.gexf	1000	5000	3	2	[8, 8, 8, 8]	3.16483266260853	1.53446595098848	1.534465950988484	inf	79	0	0	0	0	[3.1648326626085255, 1.534465950988484]	Rand	Uni	1000	5	44	gexf
5148	cut	cap	first	Rand.Uni.1000.5.44.gexf	1000	5000	5	3	[8, 8, 8, 8]	3.16483266260853	0.772306582590104	0.7723065825901042	inf	61	0	0	0	0	[3.1648326626085255, 0.7723065825901042]	Rand	Uni	1000	5	44	gexf
5151	cut	cap	first	Rand.Uni.1000.10.44.gexf	1000	10000	2	1	[17, 17, 17, 17]	7.15762213216706	5.61269552348797	5.612695523487967	inf	18	0	0	0	0	[7.157622132167056, 5.612695523487967]	Rand	Uni	1000	10	44	gexf
5152	cut	cap	first	Rand.Uni.1000.10.44.gexf	1000	10000	3	2	[17, 17, 17, 17]	7.15762213216706	4.89381494934028	4.893814949340277	inf	27	0	0	0	0	[7.157622132167056, 4.893814949340277]	Rand	Uni	1000	10	44	gexf
5153	cut	cap	first	Rand.Uni.1000.10.44.gexf	1000	10000	5	3	[17, 17, 17, 17]	7.15762213216706	3.58603582719762	3.586035827197616	inf	42	0	0	0	0	[7.157622132167056, 3.586035827197616]	Rand	Uni	1000	10	44	gexf
5154	cut	cap	first	Rand.Uni.1000.10.44.gexf	1000	10000	10	4	[17, 17, 17, 17]	7.15762213216706	1.43766364812992	1.4376636481299157	inf	58	0	0	0	0	[7.157622132167056, 1.4376636481299157]	Rand	Uni	1000	10	44	gexf
5156	cut	cap	first	Rand.Uni.1000.25.44.gexf	1000	25000	2	1	[47, 47, 47, 47]	24.2886919651688	22.3840025378521	22.38400253785211	inf	13	0	0	0	0	[24.28869196516878, 22.38400253785211]	Rand	Uni	1000	25	44	gexf
5157	cut	cap	first	Rand.Uni.1000.25.44.gexf	1000	25000	3	2	[47, 47, 47, 47]	24.2886919651688	21.4625032533422	21.462503253342167	inf	7	0	0	0	0	[24.28869196516878, 21.462503253342167]	Rand	Uni	1000	25	44	gexf
5158	cut	cap	first	Rand.Uni.1000.25.44.gexf	1000	25000	5	3	[47, 47, 47, 47]	24.2886919651688	19.7957645862809	19.795764586280924	inf	18	0	0	0	0	[24.28869196516878, 19.795764586280924]	Rand	Uni	1000	25	44	gexf
5159	cut	cap	first	Rand.Uni.1000.25.44.gexf	1000	25000	10	4	[47, 47, 47, 47]	24.2886919651688	16.1007136928099	16.10071369280993	inf	10	0	0	0	0	[24.28869196516878, 16.10071369280993]	Rand	Uni	1000	25	44	gexf
5161	cut	cap	first	Rand.Uni.1000.5.45.gexf	1000	5000	2	1	[10, 10, 10, 10]	6.03552902257276	4.08158965893367	4.081589658933668	inf	22	0	0	0	0	[6.035529022572761, 4.081589658933668]	Rand	Uni	1000	5	45	gexf
5162	cut	cap	first	Rand.Uni.1000.5.45.gexf	1000	5000	3	2	[10, 10, 10, 10]	6.03552902257276	3.16818247388415	3.1681824738841544	inf	31	0	0	0	0	[6.035529022572761, 3.1681824738841544]	Rand	Uni	1000	5	45	gexf
5163	cut	cap	first	Rand.Uni.1000.5.45.gexf	1000	5000	5	3	[10, 10, 10, 10]	6.03552902257276	1.45192231830093	1.4519223183009276	inf	42	0	0	0	0	[6.035529022572761, 1.4519223183009276]	Rand	Uni	1000	5	45	gexf
5166	cut	cap	first	Rand.Uni.1000.10.45.gexf	1000	10000	2	1	[22, 22, 22, 22]	11.5383498901368	9.72211756105015	9.722117561050151	inf	23	0	0	0	0	[11.538349890136768, 9.722117561050151]	Rand	Uni	1000	10	45	gexf
5167	cut	cap	first	Rand.Uni.1000.10.45.gexf	1000	10000	3	2	[22, 22, 22, 22]	11.5383498901368	8.87477231688026	8.874772316880264	inf	33	0	0	0	0	[11.538349890136768, 8.874772316880264]	Rand	Uni	1000	10	45	gexf
5168	cut	cap	first	Rand.Uni.1000.10.45.gexf	1000	10000	5	3	[22, 22, 22, 22]	11.5383498901368	7.20161697027352	7.20161697027352	inf	27	0	0	0	0	[11.538349890136768, 7.20161697027352]	Rand	Uni	1000	10	45	gexf
5169	cut	cap	first	Rand.Uni.1000.10.45.gexf	1000	10000	10	4	[22, 22, 22, 22]	11.5383498901368	3.62661556540078	3.6266155654007752	inf	43	0	0	0	0	[11.538349890136768, 3.6266155654007752]	Rand	Uni	1000	10	45	gexf
5171	cut	cap	first	Rand.Uni.1000.25.45.gexf	1000	25000	2	1	[50, 50, 50, 50]	26.0087415758164	24.101303303106	24.101303303105993	inf	9	0	0	0	0	[26.008741575816366, 24.101303303105993]	Rand	Uni	1000	25	45	gexf
5172	cut	cap	first	Rand.Uni.1000.25.45.gexf	1000	25000	3	2	[50, 50, 50, 50]	26.0087415758164	23.1822874604499	23.182287460449906	inf	14	0	0	0	0	[26.008741575816366, 23.182287460449906]	Rand	Uni	1000	25	45	gexf
5173	cut	cap	first	Rand.Uni.1000.25.45.gexf	1000	25000	5	3	[50, 50, 50, 50]	26.0087415758164	21.408587858287	21.40858785828705	inf	14	0	0	0	0	[26.008741575816366, 21.40858785828705]	Rand	Uni	1000	25	45	gexf
5174	cut	cap	first	Rand.Uni.1000.25.45.gexf	1000	25000	10	4	[50, 50, 50, 50]	26.0087415758164	17.1881198949683	17.18811989496834	inf	18	0	0	0	0	[26.008741575816366, 17.18811989496834]	Rand	Uni	1000	25	45	gexf
5176	cut	cap	first	Rand.Uni.1000.5.46.gexf	1000	5000	2	1	[6, 6, 6, 6]	2.63762599248488	0.810983140817158	0.8109831408171577	inf	49	0	0	0	0	[2.637625992484879, 0.8109831408171577]	Rand	Uni	1000	5	46	gexf
5177	cut	cap	first	Rand.Uni.1000.5.46.gexf	1000	5000	3	2	[6, 6, 6, 6]	2.63762599248488	0.282818497651972	0.28281849765197165	inf	78	0	0	0	0	[2.637625992484879, 0.28281849765197165]	Rand	Uni	1000	5	46	gexf
5178	cut	cap	first	Rand.Uni.1000.5.46.gexf	1000	5000	5	3	[6, 6, 6, 6]	2.63762599248488	0.00764578976728914	0.007645789767289135	inf	107	0	0	0	0	[2.637625992484879, 0.007645789767289135]	Rand	Uni	1000	5	46	gexf
5181	cut	cap	first	Rand.Uni.1000.10.46.gexf	1000	10000	2	1	[25, 25, 25, 25]	11.4831193283339	9.631564340209	9.631564340209003	inf	15	0	0	0	0	[11.483119328333862, 9.631564340209003]	Rand	Uni	1000	10	46	gexf
5182	cut	cap	first	Rand.Uni.1000.10.46.gexf	1000	10000	3	2	[25, 25, 25, 25]	11.4831193283339	8.72568109853849	8.725681098538486	inf	26	0	0	0	0	[11.483119328333862, 8.725681098538486]	Rand	Uni	1000	10	46	gexf
5183	cut	cap	first	Rand.Uni.1000.10.46.gexf	1000	10000	5	3	[25, 25, 25, 25]	11.4831193283339	7.03874799401692	7.038747994016921	inf	27	0	0	0	0	[11.483119328333862, 7.038747994016921]	Rand	Uni	1000	10	46	gexf
5184	cut	cap	first	Rand.Uni.1000.10.46.gexf	1000	10000	10	4	[25, 25, 25, 25]	11.4831193283339	3.8876414418175	3.8876414418175003	inf	23	0	0	0	0	[11.483119328333862, 3.8876414418175003]	Rand	Uni	1000	10	46	gexf
5186	cut	cap	first	Rand.Uni.1000.25.46.gexf	1000	25000	2	1	[50, 50, 50, 50]	23.7393301133814	21.8604180620839	21.860418062083852	inf	9	0	0	0	0	[23.739330113381442, 21.860418062083852]	Rand	Uni	1000	25	46	gexf
5187	cut	cap	first	Rand.Uni.1000.25.46.gexf	1000	25000	3	2	[50, 50, 50, 50]	23.7393301133814	20.9900008725044	20.990000872504428	inf	14	0	0	0	0	[23.739330113381442, 20.990000872504428]	Rand	Uni	1000	25	46	gexf
5188	cut	cap	first	Rand.Uni.1000.25.46.gexf	1000	25000	5	3	[50, 50, 50, 50]	23.7393301133814	19.2815177387631	19.28151773876307	inf	13	0	0	0	0	[23.739330113381442, 19.28151773876307]	Rand	Uni	1000	25	46	gexf
5189	cut	cap	first	Rand.Uni.1000.25.46.gexf	1000	25000	10	4	[50, 50, 50, 50]	23.7393301133814	15.2799296689599	15.279929668959925	inf	14	0	0	0	0	[23.739330113381442, 15.279929668959925]	Rand	Uni	1000	25	46	gexf
5191	cut	cap	first	Rand.Uni.1000.5.47.gexf	1000	5000	2	1	[10, 10, 10, 10]	3.40650715599323	1.9732812155652	1.9732812155652024	inf	49	0	0	0	0	[3.4065071559932263, 1.9732812155652024]	Rand	Uni	1000	5	47	gexf
5192	cut	cap	first	Rand.Uni.1000.5.47.gexf	1000	5000	3	2	[10, 10, 10, 10]	3.40650715599323	1.42933026222534	1.4293302622253357	inf	42	0	0	0	0	[3.4065071559932263, 1.4293302622253357]	Rand	Uni	1000	5	47	gexf
5193	cut	cap	first	Rand.Uni.1000.5.47.gexf	1000	5000	5	3	[10, 10, 10, 10]	3.40650715599323	0.601051941056286	0.6010519410562861	inf	180	0	0	0	0	[3.4065071559932263, 0.6010519410562861]	Rand	Uni	1000	5	47	gexf
5196	cut	cap	first	Rand.Uni.1000.10.47.gexf	1000	10000	2	1	[18, 18, 18, 18]	8.62665023507582	6.69190427146791	6.691904271467907	inf	18	0	0	0	0	[8.626650235075816, 6.691904271467907]	Rand	Uni	1000	10	47	gexf
5197	cut	cap	first	Rand.Uni.1000.10.47.gexf	1000	10000	3	2	[18, 18, 18, 18]	8.62665023507582	5.95386062955168	5.953860629551679	inf	34	0	0	0	0	[8.626650235075816, 5.953860629551679]	Rand	Uni	1000	10	47	gexf
5198	cut	cap	first	Rand.Uni.1000.10.47.gexf	1000	10000	5	3	[18, 18, 18, 18]	8.62665023507582	4.53006881561432	4.530068815614324	inf	20	0	0	0	0	[8.626650235075816, 4.530068815614324]	Rand	Uni	1000	10	47	gexf
5199	cut	cap	first	Rand.Uni.1000.10.47.gexf	1000	10000	10	4	[18, 18, 18, 18]	8.62665023507582	1.63848903716313	1.6384890371631324	inf	34	0	0	0	0	[8.626650235075816, 1.6384890371631324]	Rand	Uni	1000	10	47	gexf
5201	cut	cap	first	Rand.Uni.1000.25.47.gexf	1000	25000	2	1	[49, 49, 49, 49]	24.2208249778214	22.2701326114202	22.270132611420166	inf	10	0	0	0	0	[24.220824977821355, 22.270132611420166]	Rand	Uni	1000	25	47	gexf
5202	cut	cap	first	Rand.Uni.1000.25.47.gexf	1000	25000	3	2	[49, 49, 49, 49]	24.2208249778214	21.3314966700745	21.33149667007454	inf	8	0	0	0	0	[24.220824977821355, 21.33149667007454]	Rand	Uni	1000	25	47	gexf
5203	cut	cap	first	Rand.Uni.1000.25.47.gexf	1000	25000	5	3	[49, 49, 49, 49]	24.2208249778214	19.4686518979412	19.4686518979412	inf	12	0	0	0	0	[24.220824977821355, 19.4686518979412]	Rand	Uni	1000	25	47	gexf
5204	cut	cap	first	Rand.Uni.1000.25.47.gexf	1000	25000	10	4	[49, 49, 49, 49]	24.2208249778214	15.2304190188352	15.230419018835157	inf	10	0	0	0	0	[24.220824977821355, 15.230419018835157]	Rand	Uni	1000	25	47	gexf
5206	cut	cap	first	Rand.Uni.1000.5.48.gexf	1000	5000	2	1	[9, 9, 9, 9]	4.62563205530838	2.92204748545668	2.922047485456681	inf	37	0	0	0	0	[4.625632055308384, 2.922047485456681]	Rand	Uni	1000	5	48	gexf
5207	cut	cap	first	Rand.Uni.1000.5.48.gexf	1000	5000	3	2	[9, 9, 9, 9]	4.62563205530838	2.12757476283262	2.1275747628326247	inf	36	0	0	0	0	[4.625632055308384, 2.1275747628326247]	Rand	Uni	1000	5	48	gexf
5208	cut	cap	first	Rand.Uni.1000.5.48.gexf	1000	5000	5	3	[9, 9, 9, 9]	4.62563205530838	0.689754201978104	0.6897542019781042	inf	78	0	0	0	0	[4.625632055308384, 0.6897542019781042]	Rand	Uni	1000	5	48	gexf
5211	cut	cap	first	Rand.Uni.1000.10.48.gexf	1000	10000	2	1	[16, 16, 16, 16]	8.06566051916487	6.26245432482341	6.2624543248234055	inf	23	0	0	0	0	[8.065660519164867, 6.2624543248234055]	Rand	Uni	1000	10	48	gexf
5212	cut	cap	first	Rand.Uni.1000.10.48.gexf	1000	10000	3	2	[16, 16, 16, 16]	8.06566051916487	5.54875834339274	5.548758343392737	inf	59	0	0	0	0	[8.065660519164867, 5.548758343392737]	Rand	Uni	1000	10	48	gexf
5213	cut	cap	first	Rand.Uni.1000.10.48.gexf	1000	10000	5	3	[16, 16, 16, 16]	8.06566051916487	4.16005833508153	4.160058335081534	inf	34	0	0	0	0	[8.065660519164867, 4.160058335081534]	Rand	Uni	1000	10	48	gexf
5214	cut	cap	first	Rand.Uni.1000.10.48.gexf	1000	10000	10	4	[16, 16, 16, 16]	8.06566051916487	1.54723823110502	1.5472382311050197	inf	96	0	0	0	0	[8.065660519164867, 1.5472382311050197]	Rand	Uni	1000	10	48	gexf
5216	cut	cap	first	Rand.Uni.1000.25.48.gexf	1000	25000	2	1	[49, 49, 49, 49]	31.7741555414328	29.7873987533785	29.787398753378465	inf	12	0	0	0	0	[31.77415554143279, 29.787398753378465]	Rand	Uni	1000	25	48	gexf
5217	cut	cap	first	Rand.Uni.1000.25.48.gexf	1000	25000	3	2	[49, 49, 49, 49]	31.7741555414328	28.797018950376	28.79701895037605	inf	18	0	0	0	0	[31.77415554143279, 28.79701895037605]	Rand	Uni	1000	25	48	gexf
5218	cut	cap	first	Rand.Uni.1000.25.48.gexf	1000	25000	5	3	[49, 49, 49, 49]	31.7741555414328	26.8212104409537	26.821210440953674	inf	18	0	0	0	0	[31.77415554143279, 26.821210440953674]	Rand	Uni	1000	25	48	gexf
5219	cut	cap	first	Rand.Uni.1000.25.48.gexf	1000	25000	10	4	[49, 49, 49, 49]	31.7741555414328	22.0043482034692	22.004348203469178	inf	18	0	0	0	0	[31.77415554143279, 22.004348203469178]	Rand	Uni	1000	25	48	gexf
5221	cut	cap	first	Rand.Uni.1000.5.49.gexf	1000	5000	2	1	[11, 11, 11, 11]	5.48900815777505	3.76048690218744	3.760486902187435	inf	29	0	0	0	0	[5.4890081577750465, 3.760486902187435]	Rand	Uni	1000	5	49	gexf
5222	cut	cap	first	Rand.Uni.1000.5.49.gexf	1000	5000	3	2	[11, 11, 11, 11]	5.48900815777505	3.16271183382852	3.1627118338285247	inf	60	0	0	0	0	[5.4890081577750465, 3.1627118338285247]	Rand	Uni	1000	5	49	gexf
5223	cut	cap	first	Rand.Uni.1000.5.49.gexf	1000	5000	5	3	[11, 11, 11, 11]	5.48900815777505	2.0105495620846	2.0105495620846003	inf	77	0	0	0	0	[5.4890081577750465, 2.0105495620846003]	Rand	Uni	1000	5	49	gexf
5224	cut	cap	first	Rand.Uni.1000.5.49.gexf	1000	5000	10	4	[11, 11, 11, 11]	5.48900815777505	0.11517905356265	0.1151790535626499	inf	79	0	0	0	0	[5.4890081577750465, 0.1151790535626499]	Rand	Uni	1000	5	49	gexf
5226	cut	cap	first	Rand.Uni.1000.10.49.gexf	1000	10000	2	1	[15, 15, 15, 15]	6.93103080795216	5.18830051743308	5.188300517433076	inf	23	0	0	0	0	[6.93103080795216, 5.188300517433076]	Rand	Uni	1000	10	49	gexf
5227	cut	cap	first	Rand.Uni.1000.10.49.gexf	1000	10000	3	2	[15, 15, 15, 15]	6.93103080795216	4.32475903001569	4.324759030015693	inf	58	0	0	0	0	[6.93103080795216, 4.324759030015693]	Rand	Uni	1000	10	49	gexf
5228	cut	cap	first	Rand.Uni.1000.10.49.gexf	1000	10000	5	3	[15, 15, 15, 15]	6.93103080795216	2.94486223310174	2.9448622331017353	inf	33	0	0	0	0	[6.93103080795216, 2.9448622331017353]	Rand	Uni	1000	10	49	gexf
5229	cut	cap	first	Rand.Uni.1000.10.49.gexf	1000	10000	10	4	[15, 15, 15, 15]	6.93103080795216	0.641698496454747	0.6416984964547466	inf	42	0	0	0	0	[6.93103080795216, 0.6416984964547466]	Rand	Uni	1000	10	49	gexf
5231	cut	cap	first	Rand.Uni.1000.25.49.gexf	1000	25000	2	1	[45, 45, 45, 45]	24.1333363983226	22.1787551407463	22.178755140746258	inf	8	0	0	0	0	[24.133336398322577, 22.178755140746258]	Rand	Uni	1000	25	49	gexf
5232	cut	cap	first	Rand.Uni.1000.25.49.gexf	1000	25000	3	2	[45, 45, 45, 45]	24.1333363983226	21.2595625879825	21.259562587982536	inf	9	0	0	0	0	[24.133336398322577, 21.259562587982536]	Rand	Uni	1000	25	49	gexf
5233	cut	cap	first	Rand.Uni.1000.25.49.gexf	1000	25000	5	3	[45, 45, 45, 45]	24.1333363983226	19.4264957304246	19.426495730424588	inf	11	0	0	0	0	[24.133336398322577, 19.426495730424588]	Rand	Uni	1000	25	49	gexf
5234	cut	cap	first	Rand.Uni.1000.25.49.gexf	1000	25000	10	4	[45, 45, 45, 45]	24.1333363983226	15.1098086112654	15.109808611265416	inf	23	0	0	0	0	[24.133336398322577, 15.109808611265416]	Rand	Uni	1000	25	49	gexf
5236	cut	cap	first	Rand.Uni.1000.5.50.gexf	1000	5000	2	1	[7, 7, 7, 7]	2.6040604638029	1.15777617154806	1.157776171548056	inf	51	0	0	0	0	[2.6040604638028997, 1.157776171548056]	Rand	Uni	1000	5	50	gexf
5237	cut	cap	first	Rand.Uni.1000.5.50.gexf	1000	5000	3	2	[7, 7, 7, 7]	2.6040604638029	0.747872227759634	0.7478722277596336	inf	62	0	0	0	0	[2.6040604638028997, 0.7478722277596336]	Rand	Uni	1000	5	50	gexf
5238	cut	cap	first	Rand.Uni.1000.5.50.gexf	1000	5000	5	3	[7, 7, 7, 7]	2.6040604638029	0.110843221015812	0.1108432210158119	inf	79	0	0	0	0	[2.6040604638028997, 0.1108432210158119]	Rand	Uni	1000	5	50	gexf
5241	cut	cap	first	Rand.Uni.1000.10.50.gexf	1000	10000	2	1	[18, 18, 18, 18]	9.79815845771719	7.99982730198651	7.99982730198651	inf	16	0	0	0	0	[9.798158457717193, 7.99982730198651]	Rand	Uni	1000	10	50	gexf
5242	cut	cap	first	Rand.Uni.1000.10.50.gexf	1000	10000	3	2	[18, 18, 18, 18]	9.79815845771719	7.27582313986928	7.275823139869275	inf	20	0	0	0	0	[9.798158457717193, 7.275823139869275]	Rand	Uni	1000	10	50	gexf
5243	cut	cap	first	Rand.Uni.1000.10.50.gexf	1000	10000	5	3	[18, 18, 18, 18]	9.79815845771719	5.87055262913951	5.870552629139515	inf	28	0	0	0	0	[9.798158457717193, 5.870552629139515]	Rand	Uni	1000	10	50	gexf
5244	cut	cap	first	Rand.Uni.1000.10.50.gexf	1000	10000	10	4	[18, 18, 18, 18]	9.79815845771719	2.900771329307	2.9007713293070045	inf	43	0	0	0	0	[9.798158457717193, 2.9007713293070045]	Rand	Uni	1000	10	50	gexf
5246	cut	cap	first	Rand.Uni.1000.25.50.gexf	1000	25000	2	1	[38, 38, 38, 38]	20.3394338528901	18.5214528792101	18.52145287921006	inf	10	0	0	0	0	[20.339433852890124, 18.52145287921006]	Rand	Uni	1000	25	50	gexf
5247	cut	cap	first	Rand.Uni.1000.25.50.gexf	1000	25000	3	2	[38, 38, 38, 38]	20.3394338528901	17.6646568122422	17.664656812242214	inf	6	0	0	0	0	[20.339433852890124, 17.664656812242214]	Rand	Uni	1000	25	50	gexf
5248	cut	cap	first	Rand.Uni.1000.25.50.gexf	1000	25000	5	3	[38, 38, 38, 38]	20.3394338528901	15.9623741055266	15.962374105526635	inf	14	0	0	0	0	[20.339433852890124, 15.962374105526635]	Rand	Uni	1000	25	50	gexf
5249	cut	cap	first	Rand.Uni.1000.25.50.gexf	1000	25000	10	4	[38, 38, 38, 38]	20.3394338528901	12.1651227434173	12.165122743417259	inf	18	0	0	0	0	[20.339433852890124, 12.165122743417259]	Rand	Uni	1000	25	50	gexf
5251	cut	cap	first	Rand.Uni.1000.5.51.gexf	1000	5000	2	1	[7, 7, 7, 7]	4.14522637211196	2.31365540323928	2.3136554032392755	inf	39	0	0	0	0	[4.145226372111964, 2.3136554032392755]	Rand	Uni	1000	5	51	gexf
5252	cut	cap	first	Rand.Uni.1000.5.51.gexf	1000	5000	3	2	[7, 7, 7, 7]	4.14522637211196	1.7324573357724	1.732457335772399	inf	32	0	0	0	0	[4.145226372111964, 1.732457335772399]	Rand	Uni	1000	5	51	gexf
5253	cut	cap	first	Rand.Uni.1000.5.51.gexf	1000	5000	5	3	[7, 7, 7, 7]	4.14522637211196	0.799569375010023	0.7995693750100226	inf	77	0	0	0	0	[4.145226372111964, 0.7995693750100226]	Rand	Uni	1000	5	51	gexf
5256	cut	cap	first	Rand.Uni.1000.10.51.gexf	1000	10000	2	1	[18, 18, 18, 18]	7.34032684406842	5.86317230030868	5.863172300308684	inf	59	0	0	0	0	[7.340326844068421, 5.863172300308684]	Rand	Uni	1000	10	51	gexf
5257	cut	cap	first	Rand.Uni.1000.10.51.gexf	1000	10000	3	2	[18, 18, 18, 18]	7.34032684406842	5.16575609488407	5.165756094884069	inf	20	0	0	0	0	[7.340326844068421, 5.165756094884069]	Rand	Uni	1000	10	51	gexf
5258	cut	cap	first	Rand.Uni.1000.10.51.gexf	1000	10000	5	3	[18, 18, 18, 18]	7.34032684406842	3.92782264637367	3.927822646373671	inf	16	0	0	0	0	[7.340326844068421, 3.927822646373671]	Rand	Uni	1000	10	51	gexf
5259	cut	cap	first	Rand.Uni.1000.10.51.gexf	1000	10000	10	4	[18, 18, 18, 18]	7.34032684406842	1.58843766074002	1.5884376607400243	inf	23	0	0	0	0	[7.340326844068421, 1.5884376607400243]	Rand	Uni	1000	10	51	gexf
5261	cut	cap	first	Rand.Uni.1000.25.51.gexf	1000	25000	2	1	[53, 53, 53, 53]	27.946030522342	25.9838567957795	25.983856795779523	inf	12	0	0	0	0	[27.946030522341953, 25.983856795779523]	Rand	Uni	1000	25	51	gexf
5262	cut	cap	first	Rand.Uni.1000.25.51.gexf	1000	25000	3	2	[53, 53, 53, 53]	27.946030522342	25.0083621304828	25.00836213048282	inf	10	0	0	0	0	[27.946030522341953, 25.00836213048282]	Rand	Uni	1000	25	51	gexf
5263	cut	cap	first	Rand.Uni.1000.25.51.gexf	1000	25000	5	3	[53, 53, 53, 53]	27.946030522342	23.0998792010949	23.099879201094897	inf	17	0	0	0	0	[27.946030522341953, 23.099879201094897]	Rand	Uni	1000	25	51	gexf
5264	cut	cap	first	Rand.Uni.1000.25.51.gexf	1000	25000	10	4	[53, 53, 53, 53]	27.946030522342	18.6866788132836	18.68667881328361	inf	11	0	0	0	0	[27.946030522341953, 18.68667881328361]	Rand	Uni	1000	25	51	gexf
5265	cut	cap	first	Rand.Uni.1000.25.51.gexf	1000	25000	50	5	[53, 53, 53, 53]	27.946030522342	0.412088436363875	0.41208843636387504	inf	39	0	0	0	0	[27.946030522341953, 0.41208843636387504]	Rand	Uni	1000	25	51	gexf
5266	cut	cap	first	Rand.Uni.1000.5.52.gexf	1000	5000	2	1	[7, 7, 7, 7]	2.89297184565501	1.17251834507178	1.1725183450717842	inf	62	0	0	0	0	[2.8929718456550146, 1.1725183450717842]	Rand	Uni	1000	5	52	gexf
5267	cut	cap	first	Rand.Uni.1000.5.52.gexf	1000	5000	3	2	[7, 7, 7, 7]	2.89297184565501	0.811125822091763	0.8111258220917629	inf	60	0	0	0	0	[2.8929718456550146, 0.8111258220917629]	Rand	Uni	1000	5	52	gexf
5268	cut	cap	first	Rand.Uni.1000.5.52.gexf	1000	5000	5	3	[7, 7, 7, 7]	2.89297184565501	0.280245571744042	0.2802455717440415	inf	109	0	0	0	0	[2.8929718456550146, 0.2802455717440415]	Rand	Uni	1000	5	52	gexf
5271	cut	cap	first	Rand.Uni.1000.10.52.gexf	1000	10000	2	1	[17, 17, 17, 17]	9.34373072705729	7.71728657068507	7.717286570685069	inf	15	0	0	0	0	[9.343730727057292, 7.717286570685069]	Rand	Uni	1000	10	52	gexf
5272	cut	cap	first	Rand.Uni.1000.10.52.gexf	1000	10000	3	2	[17, 17, 17, 17]	9.34373072705729	6.96005491291811	6.96005491291811	inf	31	0	0	0	0	[9.343730727057292, 6.96005491291811]	Rand	Uni	1000	10	52	gexf
5273	cut	cap	first	Rand.Uni.1000.10.52.gexf	1000	10000	5	3	[17, 17, 17, 17]	9.34373072705729	5.61500854041569	5.615008540415691	inf	33	0	0	0	0	[9.343730727057292, 5.615008540415691]	Rand	Uni	1000	10	52	gexf
5274	cut	cap	first	Rand.Uni.1000.10.52.gexf	1000	10000	10	4	[17, 17, 17, 17]	9.34373072705729	3.00560754869116	3.0056075486911613	inf	59	0	0	0	0	[9.343730727057292, 3.0056075486911613]	Rand	Uni	1000	10	52	gexf
5276	cut	cap	first	Rand.Uni.1000.25.52.gexf	1000	25000	2	1	[51, 51, 51, 51]	23.3938761842857	21.5359887319244	21.535988731924398	inf	14	0	0	0	0	[23.393876184285674, 21.535988731924398]	Rand	Uni	1000	25	52	gexf
5277	cut	cap	first	Rand.Uni.1000.25.52.gexf	1000	25000	3	2	[51, 51, 51, 51]	23.3938761842857	20.6814487208649	20.681448720864903	inf	18	0	0	0	0	[23.393876184285674, 20.681448720864903]	Rand	Uni	1000	25	52	gexf
5278	cut	cap	first	Rand.Uni.1000.25.52.gexf	1000	25000	5	3	[51, 51, 51, 51]	23.3938761842857	19.0106354447035	19.010635444703485	inf	12	0	0	0	0	[23.393876184285674, 19.010635444703485]	Rand	Uni	1000	25	52	gexf
5279	cut	cap	first	Rand.Uni.1000.25.52.gexf	1000	25000	10	4	[51, 51, 51, 51]	23.3938761842857	15.0256764901208	15.025676490120828	inf	14	0	0	0	0	[23.393876184285674, 15.025676490120828]	Rand	Uni	1000	25	52	gexf
5280	cut	cap	first	Rand.Uni.1000.25.52.gexf	1000	25000	50	5	[51, 51, 51, 51]	23.3938761842857	0.0100817565893124	0.01008175658931243	inf	40	0	0	0	0	[23.393876184285674, 0.01008175658931243]	Rand	Uni	1000	25	52	gexf
