path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5	small_1	constant1	small_2	constant2	best.constant	best.alg
5233	Small.500.10.2.44.gexf	5	10	1	Small	500	10	2	44	gexf	5	2	5	2	2	NA
5236	Small.500.10.5.44.gexf	2	10	1	Small	500	10	5	44	gexf	8	1.25	8	1.25	1.25	NA
5237	Small.500.10.5.44.gexf	3	10	1	Small	500	10	5	44	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5238	Small.500.10.5.44.gexf	5	10	1	Small	500	10	5	44	gexf	5	2	5	2	2	NA
5241	Small.500.24.2.44.gexf	2	21	1	Small	500	24	2	44	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5242	Small.500.24.2.44.gexf	3	21	1	Small	500	24	2	44	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5243	Small.500.24.2.44.gexf	5	21	1	Small	500	24	2	44	gexf	16	1.3125	16	1.3125	1.3125	NA
5244	Small.500.24.2.44.gexf	10	21	1	Small	500	24	2	44	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5246	Small.500.24.5.44.gexf	2	20	1	Small	500	24	5	44	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
5247	Small.500.24.5.44.gexf	3	20	1	Small	500	24	5	44	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
5248	Small.500.24.5.44.gexf	5	20	1	Small	500	24	5	44	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
5249	Small.500.24.5.44.gexf	10	20	1	Small	500	24	5	44	gexf	10	2	10	2	2	NA
5251	Small.1000.6.2.44.gexf	2	5	1	Small	1000	6	2	44	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5252	Small.1000.6.2.44.gexf	3	5	1	Small	1000	6	2	44	gexf	2	2.5	2	2.5	2.5	NA
5256	Small.1000.6.5.44.gexf	2	7	1	Small	1000	6	5	44	gexf	5	1.4	5	1.4	1.4	NA
5257	Small.1000.6.5.44.gexf	3	7	1	Small	1000	6	5	44	gexf	4	1.75	4	1.75	1.75	NA
5258	Small.1000.6.5.44.gexf	5	7	1	Small	1000	6	5	44	gexf	2	3.5	2	3.5	3.5	NA
5261	Small.1000.10.2.44.gexf	2	10	1	Small	1000	10	2	44	gexf	8	1.25	8	1.25	1.25	NA
5262	Small.1000.10.2.44.gexf	3	10	1	Small	1000	10	2	44	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5263	Small.1000.10.2.44.gexf	5	10	1	Small	1000	10	2	44	gexf	5	2	5	2	2	NA
5266	Small.1000.10.5.44.gexf	2	10	1	Small	1000	10	5	44	gexf	8	1.25	8	1.25	1.25	NA
5267	Small.1000.10.5.44.gexf	3	10	1	Small	1000	10	5	44	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5268	Small.1000.10.5.44.gexf	5	10	1	Small	1000	10	5	44	gexf	5	2	5	2	2	NA
5271	Small.1000.24.2.44.gexf	2	21	1	Small	1000	24	2	44	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5272	Small.1000.24.2.44.gexf	3	21	1	Small	1000	24	2	44	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5273	Small.1000.24.2.44.gexf	5	21	1	Small	1000	24	2	44	gexf	16	1.3125	16	1.3125	1.3125	NA
5274	Small.1000.24.2.44.gexf	10	21	1	Small	1000	24	2	44	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5276	Small.1000.24.5.44.gexf	2	22	1	Small	1000	24	5	44	gexf	20	1.1	20	1.1	1.1	NA
5277	Small.1000.24.5.44.gexf	3	22	1	Small	1000	24	5	44	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
5278	Small.1000.24.5.44.gexf	5	22	1	Small	1000	24	5	44	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
5279	Small.1000.24.5.44.gexf	10	22	1	Small	1000	24	5	44	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
5281	Small.50.6.2.45.gexf	2	6	1	Small	50	6	2	45	gexf	4	1.5	4	1.5	1.5	NA
5282	Small.50.6.2.45.gexf	3	6	1	Small	50	6	2	45	gexf	3	2	3	2	2	NA
5283	Small.50.6.2.45.gexf	5	6	1	Small	50	6	2	45	gexf	1	6	1	6	6	NA
5286	Small.50.6.5.45.gexf	2	4	1	Small	50	6	5	45	gexf	2	2	2	2	2	NA
5287	Small.50.6.5.45.gexf	3	4	1	Small	50	6	5	45	gexf	1	4	1	4	4	NA
5291	Small.50.10.2.45.gexf	2	9	1	Small	50	10	2	45	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5292	Small.50.10.2.45.gexf	3	9	1	Small	50	10	2	45	gexf	6	1.5	6	1.5	1.5	NA
5293	Small.50.10.2.45.gexf	5	9	1	Small	50	10	2	45	gexf	4	2.25	4	2.25	2.25	NA
5296	Small.50.10.5.45.gexf	2	10	1	Small	50	10	5	45	gexf	8	1.25	8	1.25	1.25	NA
5297	Small.50.10.5.45.gexf	3	10	1	Small	50	10	5	45	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5298	Small.50.10.5.45.gexf	5	10	1	Small	50	10	5	45	gexf	5	2	5	2	2	NA
5301	Small.50.24.2.45.gexf	2	23	1	Small	50	24	2	45	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
5302	Small.50.24.2.45.gexf	3	23	1	Small	50	24	2	45	gexf	20	1.15	20	1.15	1.15	NA
5303	Small.50.24.2.45.gexf	5	23	1	Small	50	24	2	45	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
5304	Small.50.24.2.45.gexf	10	23	1	Small	50	24	2	45	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
5306	Small.50.24.5.45.gexf	2	22	1	Small	50	24	5	45	gexf	20	1.1	20	1.1	1.1	NA
5307	Small.50.24.5.45.gexf	3	22	1	Small	50	24	5	45	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
5308	Small.50.24.5.45.gexf	5	22	1	Small	50	24	5	45	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
5309	Small.50.24.5.45.gexf	10	22	1	Small	50	24	5	45	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
5311	Small.100.6.2.45.gexf	2	5	1	Small	100	6	2	45	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5312	Small.100.6.2.45.gexf	3	5	1	Small	100	6	2	45	gexf	2	2.5	2	2.5	2.5	NA
5316	Small.100.6.5.45.gexf	2	3	1	Small	100	6	5	45	gexf	1	3	1	3	3	NA
5321	Small.100.10.2.45.gexf	2	12	1	Small	100	10	2	45	gexf	10	1.2	10	1.2	1.2	NA
5322	Small.100.10.2.45.gexf	3	12	1	Small	100	10	2	45	gexf	9	1.33333333333333	9	1.33333333333333	1.33333333333333	NA
5323	Small.100.10.2.45.gexf	5	12	1	Small	100	10	2	45	gexf	7	1.71428571428571	7	1.71428571428571	1.71428571428571	NA
5324	Small.100.10.2.45.gexf	10	12	1	Small	100	10	2	45	gexf	2	6	2	6	6	NA
5326	Small.100.10.5.45.gexf	2	8	1	Small	100	10	5	45	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5327	Small.100.10.5.45.gexf	3	8	1	Small	100	10	5	45	gexf	5	1.6	5	1.6	1.6	NA
5328	Small.100.10.5.45.gexf	5	8	1	Small	100	10	5	45	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5331	Small.100.24.2.45.gexf	2	24	1	Small	100	24	2	45	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
5332	Small.100.24.2.45.gexf	3	24	1	Small	100	24	2	45	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
5333	Small.100.24.2.45.gexf	5	24	1	Small	100	24	2	45	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
5334	Small.100.24.2.45.gexf	10	24	1	Small	100	24	2	45	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
5336	Small.100.24.5.45.gexf	2	23	1	Small	100	24	5	45	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
5337	Small.100.24.5.45.gexf	3	23	1	Small	100	24	5	45	gexf	20	1.15	20	1.15	1.15	NA
5338	Small.100.24.5.45.gexf	5	23	1	Small	100	24	5	45	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
5339	Small.100.24.5.45.gexf	10	23	1	Small	100	24	5	45	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
5341	Small.500.6.2.45.gexf	2	6	1	Small	500	6	2	45	gexf	4	1.5	4	1.5	1.5	NA
5342	Small.500.6.2.45.gexf	3	6	1	Small	500	6	2	45	gexf	3	2	3	2	2	NA
5343	Small.500.6.2.45.gexf	5	6	1	Small	500	6	2	45	gexf	1	6	1	6	6	NA
5346	Small.500.6.5.45.gexf	2	6	1	Small	500	6	5	45	gexf	4	1.5	4	1.5	1.5	NA
5347	Small.500.6.5.45.gexf	3	6	1	Small	500	6	5	45	gexf	3	2	3	2	2	NA
5348	Small.500.6.5.45.gexf	5	6	1	Small	500	6	5	45	gexf	1	6	1	6	6	NA
5351	Small.500.10.2.45.gexf	2	7	1	Small	500	10	2	45	gexf	5	1.4	5	1.4	1.4	NA
5352	Small.500.10.2.45.gexf	3	7	1	Small	500	10	2	45	gexf	4	1.75	4	1.75	1.75	NA
5353	Small.500.10.2.45.gexf	5	7	1	Small	500	10	2	45	gexf	2	3.5	2	3.5	3.5	NA
5356	Small.500.10.5.45.gexf	2	11	1	Small	500	10	5	45	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
5357	Small.500.10.5.45.gexf	3	11	1	Small	500	10	5	45	gexf	8	1.375	8	1.375	1.375	NA
5358	Small.500.10.5.45.gexf	5	11	1	Small	500	10	5	45	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
5359	Small.500.10.5.45.gexf	10	11	1	Small	500	10	5	45	gexf	1	11	1	11	11	NA
5361	Small.500.24.2.45.gexf	2	24	1	Small	500	24	2	45	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
5362	Small.500.24.2.45.gexf	3	24	1	Small	500	24	2	45	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
5363	Small.500.24.2.45.gexf	5	24	1	Small	500	24	2	45	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
5364	Small.500.24.2.45.gexf	10	24	1	Small	500	24	2	45	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
5366	Small.500.24.5.45.gexf	2	20	1	Small	500	24	5	45	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
5367	Small.500.24.5.45.gexf	3	20	1	Small	500	24	5	45	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
5368	Small.500.24.5.45.gexf	5	20	1	Small	500	24	5	45	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
5369	Small.500.24.5.45.gexf	10	20	1	Small	500	24	5	45	gexf	10	2	10	2	2	NA
5371	Small.1000.6.2.45.gexf	2	5	1	Small	1000	6	2	45	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5372	Small.1000.6.2.45.gexf	3	5	1	Small	1000	6	2	45	gexf	2	2.5	2	2.5	2.5	NA
5376	Small.1000.6.5.45.gexf	2	7	1	Small	1000	6	5	45	gexf	5	1.4	5	1.4	1.4	NA
5377	Small.1000.6.5.45.gexf	3	7	1	Small	1000	6	5	45	gexf	4	1.75	4	1.75	1.75	NA
5378	Small.1000.6.5.45.gexf	5	7	1	Small	1000	6	5	45	gexf	2	3.5	2	3.5	3.5	NA
5381	Small.1000.10.2.45.gexf	2	10	1	Small	1000	10	2	45	gexf	8	1.25	8	1.25	1.25	NA
5382	Small.1000.10.2.45.gexf	3	10	1	Small	1000	10	2	45	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5383	Small.1000.10.2.45.gexf	5	10	1	Small	1000	10	2	45	gexf	5	2	5	2	2	NA
5386	Small.1000.10.5.45.gexf	2	8	1	Small	1000	10	5	45	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5387	Small.1000.10.5.45.gexf	3	8	1	Small	1000	10	5	45	gexf	5	1.6	5	1.6	1.6	NA
5388	Small.1000.10.5.45.gexf	5	8	1	Small	1000	10	5	45	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5391	Small.1000.24.2.45.gexf	2	24	1	Small	1000	24	2	45	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
5392	Small.1000.24.2.45.gexf	3	24	1	Small	1000	24	2	45	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
5393	Small.1000.24.2.45.gexf	5	24	1	Small	1000	24	2	45	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
5394	Small.1000.24.2.45.gexf	10	24	1	Small	1000	24	2	45	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
5396	Small.1000.24.5.45.gexf	2	24	1	Small	1000	24	5	45	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
5397	Small.1000.24.5.45.gexf	3	24	1	Small	1000	24	5	45	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
5398	Small.1000.24.5.45.gexf	5	24	1	Small	1000	24	5	45	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
5399	Small.1000.24.5.45.gexf	10	24	1	Small	1000	24	5	45	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
5401	Small.50.6.2.46.gexf	2	5	1	Small	50	6	2	46	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5402	Small.50.6.2.46.gexf	3	5	1	Small	50	6	2	46	gexf	2	2.5	2	2.5	2.5	NA
5406	Small.50.6.5.46.gexf	2	6	1	Small	50	6	5	46	gexf	4	1.5	4	1.5	1.5	NA
5407	Small.50.6.5.46.gexf	3	6	1	Small	50	6	5	46	gexf	3	2	3	2	2	NA
5408	Small.50.6.5.46.gexf	5	6	1	Small	50	6	5	46	gexf	1	6	1	6	6	NA
5411	Small.50.10.2.46.gexf	2	9	1	Small	50	10	2	46	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5412	Small.50.10.2.46.gexf	3	9	1	Small	50	10	2	46	gexf	6	1.5	6	1.5	1.5	NA
5413	Small.50.10.2.46.gexf	5	9	1	Small	50	10	2	46	gexf	4	2.25	4	2.25	2.25	NA
5416	Small.50.10.5.46.gexf	2	12	1	Small	50	10	5	46	gexf	10	1.2	10	1.2	1.2	NA
5417	Small.50.10.5.46.gexf	3	12	1	Small	50	10	5	46	gexf	9	1.33333333333333	9	1.33333333333333	1.33333333333333	NA
5418	Small.50.10.5.46.gexf	5	12	1	Small	50	10	5	46	gexf	7	1.71428571428571	7	1.71428571428571	1.71428571428571	NA
5419	Small.50.10.5.46.gexf	10	12	1	Small	50	10	5	46	gexf	2	6	2	6	6	NA
5421	Small.50.24.2.46.gexf	2	22	1	Small	50	24	2	46	gexf	20	1.1	20	1.1	1.1	NA
5422	Small.50.24.2.46.gexf	3	22	1	Small	50	24	2	46	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
5423	Small.50.24.2.46.gexf	5	22	1	Small	50	24	2	46	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
5424	Small.50.24.2.46.gexf	10	22	1	Small	50	24	2	46	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
5426	Small.50.24.5.46.gexf	2	21	1	Small	50	24	5	46	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5427	Small.50.24.5.46.gexf	3	21	1	Small	50	24	5	46	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5428	Small.50.24.5.46.gexf	5	21	1	Small	50	24	5	46	gexf	16	1.3125	16	1.3125	1.3125	NA
5429	Small.50.24.5.46.gexf	10	21	1	Small	50	24	5	46	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5431	Small.100.6.2.46.gexf	2	6	1	Small	100	6	2	46	gexf	4	1.5	4	1.5	1.5	NA
5432	Small.100.6.2.46.gexf	3	6	1	Small	100	6	2	46	gexf	3	2	3	2	2	NA
5433	Small.100.6.2.46.gexf	5	6	1	Small	100	6	2	46	gexf	1	6	1	6	6	NA
5436	Small.100.6.5.46.gexf	2	3	1	Small	100	6	5	46	gexf	1	3	1	3	3	NA
5441	Small.100.10.2.46.gexf	2	10	1	Small	100	10	2	46	gexf	8	1.25	8	1.25	1.25	NA
5442	Small.100.10.2.46.gexf	3	10	1	Small	100	10	2	46	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5443	Small.100.10.2.46.gexf	5	10	1	Small	100	10	2	46	gexf	5	2	5	2	2	NA
5446	Small.100.10.5.46.gexf	2	8	1	Small	100	10	5	46	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5447	Small.100.10.5.46.gexf	3	8	1	Small	100	10	5	46	gexf	5	1.6	5	1.6	1.6	NA
5448	Small.100.10.5.46.gexf	5	8	1	Small	100	10	5	46	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5451	Small.100.24.2.46.gexf	2	22	1	Small	100	24	2	46	gexf	20	1.1	20	1.1	1.1	NA
5452	Small.100.24.2.46.gexf	3	22	1	Small	100	24	2	46	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
5453	Small.100.24.2.46.gexf	5	22	1	Small	100	24	2	46	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
5454	Small.100.24.2.46.gexf	10	22	1	Small	100	24	2	46	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
5456	Small.100.24.5.46.gexf	2	23	1	Small	100	24	5	46	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
5457	Small.100.24.5.46.gexf	3	23	1	Small	100	24	5	46	gexf	20	1.15	20	1.15	1.15	NA
5458	Small.100.24.5.46.gexf	5	23	1	Small	100	24	5	46	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
5459	Small.100.24.5.46.gexf	10	23	1	Small	100	24	5	46	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
5461	Small.500.6.2.46.gexf	2	6	1	Small	500	6	2	46	gexf	4	1.5	4	1.5	1.5	NA
5462	Small.500.6.2.46.gexf	3	6	1	Small	500	6	2	46	gexf	3	2	3	2	2	NA
5463	Small.500.6.2.46.gexf	5	6	1	Small	500	6	2	46	gexf	1	6	1	6	6	NA
5466	Small.500.6.5.46.gexf	2	5	1	Small	500	6	5	46	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5467	Small.500.6.5.46.gexf	3	5	1	Small	500	6	5	46	gexf	2	2.5	2	2.5	2.5	NA
5471	Small.500.10.2.46.gexf	2	9	1	Small	500	10	2	46	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5472	Small.500.10.2.46.gexf	3	9	1	Small	500	10	2	46	gexf	6	1.5	6	1.5	1.5	NA
5473	Small.500.10.2.46.gexf	5	9	1	Small	500	10	2	46	gexf	4	2.25	4	2.25	2.25	NA
5476	Small.500.10.5.46.gexf	2	8	1	Small	500	10	5	46	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5477	Small.500.10.5.46.gexf	3	8	1	Small	500	10	5	46	gexf	5	1.6	5	1.6	1.6	NA
5478	Small.500.10.5.46.gexf	5	8	1	Small	500	10	5	46	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5481	Small.500.24.2.46.gexf	2	21	1	Small	500	24	2	46	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5482	Small.500.24.2.46.gexf	3	21	1	Small	500	24	2	46	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5483	Small.500.24.2.46.gexf	5	21	1	Small	500	24	2	46	gexf	16	1.3125	16	1.3125	1.3125	NA
5484	Small.500.24.2.46.gexf	10	21	1	Small	500	24	2	46	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5486	Small.500.24.5.46.gexf	2	24	1	Small	500	24	5	46	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
5487	Small.500.24.5.46.gexf	3	24	1	Small	500	24	5	46	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
5488	Small.500.24.5.46.gexf	5	24	1	Small	500	24	5	46	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
5489	Small.500.24.5.46.gexf	10	24	1	Small	500	24	5	46	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
5491	Small.1000.6.2.46.gexf	2	6	1	Small	1000	6	2	46	gexf	4	1.5	4	1.5	1.5	NA
5492	Small.1000.6.2.46.gexf	3	6	1	Small	1000	6	2	46	gexf	3	2	3	2	2	NA
5493	Small.1000.6.2.46.gexf	5	6	1	Small	1000	6	2	46	gexf	1	6	1	6	6	NA
5496	Small.1000.6.5.46.gexf	2	5	1	Small	1000	6	5	46	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5497	Small.1000.6.5.46.gexf	3	5	1	Small	1000	6	5	46	gexf	2	2.5	2	2.5	2.5	NA
5501	Small.1000.10.2.46.gexf	2	9	1	Small	1000	10	2	46	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5502	Small.1000.10.2.46.gexf	3	9	1	Small	1000	10	2	46	gexf	6	1.5	6	1.5	1.5	NA
5503	Small.1000.10.2.46.gexf	5	9	1	Small	1000	10	2	46	gexf	4	2.25	4	2.25	2.25	NA
5506	Small.1000.10.5.46.gexf	2	8	1	Small	1000	10	5	46	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5507	Small.1000.10.5.46.gexf	3	8	1	Small	1000	10	5	46	gexf	5	1.6	5	1.6	1.6	NA
5508	Small.1000.10.5.46.gexf	5	8	1	Small	1000	10	5	46	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5511	Small.1000.24.2.46.gexf	2	21	1	Small	1000	24	2	46	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5512	Small.1000.24.2.46.gexf	3	21	1	Small	1000	24	2	46	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5513	Small.1000.24.2.46.gexf	5	21	1	Small	1000	24	2	46	gexf	16	1.3125	16	1.3125	1.3125	NA
5514	Small.1000.24.2.46.gexf	10	21	1	Small	1000	24	2	46	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5516	Small.1000.24.5.46.gexf	2	21	1	Small	1000	24	5	46	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
5517	Small.1000.24.5.46.gexf	3	21	1	Small	1000	24	5	46	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
5518	Small.1000.24.5.46.gexf	5	21	1	Small	1000	24	5	46	gexf	16	1.3125	16	1.3125	1.3125	NA
5519	Small.1000.24.5.46.gexf	10	21	1	Small	1000	24	5	46	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
5521	Small.50.6.2.47.gexf	2	5	1	Small	50	6	2	47	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5522	Small.50.6.2.47.gexf	3	5	1	Small	50	6	2	47	gexf	2	2.5	2	2.5	2.5	NA
5526	Small.50.6.5.47.gexf	2	5	1	Small	50	6	5	47	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5527	Small.50.6.5.47.gexf	3	5	1	Small	50	6	5	47	gexf	2	2.5	2	2.5	2.5	NA
5531	Small.50.10.2.47.gexf	2	9	1	Small	50	10	2	47	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5532	Small.50.10.2.47.gexf	3	9	1	Small	50	10	2	47	gexf	6	1.5	6	1.5	1.5	NA
5533	Small.50.10.2.47.gexf	5	9	1	Small	50	10	2	47	gexf	4	2.25	4	2.25	2.25	NA
5536	Small.50.10.5.47.gexf	2	8	1	Small	50	10	5	47	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
5537	Small.50.10.5.47.gexf	3	8	1	Small	50	10	5	47	gexf	5	1.6	5	1.6	1.6	NA
5538	Small.50.10.5.47.gexf	5	8	1	Small	50	10	5	47	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
5541	Small.50.24.2.47.gexf	2	20	1	Small	50	24	2	47	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
5542	Small.50.24.2.47.gexf	3	20	1	Small	50	24	2	47	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
5543	Small.50.24.2.47.gexf	5	20	1	Small	50	24	2	47	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
5544	Small.50.24.2.47.gexf	10	20	1	Small	50	24	2	47	gexf	10	2	10	2	2	NA
5546	Small.50.24.5.47.gexf	2	26	1	Small	50	24	5	47	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
5547	Small.50.24.5.47.gexf	3	26	1	Small	50	24	5	47	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
5548	Small.50.24.5.47.gexf	5	26	1	Small	50	24	5	47	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
5549	Small.50.24.5.47.gexf	10	26	1	Small	50	24	5	47	gexf	16	1.625	16	1.625	1.625	NA
5551	Small.100.6.2.47.gexf	2	5	1	Small	100	6	2	47	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5552	Small.100.6.2.47.gexf	3	5	1	Small	100	6	2	47	gexf	2	2.5	2	2.5	2.5	NA
5556	Small.100.6.5.47.gexf	2	5	1	Small	100	6	5	47	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
5557	Small.100.6.5.47.gexf	3	5	1	Small	100	6	5	47	gexf	2	2.5	2	2.5	2.5	NA
5561	Small.100.10.2.47.gexf	2	10	1	Small	100	10	2	47	gexf	8	1.25	8	1.25	1.25	NA
5562	Small.100.10.2.47.gexf	3	10	1	Small	100	10	2	47	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
5563	Small.100.10.2.47.gexf	5	10	1	Small	100	10	2	47	gexf	5	2	5	2	2	NA
5566	Small.100.10.5.47.gexf	2	9	1	Small	100	10	5	47	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
5567	Small.100.10.5.47.gexf	3	9	1	Small	100	10	5	47	gexf	6	1.5	6	1.5	1.5	NA
5568	Small.100.10.5.47.gexf	5	9	1	Small	100	10	5	47	gexf	4	2.25	4	2.25	2.25	NA
5571	Small.100.24.2.47.gexf	2	22	1	Small	100	24	2	47	gexf	20	1.1	20	1.1	1.1	NA
5572	Small.100.24.2.47.gexf	3	22	1	Small	100	24	2	47	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
5573	Small.100.24.2.47.gexf	5	22	1	Small	100	24	2	47	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
5574	Small.100.24.2.47.gexf	10	22	1	Small	100	24	2	47	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
5576	Small.100.24.5.47.gexf	2	24	1	Small	100	24	5	47	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
