path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4	small_1	constant1	rmat_2	constant2	best.constant	best.alg
3657	R-MAT.1000.25.61.gexf	3	361	1	R-MAT	1000	25	61	gexf	318	1.13522012578616	318	1.13522012578616	1.13522012578616	NA
3658	R-MAT.1000.25.61.gexf	5	361	1	R-MAT	1000	25	61	gexf	301	1.19933554817276	301	1.19933554817276	1.19933554817276	NA
3659	R-MAT.1000.25.61.gexf	10	361	1	R-MAT	1000	25	61	gexf	271	1.33210332103321	271	1.33210332103321	1.33210332103321	NA
3660	R-MAT.1000.25.61.gexf	50	333.2	7	R-MAT	1000	25	61	gexf	171	1.94853801169591	171	1.94853801169591	1.94853801169591	NA
3661	R-MAT.50.5.62.gexf	2	13	1	R-MAT	50	5	62	gexf	10	1.3	7	1.85714285714286	1.85714285714286	2
3662	R-MAT.50.5.62.gexf	3	13	1	R-MAT	50	5	62	gexf	9	1.44444444444444	6	2.16666666666667	2.16666666666667	2
3663	R-MAT.50.5.62.gexf	5	12	2	R-MAT	50	5	62	gexf	7	1.71428571428571	4	3	3	2
3666	R-MAT.50.10.62.gexf	2	28	1	R-MAT	50	10	62	gexf	22	1.27272727272727	22	1.27272727272727	1.27272727272727	NA
3667	R-MAT.50.10.62.gexf	3	28	1	R-MAT	50	10	62	gexf	20	1.4	20	1.4	1.4	NA
3668	R-MAT.50.10.62.gexf	5	28	1	R-MAT	50	10	62	gexf	16	1.75	16	1.75	1.75	NA
3669	R-MAT.50.10.62.gexf	10	26.4	3	R-MAT	50	10	62	gexf	8	3.3	8	3.3	3.3	NA
3671	R-MAT.50.25.62.gexf	2	59	1	R-MAT	50	25	62	gexf	44	1.34090909090909	44	1.34090909090909	1.34090909090909	NA
3672	R-MAT.50.25.62.gexf	3	59	1	R-MAT	50	25	62	gexf	37	1.59459459459459	37	1.59459459459459	1.59459459459459	NA
3673	R-MAT.50.25.62.gexf	5	59	1	R-MAT	50	25	62	gexf	28	2.10714285714286	28	2.10714285714286	2.10714285714286	NA
3674	R-MAT.50.25.62.gexf	10	50.2857142857143	6	R-MAT	50	25	62	gexf	14	3.59183673469388	14	3.59183673469388	3.59183673469388	NA
3676	R-MAT.100.5.62.gexf	2	14	1	R-MAT	100	5	62	gexf	10	1.4	10	1.4	1.4	NA
3677	R-MAT.100.5.62.gexf	3	14	1	R-MAT	100	5	62	gexf	9	1.55555555555556	9	1.55555555555556	1.55555555555556	NA
3678	R-MAT.100.5.62.gexf	5	14	1	R-MAT	100	5	62	gexf	7	2	7	2	2	NA
3679	R-MAT.100.5.62.gexf	10	12.2222222222222	4	R-MAT	100	5	62	gexf	2	6.11111111111111	2	6.11111111111111	6.11111111111111	NA
3681	R-MAT.100.10.62.gexf	2	42	1	R-MAT	100	10	62	gexf	32	1.3125	32	1.3125	1.3125	NA
3682	R-MAT.100.10.62.gexf	3	42	1	R-MAT	100	10	62	gexf	29	1.44827586206897	29	1.44827586206897	1.44827586206897	NA
3683	R-MAT.100.10.62.gexf	5	42	1	R-MAT	100	10	62	gexf	23	1.82608695652174	24	1.75	1.82608695652174	NA
3684	R-MAT.100.10.62.gexf	10	39.1111111111111	3	R-MAT	100	10	62	gexf	12	3.25925925925926	12	3.25925925925926	3.25925925925926	NA
3686	R-MAT.100.25.62.gexf	2	113	1	R-MAT	100	25	62	gexf	88	1.28409090909091	88	1.28409090909091	1.28409090909091	NA
3687	R-MAT.100.25.62.gexf	3	113	1	R-MAT	100	25	62	gexf	80	1.4125	80	1.4125	1.4125	NA
3688	R-MAT.100.25.62.gexf	5	113	1	R-MAT	100	25	62	gexf	67	1.6865671641791	67	1.6865671641791	1.6865671641791	NA
3689	R-MAT.100.25.62.gexf	10	107.555555555556	4	R-MAT	100	25	62	gexf	42	2.56084656084656	42	2.56084656084656	2.56084656084656	NA
3691	R-MAT.500.5.62.gexf	2	52	1	R-MAT	500	5	62	gexf	43	1.2093023255814	43	1.2093023255814	1.2093023255814	NA
3692	R-MAT.500.5.62.gexf	3	52	1	R-MAT	500	5	62	gexf	40	1.3	40	1.3	1.3	NA
3693	R-MAT.500.5.62.gexf	5	52	1	R-MAT	500	5	62	gexf	36	1.44444444444444	36	1.44444444444444	1.44444444444444	NA
3694	R-MAT.500.5.62.gexf	10	50.6	2	R-MAT	500	5	62	gexf	29	1.7448275862069	29	1.7448275862069	1.7448275862069	NA
3696	R-MAT.500.10.62.gexf	2	105	1	R-MAT	500	10	62	gexf	86	1.22093023255814	86	1.22093023255814	1.22093023255814	NA
3697	R-MAT.500.10.62.gexf	3	105	1	R-MAT	500	10	62	gexf	78	1.34615384615385	78	1.34615384615385	1.34615384615385	NA
3698	R-MAT.500.10.62.gexf	5	105	1	R-MAT	500	10	62	gexf	73	1.43835616438356	73	1.43835616438356	1.43835616438356	NA
3699	R-MAT.500.10.62.gexf	10	103.4	2	R-MAT	500	10	62	gexf	63	1.64126984126984	63	1.64126984126984	1.64126984126984	NA
3700	R-MAT.500.10.62.gexf	50	69.7	22	R-MAT	500	10	62	gexf	12	5.80833333333333	12	5.80833333333333	5.80833333333333	NA
3701	R-MAT.500.25.62.gexf	2	258	1	R-MAT	500	25	62	gexf	210	1.22857142857143	210	1.22857142857143	1.22857142857143	NA
3702	R-MAT.500.25.62.gexf	3	258	1	R-MAT	500	25	62	gexf	201	1.28358208955224	201	1.28358208955224	1.28358208955224	NA
3703	R-MAT.500.25.62.gexf	5	258	1	R-MAT	500	25	62	gexf	187	1.37967914438503	187	1.37967914438503	1.37967914438503	NA
3704	R-MAT.500.25.62.gexf	10	250.8	2	R-MAT	500	25	62	gexf	163	1.53865030674847	163	1.53865030674847	1.53865030674847	NA
3705	R-MAT.500.25.62.gexf	50	202.692307692308	14	R-MAT	500	25	62	gexf	73	2.77660695468915	73	2.77660695468915	2.77660695468915	NA
3706	R-MAT.1000.5.62.gexf	2	69	1	R-MAT	1000	5	62	gexf	62	1.11290322580645	62	1.11290322580645	1.11290322580645	NA
3707	R-MAT.1000.5.62.gexf	3	69	1	R-MAT	1000	5	62	gexf	60	1.15	60	1.15	1.15	NA
3708	R-MAT.1000.5.62.gexf	5	69	1	R-MAT	1000	5	62	gexf	56	1.23214285714286	56	1.23214285714286	1.23214285714286	NA
3709	R-MAT.1000.5.62.gexf	10	69	1	R-MAT	1000	5	62	gexf	48	1.4375	48	1.4375	1.4375	NA
3710	R-MAT.1000.5.62.gexf	50	59.3023255813953	10	R-MAT	1000	5	62	gexf	8	7.41279069767442	8	7.41279069767442	7.41279069767442	NA
3711	R-MAT.1000.10.62.gexf	2	146	1	R-MAT	1000	10	62	gexf	129	1.13178294573643	129	1.13178294573643	1.13178294573643	NA
3712	R-MAT.1000.10.62.gexf	3	146	1	R-MAT	1000	10	62	gexf	124	1.17741935483871	124	1.17741935483871	1.17741935483871	NA
3713	R-MAT.1000.10.62.gexf	5	146	1	R-MAT	1000	10	62	gexf	115	1.2695652173913	115	1.2695652173913	1.2695652173913	NA
3714	R-MAT.1000.10.62.gexf	10	146	1	R-MAT	1000	10	62	gexf	97	1.50515463917526	97	1.50515463917526	1.50515463917526	NA
3715	R-MAT.1000.10.62.gexf	50	119.85	13	R-MAT	1000	10	62	gexf	44	2.72386363636364	44	2.72386363636364	2.72386363636364	NA
3716	R-MAT.1000.25.62.gexf	2	372	1	R-MAT	1000	25	62	gexf	332	1.12048192771084	332	1.12048192771084	1.12048192771084	NA
3717	R-MAT.1000.25.62.gexf	3	372	1	R-MAT	1000	25	62	gexf	319	1.16614420062696	319	1.16614420062696	1.16614420062696	NA
3718	R-MAT.1000.25.62.gexf	5	372	1	R-MAT	1000	25	62	gexf	299	1.24414715719064	299	1.24414715719064	1.24414715719064	NA
3719	R-MAT.1000.25.62.gexf	10	372	1	R-MAT	1000	25	62	gexf	267	1.39325842696629	267	1.39325842696629	1.39325842696629	NA
3720	R-MAT.1000.25.62.gexf	50	326.863636363636	10	R-MAT	1000	25	62	gexf	170	1.92272727272727	170	1.92272727272727	1.92272727272727	NA
3721	R-MAT.50.5.63.gexf	2	15	1	R-MAT	50	5	63	gexf	9	1.66666666666667	9	1.66666666666667	1.66666666666667	NA
3722	R-MAT.50.5.63.gexf	3	14.6666666666667	2	R-MAT	50	5	63	gexf	7	2.0952380952381	7	2.0952380952381	2.0952380952381	NA
3723	R-MAT.50.5.63.gexf	5	13.2	3	R-MAT	50	5	63	gexf	4	3.3	4	3.3	3.3	NA
3726	R-MAT.50.10.63.gexf	2	23	1	R-MAT	50	10	63	gexf	16	1.4375	16	1.4375	1.4375	NA
3727	R-MAT.50.10.63.gexf	3	23	1	R-MAT	50	10	63	gexf	14	1.64285714285714	14	1.64285714285714	1.64285714285714	NA
3728	R-MAT.50.10.63.gexf	5	21.6	2	R-MAT	50	10	63	gexf	10	2.16	10	2.16	2.16	NA
3729	R-MAT.50.10.63.gexf	10	18.3333333333333	6	R-MAT	50	10	63	gexf	6	3.05555555555555	5	3.66666666666667	3.66666666666667	2
3731	R-MAT.50.25.63.gexf	2	74	1	R-MAT	50	25	63	gexf	58	1.27586206896552	58	1.27586206896552	1.27586206896552	NA
3732	R-MAT.50.25.63.gexf	3	74	1	R-MAT	50	25	63	gexf	52	1.42307692307692	53	1.39622641509434	1.42307692307692	NA
3733	R-MAT.50.25.63.gexf	5	74	1	R-MAT	50	25	63	gexf	42	1.76190476190476	41	1.80487804878049	1.80487804878049	2
3734	R-MAT.50.25.63.gexf	10	70.8888888888889	3	R-MAT	50	25	63	gexf	22	3.22222222222222	21	3.37566137566138	3.37566137566138	2
3736	R-MAT.100.5.63.gexf	2	17	1	R-MAT	100	5	63	gexf	11	1.54545454545455	11	1.54545454545455	1.54545454545455	NA
3737	R-MAT.100.5.63.gexf	3	17	1	R-MAT	100	5	63	gexf	10	1.7	10	1.7	1.7	NA
3738	R-MAT.100.5.63.gexf	5	16.5	3	R-MAT	100	5	63	gexf	8	2.0625	7	2.35714285714286	2.35714285714286	2
3739	R-MAT.100.5.63.gexf	10	12.5714285714286	6	R-MAT	100	5	63	gexf	3	4.19047619047619	2	6.28571428571428	6.28571428571428	2
3741	R-MAT.100.10.63.gexf	2	39	1	R-MAT	100	10	63	gexf	29	1.3448275862069	29	1.3448275862069	1.3448275862069	NA
3742	R-MAT.100.10.63.gexf	3	39	1	R-MAT	100	10	63	gexf	26	1.5	26	1.5	1.5	NA
3743	R-MAT.100.10.63.gexf	5	39	1	R-MAT	100	10	63	gexf	22	1.77272727272727	22	1.77272727272727	1.77272727272727	NA
3744	R-MAT.100.10.63.gexf	10	35.4444444444444	3	R-MAT	100	10	63	gexf	14	2.53174603174603	14	2.53174603174603	2.53174603174603	NA
3746	R-MAT.100.25.63.gexf	2	96	1	R-MAT	100	25	63	gexf	78	1.23076923076923	78	1.23076923076923	1.23076923076923	NA
3747	R-MAT.100.25.63.gexf	3	96	1	R-MAT	100	25	63	gexf	71	1.35211267605634	71	1.35211267605634	1.35211267605634	NA
3748	R-MAT.100.25.63.gexf	5	96	1	R-MAT	100	25	63	gexf	59	1.6271186440678	59	1.6271186440678	1.6271186440678	NA
3749	R-MAT.100.25.63.gexf	10	93.5	2	R-MAT	100	25	63	gexf	42	2.22619047619048	42	2.22619047619048	2.22619047619048	NA
3751	R-MAT.500.5.63.gexf	2	45	1	R-MAT	500	5	63	gexf	39	1.15384615384615	39	1.15384615384615	1.15384615384615	NA
3752	R-MAT.500.5.63.gexf	3	45	1	R-MAT	500	5	63	gexf	36	1.25	36	1.25	1.25	NA
3753	R-MAT.500.5.63.gexf	5	45	1	R-MAT	500	5	63	gexf	32	1.40625	32	1.40625	1.40625	NA
3754	R-MAT.500.5.63.gexf	10	45	1	R-MAT	500	5	63	gexf	26	1.73076923076923	26	1.73076923076923	1.73076923076923	NA
3756	R-MAT.500.10.63.gexf	2	94	1	R-MAT	500	10	63	gexf	73	1.28767123287671	73	1.28767123287671	1.28767123287671	NA
3757	R-MAT.500.10.63.gexf	3	94	1	R-MAT	500	10	63	gexf	68	1.38235294117647	68	1.38235294117647	1.38235294117647	NA
3758	R-MAT.500.10.63.gexf	5	94	1	R-MAT	500	10	63	gexf	61	1.54098360655738	61	1.54098360655738	1.54098360655738	NA
3759	R-MAT.500.10.63.gexf	10	89.2222222222222	3	R-MAT	500	10	63	gexf	51	1.74945533769063	51	1.74945533769063	1.74945533769063	NA
3760	R-MAT.500.10.63.gexf	50	56.8285714285714	18	R-MAT	500	10	63	gexf	5	11.3657142857143	5	11.3657142857143	11.3657142857143	NA
3761	R-MAT.500.25.63.gexf	2	236	1	R-MAT	500	25	63	gexf	195	1.21025641025641	195	1.21025641025641	1.21025641025641	NA
3762	R-MAT.500.25.63.gexf	3	236	1	R-MAT	500	25	63	gexf	188	1.25531914893617	188	1.25531914893617	1.25531914893617	NA
3763	R-MAT.500.25.63.gexf	5	236	1	R-MAT	500	25	63	gexf	174	1.35632183908046	174	1.35632183908046	1.35632183908046	NA
3764	R-MAT.500.25.63.gexf	10	236	1	R-MAT	500	25	63	gexf	148	1.59459459459459	148	1.59459459459459	1.59459459459459	NA
3765	R-MAT.500.25.63.gexf	50	183.6	13	R-MAT	500	25	63	gexf	67	2.74029850746269	67	2.74029850746269	2.74029850746269	NA
3766	R-MAT.1000.5.63.gexf	2	64	1	R-MAT	1000	5	63	gexf	57	1.12280701754386	57	1.12280701754386	1.12280701754386	NA
3767	R-MAT.1000.5.63.gexf	3	64	1	R-MAT	1000	5	63	gexf	55	1.16363636363636	55	1.16363636363636	1.16363636363636	NA
3768	R-MAT.1000.5.63.gexf	5	64	1	R-MAT	1000	5	63	gexf	51	1.25490196078431	51	1.25490196078431	1.25490196078431	NA
3769	R-MAT.1000.5.63.gexf	10	64	1	R-MAT	1000	5	63	gexf	45	1.42222222222222	45	1.42222222222222	1.42222222222222	NA
3770	R-MAT.1000.5.63.gexf	50	55.5333333333333	8	R-MAT	1000	5	63	gexf	5	11.1066666666667	5	11.1066666666667	11.1066666666667	NA
3771	R-MAT.1000.10.63.gexf	2	130	1	R-MAT	1000	10	63	gexf	109	1.19266055045872	109	1.19266055045872	1.19266055045872	NA
3772	R-MAT.1000.10.63.gexf	3	130	1	R-MAT	1000	10	63	gexf	103	1.2621359223301	103	1.2621359223301	1.2621359223301	NA
3773	R-MAT.1000.10.63.gexf	5	130	1	R-MAT	1000	10	63	gexf	94	1.38297872340426	94	1.38297872340426	1.38297872340426	NA
3774	R-MAT.1000.10.63.gexf	10	130	1	R-MAT	1000	10	63	gexf	82	1.58536585365854	82	1.58536585365854	1.58536585365854	NA
3775	R-MAT.1000.10.63.gexf	50	102	8	R-MAT	1000	10	63	gexf	37	2.75675675675676	37	2.75675675675676	2.75675675675676	NA
3776	R-MAT.1000.25.63.gexf	2	343	1	R-MAT	1000	25	63	gexf	296	1.15878378378378	296	1.15878378378378	1.15878378378378	NA
3777	R-MAT.1000.25.63.gexf	3	343	1	R-MAT	1000	25	63	gexf	281	1.22064056939502	281	1.22064056939502	1.22064056939502	NA
3778	R-MAT.1000.25.63.gexf	5	343	1	R-MAT	1000	25	63	gexf	258	1.32945736434109	258	1.32945736434109	1.32945736434109	NA
3779	R-MAT.1000.25.63.gexf	10	343	1	R-MAT	1000	25	63	gexf	228	1.50438596491228	228	1.50438596491228	1.50438596491228	NA
3780	R-MAT.1000.25.63.gexf	50	282.279069767442	10	R-MAT	1000	25	63	gexf	125	2.25823255813954	125	2.25823255813954	2.25823255813954	NA
3781	R-MAT.50.5.64.gexf	2	11	1	R-MAT	50	5	64	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
3782	R-MAT.50.5.64.gexf	3	10.6666666666667	2	R-MAT	50	5	64	gexf	5	2.13333333333333	5	2.13333333333333	2.13333333333333	NA
3783	R-MAT.50.5.64.gexf	5	9	3	R-MAT	50	5	64	gexf	3	3	3	3	3	NA
3786	R-MAT.50.10.64.gexf	2	32	1	R-MAT	50	10	64	gexf	21	1.52380952380952	21	1.52380952380952	1.52380952380952	NA
3787	R-MAT.50.10.64.gexf	3	32	1	R-MAT	50	10	64	gexf	18	1.77777777777778	18	1.77777777777778	1.77777777777778	NA
3788	R-MAT.50.10.64.gexf	5	31.2	3	R-MAT	50	10	64	gexf	13	2.4	13	2.4	2.4	NA
3789	R-MAT.50.10.64.gexf	10	23.5714285714286	5	R-MAT	50	10	64	gexf	6	3.92857142857143	5	4.71428571428571	4.71428571428571	2
3791	R-MAT.50.25.64.gexf	2	79	1	R-MAT	50	25	64	gexf	54	1.46296296296296	54	1.46296296296296	1.46296296296296	NA
3792	R-MAT.50.25.64.gexf	3	79	1	R-MAT	50	25	64	gexf	46	1.71739130434783	46	1.71739130434783	1.71739130434783	NA
3793	R-MAT.50.25.64.gexf	5	78	2	R-MAT	50	25	64	gexf	36	2.16666666666667	36	2.16666666666667	2.16666666666667	NA
3794	R-MAT.50.25.64.gexf	10	62.8571428571429	5	R-MAT	50	25	64	gexf	20	3.14285714285714	20	3.14285714285714	3.14285714285714	NA
3796	R-MAT.100.5.64.gexf	2	23	1	R-MAT	100	5	64	gexf	16	1.4375	16	1.4375	1.4375	NA
3797	R-MAT.100.5.64.gexf	3	23	1	R-MAT	100	5	64	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
3798	R-MAT.100.5.64.gexf	5	22.8	3	R-MAT	100	5	64	gexf	9	2.53333333333333	9	2.53333333333333	2.53333333333333	NA
3799	R-MAT.100.5.64.gexf	10	13.75	8	R-MAT	100	5	64	gexf	2	6.875	2	6.875	6.875	NA
3801	R-MAT.100.10.64.gexf	2	43	1	R-MAT	100	10	64	gexf	32	1.34375	32	1.34375	1.34375	NA
3802	R-MAT.100.10.64.gexf	3	43	1	R-MAT	100	10	64	gexf	28	1.53571428571429	28	1.53571428571429	1.53571428571429	NA
3803	R-MAT.100.10.64.gexf	5	43	1	R-MAT	100	10	64	gexf	23	1.8695652173913	23	1.8695652173913	1.8695652173913	NA
3804	R-MAT.100.10.64.gexf	10	38.5	4	R-MAT	100	10	64	gexf	13	2.96153846153846	13	2.96153846153846	2.96153846153846	NA
3806	R-MAT.100.25.64.gexf	2	121	1	R-MAT	100	25	64	gexf	103	1.1747572815534	103	1.1747572815534	1.1747572815534	NA
3807	R-MAT.100.25.64.gexf	3	121	1	R-MAT	100	25	64	gexf	96	1.26041666666667	96	1.26041666666667	1.26041666666667	NA
3808	R-MAT.100.25.64.gexf	5	121	1	R-MAT	100	25	64	gexf	84	1.44047619047619	84	1.44047619047619	1.44047619047619	NA
3809	R-MAT.100.25.64.gexf	10	121	1	R-MAT	100	25	64	gexf	58	2.08620689655172	58	2.08620689655172	2.08620689655172	NA
3811	R-MAT.500.5.64.gexf	2	51	1	R-MAT	500	5	64	gexf	46	1.10869565217391	46	1.10869565217391	1.10869565217391	NA
3812	R-MAT.500.5.64.gexf	3	51	1	R-MAT	500	5	64	gexf	44	1.15909090909091	44	1.15909090909091	1.15909090909091	NA
3813	R-MAT.500.5.64.gexf	5	51	1	R-MAT	500	5	64	gexf	40	1.275	40	1.275	1.275	NA
3814	R-MAT.500.5.64.gexf	10	51	1	R-MAT	500	5	64	gexf	31	1.64516129032258	31	1.64516129032258	1.64516129032258	NA
3816	R-MAT.500.10.64.gexf	2	98	1	R-MAT	500	10	64	gexf	82	1.19512195121951	82	1.19512195121951	1.19512195121951	NA
3817	R-MAT.500.10.64.gexf	3	98	1	R-MAT	500	10	64	gexf	79	1.24050632911392	79	1.24050632911392	1.24050632911392	NA
3818	R-MAT.500.10.64.gexf	5	98	1	R-MAT	500	10	64	gexf	73	1.34246575342466	73	1.34246575342466	1.34246575342466	NA
3819	R-MAT.500.10.64.gexf	10	96.8	3	R-MAT	500	10	64	gexf	63	1.53650793650794	63	1.53650793650794	1.53650793650794	NA
3820	R-MAT.500.10.64.gexf	50	75.0833333333333	17	R-MAT	500	10	64	gexf	18	4.1712962962963	18	4.1712962962963	4.1712962962963	NA
3821	R-MAT.500.25.64.gexf	2	272	1	R-MAT	500	25	64	gexf	223	1.21973094170404	223	1.21973094170404	1.21973094170404	NA
3822	R-MAT.500.25.64.gexf	3	272	1	R-MAT	500	25	64	gexf	211	1.28909952606635	211	1.28909952606635	1.28909952606635	NA
3823	R-MAT.500.25.64.gexf	5	272	1	R-MAT	500	25	64	gexf	193	1.40932642487047	193	1.40932642487047	1.40932642487047	NA
3824	R-MAT.500.25.64.gexf	10	264	3	R-MAT	500	25	64	gexf	167	1.58083832335329	167	1.58083832335329	1.58083832335329	NA
3825	R-MAT.500.25.64.gexf	50	207.731707317073	11	R-MAT	500	25	64	gexf	72	2.88516260162602	72	2.88516260162602	2.88516260162602	NA
3826	R-MAT.1000.5.64.gexf	2	70	1	R-MAT	1000	5	64	gexf	61	1.14754098360656	61	1.14754098360656	1.14754098360656	NA
3827	R-MAT.1000.5.64.gexf	3	70	1	R-MAT	1000	5	64	gexf	57	1.2280701754386	57	1.2280701754386	1.2280701754386	NA
3828	R-MAT.1000.5.64.gexf	5	70	1	R-MAT	1000	5	64	gexf	53	1.32075471698113	53	1.32075471698113	1.32075471698113	NA
3829	R-MAT.1000.5.64.gexf	10	70	1	R-MAT	1000	5	64	gexf	48	1.45833333333333	48	1.45833333333333	1.45833333333333	NA
3830	R-MAT.1000.5.64.gexf	50	58.7608695652174	7	R-MAT	1000	5	64	gexf	8	7.34510869565217	8	7.34510869565217	7.34510869565217	NA
3831	R-MAT.1000.10.64.gexf	2	162	1	R-MAT	1000	10	64	gexf	143	1.13286713286713	143	1.13286713286713	1.13286713286713	NA
3832	R-MAT.1000.10.64.gexf	3	162	1	R-MAT	1000	10	64	gexf	137	1.18248175182482	137	1.18248175182482	1.18248175182482	NA
3833	R-MAT.1000.10.64.gexf	5	162	1	R-MAT	1000	10	64	gexf	128	1.265625	128	1.265625	1.265625	NA
3834	R-MAT.1000.10.64.gexf	10	162	1	R-MAT	1000	10	64	gexf	112	1.44642857142857	112	1.44642857142857	1.44642857142857	NA
3835	R-MAT.1000.10.64.gexf	50	138.975	13	R-MAT	1000	10	64	gexf	55	2.52681818181818	55	2.52681818181818	2.52681818181818	NA
3836	R-MAT.1000.25.64.gexf	2	367	1	R-MAT	1000	25	64	gexf	329	1.11550151975684	329	1.11550151975684	1.11550151975684	NA
3837	R-MAT.1000.25.64.gexf	3	367	1	R-MAT	1000	25	64	gexf	315	1.16507936507937	315	1.16507936507937	1.16507936507937	NA
3838	R-MAT.1000.25.64.gexf	5	367	1	R-MAT	1000	25	64	gexf	298	1.23154362416107	298	1.23154362416107	1.23154362416107	NA
3839	R-MAT.1000.25.64.gexf	10	367	2	R-MAT	1000	25	64	gexf	270	1.35925925925926	270	1.35925925925926	1.35925925925926	NA
3840	R-MAT.1000.25.64.gexf	50	329.8	8	R-MAT	1000	25	64	gexf	168	1.96309523809524	168	1.96309523809524	1.96309523809524	NA
3841	R-MAT.50.5.65.gexf	2	15	1	R-MAT	50	5	65	gexf	10	1.5	10	1.5	1.5	NA
3842	R-MAT.50.5.65.gexf	3	15	1	R-MAT	50	5	65	gexf	8	1.875	8	1.875	1.875	NA
3843	R-MAT.50.5.65.gexf	5	14.4	2	R-MAT	50	5	65	gexf	7	2.05714285714286	6	2.4	2.4	2
3844	R-MAT.50.5.65.gexf	10	11	5	R-MAT	50	5	65	gexf	2	5.5	1	11	11	2
3846	R-MAT.50.10.65.gexf	2	29	1	R-MAT	50	10	65	gexf	23	1.26086956521739	22	1.31818181818182	1.31818181818182	2
3847	R-MAT.50.10.65.gexf	3	29	1	R-MAT	50	10	65	gexf	20	1.45	20	1.45	1.45	NA
3848	R-MAT.50.10.65.gexf	5	29	1	R-MAT	50	10	65	gexf	16	1.8125	16	1.8125	1.8125	NA
3849	R-MAT.50.10.65.gexf	10	27.5	4	R-MAT	50	10	65	gexf	9	3.05555555555556	7	3.92857142857143	3.92857142857143	2
3851	R-MAT.50.25.65.gexf	2	78	1	R-MAT	50	25	65	gexf	62	1.25806451612903	62	1.25806451612903	1.25806451612903	NA
3852	R-MAT.50.25.65.gexf	3	78	1	R-MAT	50	25	65	gexf	56	1.39285714285714	56	1.39285714285714	1.39285714285714	NA
3853	R-MAT.50.25.65.gexf	5	78	1	R-MAT	50	25	65	gexf	46	1.69565217391304	46	1.69565217391304	1.69565217391304	NA
3854	R-MAT.50.25.65.gexf	10	75.7777777777778	4	R-MAT	50	25	65	gexf	25	3.03111111111111	25	3.03111111111111	3.03111111111111	NA
3856	R-MAT.100.5.65.gexf	2	16	1	R-MAT	100	5	65	gexf	12	1.33333333333333	12	1.33333333333333	1.33333333333333	NA
3857	R-MAT.100.5.65.gexf	3	16	1	R-MAT	100	5	65	gexf	11	1.45454545454545	11	1.45454545454545	1.45454545454545	NA
3858	R-MAT.100.5.65.gexf	5	16	1	R-MAT	100	5	65	gexf	9	1.77777777777778	9	1.77777777777778	1.77777777777778	NA
3859	R-MAT.100.5.65.gexf	10	14.6666666666667	3	R-MAT	100	5	65	gexf	4	3.66666666666667	4	3.66666666666667	3.66666666666667	NA
3861	R-MAT.100.10.65.gexf	2	43	1	R-MAT	100	10	65	gexf	33	1.3030303030303	33	1.3030303030303	1.3030303030303	NA
3862	R-MAT.100.10.65.gexf	3	43	1	R-MAT	100	10	65	gexf	30	1.43333333333333	30	1.43333333333333	1.43333333333333	NA
3863	R-MAT.100.10.65.gexf	5	43	1	R-MAT	100	10	65	gexf	26	1.65384615384615	26	1.65384615384615	1.65384615384615	NA
3864	R-MAT.100.10.65.gexf	10	40.3333333333333	4	R-MAT	100	10	65	gexf	16	2.52083333333333	16	2.52083333333333	2.52083333333333	NA
3866	R-MAT.100.25.65.gexf	2	96	1	R-MAT	100	25	65	gexf	80	1.2	80	1.2	1.2	NA
3867	R-MAT.100.25.65.gexf	3	96	1	R-MAT	100	25	65	gexf	74	1.2972972972973	74	1.2972972972973	1.2972972972973	NA
3868	R-MAT.100.25.65.gexf	5	96	1	R-MAT	100	25	65	gexf	62	1.54838709677419	62	1.54838709677419	1.54838709677419	NA
3869	R-MAT.100.25.65.gexf	10	96	1	R-MAT	100	25	65	gexf	46	2.08695652173913	46	2.08695652173913	2.08695652173913	NA
3871	R-MAT.500.5.65.gexf	2	54	1	R-MAT	500	5	65	gexf	46	1.17391304347826	46	1.17391304347826	1.17391304347826	NA
3872	R-MAT.500.5.65.gexf	3	54	1	R-MAT	500	5	65	gexf	44	1.22727272727273	44	1.22727272727273	1.22727272727273	NA
3873	R-MAT.500.5.65.gexf	5	54	1	R-MAT	500	5	65	gexf	40	1.35	40	1.35	1.35	NA
3874	R-MAT.500.5.65.gexf	10	53.9	3	R-MAT	500	5	65	gexf	33	1.63333333333333	33	1.63333333333333	1.63333333333333	NA
3876	R-MAT.500.10.65.gexf	2	85	1	R-MAT	500	10	65	gexf	75	1.13333333333333	75	1.13333333333333	1.13333333333333	NA
3877	R-MAT.500.10.65.gexf	3	85	1	R-MAT	500	10	65	gexf	71	1.19718309859155	71	1.19718309859155	1.19718309859155	NA
3878	R-MAT.500.10.65.gexf	5	85	1	R-MAT	500	10	65	gexf	64	1.328125	64	1.328125	1.328125	NA
3879	R-MAT.500.10.65.gexf	10	85	1	R-MAT	500	10	65	gexf	54	1.57407407407407	54	1.57407407407407	1.57407407407407	NA
3880	R-MAT.500.10.65.gexf	50	64.421052631579	14	R-MAT	500	10	65	gexf	11	5.85645933014354	11	5.85645933014354	5.85645933014354	NA
3881	R-MAT.500.25.65.gexf	2	269	1	R-MAT	500	25	65	gexf	223	1.20627802690583	223	1.20627802690583	1.20627802690583	NA
3882	R-MAT.500.25.65.gexf	3	269	1	R-MAT	500	25	65	gexf	209	1.28708133971292	209	1.28708133971292	1.28708133971292	NA
